position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,12,72.051,1286,11295,2026-07-24T08:53:11.432644Z
2,3,72.094,1286,11295,2026-07-24T08:53:11.432644Z
3,44,72.279,1286,11295,2026-07-24T08:53:11.432644Z
4,16,72.351,1286,11295,2026-07-24T08:53:11.432644Z
5,6,72.434,1286,11295,2026-07-24T08:53:11.432644Z
6,63,72.445,1286,11295,2026-07-24T08:53:11.432644Z
7,81,72.624,1286,11295,2026-07-24T08:53:11.432644Z
8,1,72.765,1286,11295,2026-07-24T08:53:11.432644Z
9,10,73.226,1286,11295,2026-07-24T08:53:11.432644Z
10,30,73.412,1286,11295,2026-07-24T08:53:11.432644Z
11,23,73.787,1286,11295,2026-07-24T08:53:11.432644Z
12,55,73.815,1286,11295,2026-07-24T08:53:11.432644Z
13,27,73.902,1286,11295,2026-07-24T08:53:11.432644Z
14,43,73.995,1286,11295,2026-07-24T08:53:11.432644Z
15,41,74.248,1286,11295,2026-07-24T08:53:11.432644Z
16,5,,1286,11295,2026-07-24T08:53:11.432644Z
17,31,74.722,1286,11295,2026-07-24T08:53:11.432644Z
18,11,74.747,1286,11295,2026-07-24T08:53:11.432644Z
19,87,74.814,1286,11295,2026-07-24T08:53:11.432644Z
20,77,75.283,1286,11295,2026-07-24T08:53:11.432644Z
21,14,75.349,1286,11295,2026-07-24T08:53:11.432644Z
22,18,76.061,1286,11295,2026-07-24T08:53:11.432644Z
1,63,74.679,1287,11303,2026-07-24T08:54:05.002040Z
2,44,74.743,1287,11303,2026-07-24T08:54:05.002040Z
3,12,74.998,1287,11303,2026-07-24T08:54:05.002040Z
4,1,75.001,1287,11303,2026-07-24T08:54:05.002040Z
5,3,75.021,1287,11303,2026-07-24T08:54:05.002040Z
6,6,75.077,1287,11303,2026-07-24T08:54:05.002040Z
7,81,75.09,1287,11303,2026-07-24T08:54:05.002040Z
8,30,76.542,1287,11303,2026-07-24T08:54:05.002040Z
9,27,76.657,1287,11303,2026-07-24T08:54:05.002040Z
10,16,,1287,11303,2026-07-24T08:54:05.002040Z
11,41,75.84,1287,11303,2026-07-24T08:54:05.002040Z
12,5,76.001,1287,11303,2026-07-24T08:54:05.002040Z
13,43,76.191,1287,11303,2026-07-24T08:54:05.002040Z
14,10,76.261,1287,11303,2026-07-24T08:54:05.002040Z
15,87,76.389,1287,11303,2026-07-24T08:54:05.002040Z
16,55,77.827,1287,11303,2026-07-24T08:54:05.002040Z
17,31,77.073,1287,11303,2026-07-24T08:54:05.002040Z
18,23,77.424,1287,11303,2026-07-24T08:54:05.002040Z
19,11,77.545,1287,11303,2026-07-24T08:54:05.002040Z
20,77,77.757,1287,11303,2026-07-24T08:54:05.002040Z
21,18,78.758,1287,11303,2026-07-24T08:54:05.002040Z
22,14,78.815,1287,11303,2026-07-24T08:54:05.002040Z
1,12,88.111,1289,11322,2026-07-24T08:56:05.212677Z
2,16,88.286,1289,11322,2026-07-24T08:56:05.212677Z
3,44,88.458,1289,11322,2026-07-24T08:56:05.212677Z
4,63,88.481,1289,11322,2026-07-24T08:56:05.212677Z
5,6,88.746,1289,11322,2026-07-24T08:56:05.212677Z
6,1,88.877,1289,11322,2026-07-24T08:56:05.212677Z
7,3,88.893,1289,11322,2026-07-24T08:56:05.212677Z
8,81,89.032,1289,11322,2026-07-24T08:56:05.212677Z
9,41,89.305,1289,11322,2026-07-24T08:56:05.212677Z
10,30,89.716,1289,11322,2026-07-24T08:56:05.212677Z
11,5,89.461,1289,11322,2026-07-24T08:56:05.212677Z
12,27,90.076,1289,11322,2026-07-24T08:56:05.212677Z
13,87,90.501,1289,11322,2026-07-24T08:56:05.212677Z
14,55,90.623,1289,11322,2026-07-24T08:56:05.212677Z
15,10,90.063,1289,11322,2026-07-24T08:56:05.212677Z
16,23,91.341,1289,11322,2026-07-24T08:56:05.212677Z
17,31,90.68,1289,11322,2026-07-24T08:56:05.212677Z
18,77,91.227,1289,11322,2026-07-24T08:56:05.212677Z
19,43,91.321,1289,11322,2026-07-24T08:56:05.212677Z
20,11,91.451,1289,11322,2026-07-24T08:56:05.212677Z
21,14,93.025,1289,11322,2026-07-24T08:56:05.212677Z
22,18,92.863,1289,11322,2026-07-24T08:56:05.212677Z
