date,session_key,meeting_key,driver_number,gap_to_leader,interval
2026-06-28T13:05:51.625000+00:00,11315,1288,81,4.584,0.476
2026-06-28T13:05:51.731000+00:00,11315,1288,14,11.893,1.072
2026-06-28T13:05:51.812000+00:00,11315,1288,30,5.484,0.6
2026-06-28T13:05:51.868000+00:00,11315,1288,5,7.601,0.281
2026-06-28T13:05:51.910000+00:00,11315,1288,1,4.872,0.288
2026-06-28T13:05:51.996000+00:00,11315,1288,11,10.674,0.555
2026-06-28T13:05:52.259000+00:00,11315,1288,6,5.923,0.439
2026-06-28T13:05:52.319000+00:00,11315,1288,43,11.027,0.353
2026-06-28T13:05:52.414000+00:00,11315,1288,10,8.15,0.549
2026-06-28T13:05:52.511000+00:00,11315,1288,30,5.474,0.602
2026-06-28T13:05:52.764000+00:00,11315,1288,27,8.458,0.308
2026-06-28T13:05:52.881000+00:00,11315,1288,41,6.563,0.64
2026-06-28T13:05:52.967000+00:00,11315,1288,44,0.769,0.769
2026-06-28T13:05:52.976000+00:00,11315,1288,6,5.922,0.448
2026-06-28T13:05:53.134000+00:00,11315,1288,18,13.306,1.413
2026-06-28T13:05:53.161000+00:00,11315,1288,87,8.893,0.435
2026-06-28T13:05:53.220000+00:00,11315,1288,3,2.694,1.939
2026-06-28T13:05:53.329000+00:00,11315,1288,14,12.031,1.004
2026-06-28T13:05:53.586000+00:00,11315,1288,41,6.552,0.63
2026-06-28T13:05:53.690000+00:00,11315,1288,31,7.351,0.788
2026-06-28T13:05:53.924000+00:00,11315,1288,55,9.663,0.77
2026-06-28T13:05:53.983000+00:00,11315,1288,5,7.663,0.312
2026-06-28T13:05:54.031000+00:00,11315,1288,77,17.227,4.39
2026-06-28T13:05:54.148000+00:00,11315,1288,16,3.623,0.929
2026-06-28T13:05:54.405000+00:00,11315,1288,31,,0.799
2026-06-28T13:05:54.502000+00:00,11315,1288,12,3.926,0.303
2026-06-28T13:05:54.502000+00:00,11315,1288,10,8.154,0.491
2026-06-28T13:05:54.679000+00:00,11315,1288,23,10.398,0.735
2026-06-28T13:05:54.724000+00:00,11315,1288,18,13.438,1.407
2026-06-28T13:05:54.751000+00:00,11315,1288,5,7.7,0.349
2026-06-28T13:05:54.832000+00:00,11315,1288,27,8.477,0.323
2026-06-28T13:05:54.863000+00:00,11315,1288,3,2.673,1.904
2026-06-28T13:05:54.973000+00:00,11315,1288,81,4.445,0.519
2026-06-28T13:05:55.192000+00:00,11315,1288,10,8.144,0.444
2026-06-28T13:05:55.215000+00:00,11315,1288,11,10.961,0.563
2026-06-28T13:05:55.224000+00:00,11315,1288,87,8.905,0.428
2026-06-28T13:05:55.279000+00:00,11315,1288,1,4.765,0.32
2026-06-28T13:05:55.509000+00:00,11315,1288,27,,0.333
2026-06-28T13:05:55.603000+00:00,11315,1288,43,11.337,0.376
2026-06-28T13:05:55.766000+00:00,11315,1288,16,3.587,0.914
2026-06-28T13:05:55.914000+00:00,11315,1288,30,5.37,0.605
2026-06-28T13:05:55.921000+00:00,11315,1288,87,8.901,0.424
2026-06-28T13:05:56.023000+00:00,11315,1288,55,9.699,0.794
2026-06-28T13:05:56.142000+00:00,11315,1288,12,3.969,0.382
2026-06-28T13:05:56.366000+00:00,11315,1288,6,5.834,0.464
2026-06-28T13:05:56.555000+00:00,11315,1288,14,12.293,0.956
2026-06-28T13:05:56.695000+00:00,11315,1288,81,4.509,0.54
2026-06-28T13:05:56.726000+00:00,11315,1288,55,9.696,0.795
2026-06-28T13:05:56.774000+00:00,11315,1288,23,10.441,0.742
2026-06-28T13:05:56.979000+00:00,11315,1288,41,6.435,0.601
2026-06-28T13:05:57.035000+00:00,11315,1288,1,4.862,0.353
2026-06-28T13:05:57.166000+00:00,11315,1288,44,0.778,0.778
2026-06-28T13:05:57.347000+00:00,11315,1288,11,11.018,0.577
2026-06-28T13:05:57.478000+00:00,11315,1288,23,10.439,0.743
2026-06-28T13:05:57.686000+00:00,11315,1288,30,5.467,
2026-06-28T13:05:57.713000+00:00,11315,1288,43,11.368,0.35
2026-06-28T13:05:57.798000+00:00,11315,1288,31,7.269,0.834
2026-06-28T13:05:57.946000+00:00,11315,1288,18,13.677,1.384
2026-06-28T13:05:58.035000+00:00,11315,1288,6,5.848,0.381
2026-06-28T13:05:58.069000+00:00,11315,1288,11,11.027,0.588
2026-06-28T13:05:58.196000+00:00,11315,1288,77,18.374,5.068
2026-06-28T13:05:58.378000+00:00,11315,1288,5,7.831,0.562
2026-06-28T13:05:58.414000+00:00,11315,1288,43,11.365,0.338
2026-06-28T13:05:58.585000+00:00,11315,1288,10,8.031,0.2
2026-06-28T13:05:58.685000+00:00,11315,1288,41,6.486,0.638
2026-06-28T13:05:58.702000+00:00,11315,1288,14,12.38,1.012
2026-06-28T13:05:58.910000+00:00,11315,1288,27,8.404,0.373
2026-06-28T13:05:59.094000+00:00,11315,1288,3,2.726,1.948
2026-06-28T13:05:59.313000+00:00,11315,1288,87,8.794,0.39
2026-06-28T13:05:59.446000+00:00,11315,1288,14,12.407,1.042
2026-06-28T13:05:59.528000+00:00,11315,1288,31,7.318,0.832
2026-06-28T13:06:00.002000+00:00,11315,1288,16,3.633,0.907
2026-06-28T13:06:00.054000+00:00,11315,1288,5,7.874,0.556
2026-06-28T13:06:00.111000+00:00,11315,1288,55,9.584,0.79
2026-06-28T13:06:00.122000+00:00,11315,1288,18,13.804,1.424
2026-06-28T13:06:00.135000+00:00,11315,1288,44,0.782,0.782
2026-06-28T13:06:00.374000+00:00,11315,1288,10,8.175,0.301
2026-06-28T13:06:00.444000+00:00,11315,1288,12,4.075,0.442
2026-06-28T13:06:00.662000+00:00,11315,1288,27,8.503,0.328
2026-06-28T13:06:00.840000+00:00,11315,1288,23,10.324,0.74
2026-06-28T13:06:00.869000+00:00,11315,1288,18,13.837,1.43
2026-06-28T13:06:01.019000+00:00,11315,1288,81,4.638,0.563
2026-06-28T13:06:01.105000+00:00,11315,1288,87,8.935,0.432
2026-06-28T13:06:01.399000+00:00,11315,1288,1,5.023,0.385
2026-06-28T13:06:01.512000+00:00,11315,1288,11,11.005,0.681
2026-06-28T13:06:01.799000+00:00,11315,1288,43,11.277,0.272
2026-06-28T13:06:01.828000+00:00,11315,1288,55,9.649,0.714
2026-06-28T13:06:02.001000+00:00,11315,1288,30,5.623,0.6
2026-06-28T13:06:02.081000+00:00,11315,1288,3,2.724,1.942
2026-06-28T13:06:02.413000+00:00,11315,1288,6,6.023,0.4
2026-06-28T13:06:02.424000+00:00,11315,1288,44,0.737,0.737
2026-06-28T13:06:02.574000+00:00,11315,1288,23,10.403,0.754
2026-06-28T13:06:03.003000+00:00,11315,1288,41,6.625,0.602
2026-06-28T13:06:03.032000+00:00,11315,1288,16,3.675,0.951
2026-06-28T13:06:03.058000+00:00,11315,1288,14,12.536,1.259
2026-06-28T13:06:03.262000+00:00,11315,1288,11,11.096,0.693
2026-06-28T13:06:03.444000+00:00,11315,1288,12,4.091,0.416
2026-06-28T13:06:03.636000+00:00,11315,1288,43,11.471,0.375
2026-06-28T13:06:03.915000+00:00,11315,1288,31,7.548,0.923
2026-06-28T13:06:04.003000+00:00,11315,1288,81,4.64,0.549
2026-06-28T13:06:04.344000+00:00,11315,1288,1,5.0,0.36
2026-06-28T13:06:04.386000+00:00,11315,1288,5,7.999,0.451
2026-06-28T13:06:04.441000+00:00,11315,1288,3,2.739,2.002
2026-06-28T13:06:04.472000+00:00,11315,1288,18,13.955,1.419
2026-06-28T13:06:04.758000+00:00,11315,1288,10,8.384,0.385
2026-06-28T13:06:04.844000+00:00,11315,1288,14,12.672,1.201
2026-06-28T13:06:04.943000+00:00,11315,1288,44,0.615,0.615
2026-06-28T13:06:04.951000+00:00,11315,1288,30,5.593,0.593
2026-06-28T13:06:05.111000+00:00,11315,1288,27,8.731,0.347
2026-06-28T13:06:05.353000+00:00,11315,1288,16,3.642,0.903
2026-06-28T13:06:05.374000+00:00,11315,1288,6,6.015,0.422
2026-06-28T13:06:05.587000+00:00,11315,1288,87,9.209,0.478
2026-06-28T13:06:05.703000+00:00,11315,1288,12,4.03,0.388
2026-06-28T13:06:06.013000+00:00,11315,1288,41,6.607,0.592
2026-06-28T13:06:06.191000+00:00,11315,1288,18,14.021,1.349
2026-06-28T13:06:06.259000+00:00,11315,1288,55,9.885,0.676
2026-06-28T13:06:06.265000+00:00,11315,1288,81,4.564,0.534
2026-06-28T13:06:06.616000+00:00,11315,1288,1,4.922,0.358
2026-06-28T13:06:06.941000+00:00,11315,1288,31,7.579,0.972
2026-06-28T13:06:07.005000+00:00,11315,1288,3,2.74,2.125
2026-06-28T13:06:07.007000+00:00,11315,1288,23,10.618,0.733
2026-06-28T13:06:07.191000+00:00,11315,1288,30,5.509,0.587
2026-06-28T13:06:07.359000+00:00,11315,1288,44,0.566,0.566
2026-06-28T13:06:07.408000+00:00,11315,1288,5,8.033,0.454
2026-06-28T13:06:07.765000+00:00,11315,1288,11,11.24,0.622
2026-06-28T13:06:07.777000+00:00,11315,1288,6,5.941,0.432
2026-06-28T13:06:07.821000+00:00,11315,1288,10,8.388,0.355
2026-06-28T13:06:07.855000+00:00,11315,1288,16,3.532,0.792
2026-06-28T13:06:08.195000+00:00,11315,1288,43,11.725,0.485
2026-06-28T13:06:08.201000+00:00,11315,1288,27,8.754,0.366
2026-06-28T13:06:08.236000+00:00,11315,1288,12,3.928,0.396
2026-06-28T13:06:08.251000+00:00,11315,1288,41,6.518,0.577
2026-06-28T13:06:08.598000+00:00,11315,1288,87,9.244,0.49
2026-06-28T13:06:08.682000+00:00,11315,1288,81,4.422,0.494
2026-06-28T13:06:08.995000+00:00,11315,1288,1,4.78,
2026-06-28T13:06:09.212000+00:00,11315,1288,31,7.526,1.008
2026-06-28T13:06:09.288000+00:00,11315,1288,14,12.906,1.181
2026-06-28T13:06:09.308000+00:00,11315,1288,55,9.934,0.69
2026-06-28T13:06:09.454000+00:00,11315,1288,3,2.668,2.102
2026-06-28T13:06:09.643000+00:00,11315,1288,30,5.351,0.571
2026-06-28T13:06:09.675000+00:00,11315,1288,5,7.981,0.455
2026-06-28T13:06:10.009000+00:00,11315,1288,23,10.675,0.741
2026-06-28T13:06:10.019000+00:00,11315,1288,10,8.317,0.336
2026-06-28T13:06:10.046000+00:00,11315,1288,6,5.785,0.434
2026-06-28T13:06:10.143000+00:00,11315,1288,16,3.369,0.701
2026-06-28T13:06:10.389000+00:00,11315,1288,27,8.694,0.377
2026-06-28T13:06:10.632000+00:00,11315,1288,41,6.35,0.565
2026-06-28T13:06:10.642000+00:00,11315,1288,18,14.271,1.365
2026-06-28T13:06:10.650000+00:00,11315,1288,11,11.298,0.623
2026-06-28T13:06:10.674000+00:00,11315,1288,12,3.906,0.537
2026-06-28T13:06:10.871000+00:00,11315,1288,87,9.176,0.482
2026-06-28T13:06:11.106000+00:00,11315,1288,43,11.748,0.45
2026-06-28T13:06:11.233000+00:00,11315,1288,81,4.445,0.539
2026-06-28T13:06:11.579000+00:00,11315,1288,1,4.818,0.373
2026-06-28T13:06:11.588000+00:00,11315,1288,55,9.885,0.709
2026-06-28T13:06:11.659000+00:00,11315,1288,31,7.373,1.023
2026-06-28T13:06:12.127000+00:00,11315,1288,5,7.86,0.487
2026-06-28T13:06:12.221000+00:00,11315,1288,30,5.435,0.617
2026-06-28T13:06:12.337000+00:00,11315,1288,14,12.993,1.245
2026-06-28T13:06:12.346000+00:00,11315,1288,23,10.639,0.754
2026-06-28T13:06:12.453000+00:00,11315,1288,10,8.179,0.319
2026-06-28T13:06:12.588000+00:00,11315,1288,6,5.815,0.38
2026-06-28T13:06:12.828000+00:00,11315,1288,27,8.549,0.37
2026-06-28T13:06:12.941000+00:00,11315,1288,11,11.244,0.605
2026-06-28T13:06:12.950000+00:00,11315,1288,44,0.701,0.701
2026-06-28T13:06:13.158000+00:00,11315,1288,41,6.389,0.574
2026-06-28T13:06:13.272000+00:00,11315,1288,87,9.001,0.452
2026-06-28T13:06:13.377000+00:00,11315,1288,43,11.674,0.43
2026-06-28T13:06:13.727000+00:00,11315,1288,18,14.372,1.379
2026-06-28T13:06:13.985000+00:00,11315,1288,55,9.76,0.759
2026-06-28T13:06:14.070000+00:00,11315,1288,31,7.298,0.909
2026-06-28T13:06:14.599000+00:00,11315,1288,5,7.829,0.531
2026-06-28T13:06:14.682000+00:00,11315,1288,14,12.998,1.324
2026-06-28T13:06:14.774000+00:00,11315,1288,23,10.537,0.777
2026-06-28T13:06:14.955000+00:00,11315,1288,3,2.697,1.996
2026-06-28T13:06:14.957000+00:00,11315,1288,10,8.185,0.356
2026-06-28T13:06:15.311000+00:00,11315,1288,11,11.082,0.545
2026-06-28T13:06:15.370000+00:00,11315,1288,27,8.586,0.401
2026-06-28T13:06:15.732000+00:00,11315,1288,16,3.471,0.774
2026-06-28T13:06:15.818000+00:00,11315,1288,43,11.534,0.452
2026-06-28T13:06:15.826000+00:00,11315,1288,87,9.047,0.461
2026-06-28T13:06:16.125000+00:00,11315,1288,18,14.421,1.423
2026-06-28T13:06:16.331000+00:00,11315,1288,12,4.069,0.598
2026-06-28T13:06:16.552000+00:00,11315,1288,55,9.768,0.721
2026-06-28T13:06:16.895000+00:00,11315,1288,81,4.633,0.564
2026-06-28T13:06:17.208000+00:00,11315,1288,14,12.933,1.399
2026-06-28T13:06:17.240000+00:00,11315,1288,1,4.977,0.344
2026-06-28T13:06:17.358000+00:00,11315,1288,23,10.577,0.809
2026-06-28T13:06:17.584000+00:00,11315,1288,44,0.676,0.676
2026-06-28T13:06:17.874000+00:00,11315,1288,30,5.594,
2026-06-28T13:06:17.934000+00:00,11315,1288,11,11.17,0.593
2026-06-28T13:06:18.348000+00:00,11315,1288,6,6.101,0.507
2026-06-28T13:06:18.450000+00:00,11315,1288,43,11.692,0.522
2026-06-28T13:06:18.763000+00:00,11315,1288,18,14.471,1.538
2026-06-28T13:06:18.876000+00:00,11315,1288,41,6.612,0.511
2026-06-28T13:06:19.706000+00:00,11315,1288,44,0.649,0.649
2026-06-28T13:06:19.709000+00:00,11315,1288,3,2.787,2.111
2026-06-28T13:06:19.713000+00:00,11315,1288,14,12.957,1.265
2026-06-28T13:06:19.745000+00:00,11315,1288,31,7.485,0.873
2026-06-28T13:06:20.272000+00:00,11315,1288,5,8.014,0.529
2026-06-28T13:06:20.407000+00:00,11315,1288,16,3.5,0.713
2026-06-28T13:06:20.654000+00:00,11315,1288,10,8.388,0.374
2026-06-28T13:06:20.925000+00:00,11315,1288,12,4.031,0.531
2026-06-28T13:06:21.069000+00:00,11315,1288,27,8.819,0.431
2026-06-28T13:06:21.236000+00:00,11315,1288,18,14.519,1.562
2026-06-28T13:06:21.511000+00:00,11315,1288,81,4.609,0.578
2026-06-28T13:06:21.599000+00:00,11315,1288,87,9.332,0.513
2026-06-28T13:06:21.804000+00:00,11315,1288,1,4.907,0.298
2026-06-28T13:06:21.921000+00:00,11315,1288,3,2.858,2.209
2026-06-28T13:06:22.281000+00:00,11315,1288,55,10.017,0.685
2026-06-28T13:06:22.499000+00:00,11315,1288,16,3.467,0.609
2026-06-28T13:06:22.510000+00:00,11315,1288,30,5.603,0.696
2026-06-28T13:06:22.890000+00:00,11315,1288,23,10.625,0.608
2026-06-28T13:06:23.009000+00:00,11315,1288,12,3.94,0.473
2026-06-28T13:06:23.011000+00:00,11315,1288,6,6.084,0.481
2026-06-28T13:06:23.500000+00:00,11315,1288,41,6.606,0.522
2026-06-28T13:06:23.586000+00:00,11315,1288,81,4.519,0.579
2026-06-28T13:06:23.645000+00:00,11315,1288,11,11.38,0.755
2026-06-28T13:06:23.840000+00:00,11315,1288,1,4.814,0.295
2026-06-28T13:06:24.050000+00:00,11315,1288,43,11.793,0.413
2026-06-28T13:06:24.409000+00:00,11315,1288,31,7.502,0.896
2026-06-28T13:06:24.575000+00:00,11315,1288,30,5.53,0.716
2026-06-28T13:06:24.970000+00:00,11315,1288,5,8.052,0.55
2026-06-28T13:06:25.071000+00:00,11315,1288,6,6.023,0.493
2026-06-28T13:06:25.245000+00:00,11315,1288,14,12.991,1.198
2026-06-28T13:06:25.276000+00:00,11315,1288,10,8.359,0.307
2026-06-28T13:06:25.580000+00:00,11315,1288,41,6.516,0.493
2026-06-28T13:06:25.682000+00:00,11315,1288,27,8.783,0.424
2026-06-28T13:06:26.290000+00:00,11315,1288,87,9.384,0.601
2026-06-28T13:06:26.538000+00:00,11315,1288,31,7.476,0.96
2026-06-28T13:06:26.787000+00:00,11315,1288,18,14.524,1.533
2026-06-28T13:06:26.997000+00:00,11315,1288,55,10.078,0.694
2026-06-28T13:06:27.080000+00:00,11315,1288,5,8.023,0.547
2026-06-28T13:06:27.317000+00:00,11315,1288,10,8.26,0.237
2026-06-28T13:06:27.338000+00:00,11315,1288,44,0.624,0.624
2026-06-28T13:06:27.560000+00:00,11315,1288,23,10.65,0.572
2026-06-28T13:06:27.810000+00:00,11315,1288,27,8.748,0.488
2026-06-28T13:06:28.333000+00:00,11315,1288,11,11.427,0.777
2026-06-28T13:06:28.353000+00:00,11315,1288,87,9.334,0.586
2026-06-28T13:06:28.697000+00:00,11315,1288,43,11.795,0.368
2026-06-28T13:06:29.031000+00:00,11315,1288,55,9.996,0.662
2026-06-28T13:06:29.439000+00:00,11315,1288,3,2.745,2.121
2026-06-28T13:06:29.637000+00:00,11315,1288,23,10.575,0.579
2026-06-28T13:06:30.052000+00:00,11315,1288,14,13.142,1.347
2026-06-28T13:06:30.216000+00:00,11315,1288,16,3.53,0.785
2026-06-28T13:06:30.411000+00:00,11315,1288,11,11.383,0.808
2026-06-28T13:06:30.750000+00:00,11315,1288,12,4.045,0.515
2026-06-28T13:06:30.784000+00:00,11315,1288,43,11.712,0.329
2026-06-28T13:06:31.315000+00:00,11315,1288,81,4.614,0.569
2026-06-28T13:06:31.524000+00:00,11315,1288,18,14.638,1.496
2026-06-28T13:06:31.680000+00:00,11315,1288,44,0.637,0.637
2026-06-28T13:06:31.782000+00:00,11315,1288,1,5.074,0.46
2026-06-28T13:06:32.304000+00:00,11315,1288,14,13.242,1.53
2026-06-28T13:06:32.623000+00:00,11315,1288,30,5.93,0.856
2026-06-28T13:06:32.922000+00:00,11315,1288,6,6.226,0.296
2026-06-28T13:06:33.470000+00:00,11315,1288,41,6.79,0.564
2026-06-28T13:06:33.770000+00:00,11315,1288,18,14.72,1.478
2026-06-28T13:06:33.832000+00:00,11315,1288,3,2.806,2.169
2026-06-28T13:06:34.337000+00:00,11315,1288,31,7.638,0.848
2026-06-28T13:06:34.610000+00:00,11315,1288,16,3.587,0.781
2026-06-28T13:06:34.792000+00:00,11315,1288,5,8.097,0.459
2026-06-28T13:06:35.134000+00:00,11315,1288,12,4.098,0.511
2026-06-28T13:06:35.258000+00:00,11315,1288,10,8.567,0.47
2026-06-28T13:06:35.629000+00:00,11315,1288,81,4.6,0.502
2026-06-28T13:06:35.710000+00:00,11315,1288,27,8.996,0.429
2026-06-28T13:06:36.133000+00:00,11315,1288,1,5.097,0.497
2026-06-28T13:06:36.400000+00:00,11315,1288,87,9.704,0.708
2026-06-28T13:06:36.975000+00:00,11315,1288,55,10.273,0.569
2026-06-28T13:06:36.986000+00:00,11315,1288,30,5.932,0.835
2026-06-28T13:06:37.156000+00:00,11315,1288,44,0.616,0.616
2026-06-28T13:06:37.251000+00:00,11315,1288,6,6.215,0.283
2026-06-28T13:06:37.681000+00:00,11315,1288,23,10.975,0.702
2026-06-28T13:06:37.784000+00:00,11315,1288,41,6.76,0.545
2026-06-28T13:06:38.342000+00:00,11315,1288,11,11.637,0.662
2026-06-28T13:06:38.699000+00:00,11315,1288,31,7.672,0.912
2026-06-28T13:06:38.858000+00:00,11315,1288,43,12.167,0.53
2026-06-28T13:06:39.221000+00:00,11315,1288,5,8.174,0.502
2026-06-28T13:06:39.383000+00:00,11315,1288,3,2.85,2.234
2026-06-28T13:06:39.567000+00:00,11315,1288,10,8.549,0.375
2026-06-28T13:06:40.075000+00:00,11315,1288,27,9.038,0.489
2026-06-28T13:06:40.169000+00:00,11315,1288,14,13.467,1.3
2026-06-28T13:06:40.209000+00:00,11315,1288,16,3.7,0.85
2026-06-28T13:06:40.820000+00:00,11315,1288,87,9.781,0.743
2026-06-28T13:06:40.849000+00:00,11315,1288,12,4.283,0.583
2026-06-28T13:06:41.274000+00:00,11315,1288,81,4.782,0.499
2026-06-28T13:06:41.316000+00:00,11315,1288,55,10.288,0.507
2026-06-28T13:06:41.553000+00:00,11315,1288,44,0.722,0.722
2026-06-28T13:06:41.628000+00:00,11315,1288,18,14.919,1.452
2026-06-28T13:06:41.843000+00:00,11315,1288,1,5.359,0.577
2026-06-28T13:06:42.028000+00:00,11315,1288,23,11.006,0.718
2026-06-28T13:06:42.752000+00:00,11315,1288,11,11.713,0.707
2026-06-28T13:06:42.867000+00:00,11315,1288,30,6.323,0.964
2026-06-28T13:06:43.056000+00:00,11315,1288,6,6.565,0.242
2026-06-28T13:06:43.210000+00:00,11315,1288,43,12.183,0.47
2026-06-28T13:06:43.697000+00:00,11315,1288,3,2.868,2.146
2026-06-28T13:06:43.740000+00:00,11315,1288,41,7.183,0.618
2026-06-28T13:06:44.515000+00:00,11315,1288,31,7.972,0.789
2026-06-28T13:06:44.705000+00:00,11315,1288,16,3.866,0.998
2026-06-28T13:06:44.722000+00:00,11315,1288,14,13.691,1.508
2026-06-28T13:06:44.978000+00:00,11315,1288,5,8.434,0.462
2026-06-28T13:06:45.284000+00:00,11315,1288,12,4.441,0.575
2026-06-28T13:06:45.481000+00:00,11315,1288,10,8.966,0.532
2026-06-28T13:06:45.820000+00:00,11315,1288,81,4.988,0.547
2026-06-28T13:06:45.978000+00:00,11315,1288,27,9.43,0.464
2026-06-28T13:06:46.151000+00:00,11315,1288,18,15.115,1.424
2026-06-28T13:06:46.411000+00:00,11315,1288,1,5.555,0.567
2026-06-28T13:06:46.615000+00:00,11315,1288,87,10.061,0.631
2026-06-28T13:06:46.804000+00:00,11315,1288,44,0.793,0.793
2026-06-28T13:06:47.176000+00:00,11315,1288,55,10.685,0.624
2026-06-28T13:06:47.469000+00:00,11315,1288,30,6.586,1.031
2026-06-28T13:06:47.734000+00:00,11315,1288,6,6.858,0.272
2026-06-28T13:06:47.937000+00:00,11315,1288,23,11.409,0.724
2026-06-28T13:06:48.324000+00:00,11315,1288,41,7.48,0.622
2026-06-28T13:06:48.649000+00:00,11315,1288,11,12.098,0.689
2026-06-28T13:06:48.917000+00:00,11315,1288,3,2.908,2.115
2026-06-28T13:06:49.148000+00:00,11315,1288,43,12.608,0.51
2026-06-28T13:06:49.164000+00:00,11315,1288,31,8.331,0.851
2026-06-28T13:06:49.276000+00:00,11315,1288,44,0.761,0.761
2026-06-28T13:06:49.478000+00:00,11315,1288,5,8.653,0.322
2026-06-28T13:06:49.948000+00:00,11315,1288,16,3.935,1.027
2026-06-28T13:06:50.122000+00:00,11315,1288,10,9.277,0.624
2026-06-28T13:06:50.548000+00:00,11315,1288,14,13.998,1.39
2026-06-28T13:06:50.614000+00:00,11315,1288,12,4.587,0.652
2026-06-28T13:06:50.652000+00:00,11315,1288,27,9.819,0.542
2026-06-28T13:06:51.043000+00:00,11315,1288,81,5.039,0.452
2026-06-28T13:06:51.229000+00:00,11315,1288,87,10.406,0.587
2026-06-28T13:06:51.451000+00:00,11315,1288,3,2.905,2.144
2026-06-28T13:06:51.672000+00:00,11315,1288,1,5.658,0.619
2026-06-28T13:06:51.997000+00:00,11315,1288,18,15.442,1.444
2026-06-28T13:06:52.006000+00:00,11315,1288,55,11.168,0.762
2026-06-28T13:06:52.436000+00:00,11315,1288,16,3.922,1.017
2026-06-28T13:06:52.475000+00:00,11315,1288,44,0.887,0.887
2026-06-28T13:06:52.660000+00:00,11315,1288,30,6.657,0.999
2026-06-28T13:06:52.702000+00:00,11315,1288,23,11.873,0.705
2026-06-28T13:06:52.838000+00:00,11315,1288,6,6.83,0.173
2026-06-28T13:06:53.070000+00:00,11315,1288,12,4.549,0.627
2026-06-28T13:06:53.360000+00:00,11315,1288,11,12.525,0.652
2026-06-28T13:06:53.453000+00:00,11315,1288,81,4.945,0.396
2026-06-28T13:06:53.557000+00:00,11315,1288,41,7.559,0.729
2026-06-28T13:06:53.805000+00:00,11315,1288,43,12.966,0.441
2026-06-28T13:06:53.975000+00:00,11315,1288,44,0.894,0.894
2026-06-28T13:06:54.063000+00:00,11315,1288,1,5.588,0.643
2026-06-28T13:06:54.518000+00:00,11315,1288,31,8.513,0.954
2026-06-28T13:06:54.628000+00:00,11315,1288,3,3.026,2.139
2026-06-28T13:06:54.866000+00:00,11315,1288,5,8.831,0.318
2026-06-28T13:06:55.114000+00:00,11315,1288,14,14.276,1.31
2026-06-28T13:06:55.135000+00:00,11315,1288,30,6.616,1.028
2026-06-28T13:06:55.310000+00:00,11315,1288,6,6.79,0.174
2026-06-28T13:06:55.447000+00:00,11315,1288,10,9.438,0.607
2026-06-28T13:06:55.742000+00:00,11315,1288,16,4.139,1.113
2026-06-28T13:06:55.996000+00:00,11315,1288,41,7.471,0.681
2026-06-28T13:06:56.065000+00:00,11315,1288,27,10.046,0.608
2026-06-28T13:06:56.086000+00:00,11315,1288,3,3.001,2.107
2026-06-28T13:06:56.342000+00:00,11315,1288,12,4.743,0.604
2026-06-28T13:06:56.552000+00:00,11315,1288,87,10.554,0.508
2026-06-28T13:06:56.594000+00:00,11315,1288,18,15.763,1.487
2026-06-28T13:06:56.801000+00:00,11315,1288,81,5.219,0.476
2026-06-28T13:06:56.952000+00:00,11315,1288,31,8.463,0.992
2026-06-28T13:06:56.997000+00:00,11315,1288,44,0.924,0.924
2026-06-28T13:06:57.237000+00:00,11315,1288,16,4.172,1.171
2026-06-28T13:06:57.332000+00:00,11315,1288,55,11.323,0.769
2026-06-28T13:06:57.338000+00:00,11315,1288,5,8.802,0.339
2026-06-28T13:06:57.484000+00:00,11315,1288,1,5.891,0.672
2026-06-28T13:06:57.849000+00:00,11315,1288,10,9.34,0.538
2026-06-28T13:06:57.869000+00:00,11315,1288,12,4.795,0.623
2026-06-28T13:06:58.107000+00:00,11315,1288,23,12.102,0.779
2026-06-28T13:06:58.367000+00:00,11315,1288,81,5.284,0.489
2026-06-28T13:06:58.531000+00:00,11315,1288,27,10.022,0.682
2026-06-28T13:06:58.616000+00:00,11315,1288,30,7.003,1.112
2026-06-28T13:06:58.845000+00:00,11315,1288,11,12.824,0.722
2026-06-28T13:06:58.877000+00:00,11315,1288,6,7.243,0.24
2026-06-28T13:06:58.891000+00:00,11315,1288,63,0.0,0.0
2026-06-28T13:06:58.999000+00:00,11315,1288,87,10.492,0.47
2026-06-28T13:06:59.056000+00:00,11315,1288,1,5.958,0.674
2026-06-28T13:06:59.061000+00:00,11315,1288,43,13.061,0.237
2026-06-28T13:06:59.074000+00:00,11315,1288,3,2.984,2.06
2026-06-28T13:06:59.126000+00:00,11315,1288,44,0.945,0.945
2026-06-28T13:06:59.496000+00:00,11315,1288,41,7.865,0.622
2026-06-28T13:06:59.810000+00:00,11315,1288,55,11.283,0.791
2026-06-28T13:06:59.810000+00:00,11315,1288,44,0.947,0.947
2026-06-28T13:07:00.174000+00:00,11315,1288,30,7.104,1.146
2026-06-28T13:07:00.319000+00:00,11315,1288,16,4.237,1.253
2026-06-28T13:07:00.397000+00:00,11315,1288,31,8.802,0.937
2026-06-28T13:07:00.463000+00:00,11315,1288,6,7.365,0.261
2026-06-28T13:07:00.592000+00:00,11315,1288,14,14.578,1.517
2026-06-28T13:07:00.621000+00:00,11315,1288,23,12.088,0.805
2026-06-28T13:07:00.723000+00:00,11315,1288,5,9.129,0.327
2026-06-28T13:07:00.931000+00:00,11315,1288,12,4.864,0.627
