date,session_key,meeting_key,driver_number,gap_to_leader,interval
2026-06-28T13:36:54.558000+00:00,11315,1288,30,35.204,1.229
2026-06-28T13:36:54.666000+00:00,11315,1288,44,17.928,1.566
2026-06-28T13:36:54.895000+00:00,11315,1288,43,63.95,2.19
2026-06-28T13:36:54.977000+00:00,11315,1288,1,23.682,5.689
2026-06-28T13:36:55.234000+00:00,11315,1288,5,37.991,2.807
2026-06-28T13:36:55.631000+00:00,11315,1288,27,55.828,11.68
2026-06-28T13:36:55.869000+00:00,11315,1288,18,+1 LAP,7.387
2026-06-28T13:36:56.034000+00:00,11315,1288,31,59.269,2.486
2026-06-28T13:36:56.568000+00:00,11315,1288,14,+1 LAP,16.132
2026-06-28T13:36:56.577000+00:00,11315,1288,87,56.765,0.937
2026-06-28T13:36:56.607000+00:00,11315,1288,43,64.077,2.246
2026-06-28T13:36:56.832000+00:00,11315,1288,10,44.237,6.263
2026-06-28T13:36:56.948000+00:00,11315,1288,3,4.943,4.943
2026-06-28T13:36:57.010000+00:00,11315,1288,81,15.824,3.158
2026-06-28T13:36:57.355000+00:00,11315,1288,5,37.992,2.788
2026-06-28T13:36:57.571000+00:00,11315,1288,6,16.389,0.565
2026-06-28T13:36:57.973000+00:00,11315,1288,27,55.817,11.7
2026-06-28T13:36:58.107000+00:00,11315,1288,16,11.669,6.79
2026-06-28T13:36:58.429000+00:00,11315,1288,3,4.932,4.932
2026-06-28T13:36:58.724000+00:00,11315,1288,23,61.945,2.676
2026-06-28T13:36:58.860000+00:00,11315,1288,87,56.725,0.908
2026-06-28T13:36:59.073000+00:00,11315,1288,31,59.255,2.49
2026-06-28T13:36:59.083000+00:00,11315,1288,12,12.631,0.962
2026-06-28T13:36:59.095000+00:00,11315,1288,44,17.917,1.528
2026-06-28T13:36:59.280000+00:00,11315,1288,63,0.0,0.0
2026-06-28T13:36:59.991000+00:00,11315,1288,14,+1 LAP,16.135
2026-06-28T13:37:00.407000+00:00,11315,1288,1,23.654,5.726
2026-06-28T13:37:00.499000+00:00,11315,1288,27,55.81,11.707
2026-06-28T13:37:00.663000+00:00,11315,1288,16,11.782,6.889
2026-06-28T13:37:01.040000+00:00,11315,1288,43,64.267,2.322
2026-06-28T13:37:01.098000+00:00,11315,1288,41,34.079,10.376
2026-06-28T13:37:01.284000+00:00,11315,1288,18,+1 LAP,7.314
2026-06-28T13:37:01.312000+00:00,11315,1288,87,56.634,0.824
2026-06-28T13:37:01.388000+00:00,11315,1288,31,59.245,2.52
2026-06-28T13:37:01.464000+00:00,11315,1288,3,4.98,4.98
2026-06-28T13:37:01.518000+00:00,11315,1288,10,44.271,6.28
2026-06-28T13:37:01.532000+00:00,11315,1288,12,12.666,0.884
2026-06-28T13:37:01.571000+00:00,11315,1288,14,+1 LAP,16.085
2026-06-28T13:37:01.749000+00:00,11315,1288,23,61.93,2.675
2026-06-28T13:37:02.253000+00:00,11315,1288,81,15.799,3.168
2026-06-28T13:37:02.386000+00:00,11315,1288,30,35.381,1.302
2026-06-28T13:37:02.820000+00:00,11315,1288,6,16.356,0.557
2026-06-28T13:37:02.828000+00:00,11315,1288,27,55.718,11.649
2026-06-28T13:37:03.540000+00:00,11315,1288,3,4.986,4.986
2026-06-28T13:37:03.616000+00:00,11315,1288,10,44.259,6.267
2026-06-28T13:37:03.818000+00:00,11315,1288,87,56.713,0.995
2026-06-28T13:37:03.832000+00:00,11315,1288,16,11.804,6.861
2026-06-28T13:37:03.843000+00:00,11315,1288,18,+1 LAP,7.276
2026-06-28T13:37:03.902000+00:00,11315,1288,31,59.227,2.593
2026-06-28T13:37:04.061000+00:00,11315,1288,43,64.227,2.297
2026-06-28T13:37:04.093000+00:00,11315,1288,23,61.915,2.67
2026-06-28T13:37:04.234000+00:00,11315,1288,3,4.99,4.99
2026-06-28T13:37:04.389000+00:00,11315,1288,44,17.932,1.576
2026-06-28T13:37:04.635000+00:00,11315,1288,81,15.779,3.113
2026-06-28T13:37:04.733000+00:00,11315,1288,12,12.708,0.904
2026-06-28T13:37:04.800000+00:00,11315,1288,1,23.603,5.686
2026-06-28T13:37:04.831000+00:00,11315,1288,14,+1 LAP,16.151
2026-06-28T13:37:04.956000+00:00,11315,1288,5,37.949,2.568
2026-06-28T13:37:05.256000+00:00,11315,1288,6,16.355,0.576
2026-06-28T13:37:05.291000+00:00,11315,1288,16,11.784,6.852
2026-06-28T13:37:05.406000+00:00,11315,1288,41,34.1,10.418
2026-06-28T13:37:06.224000+00:00,11315,1288,12,12.72,0.936
2026-06-28T13:37:06.330000+00:00,11315,1288,31,59.193,2.48
2026-06-28T13:37:06.357000+00:00,11315,1288,43,64.19,2.275
2026-06-28T13:37:06.594000+00:00,11315,1288,23,61.901,2.674
2026-06-28T13:37:06.695000+00:00,11315,1288,30,35.39,1.29
2026-06-28T13:37:06.859000+00:00,11315,1288,44,17.969,1.614
2026-06-28T13:37:07.007000+00:00,11315,1288,14,+1 LAP,16.233
2026-06-28T13:37:07.696000+00:00,11315,1288,3,4.996,4.996
2026-06-28T13:37:07.763000+00:00,11315,1288,14,+1 LAP,16.27
2026-06-28T13:37:07.902000+00:00,11315,1288,81,15.861,3.153
2026-06-28T13:37:08.358000+00:00,11315,1288,16,11.813,6.833
2026-06-28T13:37:08.493000+00:00,11315,1288,27,55.891,11.654
2026-06-28T13:37:08.518000+00:00,11315,1288,6,16.486,0.625
2026-06-28T13:37:08.825000+00:00,11315,1288,43,64.154,2.253
2026-06-28T13:37:08.891000+00:00,11315,1288,18,+1 LAP,7.308
2026-06-28T13:37:09.090000+00:00,11315,1288,23,61.966,2.773
2026-06-28T13:37:09.227000+00:00,11315,1288,12,,0.907
2026-06-28T13:37:09.298000+00:00,11315,1288,3,4.961,4.961
2026-06-28T13:37:09.335000+00:00,11315,1288,5,38.002,2.612
2026-06-28T13:37:09.379000+00:00,11315,1288,81,15.872,3.152
2026-06-28T13:37:09.492000+00:00,11315,1288,87,56.9,1.009
2026-06-28T13:37:09.988000+00:00,11315,1288,1,23.542,5.61
2026-06-28T13:37:10.015000+00:00,11315,1288,44,17.989,1.503
2026-06-28T13:37:10.029000+00:00,11315,1288,6,16.518,0.646
2026-06-28T13:37:10.391000+00:00,11315,1288,16,11.834,6.848
2026-06-28T13:37:11.012000+00:00,11315,1288,41,34.246,10.592
2026-06-28T13:37:11.129000+00:00,11315,1288,16,11.846,6.856
2026-06-28T13:37:11.272000+00:00,11315,1288,12,12.706,0.872
2026-06-28T13:37:11.310000+00:00,11315,1288,43,64.186,2.22
2026-06-28T13:37:11.342000+00:00,11315,1288,10,44.316,6.367
2026-06-28T13:37:11.389000+00:00,11315,1288,14,+1 LAP,16.485
2026-06-28T13:37:11.471000+00:00,11315,1288,44,17.96,1.442
2026-06-28T13:37:11.922000+00:00,11315,1288,31,59.332,2.432
2026-06-28T13:37:11.963000+00:00,11315,1288,12,12.697,0.851
2026-06-28T13:37:12.102000+00:00,11315,1288,18,+1 LAP,7.279
2026-06-28T13:37:12.374000+00:00,11315,1288,30,35.611,1.365
2026-06-28T13:37:12.428000+00:00,11315,1288,1,23.584,5.615
2026-06-28T13:37:12.502000+00:00,11315,1288,81,16.012,3.292
2026-06-28T13:37:13.073000+00:00,11315,1288,6,16.608,0.596
2026-06-28T13:37:13.106000+00:00,11315,1288,27,55.867,11.596
2026-06-28T13:37:13.117000+00:00,11315,1288,14,+1 LAP,16.52
2026-06-28T13:37:13.512000+00:00,11315,1288,3,4.953,4.953
2026-06-28T13:37:14.199000+00:00,11315,1288,87,56.972,1.105
2026-06-28T13:37:14.256000+00:00,11315,1288,18,+1 LAP,7.254
2026-06-28T13:37:14.441000+00:00,11315,1288,44,17.952,1.344
2026-06-28T13:37:14.583000+00:00,11315,1288,81,16.035,3.329
2026-06-28T13:37:14.606000+00:00,11315,1288,16,11.909,6.913
2026-06-28T13:37:14.648000+00:00,11315,1288,23,62.03,2.698
2026-06-28T13:37:14.925000+00:00,11315,1288,5,38.125,2.514
2026-06-28T13:37:14.966000+00:00,11315,1288,18,+1 LAP,7.24
2026-06-28T13:37:15.167000+00:00,11315,1288,6,16.597,0.562
2026-06-28T13:37:15.244000+00:00,11315,1288,27,55.866,11.607
2026-06-28T13:37:15.309000+00:00,11315,1288,81,16.031,3.334
2026-06-28T13:37:15.325000+00:00,11315,1288,12,12.613,0.704
2026-06-28T13:37:15.495000+00:00,11315,1288,41,34.308,10.705
2026-06-28T13:37:15.649000+00:00,11315,1288,10,44.338,6.336
2026-06-28T13:37:15.658000+00:00,11315,1288,1,23.635,5.646
2026-06-28T13:37:15.902000+00:00,11315,1288,6,16.593,
2026-06-28T13:37:16.233000+00:00,11315,1288,16,11.899,6.938
2026-06-28T13:37:16.316000+00:00,11315,1288,87,56.959,1.093
2026-06-28T13:37:16.480000+00:00,11315,1288,3,4.93,4.93
2026-06-28T13:37:16.522000+00:00,11315,1288,44,17.948,1.351
2026-06-28T13:37:16.574000+00:00,11315,1288,31,59.334,2.362
2026-06-28T13:37:16.911000+00:00,11315,1288,30,35.732,1.424
2026-06-28T13:37:16.963000+00:00,11315,1288,12,12.629,0.73
2026-06-28T13:37:16.984000+00:00,11315,1288,43,64.386,2.356
2026-06-28T13:37:17.130000+00:00,11315,1288,1,23.626,5.666
2026-06-28T13:37:17.213000+00:00,11315,1288,44,17.951,1.358
2026-06-28T13:37:17.533000+00:00,11315,1288,14,+1 LAP,16.503
2026-06-28T13:37:18.681000+00:00,11315,1288,81,15.978,3.365
2026-06-28T13:37:18.737000+00:00,11315,1288,31,59.371,2.412
2026-06-28T13:37:18.761000+00:00,11315,1288,3,4.926,4.926
2026-06-28T13:37:18.883000+00:00,11315,1288,18,+1 LAP,7.49
2026-06-28T13:37:19.275000+00:00,11315,1288,23,62.04,2.706
2026-06-28T13:37:19.288000+00:00,11315,1288,6,16.573,0.595
2026-06-28T13:37:19.348000+00:00,11315,1288,5,38.177,2.445
2026-06-28T13:37:20.195000+00:00,11315,1288,1,23.696,5.744
2026-06-28T13:37:20.275000+00:00,11315,1288,81,15.951,3.322
2026-06-28T13:37:20.505000+00:00,11315,1288,16,11.929,6.976
2026-06-28T13:37:20.565000+00:00,11315,1288,14,+1 LAP,16.557
2026-06-28T13:37:20.671000+00:00,11315,1288,44,17.962,1.389
2026-06-28T13:37:20.752000+00:00,11315,1288,41,,10.766
2026-06-28T13:37:20.938000+00:00,11315,1288,6,16.619,0.668
2026-06-28T13:37:21.167000+00:00,11315,1288,18,+1 LAP,8.056
2026-06-28T13:37:21.227000+00:00,11315,1288,12,12.642,0.713
2026-06-28T13:37:21.276000+00:00,11315,1288,3,4.914,4.914
2026-06-28T13:37:21.350000+00:00,11315,1288,10,44.582,6.457
2026-06-28T13:37:21.386000+00:00,11315,1288,23,62.033,2.662
2026-06-28T13:37:21.595000+00:00,11315,1288,43,64.366,2.326
2026-06-28T13:37:22.203000+00:00,11315,1288,30,35.754,1.446
2026-06-28T13:37:22.267000+00:00,11315,1288,1,23.708,5.76
2026-06-28T13:37:22.283000+00:00,11315,1288,44,17.939,1.32
2026-06-28T13:37:22.775000+00:00,11315,1288,27,55.769,11.453
2026-06-28T13:37:22.942000+00:00,11315,1288,14,+1 LAP,16.62
2026-06-28T13:37:23.017000+00:00,11315,1288,1,23.71,5.759
2026-06-28T13:37:23.263000+00:00,11315,1288,41,34.386,10.802
2026-06-28T13:37:23.503000+00:00,11315,1288,16,11.954,7.024
2026-06-28T13:37:23.603000+00:00,11315,1288,3,4.903,4.903
2026-06-28T13:37:23.717000+00:00,11315,1288,43,64.346,2.313
2026-06-28T13:37:24.080000+00:00,11315,1288,87,57.055,1.286
2026-06-28T13:37:24.193000+00:00,11315,1288,12,12.654,0.7
2026-06-28T13:37:24.582000+00:00,11315,1288,81,16.016,3.374
2026-06-28T13:37:24.688000+00:00,11315,1288,30,35.796,1.41
2026-06-28T13:37:24.723000+00:00,11315,1288,5,38.261,2.507
2026-06-28T13:37:25.382000+00:00,11315,1288,6,16.815,0.799
2026-06-28T13:37:25.477000+00:00,11315,1288,14,+1 LAP,16.646
2026-06-28T13:37:25.803000+00:00,11315,1288,16,11.966,7.04
2026-06-28T13:37:25.818000+00:00,11315,1288,18,+1 LAP,8.285
2026-06-28T13:37:25.893000+00:00,11315,1288,10,44.685,6.508
2026-06-28T13:37:26.424000+00:00,11315,1288,1,23.702,5.74
2026-06-28T13:37:26.456000+00:00,11315,1288,44,17.887,1.072
2026-06-28T13:37:26.469000+00:00,11315,1288,12,12.615,0.649
2026-06-28T13:37:26.512000+00:00,11315,1288,31,59.486,2.431
2026-06-28T13:37:26.610000+00:00,11315,1288,41,34.583,10.948
2026-06-28T13:37:27.109000+00:00,11315,1288,27,55.803,11.465
2026-06-28T13:37:27.241000+00:00,11315,1288,5,38.351,2.555
2026-06-28T13:37:27.637000+00:00,11315,1288,81,16.04,3.386
2026-06-28T13:37:27.918000+00:00,11315,1288,14,+1 LAP,16.614
2026-06-28T13:37:28.050000+00:00,11315,1288,30,36.016,1.433
2026-06-28T13:37:28.062000+00:00,11315,1288,1,23.724,5.785
2026-06-28T13:37:28.173000+00:00,11315,1288,41,34.634,11.008
2026-06-28T13:37:28.354000+00:00,11315,1288,16,11.983,7.069
2026-06-28T13:37:28.356000+00:00,11315,1288,6,16.809,0.769
2026-06-28T13:37:28.448000+00:00,11315,1288,87,57.098,1.295
2026-06-28T13:37:28.903000+00:00,11315,1288,12,12.553,0.57
2026-06-28T13:37:28.955000+00:00,11315,1288,18,+1 LAP,8.317
2026-06-28T13:37:29.126000+00:00,11315,1288,3,4.985,4.985
2026-06-28T13:37:29.230000+00:00,11315,1288,23,62.205,2.719
2026-06-28T13:37:29.436000+00:00,11315,1288,44,,1.078
2026-06-28T13:37:29.567000+00:00,11315,1288,30,36.064,1.43
2026-06-28T13:37:29.876000+00:00,11315,1288,81,16.036,3.421
2026-06-28T13:37:30.452000+00:00,11315,1288,5,38.437,2.421
2026-06-28T13:37:30.633000+00:00,11315,1288,6,16.78,0.744
2026-06-28T13:37:30.696000+00:00,11315,1288,16,12.01,7.107
2026-06-28T13:37:30.848000+00:00,11315,1288,31,59.547,2.449
2026-06-28T13:37:31.154000+00:00,11315,1288,10,44.704,6.443
2026-06-28T13:37:31.206000+00:00,11315,1288,41,34.711,11.015
2026-06-28T13:37:31.239000+00:00,11315,1288,18,+1 LAP,8.292
2026-06-28T13:37:31.334000+00:00,11315,1288,12,12.622,0.612
2026-06-28T13:37:31.339000+00:00,11315,1288,43,64.333,2.128
2026-06-28T13:37:31.704000+00:00,11315,1288,44,17.856,1.076
2026-06-28T13:37:31.933000+00:00,11315,1288,5,38.427,2.363
2026-06-28T13:37:32.367000+00:00,11315,1288,1,23.78,5.893
2026-06-28T13:37:32.377000+00:00,11315,1288,81,,3.483
2026-06-28T13:37:32.632000+00:00,11315,1288,30,36.133,1.422
2026-06-28T13:37:32.706000+00:00,11315,1288,27,55.903,11.321
2026-06-28T13:37:33.264000+00:00,11315,1288,41,34.708,11.0
2026-06-28T13:37:33.350000+00:00,11315,1288,6,16.732,0.696
2026-06-28T13:37:33.557000+00:00,11315,1288,23,62.252,2.705
2026-06-28T13:37:33.614000+00:00,11315,1288,10,44.731,6.38
2026-06-28T13:37:33.687000+00:00,11315,1288,14,+1 LAP,16.692
2026-06-28T13:37:33.735000+00:00,11315,1288,3,4.981,4.981
2026-06-28T13:37:33.834000+00:00,11315,1288,18,+1 LAP,8.352
2026-06-28T13:37:33.983000+00:00,11315,1288,41,34.723,11.013
2026-06-28T13:37:34.094000+00:00,11315,1288,87,57.327,1.424
2026-06-28T13:37:34.144000+00:00,11315,1288,44,17.795,1.063
2026-06-28T13:37:34.687000+00:00,11315,1288,30,36.13,
2026-06-28T13:37:34.793000+00:00,11315,1288,81,16.096,3.474
2026-06-28T13:37:35.019000+00:00,11315,1288,5,38.543,2.41
2026-06-28T13:37:35.354000+00:00,11315,1288,1,23.814,5.927
2026-06-28T13:37:35.421000+00:00,11315,1288,30,36.138,1.415
2026-06-28T13:37:35.504000+00:00,11315,1288,6,16.815,0.719
2026-06-28T13:37:35.629000+00:00,11315,1288,43,64.30799999999999,2.056
2026-06-28T13:37:35.820000+00:00,11315,1288,3,5.014,5.014
2026-06-28T13:37:36.110000+00:00,11315,1288,16,11.986,7.001
2026-06-28T13:37:36.541000+00:00,11315,1288,44,17.839,1.024
2026-06-28T13:37:36.563000+00:00,11315,1288,31,59.779,2.452
2026-06-28T13:37:36.845000+00:00,11315,1288,18,+1 LAP,8.942
2026-06-28T13:37:36.913000+00:00,11315,1288,12,12.771,0.785
2026-06-28T13:37:36.940000+00:00,11315,1288,10,44.92,6.483
2026-06-28T13:37:37.132000+00:00,11315,1288,27,55.943,11.258
2026-06-28T13:37:37.142000+00:00,11315,1288,5,38.577,2.447
2026-06-28T13:37:37.557000+00:00,11315,1288,41,34.847,11.145
2026-06-28T13:37:37.660000+00:00,11315,1288,1,23.813,5.957
2026-06-28T13:37:37.845000+00:00,11315,1288,5,38.592,2.454
2026-06-28T13:37:38.485000+00:00,11315,1288,14,+1 LAP,16.877
2026-06-28T13:37:38.501000+00:00,11315,1288,10,44.99,6.563
2026-06-28T13:37:38.632000+00:00,11315,1288,87,57.461,1.518
2026-06-28T13:37:38.902000+00:00,11315,1288,30,36.198,1.351
2026-06-28T13:37:39.305000+00:00,11315,1288,41,34.968,11.244
2026-06-28T13:37:39.329000+00:00,11315,1288,23,62.564,2.785
2026-06-28T13:37:40.115000+00:00,11315,1288,1,23.815,6.02
2026-06-28T13:37:40.293000+00:00,11315,1288,81,16.159,3.388
2026-06-28T13:37:40.597000+00:00,11315,1288,30,36.259,1.291
2026-06-28T13:37:40.760000+00:00,11315,1288,14,+1 LAP,17.061
2026-06-28T13:37:40.794000+00:00,11315,1288,16,12.048,7.067
2026-06-28T13:37:41.076000+00:00,11315,1288,6,16.934,0.775
2026-06-28T13:37:41.168000+00:00,11315,1288,31,59.973,2.512
2026-06-28T13:37:41.385000+00:00,11315,1288,43,64.59,2.026
2026-06-28T13:37:41.415000+00:00,11315,1288,5,38.671,2.473
2026-06-28T13:37:41.485000+00:00,11315,1288,12,12.76,0.712
2026-06-28T13:37:41.660000+00:00,11315,1288,10,45.185,6.642
2026-06-28T13:37:41.982000+00:00,11315,1288,44,17.866,0.932
2026-06-28T13:37:42.456000+00:00,11315,1288,27,56.009,11.305
2026-06-28T13:37:42.561000+00:00,11315,1288,1,23.83,5.991
2026-06-28T13:37:42.695000+00:00,11315,1288,18,+1 LAP,9.023
2026-06-28T13:37:42.900000+00:00,11315,1288,16,12.102,7.088
2026-06-28T13:37:43.026000+00:00,11315,1288,5,38.704,2.445
2026-06-28T13:37:43.292000+00:00,11315,1288,3,4.862,4.862
2026-06-28T13:37:43.523000+00:00,11315,1288,12,12.706,0.604
2026-06-28T13:37:43.574000+00:00,11315,1288,41,35.013,11.233
2026-06-28T13:37:43.773000+00:00,11315,1288,10,45.215,6.638
2026-06-28T13:37:43.928000+00:00,11315,1288,87,57.456,1.447
2026-06-28T13:37:43.975000+00:00,11315,1288,23,62.775999999999996,2.803
2026-06-28T13:37:44.496000+00:00,11315,1288,10,45.223,6.631
2026-06-28T13:37:44.888000+00:00,11315,1288,81,16.148,
2026-06-28T13:37:44.979000+00:00,11315,1288,30,36.362,1.349
2026-06-28T13:37:45.050000+00:00,11315,1288,27,56.146,11.415
2026-06-28T13:37:45.671000+00:00,11315,1288,6,16.941,0.793
2026-06-28T13:37:45.897000+00:00,11315,1288,43,64.72,1.944
2026-06-28T13:37:46.372000+00:00,11315,1288,87,57.488,1.342
2026-06-28T13:37:46.518000+00:00,11315,1288,31,60.068,2.612
2026-06-28T13:37:46.541000+00:00,11315,1288,41,34.985,11.171
2026-06-28T13:37:46.575000+00:00,11315,1288,44,17.843,0.902
2026-06-28T13:37:46.941000+00:00,11315,1288,81,16.136,3.43
2026-06-28T13:37:47.323000+00:00,11315,1288,5,38.752,2.39
2026-06-28T13:37:47.435000+00:00,11315,1288,18,+1 LAP,8.957
2026-06-28T13:37:47.650000+00:00,11315,1288,3,4.867,4.867
2026-06-28T13:37:47.801000+00:00,11315,1288,6,16.918,0.782
2026-06-28T13:37:47.921000+00:00,11315,1288,30,36.353,1.368
2026-06-28T13:37:48.012000+00:00,11315,1288,1,23.824,5.958
2026-06-28T13:37:48.019000+00:00,11315,1288,10,45.248,6.577
2026-06-28T13:37:48.468000+00:00,11315,1288,27,56.394,11.474
2026-06-28T13:37:48.759000+00:00,11315,1288,14,+1 LAP,17.165
2026-06-28T13:37:48.804000+00:00,11315,1288,44,17.853,0.935
2026-06-28T13:37:49.172000+00:00,11315,1288,31,60.175,2.687
2026-06-28T13:37:49.270000+00:00,11315,1288,41,34.989,11.176
2026-06-28T13:37:49.285000+00:00,11315,1288,23,62.802,2.734
2026-06-28T13:37:49.741000+00:00,11315,1288,18,+1 LAP,8.852
2026-06-28T13:37:49.744000+00:00,11315,1288,10,45.328,6.624
2026-06-28T13:37:49.769000+00:00,11315,1288,87,57.693,1.299
2026-06-28T13:37:49.941000+00:00,11315,1288,27,56.434,11.444
2026-06-28T13:37:50.220000+00:00,11315,1288,30,36.331,1.342
2026-06-28T13:37:50.355000+00:00,11315,1288,5,38.779,2.426
2026-06-28T13:37:50.461000+00:00,11315,1288,16,11.947,7.085
2026-06-28T13:37:51.117000+00:00,11315,1288,12,12.693,0.746
2026-06-28T13:37:51.406000+00:00,11315,1288,43,64.659,1.857
2026-06-28T13:37:51.411000+00:00,11315,1288,87,57.762,1.328
2026-06-28T13:37:51.411000+00:00,11315,1288,41,35.011,11.196
2026-06-28T13:37:51.816000+00:00,11315,1288,23,62.835,2.66
2026-06-28T13:37:52.357000+00:00,11315,1288,31,60.331,2.638
2026-06-28T13:37:52.577000+00:00,11315,1288,1,23.84,5.997
2026-06-28T13:37:52.633000+00:00,11315,1288,5,38.791,2.46
2026-06-28T13:37:52.656000+00:00,11315,1288,30,36.297,1.286
2026-06-28T13:37:52.968000+00:00,11315,1288,3,4.86,4.86
2026-06-28T13:37:52.986000+00:00,11315,1288,27,56.49,11.305
2026-06-28T13:37:53.051000+00:00,11315,1288,14,+1 LAP,17.45
2026-06-28T13:37:53.567000+00:00,11315,1288,43,64.675,1.84
2026-06-28T13:37:53.895000+00:00,11315,1288,41,35.151,11.321
2026-06-28T13:37:53.909000+00:00,11315,1288,31,60.393,2.631
2026-06-28T13:37:54.041000+00:00,11315,1288,10,45.482,6.73
2026-06-28T13:37:54.414000+00:00,11315,1288,87,57.915,1.425
2026-06-28T13:37:54.466000+00:00,11315,1288,81,16.024,3.331
2026-06-28T13:37:54.642000+00:00,11315,1288,1,23.835,5.982
2026-06-28T13:37:54.716000+00:00,11315,1288,16,12.009,7.142
2026-06-28T13:37:55.066000+00:00,11315,1288,27,56.505,11.29
2026-06-28T13:37:55.123000+00:00,11315,1288,23,63.051,2.72
2026-06-28T13:37:55.144000+00:00,11315,1288,30,36.418,1.267
2026-06-28T13:37:55.182000+00:00,11315,1288,5,38.817,2.52
2026-06-28T13:37:55.397000+00:00,11315,1288,12,12.683,0.674
2026-06-28T13:37:55.418000+00:00,11315,1288,6,16.992,0.968
2026-06-28T13:37:55.784000+00:00,11315,1288,27,56.52,11.297
2026-06-28T13:37:56.158000+00:00,11315,1288,44,17.727,0.735
2026-06-28T13:37:56.532000+00:00,11315,1288,87,57.96,1.455
2026-06-28T13:37:56.695000+00:00,11315,1288,23,63.181,2.788
2026-06-28T13:37:56.934000+00:00,11315,1288,43,64.883,1.832
2026-06-28T13:37:57.026000+00:00,11315,1288,10,45.514,6.735
2026-06-28T13:37:57.087000+00:00,11315,1288,31,60.593,2.678
2026-06-28T13:37:57.235000+00:00,11315,1288,87,57.967,1.447
2026-06-28T13:37:57.322000+00:00,11315,1288,3,4.853,4.853
2026-06-28T13:37:57.432000+00:00,11315,1288,18,+1 LAP,8.906
2026-06-28T13:37:57.567000+00:00,11315,1288,5,38.859,2.441
2026-06-28T13:37:58.475000+00:00,11315,1288,43,64.965,1.784
2026-06-28T13:37:58.709000+00:00,11315,1288,81,16.018,3.335
2026-06-28T13:37:58.808000+00:00,11315,1288,14,+1 LAP,17.421
2026-06-28T13:37:59.175000+00:00,11315,1288,31,60.616,2.656
2026-06-28T13:37:59.320000+00:00,11315,1288,41,35.171,11.347
2026-06-28T13:37:59.353000+00:00,11315,1288,27,56.624,11.376
2026-06-28T13:37:59.365000+00:00,11315,1288,10,45.523,6.732
2026-06-28T13:37:59.745000+00:00,11315,1288,6,17.036,1.018
2026-06-28T13:37:59.838000+00:00,11315,1288,23,63.341,2.748
2026-06-28T13:37:59.923000+00:00,11315,1288,31,60.626,2.659
2026-06-28T13:38:00.127000+00:00,11315,1288,16,12.054,7.194
2026-06-28T13:38:00.480000+00:00,11315,1288,44,17.779,0.743
2026-06-28T13:38:00.552000+00:00,11315,1288,30,36.411,1.24
2026-06-28T13:38:00.669000+00:00,11315,1288,87,57.95,1.326
2026-06-28T13:38:00.873000+00:00,11315,1288,12,12.705,0.651
2026-06-28T13:38:01.030000+00:00,11315,1288,27,56.696,11.368
2026-06-28T13:38:01.642000+00:00,11315,1288,43,65.134,1.793
2026-06-28T13:38:01.935000+00:00,11315,1288,10,45.542,6.725
2026-06-28T13:38:01.938000+00:00,11315,1288,18,+1 LAP,8.831
2026-06-28T13:38:01.946000+00:00,11315,1288,23,63.374,2.758
2026-06-28T13:38:02.336000+00:00,11315,1288,1,23.825,6.098
2026-06-28T13:38:02.452000+00:00,11315,1288,87,58.052,1.356
2026-06-28T13:38:02.515000+00:00,11315,1288,3,4.815,4.815
2026-06-28T13:38:02.652000+00:00,11315,1288,23,63.379,2.753
2026-06-28T13:38:03.107000+00:00,11315,1288,5,38.968,2.557
2026-06-28T13:38:03.378000+00:00,11315,1288,14,+1 LAP,17.461
2026-06-28T13:38:03.383000+00:00,11315,1288,31,60.672,2.722
2026-06-28T13:38:03.704000+00:00,11315,1288,43,65.153,1.779
2026-06-28T13:38:03.936000+00:00,11315,1288,41,35.194,11.354
2026-06-28T13:38:04.150000+00:00,11315,1288,81,16.034,3.329
2026-06-28T13:38:04.227000+00:00,11315,1288,10,45.533,6.674
2026-06-28T13:38:04.426000+00:00,11315,1288,43,65.161,1.782
2026-06-28T13:38:04.546000+00:00,11315,1288,16,12.083,7.23
2026-06-28T13:38:04.956000+00:00,11315,1288,3,4.816,4.816
2026-06-28T13:38:05.046000+00:00,11315,1288,31,60.701,2.649
2026-06-28T13:38:05.196000+00:00,11315,1288,30,36.43,1.236
2026-06-28T13:38:05.210000+00:00,11315,1288,6,17.121,1.087
2026-06-28T13:38:05.267000+00:00,11315,1288,12,12.805,0.722
2026-06-28T13:38:05.353000+00:00,11315,1288,27,56.77,11.288
2026-06-28T13:38:05.891000+00:00,11315,1288,44,17.784,0.663
2026-06-28T13:38:06.069000+00:00,11315,1288,41,35.225,11.39
2026-06-28T13:38:06.075000+00:00,11315,1288,23,63.366,2.694
2026-06-28T13:38:06.522000+00:00,11315,1288,1,23.815,6.036
2026-06-28T13:38:06.740000+00:00,11315,1288,87,58.162,1.392
2026-06-28T13:38:07.246000+00:00,11315,1288,30,36.427,1.202
2026-06-28T13:38:07.775000+00:00,11315,1288,18,+1 LAP,8.847
2026-06-28T13:38:07.799000+00:00,11315,1288,23,63.388,2.687
2026-06-28T13:38:07.824000+00:00,11315,1288,5,39.051,2.621
2026-06-28T13:38:07.918000+00:00,11315,1288,43,65.199,1.833
2026-06-28T13:38:08.130000+00:00,11315,1288,3,4.833,4.833
2026-06-28T13:38:08.405000+00:00,11315,1288,27,56.804,11.29
2026-06-28T13:38:08.508000+00:00,11315,1288,81,16.065,3.26
