source_name,found,row_count,path
drivers,True,1552,latest/openf1_lightweight_source_closure/data/openf1_drivers.csv
intervals,True,260555,latest/openf1_lightweight_source_closure/data/openf1_intervals.csv
pit,True,685,latest/openf1_lightweight_source_closure/data/openf1_pit.csv
position,True,39335,latest/openf1_lightweight_source_closure/data/openf1_position.csv
race_control,True,4901,latest/openf1_lightweight_source_closure/data/openf1_race_control.csv
source_readiness,True,9,latest/openf1_lightweight_source_closure/source_readiness_summary.csv
starting_grid,True,330,latest/openf1_lightweight_source_closure/data/openf1_starting_grid.csv
stints,True,5774,latest/openf1_lightweight_source_closure/data/openf1_stints.csv
weather,True,8358,latest/openf1_lightweight_source_closure/data/openf1_weather.csv
