lane,rows,result,reason,required_status,heavy_endpoint
weather,4939,pass,evidence_bearing,required_lightweight,False
race_control,2039,pass,evidence_bearing,required_lightweight,False
intervals,47974,pass,evidence_bearing,required_lightweight,False
position,18660,pass,evidence_bearing,required_lightweight,False
stints,2616,pass,evidence_bearing,required_lightweight,False
pit,261,pass,evidence_bearing,required_lightweight,False
starting_grid,132,pass,evidence_bearing,required_lightweight,False
drivers,826,pass,evidence_bearing,required_lightweight,False
team_radio,280,pass,evidence_bearing,opportunistic,False
