source_name,found,row_count,path
drivers,True,577,latest/openf1_lightweight_source_closure/data/openf1_drivers.csv
intervals,True,111361,latest/openf1_lightweight_source_closure/data/openf1_intervals.csv
pit,True,136,latest/openf1_lightweight_source_closure/data/openf1_pit.csv
position,True,9762,latest/openf1_lightweight_source_closure/data/openf1_position.csv
race_control,True,1825,latest/openf1_lightweight_source_closure/data/openf1_race_control.csv
source_readiness,True,9,latest/openf1_lightweight_source_closure/source_readiness_summary.csv
starting_grid,True,44,latest/openf1_lightweight_source_closure/data/openf1_starting_grid.csv
stints,True,2293,latest/openf1_lightweight_source_closure/data/openf1_stints.csv
weather,True,4704,latest/openf1_lightweight_source_closure/data/openf1_weather.csv
