position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,63,78.518,1279,11230,2026-07-06T12:33:16.823142Z
2,12,78.811,1279,11230,2026-07-06T12:33:16.823142Z
3,6,79.303,1279,11230,2026-07-06T12:33:16.823142Z
4,16,79.327,1279,11230,2026-07-06T12:33:16.823142Z
5,81,79.38,1279,11230,2026-07-06T12:33:16.823142Z
6,1,79.475,1279,11230,2026-07-06T12:33:16.823142Z
7,44,79.478,1279,11230,2026-07-06T12:33:16.823142Z
8,30,79.994,1279,11230,2026-07-06T12:33:16.823142Z
9,41,81.247,1279,11230,2026-07-06T12:33:16.823142Z
10,5,,1279,11230,2026-07-06T12:33:16.823142Z
11,27,80.303,1279,11230,2026-07-06T12:33:16.823142Z
12,87,80.311,1279,11230,2026-07-06T12:33:16.823142Z
13,31,80.491,1279,11230,2026-07-06T12:33:16.823142Z
14,10,80.501,1279,11230,2026-07-06T12:33:16.823142Z
15,23,80.941,1279,11230,2026-07-06T12:33:16.823142Z
16,43,81.27,1279,11230,2026-07-06T12:33:16.823142Z
17,14,81.969,1279,11230,2026-07-06T12:33:16.823142Z
18,11,82.605,1279,11230,2026-07-06T12:33:16.823142Z
19,77,83.244,1279,11230,2026-07-06T12:33:16.823142Z
20,3,,1279,11230,2026-07-06T12:33:16.823142Z
21,55,,1279,11230,2026-07-06T12:33:16.823142Z
22,18,,1279,11230,2026-07-06T12:33:16.823142Z
1,63,72.578,1285,11287,2026-07-06T12:40:13.316095Z
2,12,72.646,1285,11287,2026-07-06T12:40:13.316095Z
3,1,72.729,1285,11287,2026-07-06T12:40:13.316095Z
4,81,72.781,1285,11287,2026-07-06T12:40:13.316095Z
5,44,72.868,1285,11287,2026-07-06T12:40:13.316095Z
6,3,72.907,1285,11287,2026-07-06T12:40:13.316095Z
7,6,72.935,1285,11287,2026-07-06T12:40:13.316095Z
8,16,72.976,1285,11287,2026-07-06T12:40:13.316095Z
9,41,73.28,1285,11287,2026-07-06T12:40:13.316095Z
10,43,73.697,1285,11287,2026-07-06T12:40:13.316095Z
11,27,73.886,1285,11287,2026-07-06T12:40:13.316095Z
12,30,73.897,1285,11287,2026-07-06T12:40:13.316095Z
13,5,74.071,1285,11287,2026-07-06T12:40:13.316095Z
14,10,74.187,1285,11287,2026-07-06T12:40:13.316095Z
15,55,74.273,1285,11287,2026-07-06T12:40:13.316095Z
16,87,74.416,1285,11287,2026-07-06T12:40:13.316095Z
17,31,74.845,1285,11287,2026-07-06T12:40:13.316095Z
18,23,74.851,1285,11287,2026-07-06T12:40:13.316095Z
19,14,75.196,1285,11287,2026-07-06T12:40:13.316095Z
20,11,75.429,1285,11287,2026-07-06T12:40:13.316095Z
21,77,76.272,1285,11287,2026-07-06T12:40:13.316095Z
22,18,76.195,1285,11287,2026-07-06T12:40:13.316095Z
1,12,72.051,1286,11295,2026-07-06T12:41:15.165778Z
