position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,63,91.52,1280,11236,2026-07-25T18:34:08.609911Z
2,12,91.809,1280,11236,2026-07-25T18:34:08.609911Z
3,1,92.141,1280,11236,2026-07-25T18:34:08.609911Z
4,44,92.161,1280,11236,2026-07-25T18:34:08.609911Z
5,81,92.224,1280,11236,2026-07-25T18:34:08.609911Z
6,16,92.528,1280,11236,2026-07-25T18:34:08.609911Z
7,10,92.888,1280,11236,2026-07-25T18:34:08.609911Z
8,3,93.254,1280,11236,2026-07-25T18:34:08.609911Z
9,87,93.409,1280,11236,2026-07-25T18:34:08.609911Z
10,6,93.723,1280,11236,2026-07-25T18:34:08.609911Z
11,27,93.635,1280,11236,2026-07-25T18:34:08.609911Z
12,31,93.639,1280,11236,2026-07-25T18:34:08.609911Z
13,30,93.714,1280,11236,2026-07-25T18:34:08.609911Z
14,5,93.774,1280,11236,2026-07-25T18:34:08.609911Z
15,41,94.048,1280,11236,2026-07-25T18:34:08.609911Z
16,43,94.327,1280,11236,2026-07-25T18:34:08.609911Z
17,55,94.761,1280,11236,2026-07-25T18:34:08.609911Z
18,14,95.581,1280,11236,2026-07-25T18:34:08.609911Z
19,18,96.151,1280,11236,2026-07-25T18:34:08.609911Z
20,77,97.378,1280,11236,2026-07-25T18:34:08.609911Z
21,11,,1280,11236,2026-07-25T18:34:08.609911Z
22,23,95.305,1280,11236,2026-07-25T18:34:08.609911Z
1,12,88.778,1281,11249,2026-07-25T18:35:18.853961Z
2,63,89.076,1281,11249,2026-07-25T18:35:18.853961Z
3,81,89.132,1281,11249,2026-07-25T18:35:18.853961Z
4,16,89.405,1281,11249,2026-07-25T18:35:18.853961Z
5,1,89.409,1281,11249,2026-07-25T18:35:18.853961Z
6,44,89.567,1281,11249,2026-07-25T18:35:18.853961Z
7,10,89.691,1281,11249,2026-07-25T18:35:18.853961Z
8,6,89.978,1281,11249,2026-07-25T18:35:18.853961Z
9,5,90.274,1281,11249,2026-07-25T18:35:18.853961Z
10,41,90.319,1281,11249,2026-07-25T18:35:18.853961Z
11,3,90.262,1281,11249,2026-07-25T18:35:18.853961Z
12,31,90.309,1281,11249,2026-07-25T18:35:18.853961Z
13,27,90.387,1281,11249,2026-07-25T18:35:18.853961Z
14,30,90.495,1281,11249,2026-07-25T18:35:18.853961Z
15,43,90.627,1281,11249,2026-07-25T18:35:18.853961Z
16,55,91.033,1281,11249,2026-07-25T18:35:18.853961Z
17,23,91.088,1281,11249,2026-07-25T18:35:18.853961Z
18,87,91.09,1281,11249,2026-07-25T18:35:18.853961Z
19,11,92.206,1281,11249,2026-07-25T18:35:18.853961Z
20,77,92.33,1281,11249,2026-07-25T18:35:18.853961Z
