lane,rows,result,reason,required_status,heavy_endpoint
weather,5784,pass,evidence_bearing,required_lightweight,False
race_control,2587,pass,evidence_bearing,required_lightweight,False
intervals,117479,pass,evidence_bearing,required_lightweight,False
position,17893,pass,evidence_bearing,required_lightweight,False
stints,2942,pass,evidence_bearing,required_lightweight,False
pit,219,pass,evidence_bearing,required_lightweight,False
starting_grid,88,pass,evidence_bearing,required_lightweight,False
drivers,749,pass,evidence_bearing,required_lightweight,False
team_radio,229,pass,evidence_bearing,opportunistic,False
