date,session_key,driver_number,gap_to_leader,meeting_key,interval
2026-07-26T13:34:45.369000+00:00,11342,30,50.881,1291,2.263
2026-07-26T13:34:45.541000+00:00,11342,16,15.986,1291,1.794
2026-07-26T13:34:46.069000+00:00,11342,23,64.488,1291,7.837
2026-07-26T13:34:46.102000+00:00,11342,41,51.63,1291,0.749
2026-07-26T13:34:46.460000+00:00,11342,44,14.128,1291,1.497
2026-07-26T13:34:46.684000+00:00,11342,6,36.725,1291,9.661
2026-07-26T13:34:46.718000+00:00,11342,63,26.947,1291,10.648
2026-07-26T13:34:46.788000+00:00,11342,81,8.815,1291,8.815
2026-07-26T13:34:46.826000+00:00,11342,14,48.747,1291,6.704
2026-07-26T13:34:47.141000+00:00,11342,27,52.643,1291,1.013
2026-07-26T13:34:47.214000+00:00,11342,55,72.658,1291,3.703
2026-07-26T13:34:47.845000+00:00,11342,1,9.895,1291,1.08
2026-07-26T13:34:48.191000+00:00,11342,18,66.587,1291,2.099
2026-07-26T13:34:48.206000+00:00,11342,5,42.14,1291,5.348
2026-07-26T13:34:48.241000+00:00,11342,16,15.909,1291,1.781
2026-07-26T13:34:48.683000+00:00,11342,43,67.082,1291,0.495
2026-07-26T13:34:48.902000+00:00,11342,30,50.833,1291,2.086
2026-07-26T13:34:49.002000+00:00,11342,10,56.406,1291,3.806
2026-07-26T13:34:49.656000+00:00,11342,41,51.568,1291,0.735
2026-07-26T13:34:49.743000+00:00,11342,87,57.147,1291,0.741
2026-07-26T13:34:50.427000+00:00,11342,3,12.45,1291,2.555
2026-07-26T13:34:50.571000+00:00,11342,14,48.782,1291,6.695
2026-07-26T13:34:50.586000+00:00,11342,31,68.99,1291,1.908
2026-07-26T13:34:50.706000+00:00,11342,27,52.623,1291,1.055
2026-07-26T13:34:50.930000+00:00,11342,10,56.42,1291,3.777
2026-07-26T13:34:51.069000+00:00,11342,63,26.987,1291,10.868
2026-07-26T13:34:51.656000+00:00,11342,87,57.2,1291,0.78
2026-07-26T13:34:51.883000+00:00,11342,44,13.93,1291,1.48
2026-07-26T13:34:51.954000+00:00,11342,6,36.674,1291,9.609
2026-07-26T13:34:52.042000+00:00,11342,23,64.632,1291,7.529
2026-07-26T13:34:52.101000+00:00,11342,5,42.156,1291,5.431
2026-07-26T13:34:52.834000+00:00,11342,30,51.054,1291,2.272
2026-07-26T13:34:53.503000+00:00,11342,41,51.724,1291,0.67
2026-07-26T13:34:53.669000+00:00,11342,16,15.713,1291,1.783
2026-07-26T13:34:54.176000+00:00,11342,18,66.798,1291,2.166
2026-07-26T13:34:54.176000+00:00,11342,63,26.988,1291,10.881
2026-07-26T13:34:54.356000+00:00,11342,55,72.749,1291,3.759
2026-07-26T13:34:54.463000+00:00,11342,10,56.386,1291,3.763
2026-07-26T13:34:54.557000+00:00,11342,27,52.762,1291,1.038
2026-07-26T13:34:54.702000+00:00,11342,43,67.33,1291,0.532
2026-07-26T13:34:54.934000+00:00,11342,14,48.868,1291,6.728
2026-07-26T13:34:55.314000+00:00,11342,87,57.243,1291,0.857
2026-07-26T13:34:55.558000+00:00,11342,81,8.504,1291,8.504
2026-07-26T13:34:55.793000+00:00,11342,63,26.951,1291,10.933
2026-07-26T13:34:56.374000+00:00,11342,6,36.577,1291,9.63
2026-07-26T13:34:56.503000+00:00,11342,63,26.932,1291,10.946
2026-07-26T13:34:56.599000+00:00,11342,31,69.22,1291,1.89
2026-07-26T13:34:56.613000+00:00,11342,1,9.588,1291,1.084
2026-07-26T13:34:56.915000+00:00,11342,12,0.0,1291,0.0
2026-07-26T13:34:57.159000+00:00,11342,23,64.605,1291,7.458
2026-07-26T13:34:57.316000+00:00,11342,30,51.254,1291,2.386
2026-07-26T13:34:57.456000+00:00,11342,5,42.201,1291,5.527
2026-07-26T13:34:57.965000+00:00,11342,41,51.914,1291,0.66
2026-07-26T13:34:58.315000+00:00,11342,10,56.53,1291,3.768
2026-07-26T13:34:58.855000+00:00,11342,14,48.91,1291,6.754
2026-07-26T13:34:59.032000+00:00,11342,27,52.998,1291,1.084
2026-07-26T13:34:59.140000+00:00,11342,23,64.652,1291,7.452
2026-07-26T13:34:59.255000+00:00,11342,63,26.899,1291,10.99
2026-07-26T13:34:59.269000+00:00,11342,87,57.517,1291,0.987
2026-07-26T13:34:59.304000+00:00,11342,18,66.71,1291,2.105
2026-07-26T13:34:59.402000+00:00,11342,3,12.338,1291,2.75
2026-07-26T13:34:59.778000+00:00,11342,43,67.191,1291,0.481
2026-07-26T13:35:00.401000+00:00,11342,55,73.033,1291,3.813
2026-07-26T13:35:00.486000+00:00,11342,6,36.386,1291,9.399
2026-07-26T13:35:00.491000+00:00,11342,1,,1291,1.095
2026-07-26T13:35:00.830000+00:00,11342,44,13.753,1291,1.415
2026-07-26T13:35:01.149000+00:00,11342,30,51.198,1291,2.288
2026-07-26T13:35:01.211000+00:00,11342,18,66.724,1291,2.072
2026-07-26T13:35:01.696000+00:00,11342,31,69.094,1291,1.903
2026-07-26T13:35:01.711000+00:00,11342,43,67.205,1291,
2026-07-26T13:35:01.836000+00:00,11342,41,51.887,1291,0.689
2026-07-26T13:35:01.883000+00:00,11342,5,42.138,1291,5.561
2026-07-26T13:35:02.555000+00:00,11342,16,15.488,1291,1.735
2026-07-26T13:35:02.711000+00:00,11342,10,56.665,1291,3.667
2026-07-26T13:35:02.758000+00:00,11342,23,64.664,1291,7.421
2026-07-26T13:35:02.961000+00:00,11342,27,53.008,1291,1.121
2026-07-26T13:35:02.977000+00:00,11342,81,6.096,1291,6.096
2026-07-26T13:35:03.243000+00:00,11342,1,,1291,1.045
2026-07-26T13:35:03.305000+00:00,11342,3,,1291,2.841
2026-07-26T13:35:03.571000+00:00,11342,6,36.339,1291,9.351
2026-07-26T13:35:03.586000+00:00,11342,31,69.074,1291,1.869
2026-07-26T13:35:03.774000+00:00,11342,87,57.718,1291,1.053
2026-07-26T13:35:04.009000+00:00,11342,1,7.131,1291,1.035
2026-07-26T13:35:04.399000+00:00,11342,14,49.117,1291,6.916
2026-07-26T13:35:04.586000+00:00,11342,44,,1291,1.279
2026-07-26T13:35:04.774000+00:00,11342,63,26.83,1291,11.117
2026-07-26T13:35:04.961000+00:00,11342,18,66.885,1291,2.221
2026-07-26T13:35:05.040000+00:00,11342,6,36.263,1291,9.312
2026-07-26T13:35:05.211000+00:00,11342,43,67.152,1291,0.267
2026-07-26T13:35:05.493000+00:00,11342,55,72.903,1291,3.809
2026-07-26T13:35:05.790000+00:00,11342,6,36.235,1291,9.303
2026-07-26T13:35:06.211000+00:00,11342,5,42.131,1291,5.745
2026-07-26T13:35:06.243000+00:00,11342,3,,1291,3.004
2026-07-26T13:35:06.305000+00:00,11342,81,0.0,1291,0.0
2026-07-26T13:35:06.540000+00:00,11342,16,7.158,1291,1.943
2026-07-26T13:35:06.586000+00:00,11342,23,55.029,1291,7.308
2026-07-26T13:35:06.586000+00:00,11342,10,46.993,1291,3.619
2026-07-26T13:35:06.602000+00:00,11342,30,41.761,1291,2.184
2026-07-26T13:35:07.040000+00:00,11342,3,10.157,1291,3.026
2026-07-26T13:35:07.165000+00:00,11342,31,59.187,1291,1.942
2026-07-26T13:35:07.321000+00:00,11342,41,42.483,1291,0.722
2026-07-26T13:35:07.383000+00:00,11342,1,0.999,1291,0.999
2026-07-26T13:35:07.446000+00:00,11342,55,63.025,1291,3.867
2026-07-26T13:35:07.665000+00:00,11342,44,5.402,1291,1.353
2026-07-26T13:35:07.727000+00:00,11342,87,48.133,1291,1.14
2026-07-26T13:35:08.399000+00:00,11342,44,11.52,1291,1.363
2026-07-26T13:35:08.430000+00:00,11342,27,43.627,1291,1.144
2026-07-26T13:35:08.493000+00:00,11342,6,27.099,1291,9.243
2026-07-26T13:35:08.727000+00:00,11342,18,57.147,1291,2.118
2026-07-26T13:35:08.946000+00:00,11342,14,39.742,1291,7.005
2026-07-26T13:35:09.227000+00:00,11342,43,57.636,1291,0.489
2026-07-26T13:35:09.399000+00:00,11342,5,33.001,1291,5.862
2026-07-26T13:35:09.446000+00:00,11342,16,7.238,1291,1.836
2026-07-26T13:35:10.133000+00:00,11342,1,0.961,1291,0.961
2026-07-26T13:35:10.196000+00:00,11342,16,13.343,1291,1.823
2026-07-26T13:35:10.477000+00:00,11342,3,4.073,1291,3.074
2026-07-26T13:35:10.946000+00:00,11342,31,59.332,1291,1.696
2026-07-26T13:35:11.009000+00:00,11342,5,33.071,1291,5.938
2026-07-26T13:35:11.040000+00:00,11342,55,63.078,1291,3.891
2026-07-26T13:35:11.086000+00:00,11342,23,55.345,1291,7.339
2026-07-26T13:35:11.133000+00:00,11342,30,41.962,1291,2.22
2026-07-26T13:35:11.774000+00:00,11342,5,33.112,1291,5.976
2026-07-26T13:35:11.852000+00:00,11342,44,5.442,1291,1.369
2026-07-26T13:35:11.899000+00:00,11342,41,42.703,1291,0.741
2026-07-26T13:35:11.930000+00:00,11342,10,47.126,1291,3.499
2026-07-26T13:35:13.014000+00:00,11342,18,57.247,1291,1.902
2026-07-26T13:35:13.102000+00:00,11342,27,43.911,1291,1.208
2026-07-26T13:35:13.241000+00:00,11342,14,39.959,1291,7.041
2026-07-26T13:35:13.271000+00:00,11342,3,4.101,1291,3.14
2026-07-26T13:35:13.281000+00:00,11342,87,48.492,1291,1.366
2026-07-26T13:35:13.602000+00:00,11342,43,57.831,1291,0.584
2026-07-26T13:35:13.662000+00:00,11342,16,7.251,1291,1.809
2026-07-26T13:35:13.738000+00:00,11342,63,18.168,1291,26.672
2026-07-26T13:35:13.873000+00:00,11342,6,27.096,1291,9.081
2026-07-26T13:35:14.541000+00:00,11342,5,33.174,1291,6.075
2026-07-26T13:35:14.626000+00:00,11342,44,5.444,1291,1.343
2026-07-26T13:35:14.871000+00:00,11342,55,63.292,1291,3.96
2026-07-26T13:35:15.099000+00:00,11342,23,55.524,1291,7.391
2026-07-26T13:35:15.340000+00:00,11342,31,59.555,1291,1.724
2026-07-26T13:35:15.370000+00:00,11342,30,42.096,1291,2.137
2026-07-26T13:35:16.173000+00:00,11342,41,42.852,1291,0.756
2026-07-26T13:35:16.443000+00:00,11342,10,47.224,1291,3.313
2026-07-26T13:35:16.470000+00:00,11342,16,7.259,1291,1.815
2026-07-26T13:35:16.483000+00:00,11342,14,40.096,1291,7.095
2026-07-26T13:35:16.938000+00:00,11342,18,57.367,1291,1.843
2026-07-26T13:35:17.082000+00:00,11342,1,1.046,1291,1.046
2026-07-26T13:35:17.455000+00:00,11342,27,44.163,1291,1.311
2026-07-26T13:35:17.526000+00:00,11342,43,57.933,1291,0.566
2026-07-26T13:35:17.635000+00:00,11342,63,18.243,1291,
2026-07-26T13:35:17.913000+00:00,11342,87,48.728,1291,1.504
2026-07-26T13:35:18.074000+00:00,11342,14,40.163,1291,7.092
2026-07-26T13:35:18.562000+00:00,11342,30,42.155,1291,2.059
2026-07-26T13:35:18.856000+00:00,11342,14,40.186,1291,7.074
2026-07-26T13:35:19.201000+00:00,11342,55,63.442,1291,3.887
2026-07-26T13:35:19.255000+00:00,11342,31,59.659,1291,1.726
2026-07-26T13:35:19.261000+00:00,11342,41,42.858,1291,0.703
2026-07-26T13:35:19.614000+00:00,11342,11,+1 LAP,1291,32.403
2026-07-26T13:35:20.241000+00:00,11342,5,33.313,1291,6.217
2026-07-26T13:35:20.241000+00:00,11342,30,42.251,1291,2.088
2026-07-26T13:35:20.241000+00:00,11342,3,4.135,1291,3.089
2026-07-26T13:35:20.455000+00:00,11342,63,18.262,1291,
2026-07-26T13:35:20.578000+00:00,11342,23,55.787,1291,7.295
2026-07-26T13:35:20.578000+00:00,11342,10,47.292,1291,3.129
2026-07-26T13:35:20.741000+00:00,11342,27,44.324,1291,1.466
2026-07-26T13:35:20.858000+00:00,11342,41,42.941,1291,0.69
2026-07-26T13:35:20.940000+00:00,11342,30,42.271,1291,2.085
2026-07-26T13:35:21.251000+00:00,11342,63,24.359,1291,11.016
2026-07-26T13:35:21.327000+00:00,11342,12,12.134,1291,4.875
2026-07-26T13:35:21.548000+00:00,11342,44,5.477,1291,1.342
2026-07-26T13:35:21.613000+00:00,11342,41,42.96,1291,0.689
2026-07-26T13:35:21.656000+00:00,11342,14,40.278,1291,7.104
2026-07-26T13:35:22.256000+00:00,11342,87,48.981,1291,1.689
2026-07-26T13:35:22.369000+00:00,11342,27,44.462,1291,1.521
2026-07-26T13:35:22.369000+00:00,11342,18,57.56,1291,1.773
2026-07-26T13:35:22.762000+00:00,11342,6,27.197,1291,9.029
2026-07-26T13:35:22.801000+00:00,11342,1,0.858,1291,0.858
2026-07-26T13:35:22.970000+00:00,11342,43,58.156,1291,0.596
2026-07-26T13:35:23.069000+00:00,11342,55,63.479,1291,3.82
2026-07-26T13:35:23.200000+00:00,11342,27,44.509,1291,1.549
2026-07-26T13:35:23.294000+00:00,11342,16,7.28,1291,1.803
2026-07-26T13:35:23.672000+00:00,11342,30,42.304,1291,2.026
2026-07-26T13:35:23.741000+00:00,11342,10,47.32,1291,2.996
2026-07-26T13:35:24.365000+00:00,11342,41,42.979,1291,0.675
2026-07-26T13:35:24.671000+00:00,11342,63,18.256,1291,
2026-07-26T13:35:24.755000+00:00,11342,31,59.937,1291,1.781
2026-07-26T13:35:25.242000+00:00,11342,23,56.064,1291,7.336
2026-07-26T13:35:25.255000+00:00,11342,10,47.364,1291,2.902
2026-07-26T13:35:25.470000+00:00,11342,87,49.108,1291,1.788
2026-07-26T13:35:25.980000+00:00,11342,27,44.587,1291,1.608
2026-07-26T13:35:26.042000+00:00,11342,10,47.379,1291,2.87
2026-07-26T13:35:26.115000+00:00,11342,3,4.136,1291,3.278
2026-07-26T13:35:26.702000+00:00,11342,6,27.322,1291,9.079
2026-07-26T13:35:26.902000+00:00,11342,18,57.73,1291,1.666
2026-07-26T13:35:27.136000+00:00,11342,87,49.219,1291,1.855
2026-07-26T13:35:27.245000+00:00,11342,11,+1 LAP,1291,32.895
2026-07-26T13:35:27.292000+00:00,11342,14,40.527,1291,7.214
2026-07-26T13:35:27.433000+00:00,11342,63,18.252,1291,6.118
2026-07-26T13:35:27.449000+00:00,11342,44,5.502,1291,1.366
2026-07-26T13:35:27.542000+00:00,11342,43,58.397,1291,0.667
2026-07-26T13:35:27.886000+00:00,11342,87,49.238,1291,1.859
2026-07-26T13:35:27.980000+00:00,11342,1,1.005,1291,1.005
2026-07-26T13:35:28.308000+00:00,11342,55,63.504,1291,3.567
2026-07-26T13:35:28.839000+00:00,11342,10,47.441,1291,2.854
2026-07-26T13:35:29.042000+00:00,11342,12,12.957,1291,5.677
2026-07-26T13:35:29.120000+00:00,11342,5,33.543,1291,6.346
2026-07-26T13:35:29.183000+00:00,11342,16,7.188,1291,1.686
2026-07-26T13:35:29.199000+00:00,11342,30,42.425,1291,1.898
2026-07-26T13:35:29.339000+00:00,11342,31,60.166,1291,1.769
2026-07-26T13:35:29.589000+00:00,11342,6,27.393,1291,9.131
2026-07-26T13:35:29.667000+00:00,11342,23,56.398,1291,7.417
2026-07-26T13:35:29.714000+00:00,11342,1,0.938,1291,0.938
2026-07-26T13:35:30.058000+00:00,11342,41,43.278,1291,0.853
2026-07-26T13:35:30.433000+00:00,11342,6,33.499,1291,9.14
2026-07-26T13:35:30.620000+00:00,11342,87,,1291,1.797
2026-07-26T13:35:31.183000+00:00,11342,3,4.177,1291,3.172
2026-07-26T13:35:31.199000+00:00,11342,18,57.911,1291,1.513
2026-07-26T13:35:31.605000+00:00,11342,27,44.833,1291,1.555
2026-07-26T13:35:31.839000+00:00,11342,43,58.559,1291,0.648
2026-07-26T13:35:32.511000+00:00,11342,44,5.515,1291,1.338
2026-07-26T13:35:32.886000+00:00,11342,23,56.524,1291,7.416
2026-07-26T13:35:32.902000+00:00,11342,55,63.721000000000004,1291,3.555
2026-07-26T13:35:33.042000+00:00,11342,3,4.205,1291,3.267
2026-07-26T13:35:33.183000+00:00,11342,11,+1 LAP,1291,32.775
2026-07-26T13:35:33.261000+00:00,11342,1,0.858,1291,0.858
2026-07-26T13:35:33.339000+00:00,11342,5,33.968,1291,6.646
2026-07-26T13:35:33.527000+00:00,11342,31,60.262,1291,1.703
2026-07-26T13:35:33.808000+00:00,11342,6,27.42,1291,9.164
2026-07-26T13:35:34.183000+00:00,11342,16,7.221,1291,1.706
2026-07-26T13:35:34.386000+00:00,11342,44,5.55,1291,1.345
2026-07-26T13:35:34.433000+00:00,11342,10,47.656,1291,2.823
2026-07-26T13:35:34.464000+00:00,11342,63,18.409,1291,5.452
2026-07-26T13:35:34.480000+00:00,11342,18,58.077,1291,1.553
2026-07-26T13:35:34.558000+00:00,11342,23,56.642,1291,7.423
2026-07-26T13:35:35.027000+00:00,11342,43,58.651,1291,0.574
2026-07-26T13:35:35.042000+00:00,11342,12,13.087,1291,5.899
2026-07-26T13:35:35.339000+00:00,11342,23,56.704,1291,7.466
2026-07-26T13:35:35.995000+00:00,11342,16,7.215,1291,1.665
2026-07-26T13:35:36.042000+00:00,11342,18,58.12,1291,1.478
2026-07-26T13:35:36.214000+00:00,11342,5,34.005,1291,6.612
2026-07-26T13:35:36.386000+00:00,11342,14,40.769,1291,7.226
2026-07-26T13:35:36.386000+00:00,11342,87,49.59,1291,1.934
2026-07-26T13:35:36.620000+00:00,11342,3,4.176,1291,3.318
2026-07-26T13:35:36.730000+00:00,11342,6,27.458,1291,9.206
2026-07-26T13:35:36.761000+00:00,11342,43,58.748,1291,0.628
2026-07-26T13:35:36.824000+00:00,11342,31,60.349,1291,1.698
2026-07-26T13:35:36.917000+00:00,11342,18,58.156,1291,1.452
2026-07-26T13:35:37.074000+00:00,11342,1,0.885,1291,0.885
2026-07-26T13:35:37.292000+00:00,11342,5,40.11,1291,6.611
2026-07-26T13:35:37.386000+00:00,11342,55,63.878,1291,3.616
2026-07-26T13:35:37.496000+00:00,11342,43,58.79,1291,0.634
2026-07-26T13:35:37.964000+00:00,11342,44,5.553,1291,1.377
2026-07-26T13:35:38.058000+00:00,11342,30,42.492,1291,1.723
2026-07-26T13:35:38.231000+00:00,11342,23,56.848,1291,7.61
2026-07-26T13:35:38.339000+00:00,11342,11,+1 LAP,1291,32.849
2026-07-26T13:35:38.355000+00:00,11342,31,60.437,1291,1.689
2026-07-26T13:35:38.995000+00:00,11342,41,43.421,1291,0.929
2026-07-26T13:35:39.105000+00:00,11342,31,60.456,1291,1.666
2026-07-26T13:35:39.620000+00:00,11342,16,7.199,1291,1.646
2026-07-26T13:35:39.934000+00:00,11342,18,58.277,1291,1.429
2026-07-26T13:35:40.058000+00:00,11342,12,13.097,1291,5.876
2026-07-26T13:35:40.277000+00:00,11342,43,58.898,1291,0.621
2026-07-26T13:35:40.277000+00:00,11342,3,4.218,1291,3.333
2026-07-26T13:35:40.355000+00:00,11342,11,+1 LAP,1291,32.895
2026-07-26T13:35:40.402000+00:00,11342,14,41.018,1291,7.05
2026-07-26T13:35:40.417000+00:00,11342,5,34.034,1291,6.614
2026-07-26T13:35:40.433000+00:00,11342,55,64.08,1291,3.731
2026-07-26T13:35:40.449000+00:00,11342,63,18.486,1291,5.399
2026-07-26T13:35:40.808000+00:00,11342,27,45.237,1291,1.816
2026-07-26T13:35:41.574000+00:00,11342,44,5.539,1291,1.321
2026-07-26T13:35:41.870000+00:00,11342,31,60.488,1291,1.59
2026-07-26T13:35:41.980000+00:00,11342,12,13.188,1291,5.973
2026-07-26T13:35:42.120000+00:00,11342,55,64.224,1291,3.787
2026-07-26T13:35:42.152000+00:00,11342,30,42.766,1291,1.748
2026-07-26T13:35:42.933000+00:00,11342,55,64.274,1291,3.818
2026-07-26T13:35:43.058000+00:00,11342,41,43.675,1291,0.909
2026-07-26T13:35:43.152000+00:00,11342,16,7.152,1291,1.613
2026-07-26T13:35:43.230000+00:00,11342,5,34.07,1291,6.612
2026-07-26T13:35:43.277000+00:00,11342,14,41.098,1291,7.093
2026-07-26T13:35:43.433000+00:00,11342,10,47.85,1291,2.613
2026-07-26T13:35:43.511000+00:00,11342,6,27.452,1291,9.043
2026-07-26T13:35:43.949000+00:00,11342,23,57.179,1291,7.589
2026-07-26T13:35:43.964000+00:00,11342,11,+1 LAP,1291,32.901
2026-07-26T13:35:44.105000+00:00,11342,14,47.215,1291,7.105
2026-07-26T13:35:44.449000+00:00,11342,3,4.246,1291,3.361
2026-07-26T13:35:44.824000+00:00,11342,1,0.783,1291,0.783
2026-07-26T13:35:44.949000+00:00,11342,27,45.561,1291,1.886
2026-07-26T13:35:44.995000+00:00,11342,30,42.803,1291,1.705
2026-07-26T13:35:45.277000+00:00,11342,18,58.501,1291,1.322
2026-07-26T13:35:45.511000+00:00,11342,63,18.533,1291,5.436
2026-07-26T13:35:45.652000+00:00,11342,12,13.217,1291,6.018
2026-07-26T13:35:45.652000+00:00,11342,87,50.069,1291,2.219
2026-07-26T13:35:45.777000+00:00,11342,55,64.389,1291,3.901
2026-07-26T13:35:45.808000+00:00,11342,44,5.583,1291,1.337
2026-07-26T13:35:45.808000+00:00,11342,30,48.903,1291,1.688
2026-07-26T13:35:45.886000+00:00,11342,43,59.11,1291,0.609
2026-07-26T13:35:45.949000+00:00,11342,41,43.752,1291,0.949
2026-07-26T13:35:46.745000+00:00,11342,41,49.853,1291,0.95
2026-07-26T13:35:47.386000+00:00,11342,16,7.193,1291,1.61
2026-07-26T13:35:47.433000+00:00,11342,10,48.057,1291,2.496
2026-07-26T13:35:47.464000+00:00,11342,63,18.631,1291,5.443
2026-07-26T13:35:47.527000+00:00,11342,31,60.755,1291,1.645
2026-07-26T13:35:47.590000+00:00,11342,14,41.195,1291,7.161
2026-07-26T13:35:47.792000+00:00,11342,27,45.608,1291,1.856
2026-07-26T13:35:47.902000+00:00,11342,11,+1 LAP,1291,33.03
2026-07-26T13:35:48.308000+00:00,11342,3,4.257,1291,3.474
2026-07-26T13:35:48.574000+00:00,11342,27,51.714,1291,1.861
2026-07-26T13:35:49.214000+00:00,11342,30,42.801,1291,1.606
2026-07-26T13:35:49.417000+00:00,11342,12,13.41,1291,6.258
2026-07-26T13:35:49.433000+00:00,11342,6,27.476,1291,8.99
2026-07-26T13:35:49.699000+00:00,11342,44,5.655,1291,1.398
2026-07-26T13:35:50.042000+00:00,11342,1,0.801,1291,0.801
2026-07-26T13:35:50.136000+00:00,11342,41,43.73,1291,0.929
2026-07-26T13:35:50.355000+00:00,11342,5,34.277,1291,6.825
2026-07-26T13:35:50.386000+00:00,11342,10,48.195,1291,2.587
2026-07-26T13:35:50.402000+00:00,11342,14,41.247,1291,7.177
2026-07-26T13:35:51.011000+00:00,11342,63,18.649,1291,5.432
2026-07-26T13:35:51.214000+00:00,11342,10,54.305,1291,2.591
2026-07-26T13:35:51.277000+00:00,11342,16,7.228,1291,1.573
2026-07-26T13:35:51.449000+00:00,11342,55,64.655,1291,3.9
2026-07-26T13:35:51.995000+00:00,11342,30,42.813,1291,1.566
2026-07-26T13:35:52.027000+00:00,11342,27,45.629,1291,1.899
2026-07-26T13:35:52.324000+00:00,11342,11,+1 LAP,1291,33.109
2026-07-26T13:35:52.933000+00:00,11342,41,43.762,1291,0.949
2026-07-26T13:35:53.042000+00:00,11342,23,57.519,1291,7.45
2026-07-26T13:35:53.590000+00:00,11342,3,4.325,1291,3.524
2026-07-26T13:35:53.730000+00:00,11342,12,13.527,1291,6.334
2026-07-26T13:35:54.292000+00:00,11342,6,27.299,1291,8.766
2026-07-26T13:35:54.308000+00:00,11342,18,58.728,1291,1.209
2026-07-26T13:35:54.464000+00:00,11342,1,0.872,1291,0.872
2026-07-26T13:35:54.574000+00:00,11342,10,48.204,1291,2.575
2026-07-26T13:35:54.730000+00:00,11342,63,18.697,1291,5.287
2026-07-26T13:35:54.792000+00:00,11342,27,45.625,1291,1.863
2026-07-26T13:35:54.870000+00:00,11342,43,59.313,1291,0.585
2026-07-26T13:35:54.980000+00:00,11342,44,5.72,1291,1.395
2026-07-26T13:35:56.167000+00:00,11342,6,27.298,1291,8.667
2026-07-26T13:35:56.245000+00:00,11342,11,+1 LAP,1291,33.139
2026-07-26T13:35:56.427000+00:00,11342,5,34.44,1291,6.964
2026-07-26T13:35:56.472000+00:00,11342,16,7.242,1291,1.522
2026-07-26T13:35:56.602000+00:00,11342,31,61.028,1291,1.715
2026-07-26T13:35:57.301000+00:00,11342,23,57.897,1291,
2026-07-26T13:35:57.337000+00:00,11342,10,48.152,1291,2.527
2026-07-26T13:35:57.441000+00:00,11342,14,41.382,1291,7.105
2026-07-26T13:35:57.555000+00:00,11342,12,13.531,1291,6.303
2026-07-26T13:35:58.022000+00:00,11342,3,4.398,1291,3.526
2026-07-26T13:35:58.313000+00:00,11342,18,58.92,1291,1.023
2026-07-26T13:35:58.556000+00:00,11342,1,0.877,1291,0.877
2026-07-26T13:35:58.843000+00:00,11342,30,42.738,1291,1.356
2026-07-26T13:35:58.958000+00:00,11342,43,59.572,1291,0.652
2026-07-26T13:35:59.041000+00:00,11342,63,18.797,1291,5.27
2026-07-26T13:35:59.440000+00:00,11342,44,5.85,1291,1.452
2026-07-26T13:35:59.642000+00:00,11342,6,27.245,1291,8.596
2026-07-26T13:35:59.981000+00:00,11342,41,43.921,1291,1.183
2026-07-26T13:36:00.169000+00:00,11342,23,57.986,1291,
2026-07-26T13:36:00.427000+00:00,11342,55,64.85,1291,3.822
2026-07-26T13:36:00.741000+00:00,11342,31,61.3,1291,1.728
2026-07-26T13:36:00.940000+00:00,11342,16,7.334,1291,1.484
2026-07-26T13:36:00.964000+00:00,11342,23,64.097,1291,5.478
2026-07-26T13:36:01.135000+00:00,11342,18,58.941,1291,0.955
2026-07-26T13:36:01.441000+00:00,11342,5,34.446,1291,7.147
2026-07-26T13:36:01.602000+00:00,11342,1,0.85,1291,0.85
2026-07-26T13:36:01.685000+00:00,11342,11,+1 LAP,1291,33.377
2026-07-26T13:36:01.792000+00:00,11342,27,45.739,1291,1.818
2026-07-26T13:36:01.843000+00:00,11342,43,59.656,1291,0.715
2026-07-26T13:36:01.930000+00:00,11342,18,65.047,1291,0.95
2026-07-26T13:36:02.214000+00:00,11342,3,4.507,1291,3.63
2026-07-26T13:36:02.647000+00:00,11342,43,65.757,1291,0.71
2026-07-26T13:36:02.814000+00:00,11342,12,13.564,1291,6.322
2026-07-26T13:36:02.962000+00:00,11342,63,18.919,1291,5.388
2026-07-26T13:36:03.158000+00:00,11342,1,0.827,1291,0.827
2026-07-26T13:36:03.314000+00:00,11342,6,27.323,1291,8.626
2026-07-26T13:36:03.342000+00:00,11342,5,34.509,1291,7.211
2026-07-26T13:36:03.441000+00:00,11342,14,41.492,1291,7.052
2026-07-26T13:36:03.599000+00:00,11342,31,61.385,1291,1.729
2026-07-26T13:36:03.682000+00:00,11342,44,5.984,1291,1.477
2026-07-26T13:36:03.829000+00:00,11342,1,0.821,1291,0.821
2026-07-26T13:36:04.351000+00:00,11342,31,67.489,1291,1.732
2026-07-26T13:36:04.355000+00:00,11342,10,48.26,1291,2.521
2026-07-26T13:36:04.456000+00:00,11342,23,58.028,1291,
2026-07-26T13:36:04.547000+00:00,11342,55,65.17,1291,3.87
2026-07-26T13:36:04.802000+00:00,11342,30,42.825,1291,1.333
2026-07-26T13:36:05.084000+00:00,11342,16,7.389,1291,1.405
2026-07-26T13:36:05.335000+00:00,11342,3,4.48,1291,
2026-07-26T13:36:05.369000+00:00,11342,18,58.979,1291,0.951
2026-07-26T13:36:05.856000+00:00,11342,41,43.892,1291,1.067
2026-07-26T13:36:06+00:00,11342,43,59.595,1291,0.616
2026-07-26T13:36:06.251000+00:00,11342,11,+1 LAP,1291,33.351
2026-07-26T13:36:06.602000+00:00,11342,1,0.802,1291,0.802
2026-07-26T13:36:06.792000+00:00,11342,3,,1291,3.653
