lane,rows,result,reason,required_status,heavy_endpoint
weather,6455,pass,evidence_bearing,required_lightweight,False
race_control,3918,pass,evidence_bearing,required_lightweight,False
intervals,220325,pass,evidence_bearing,required_lightweight,False
position,26928,pass,evidence_bearing,required_lightweight,False
stints,3613,pass,evidence_bearing,required_lightweight,False
pit,403,pass,evidence_bearing,required_lightweight,False
starting_grid,242,pass,evidence_bearing,required_lightweight,False
drivers,898,pass,evidence_bearing,required_lightweight,False
team_radio,349,pass,evidence_bearing,opportunistic,False
