date,session_key,driver_number,position,meeting_key
2026-08-21T10:16:42.685000+00:00,11343,1,1,1292
2026-08-21T10:16:42.685000+00:00,11343,3,2,1292
2026-08-21T10:16:42.685000+00:00,11343,5,3,1292
2026-08-21T10:16:42.685000+00:00,11343,10,4,1292
2026-08-21T10:16:42.685000+00:00,11343,11,5,1292
2026-08-21T10:16:42.685000+00:00,11343,12,6,1292
2026-08-21T10:16:42.685000+00:00,11343,14,7,1292
2026-08-21T10:16:42.685000+00:00,11343,16,8,1292
2026-08-21T10:16:42.685000+00:00,11343,18,9,1292
2026-08-21T10:16:42.685000+00:00,11343,22,10,1292
2026-08-21T10:16:42.685000+00:00,11343,23,11,1292
2026-08-21T10:16:42.685000+00:00,11343,27,12,1292
2026-08-21T10:16:42.685000+00:00,11343,30,13,1292
2026-08-21T10:16:42.685000+00:00,11343,31,14,1292
2026-08-21T10:16:42.685000+00:00,11343,41,15,1292
2026-08-21T10:16:42.685000+00:00,11343,43,16,1292
2026-08-21T10:16:42.685000+00:00,11343,44,17,1292
2026-08-21T10:16:42.685000+00:00,11343,55,18,1292
2026-08-21T10:16:42.685000+00:00,11343,63,19,1292
2026-08-21T10:16:42.685000+00:00,11343,77,20,1292
2026-08-21T10:16:42.685000+00:00,11343,81,21,1292
2026-08-21T10:16:42.685000+00:00,11343,87,22,1292
2026-08-21T10:30:04.056000+00:00,11343,1,2,1292
2026-08-21T10:30:04.056000+00:00,11343,3,3,1292
2026-08-21T10:30:04.056000+00:00,11343,5,4,1292
2026-08-21T10:30:04.056000+00:00,11343,10,5,1292
2026-08-21T10:30:04.056000+00:00,11343,11,6,1292
2026-08-21T10:30:04.056000+00:00,11343,12,7,1292
2026-08-21T10:30:04.056000+00:00,11343,14,8,1292
2026-08-21T10:30:04.056000+00:00,11343,16,9,1292
2026-08-21T10:30:04.056000+00:00,11343,18,10,1292
2026-08-21T10:30:04.056000+00:00,11343,22,11,1292
2026-08-21T10:30:04.056000+00:00,11343,23,12,1292
2026-08-21T10:30:04.056000+00:00,11343,27,1,1292
2026-08-21T10:30:39.754000+00:00,11343,1,3,1292
2026-08-21T10:30:39.754000+00:00,11343,3,4,1292
2026-08-21T10:30:39.754000+00:00,11343,5,5,1292
2026-08-21T10:30:39.754000+00:00,11343,10,6,1292
2026-08-21T10:30:39.754000+00:00,11343,11,7,1292
2026-08-21T10:30:39.754000+00:00,11343,12,2,1292
2026-08-21T10:30:48.889000+00:00,11343,1,4,1292
2026-08-21T10:30:48.889000+00:00,11343,3,5,1292
2026-08-21T10:30:48.889000+00:00,11343,5,6,1292
2026-08-21T10:30:48.889000+00:00,11343,10,7,1292
2026-08-21T10:30:48.889000+00:00,11343,11,8,1292
2026-08-21T10:30:48.889000+00:00,11343,14,9,1292
2026-08-21T10:30:48.889000+00:00,11343,16,10,1292
2026-08-21T10:30:48.889000+00:00,11343,18,11,1292
2026-08-21T10:30:48.889000+00:00,11343,22,12,1292
2026-08-21T10:30:48.889000+00:00,11343,23,13,1292
2026-08-21T10:30:48.889000+00:00,11343,30,14,1292
2026-08-21T10:30:48.889000+00:00,11343,31,15,1292
2026-08-21T10:30:48.889000+00:00,11343,41,16,1292
2026-08-21T10:30:48.889000+00:00,11343,43,17,1292
2026-08-21T10:30:48.889000+00:00,11343,44,3,1292
2026-08-21T10:30:55.308000+00:00,11343,1,5,1292
2026-08-21T10:30:55.308000+00:00,11343,3,6,1292
2026-08-21T10:30:55.308000+00:00,11343,5,7,1292
