date,session_key,meeting_key,driver_number,position
2026-06-26T14:47:27.879000+00:00,11309,1288,1,1
2026-06-26T14:47:27.879000+00:00,11309,1288,3,2
2026-06-26T14:47:27.879000+00:00,11309,1288,5,3
2026-06-26T14:47:27.879000+00:00,11309,1288,6,4
2026-06-26T14:47:27.879000+00:00,11309,1288,10,5
2026-06-26T14:47:27.879000+00:00,11309,1288,11,6
2026-06-26T14:47:27.879000+00:00,11309,1288,12,7
2026-06-26T14:47:27.879000+00:00,11309,1288,14,8
2026-06-26T14:47:27.879000+00:00,11309,1288,16,9
2026-06-26T14:47:27.879000+00:00,11309,1288,18,10
2026-06-26T14:47:27.879000+00:00,11309,1288,23,11
2026-06-26T14:47:27.879000+00:00,11309,1288,27,12
2026-06-26T14:47:27.879000+00:00,11309,1288,30,13
2026-06-26T14:47:27.879000+00:00,11309,1288,31,14
2026-06-26T14:47:27.879000+00:00,11309,1288,41,15
2026-06-26T14:47:27.879000+00:00,11309,1288,43,16
2026-06-26T14:47:27.879000+00:00,11309,1288,44,17
2026-06-26T14:47:27.879000+00:00,11309,1288,55,18
2026-06-26T14:47:27.879000+00:00,11309,1288,63,19
2026-06-26T14:47:27.879000+00:00,11309,1288,77,20
2026-06-26T14:47:27.879000+00:00,11309,1288,81,21
2026-06-26T14:47:27.879000+00:00,11309,1288,87,22
2026-06-26T15:00:04.109000+00:00,11309,1288,1,2
2026-06-26T15:00:04.109000+00:00,11309,1288,3,3
2026-06-26T15:00:04.109000+00:00,11309,1288,5,4
2026-06-26T15:00:04.109000+00:00,11309,1288,6,5
2026-06-26T15:00:04.109000+00:00,11309,1288,10,6
2026-06-26T15:00:04.109000+00:00,11309,1288,11,7
2026-06-26T15:00:04.109000+00:00,11309,1288,12,8
2026-06-26T15:00:04.109000+00:00,11309,1288,14,9
2026-06-26T15:00:04.109000+00:00,11309,1288,16,10
2026-06-26T15:00:04.109000+00:00,11309,1288,18,11
2026-06-26T15:00:04.109000+00:00,11309,1288,23,12
2026-06-26T15:00:04.109000+00:00,11309,1288,27,1
2026-06-26T15:00:11.516000+00:00,11309,1288,1,3
2026-06-26T15:00:11.516000+00:00,11309,1288,3,4
2026-06-26T15:00:11.516000+00:00,11309,1288,5,2
2026-06-26T15:00:29.729000+00:00,11309,1288,1,4
2026-06-26T15:00:29.729000+00:00,11309,1288,3,5
2026-06-26T15:00:29.729000+00:00,11309,1288,6,6
2026-06-26T15:00:29.729000+00:00,11309,1288,10,7
2026-06-26T15:00:29.729000+00:00,11309,1288,11,8
2026-06-26T15:00:29.729000+00:00,11309,1288,12,9
2026-06-26T15:00:29.729000+00:00,11309,1288,14,10
2026-06-26T15:00:29.729000+00:00,11309,1288,16,11
2026-06-26T15:00:29.729000+00:00,11309,1288,18,12
2026-06-26T15:00:29.729000+00:00,11309,1288,23,13
2026-06-26T15:00:29.729000+00:00,11309,1288,30,14
2026-06-26T15:00:29.729000+00:00,11309,1288,31,15
2026-06-26T15:00:29.729000+00:00,11309,1288,41,16
2026-06-26T15:00:29.729000+00:00,11309,1288,43,3
2026-06-26T15:00:36.327000+00:00,11309,1288,1,5
2026-06-26T15:00:36.327000+00:00,11309,1288,3,6
2026-06-26T15:00:36.327000+00:00,11309,1288,6,7
2026-06-26T15:00:36.327000+00:00,11309,1288,10,4
2026-06-26T15:00:39.056000+00:00,11309,1288,1,6
2026-06-26T15:00:39.056000+00:00,11309,1288,3,7
2026-06-26T15:00:39.056000+00:00,11309,1288,6,8
2026-06-26T15:00:39.056000+00:00,11309,1288,11,9
2026-06-26T15:00:39.056000+00:00,11309,1288,12,10
2026-06-26T15:00:39.056000+00:00,11309,1288,14,11
2026-06-26T15:00:39.056000+00:00,11309,1288,16,12
2026-06-26T15:00:39.056000+00:00,11309,1288,18,13
2026-06-26T15:00:39.056000+00:00,11309,1288,23,14
2026-06-26T15:00:39.056000+00:00,11309,1288,30,5
2026-06-26T15:00:46.375000+00:00,11309,1288,1,7
2026-06-26T15:00:46.375000+00:00,11309,1288,3,8
2026-06-26T15:00:46.375000+00:00,11309,1288,6,9
2026-06-26T15:00:46.375000+00:00,11309,1288,11,10
2026-06-26T15:00:46.375000+00:00,11309,1288,12,11
2026-06-26T15:00:46.375000+00:00,11309,1288,14,12
2026-06-26T15:00:46.375000+00:00,11309,1288,16,13
2026-06-26T15:00:46.375000+00:00,11309,1288,18,14
2026-06-26T15:00:46.375000+00:00,11309,1288,23,15
2026-06-26T15:00:46.375000+00:00,11309,1288,31,16
2026-06-26T15:00:46.375000+00:00,11309,1288,41,17
2026-06-26T15:00:46.375000+00:00,11309,1288,44,6
2026-06-26T15:00:52.992000+00:00,11309,1288,1,8
2026-06-26T15:00:52.992000+00:00,11309,1288,3,9
2026-06-26T15:00:52.992000+00:00,11309,1288,6,10
2026-06-26T15:00:52.992000+00:00,11309,1288,11,11
2026-06-26T15:00:52.992000+00:00,11309,1288,12,12
2026-06-26T15:00:52.992000+00:00,11309,1288,14,13
2026-06-26T15:00:52.992000+00:00,11309,1288,16,14
2026-06-26T15:00:52.992000+00:00,11309,1288,18,15
2026-06-26T15:00:52.992000+00:00,11309,1288,23,16
2026-06-26T15:00:52.992000+00:00,11309,1288,31,17
2026-06-26T15:00:52.992000+00:00,11309,1288,41,18
2026-06-26T15:00:52.992000+00:00,11309,1288,55,7
