position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,12,92.064,1280,11241,2026-07-18T16:15:01.738999Z
2,63,92.286,1280,11241,2026-07-18T16:15:01.738999Z
3,44,92.415,1280,11241,2026-07-18T16:15:01.738999Z
4,16,92.428,1280,11241,2026-07-18T16:15:01.738999Z
5,81,92.55,1280,11241,2026-07-18T16:15:01.738999Z
6,1,92.608,1280,11241,2026-07-18T16:15:01.738999Z
7,10,92.873,1280,11241,2026-07-18T16:15:01.738999Z
8,3,93.002,1280,11241,2026-07-18T16:15:01.738999Z
9,6,93.121,1280,11241,2026-07-18T16:15:01.738999Z
10,87,93.292,1280,11241,2026-07-18T16:15:01.738999Z
11,27,93.354,1280,11241,2026-07-18T16:15:01.738999Z
12,43,93.357,1280,11241,2026-07-18T16:15:01.738999Z
13,31,93.538,1280,11241,2026-07-18T16:15:01.738999Z
14,30,93.765,1280,11241,2026-07-18T16:15:01.738999Z
15,41,93.784,1280,11241,2026-07-18T16:15:01.738999Z
16,5,93.965,1280,11241,2026-07-18T16:15:01.738999Z
17,55,94.317,1280,11241,2026-07-18T16:15:01.738999Z
18,14,95.203,1280,11241,2026-07-18T16:15:01.738999Z
19,77,95.436,1280,11241,2026-07-18T16:15:01.738999Z
20,18,95.995,1280,11241,2026-07-18T16:15:01.738999Z
21,11,96.906,1280,11241,2026-07-18T16:15:01.738999Z
22,23,94.772,1280,11241,2026-07-18T16:15:01.738999Z
1,63,72.578,1285,11287,2026-07-18T16:19:09.176715Z
2,12,72.646,1285,11287,2026-07-18T16:19:09.176715Z
3,1,72.729,1285,11287,2026-07-18T16:19:09.176715Z
4,81,72.781,1285,11287,2026-07-18T16:19:09.176715Z
5,44,72.868,1285,11287,2026-07-18T16:19:09.176715Z
6,3,72.907,1285,11287,2026-07-18T16:19:09.176715Z
7,6,72.935,1285,11287,2026-07-18T16:19:09.176715Z
8,16,72.976,1285,11287,2026-07-18T16:19:09.176715Z
9,41,73.28,1285,11287,2026-07-18T16:19:09.176715Z
10,43,73.697,1285,11287,2026-07-18T16:19:09.176715Z
11,27,73.886,1285,11287,2026-07-18T16:19:09.176715Z
12,30,73.897,1285,11287,2026-07-18T16:19:09.176715Z
13,5,74.071,1285,11287,2026-07-18T16:19:09.176715Z
14,10,74.187,1285,11287,2026-07-18T16:19:09.176715Z
15,55,74.273,1285,11287,2026-07-18T16:19:09.176715Z
16,87,74.416,1285,11287,2026-07-18T16:19:09.176715Z
17,31,74.845,1285,11287,2026-07-18T16:19:09.176715Z
18,23,74.851,1285,11287,2026-07-18T16:19:09.176715Z
19,14,75.196,1285,11287,2026-07-18T16:19:09.176715Z
20,11,75.429,1285,11287,2026-07-18T16:19:09.176715Z
21,77,76.272,1285,11287,2026-07-18T16:19:09.176715Z
22,18,76.195,1285,11287,2026-07-18T16:19:09.176715Z
1,12,72.051,1286,11295,2026-07-18T16:20:03.163056Z
2,3,72.094,1286,11295,2026-07-18T16:20:03.163056Z
3,44,72.279,1286,11295,2026-07-18T16:20:03.163056Z
4,16,72.351,1286,11295,2026-07-18T16:20:03.163056Z
5,6,72.434,1286,11295,2026-07-18T16:20:03.163056Z
6,63,72.445,1286,11295,2026-07-18T16:20:03.163056Z
7,81,72.624,1286,11295,2026-07-18T16:20:03.163056Z
8,1,72.765,1286,11295,2026-07-18T16:20:03.163056Z
9,10,73.226,1286,11295,2026-07-18T16:20:03.163056Z
10,30,73.412,1286,11295,2026-07-18T16:20:03.163056Z
11,23,73.787,1286,11295,2026-07-18T16:20:03.163056Z
12,55,73.815,1286,11295,2026-07-18T16:20:03.163056Z
13,27,73.902,1286,11295,2026-07-18T16:20:03.163056Z
14,43,73.995,1286,11295,2026-07-18T16:20:03.163056Z
15,41,74.248,1286,11295,2026-07-18T16:20:03.163056Z
16,5,,1286,11295,2026-07-18T16:20:03.163056Z
17,31,74.722,1286,11295,2026-07-18T16:20:03.163056Z
18,11,74.747,1286,11295,2026-07-18T16:20:03.163056Z
19,87,74.814,1286,11295,2026-07-18T16:20:03.163056Z
20,77,75.283,1286,11295,2026-07-18T16:20:03.163056Z
21,14,75.349,1286,11295,2026-07-18T16:20:03.163056Z
22,18,76.061,1286,11295,2026-07-18T16:20:03.163056Z
