attribution_id,gate,engine_lane,feature_family,input_source,directional_effect,weight_class,confidence,proof_loop_status,notes
2026_next_event__post_fp3__control_room_overlay__20260612T001324Z__ATTR,post_fp3,control_room_overlay,bundle_lock,missing,blocked,source,none,blocked,
