lane,rows,result,reason,required_status,heavy_endpoint
weather,6039,pass,evidence_bearing,required_lightweight,False
race_control,3531,pass,evidence_bearing,required_lightweight,False
intervals,151066,pass,evidence_bearing,required_lightweight,False
position,25033,pass,evidence_bearing,required_lightweight,False
stints,3721,pass,evidence_bearing,required_lightweight,False
pit,366,pass,evidence_bearing,required_lightweight,False
starting_grid,154,pass,evidence_bearing,required_lightweight,False
drivers,928,pass,evidence_bearing,required_lightweight,False
team_radio,342,pass,evidence_bearing,opportunistic,False
