date,session_key,gap_to_leader,meeting_key,interval,driver_number
2026-09-13T13:18:18.240000+00:00,11369,24.552,1294,0.561,30
2026-09-13T13:18:18.381000+00:00,11369,28.246,1294,1.637,31
2026-09-13T13:18:18.878000+00:00,11369,40.55,1294,2.384,11
2026-09-13T13:18:18.961000+00:00,11369,10.436,1294,5.905,3
2026-09-13T13:18:19.060000+00:00,11369,40.885,1294,0.335,22
2026-09-13T13:18:19.326000+00:00,11369,25.65,1294,1.098,41
2026-09-13T13:18:19.560000+00:00,11369,29.427,1294,1.181,27
2026-09-13T13:18:19.607000+00:00,11369,49.058,1294,1.908,77
2026-09-13T13:18:20.185000+00:00,11369,38.34,1294,6.747,23
2026-09-13T13:18:20.310000+00:00,11369,26.64,1294,0.99,81
2026-09-13T13:18:20.951000+00:00,11369,43.693,1294,2.807,55
2026-09-13T13:18:21.139000+00:00,11369,12.726,1294,2.29,16
2026-09-13T13:18:21.295000+00:00,11369,31.176,1294,1.749,10
2026-09-13T13:18:21.295000+00:00,11369,4.758,1294,4.758,12
2026-09-13T13:18:21.420000+00:00,11369,44.173,1294,0.48,14
2026-09-13T13:18:21.873000+00:00,11369,43.715,1294,2.83,55
2026-09-13T13:18:21.951000+00:00,11369,28.267,1294,1.627,31
2026-09-13T13:18:21.967000+00:00,11369,31.83,1294,0.654,5
2026-09-13T13:18:22.357000+00:00,11369,44.186,1294,0.471,14
2026-09-13T13:18:22.420000+00:00,11369,40.575,1294,2.235,11
2026-09-13T13:18:22.623000+00:00,11369,40.784,1294,0.209,22
2026-09-13T13:18:22.889000+00:00,11369,45.644,1294,1.471,87
2026-09-13T13:18:23.109000+00:00,11369,14.692,1294,1.966,63
2026-09-13T13:18:23.451000+00:00,11369,29.782,1294,1.515,27
2026-09-13T13:18:23.529000+00:00,11369,38.559,1294,7.084,23
2026-09-13T13:18:23.795000+00:00,11369,45.65,1294,1.464,87
2026-09-13T13:18:24.123000+00:00,11369,4.753,1294,4.753,12
2026-09-13T13:18:24.623000+00:00,11369,24.405,1294,9.881,43
2026-09-13T13:18:24.639000+00:00,11369,47.396,1294,1.752,18
2026-09-13T13:18:25.029000+00:00,11369,31.365,1294,1.583,10
2026-09-13T13:18:25.154000+00:00,11369,24.945,1294,0.54,30
2026-09-13T13:18:25.560000+00:00,11369,40.591,1294,2.032,11
2026-09-13T13:18:25.623000+00:00,11369,31.883,1294,0.518,5
2026-09-13T13:18:25.639000+00:00,11369,47.414,1294,1.764,18
2026-09-13T13:18:25.701000+00:00,11369,43.816,1294,3.032,55
2026-09-13T13:18:25.904000+00:00,11369,40.904,1294,0.313,22
2026-09-13T13:18:26.060000+00:00,11369,44.212,1294,0.396,14
2026-09-13T13:18:26.139000+00:00,11369,25.93,1294,0.985,41
2026-09-13T13:18:26.592000+00:00,11369,49.329,1294,1.933,77
2026-09-13T13:18:27.060000+00:00,11369,10.529,1294,5.771,3
2026-09-13T13:18:27.108000+00:00,11369,26.891,1294,0.961,81
2026-09-13T13:18:27.279000+00:00,11369,4.84,1294,4.84,12
2026-09-13T13:18:27.467000+00:00,11369,45.626,1294,1.414,87
2026-09-13T13:18:27.511000+00:00,11369,49.339,1294,1.925,77
2026-09-13T13:18:28.128000+00:00,11369,24.527,1294,9.971,43
2026-09-13T13:18:28.634000+00:00,11369,25.03,1294,0.503,30
2026-09-13T13:18:28.711000+00:00,11369,28.462,1294,1.571,31
2026-09-13T13:18:28.957000+00:00,11369,43.967,1294,3.063,55
2026-09-13T13:18:29.220000+00:00,11369,39.073,1294,7.243,23
2026-09-13T13:18:29.234000+00:00,11369,44.261,1294,0.294,14
2026-09-13T13:18:29.330000+00:00,11369,47.462,1294,1.836,18
2026-09-13T13:18:29.428000+00:00,11369,12.893,1294,2.364,16
2026-09-13T13:18:29.584000+00:00,11369,25.999,1294,0.969,41
2026-09-13T13:18:29.840000+00:00,11369,10.445,1294,5.692,3
2026-09-13T13:18:30.258000+00:00,11369,30.037,1294,1.575,27
2026-09-13T13:18:30.541000+00:00,11369,45.572,1294,1.311,87
2026-09-13T13:18:30.544000+00:00,11369,26.941,1294,0.942,81
2026-09-13T13:18:30.602000+00:00,11369,4.906,1294,4.906,12
2026-09-13T13:18:31.194000+00:00,11369,49.341,1294,1.879,77
2026-09-13T13:18:31.228000+00:00,11369,41.1,1294,2.027,11
2026-09-13T13:18:31.561000+00:00,11369,15.01,1294,2.117,63
2026-09-13T13:18:31.819000+00:00,11369,31.616,1294,1.579,10
2026-09-13T13:18:31.840000+00:00,11369,41.705,1294,0.605,22
2026-09-13T13:18:32.108000+00:00,11369,28.507,1294,1.566,31
2026-09-13T13:18:32.307000+00:00,11369,12.861,1294,2.416,16
2026-09-13T13:18:32.410000+00:00,11369,32.188,1294,0.572,5
2026-09-13T13:18:32.538000+00:00,11369,47.557,1294,1.985,18
2026-09-13T13:18:32.771000+00:00,11369,39.116,1294,7.233,23
2026-09-13T13:18:33.005000+00:00,11369,10.568,1294,5.728,3
2026-09-13T13:18:33.286000+00:00,11369,24.874,1294,10.182,43
2026-09-13T13:18:33.661000+00:00,11369,30.068,1294,1.561,27
2026-09-13T13:18:33.802000+00:00,11369,25.377,1294,,30
2026-09-13T13:18:34.318000+00:00,11369,49.322,1294,1.765,77
2026-09-13T13:18:34.364000+00:00,11369,14.975,1294,2.114,63
2026-09-13T13:18:34.474000+00:00,11369,5.009,1294,5.009,12
2026-09-13T13:18:34.505000+00:00,11369,44.377,1294,2.672,55
2026-09-13T13:18:34.802000+00:00,11369,26.395,1294,1.018,41
2026-09-13T13:18:34.958000+00:00,11369,41.263,1294,2.147,11
2026-09-13T13:18:35.052000+00:00,11369,44.896,1294,0.519,14
2026-09-13T13:18:35.319000+00:00,11369,31.713,1294,1.645,10
2026-09-13T13:18:35.333000+00:00,11369,12.849,1294,2.281,16
2026-09-13T13:18:35.661000+00:00,11369,41.945,1294,0.682,22
2026-09-13T13:18:35.755000+00:00,11369,27.337,1294,,81
2026-09-13T13:18:35.833000+00:00,11369,32.237,1294,0.524,5
2026-09-13T13:18:36.239000+00:00,11369,46.121,1294,1.225,87
2026-09-13T13:18:36.318000+00:00,11369,10.628,1294,5.722,3
2026-09-13T13:18:37.224000+00:00,11369,28.814,1294,1.477,31
2026-09-13T13:18:37.490000+00:00,11369,15.032,1294,2.183,63
2026-09-13T13:18:38.161000+00:00,11369,44.498,1294,2.553,55
2026-09-13T13:18:38.255000+00:00,11369,48.107,1294,1.986,18
2026-09-13T13:18:38.521000+00:00,11369,12.831,1294,2.203,16
2026-09-13T13:18:38.661000+00:00,11369,44.976,1294,0.478,14
2026-09-13T13:18:38.802000+00:00,11369,30.374,1294,1.56,27
2026-09-13T13:18:39.568000+00:00,11369,5.004,1294,5.004,12
2026-09-13T13:18:39.693000+00:00,11369,39.481,1294,7.293,23
2026-09-13T13:18:39.865000+00:00,11369,46.194,1294,1.218,87
2026-09-13T13:18:39.911000+00:00,11369,49.794,1294,1.687,77
2026-09-13T13:18:40.209000+00:00,11369,10.757,1294,5.748,3
2026-09-13T13:18:40.349000+00:00,11369,31.939,1294,1.565,10
2026-09-13T13:18:40.734000+00:00,11369,15.028,1294,2.197,63
2026-09-13T13:18:40.966000+00:00,11369,32.571,1294,0.632,5
2026-09-13T13:18:41.682000+00:00,11369,25.145,1294,10.135,43
2026-09-13T13:18:41.734000+00:00,11369,41.518,1294,2.037,11
2026-09-13T13:18:41.928000+00:00,11369,48.23,1294,2.036,18
2026-09-13T13:18:42.302000+00:00,11369,12.848,1294,2.091,16
2026-09-13T13:18:42.350000+00:00,11369,25.806,1294,0.661,30
2026-09-13T13:18:42.517000+00:00,11369,42.289,1294,0.771,22
2026-09-13T13:18:43.178000+00:00,11369,39.584,1294,7.347,23
2026-09-13T13:18:43.260000+00:00,11369,26.72,1294,0.914,41
2026-09-13T13:18:43.634000+00:00,11369,49.942,1294,1.712,77
2026-09-13T13:18:44.406000+00:00,11369,27.86,1294,1.14,81
2026-09-13T13:18:44.575000+00:00,11369,15.063,1294,2.215,63
2026-09-13T13:18:44.577000+00:00,11369,25.202,1294,10.227,43
2026-09-13T13:18:45.176000+00:00,11369,44.949,1294,2.66,55
2026-09-13T13:18:45.247000+00:00,11369,41.646,1294,2.062,11
2026-09-13T13:18:45.259000+00:00,11369,25.846,1294,0.644,30
2026-09-13T13:18:45.319000+00:00,11369,10.73,1294,5.726,3
2026-09-13T13:18:45.404000+00:00,11369,5.02,1294,5.02,12
2026-09-13T13:18:45.607000+00:00,11369,45.383,1294,0.434,14
2026-09-13T13:18:45.828000+00:00,11369,29.274,1294,1.414,31
2026-09-13T13:18:45.960000+00:00,11369,42.371,1294,0.725,22
2026-09-13T13:18:46.177000+00:00,11369,26.767,1294,0.921,41
2026-09-13T13:18:46.735000+00:00,11369,46.52,1294,1.137,87
2026-09-13T13:18:47.260000+00:00,11369,30.73,1294,1.456,27
2026-09-13T13:18:47.281000+00:00,11369,27.88,1294,1.113,81
2026-09-13T13:18:47.479000+00:00,11369,12.89,1294,2.16,16
2026-09-13T13:18:47.785000+00:00,11369,25.346,1294,10.314,43
2026-09-13T13:18:48.379000+00:00,11369,39.98,1294,7.409,23
2026-09-13T13:18:48.473000+00:00,11369,26.025,1294,0.679,30
2026-09-13T13:18:48.551000+00:00,11369,32.014,1294,1.284,10
2026-09-13T13:18:48.660000+00:00,11369,45.064,1294,2.693,55
2026-09-13T13:18:48.676000+00:00,11369,29.313,1294,1.433,31
2026-09-13T13:18:48.707000+00:00,11369,48.495,1294,1.975,18
2026-09-13T13:18:49.066000+00:00,11369,45.476,1294,0.412,14
2026-09-13T13:18:49.410000+00:00,11369,32.882,1294,0.868,5
2026-09-13T13:18:49.441000+00:00,11369,4.932,1294,4.932,12
2026-09-13T13:18:49.441000+00:00,11369,26.982,1294,0.957,41
2026-09-13T13:18:49.598000+00:00,11369,15.03,1294,2.14,63
2026-09-13T13:18:50.176000+00:00,11369,46.595,1294,1.119,87
2026-09-13T13:18:50.223000+00:00,11369,30.831,1294,1.518,27
2026-09-13T13:18:50.426000+00:00,11369,27.978,1294,0.996,81
2026-09-13T13:18:50.504000+00:00,11369,50.304,1294,1.809,77
2026-09-13T13:18:50.519000+00:00,11369,42.096,1294,2.116,11
2026-09-13T13:18:51.067000+00:00,11369,25.374,1294,10.346,43
2026-09-13T13:18:51.238000+00:00,11369,42.799,1294,0.703,22
2026-09-13T13:18:51.269000+00:00,11369,10.883,1294,5.863,3
2026-09-13T13:18:51.363000+00:00,11369,32.005,1294,1.174,10
2026-09-13T13:18:51.723000+00:00,11369,26.024,1294,0.65,30
2026-09-13T13:18:52.004000+00:00,11369,29.55,1294,1.572,31
2026-09-13T13:18:52.129000+00:00,11369,48.53,1294,1.935,18
2026-09-13T13:18:52.332000+00:00,11369,32.988,1294,0.983,5
2026-09-13T13:18:52.754000+00:00,11369,27.06,1294,1.036,41
2026-09-13T13:18:53.348000+00:00,11369,12.963,1294,2.08,16
2026-09-13T13:18:53.441000+00:00,11369,31.003,1294,1.453,27
2026-09-13T13:18:53.816000+00:00,11369,28.122,1294,1.062,81
2026-09-13T13:18:53.910000+00:00,11369,45.511,1294,2.712,55
2026-09-13T13:18:54.020000+00:00,11369,50.439,1294,1.909,77
2026-09-13T13:18:54.350000+00:00,11369,45.917,1294,0.406,14
2026-09-13T13:18:54.646000+00:00,11369,32.194,1294,1.191,10
2026-09-13T13:18:55.092000+00:00,11369,25.518,1294,10.455,43
2026-09-13T13:18:55.293000+00:00,11369,10.794,1294,5.862,3
2026-09-13T13:18:55.435000+00:00,11369,46.972,1294,1.055,87
2026-09-13T13:18:55.440000+00:00,11369,29.706,1294,1.584,31
2026-09-13T13:18:55.509000+00:00,11369,15.091,1294,2.128,63
2026-09-13T13:18:55.607000+00:00,11369,26.114,1294,0.596,30
2026-09-13T13:18:55.670000+00:00,11369,33.202,1294,1.008,5
2026-09-13T13:18:55.779000+00:00,11369,5.007,1294,5.007,12
2026-09-13T13:18:56.732000+00:00,11369,27.282,1294,1.168,41
2026-09-13T13:18:56.749000+00:00,11369,40.216,1294,7.334,23
2026-09-13T13:18:56.779000+00:00,11369,31.091,1294,1.385,27
2026-09-13T13:18:57.342000+00:00,11369,48.945,1294,1.973,18
2026-09-13T13:18:57.389000+00:00,11369,12.896,1294,2.102,16
2026-09-13T13:18:57.654000+00:00,11369,28.209,1294,0.927,81
2026-09-13T13:18:57.951000+00:00,11369,32.249,1294,1.158,10
2026-09-13T13:18:58.951000+00:00,11369,33.252,1294,1.003,5
2026-09-13T13:18:58.982000+00:00,11369,42.463,1294,2.247,11
2026-09-13T13:18:59.405000+00:00,11369,50.971,1294,2.026,77
2026-09-13T13:18:59.467000+00:00,11369,14.967,1294,2.071,63
2026-09-13T13:18:59.482000+00:00,11369,30.021,1294,1.812,31
2026-09-13T13:18:59.545000+00:00,11369,4.999,1294,4.999,12
2026-09-13T13:18:59.561000+00:00,11369,43.039,1294,0.576,22
2026-09-13T13:18:59.732000+00:00,11369,40.291,1294,7.303,23
2026-09-13T13:19:00.451000+00:00,11369,25.866,1294,10.836,43
2026-09-13T13:19:00.826000+00:00,11369,31.346,1294,1.325,27
2026-09-13T13:19:00.967000+00:00,11369,26.379,1294,0.513,30
2026-09-13T13:19:01.592000+00:00,11369,10.766,1294,5.759,3
2026-09-13T13:19:01.607000+00:00,11369,5.012,1294,5.012,12
2026-09-13T13:19:01.951000+00:00,11369,32.468,1294,1.122,10
2026-09-13T13:19:01.998000+00:00,11369,42.583,1294,2.292,11
2026-09-13T13:19:02.123000+00:00,11369,27.528,1294,1.149,41
2026-09-13T13:19:02.280000+00:00,11369,45.767,1294,2.728,55
2026-09-13T13:19:02.529000+00:00,11369,43.139,1294,0.556,22
2026-09-13T13:19:02.561000+00:00,11369,46.042,1294,0.275,14
2026-09-13T13:19:02.904000+00:00,11369,40.409,1294,7.207,23
2026-09-13T13:19:02.904000+00:00,11369,33.415,1294,0.947,5
2026-09-13T13:19:02.998000+00:00,11369,0.0,1294,0.0,1
2026-09-13T13:19:03.014000+00:00,11369,28.392,1294,0.864,81
2026-09-13T13:19:03.748000+00:00,11369,12.917,1294,2.151,16
2026-09-13T13:19:03.779000+00:00,11369,47.233,1294,1.191,87
2026-09-13T13:19:04.029000+00:00,11369,5.111,1294,5.111,12
2026-09-13T13:19:04.718000+00:00,11369,30.127,1294,1.735,31
2026-09-13T13:19:05.311000+00:00,11369,42.863,1294,2.454,11
2026-09-13T13:19:05.326000+00:00,11369,10.78,1294,5.781,3
2026-09-13T13:19:05.342000+00:00,11369,45.913,1294,2.774,55
2026-09-13T13:19:05.623000+00:00,11369,46.227,1294,0.314,14
2026-09-13T13:19:05.717000+00:00,11369,14.968,1294,2.051,63
2026-09-13T13:19:05.842000+00:00,11369,49.32,1294,2.087,18
2026-09-13T13:19:05.920000+00:00,11369,43.479,1294,0.616,22
2026-09-13T13:19:06.107000+00:00,11369,5.113,1294,5.113,12
2026-09-13T13:19:06.170000+00:00,11369,31.593,1294,1.466,27
2026-09-13T13:19:06.201000+00:00,11369,40.507,1294,7.255,23
2026-09-13T13:19:06.498000+00:00,11369,26.134,1294,11.043,43
2026-09-13T13:19:06.811000+00:00,11369,47.371,1294,1.144,87
2026-09-13T13:19:06.968000+00:00,11369,26.596,1294,0.462,30
2026-09-13T13:19:07.139000+00:00,11369,5.116,1294,5.116,12
2026-09-13T13:19:07.342000+00:00,11369,10.797,1294,5.785,3
2026-09-13T13:19:07.357000+00:00,11369,32.804,1294,1.211,10
2026-09-13T13:19:07.420000+00:00,11369,12.91,1294,2.13,16
2026-09-13T13:19:07.686000+00:00,11369,51.133,1294,1.813,77
2026-09-13T13:19:08.108000+00:00,11369,33.588,1294,0.784,5
2026-09-13T13:19:08.123000+00:00,11369,5.115,1294,5.115,12
2026-09-13T13:19:08.123000+00:00,11369,27.759,1294,1.163,41
2026-09-13T13:19:08.607000+00:00,11369,46.162,1294,2.683,55
2026-09-13T13:19:08.639000+00:00,11369,42.958,1294,2.451,11
2026-09-13T13:19:08.889000+00:00,11369,49.495,1294,2.124,18
2026-09-13T13:19:08.920000+00:00,11369,28.562,1294,0.803,81
2026-09-13T13:19:09.045000+00:00,11369,46.597,1294,0.435,14
2026-09-13T13:19:09.326000+00:00,11369,43.628,1294,0.67,22
2026-09-13T13:19:09.482000+00:00,11369,12.894,1294,2.097,16
2026-09-13T13:19:09.545000+00:00,11369,14.995,1294,2.085,63
2026-09-13T13:19:09.764000+00:00,11369,10.861,1294,5.75,3
2026-09-13T13:19:10.123000+00:00,11369,40.66,1294,7.245,23
2026-09-13T13:19:10.186000+00:00,11369,47.732,1294,1.135,87
2026-09-13T13:19:10.436000+00:00,11369,25.94,1294,10.973,43
2026-09-13T13:19:10.639000+00:00,11369,51.243,1294,1.748,77
2026-09-13T13:19:10.670000+00:00,11369,30.295,1294,1.733,31
2026-09-13T13:19:11.014000+00:00,11369,26.519,1294,0.579,30
2026-09-13T13:19:11.420000+00:00,11369,5.028,1294,5.028,12
2026-09-13T13:19:11.576000+00:00,11369,14.987,1294,2.093,63
2026-09-13T13:19:11.889000+00:00,11369,12.934,1294,2.073,16
2026-09-13T13:19:11.904000+00:00,11369,10.909,1294,5.796,3
2026-09-13T13:19:12.029000+00:00,11369,46.324,1294,2.696,55
2026-09-13T13:19:12.201000+00:00,11369,27.701,1294,1.182,41
2026-09-13T13:19:12.217000+00:00,11369,31.833,1294,1.538,27
2026-09-13T13:19:12.217000+00:00,11369,49.752,1294,2.02,18
2026-09-13T13:19:12.529000+00:00,11369,43.069,1294,2.409,11
2026-09-13T13:19:12.623000+00:00,11369,46.931,1294,0.607,14
2026-09-13T13:19:12.951000+00:00,11369,10.922,1294,5.806,3
2026-09-13T13:19:13.123000+00:00,11369,28.631,1294,0.93,81
2026-09-13T13:19:13.295000+00:00,11369,43.838,1294,0.769,22
2026-09-13T13:19:13.405000+00:00,11369,33.04,1294,1.207,10
2026-09-13T13:19:13.592000+00:00,11369,47.885,1294,0.954,87
2026-09-13T13:19:13.877000+00:00,11369,12.887,1294,1.978,16
2026-09-13T13:19:13.928000+00:00,11369,10.93,1294,5.815,3
2026-09-13T13:19:14.014000+00:00,11369,51.55,1294,1.798,77
2026-09-13T13:19:14.021000+00:00,11369,15.089,1294,2.155,63
2026-09-13T13:19:14.135000+00:00,11369,33.747,1294,0.707,5
2026-09-13T13:19:14.596000+00:00,11369,4.93,1294,4.93,12
2026-09-13T13:19:14.777000+00:00,11369,30.286,1294,1.655,31
2026-09-13T13:19:15.011000+00:00,11369,12.886,1294,1.964,16
2026-09-13T13:19:15.383000+00:00,11369,40.791,1294,7.203,23
2026-09-13T13:19:15.660000+00:00,11369,49.95,1294,2.065,18
2026-09-13T13:19:15.941000+00:00,11369,12.888,1294,1.958,16
2026-09-13T13:19:16.094000+00:00,11369,46.585,1294,2.747,55
2026-09-13T13:19:16.094000+00:00,11369,15.042,1294,,63
2026-09-13T13:19:16.314000+00:00,11369,31.825,1294,1.539,27
2026-09-13T13:19:16.779000+00:00,11369,47.321,1294,0.736,14
2026-09-13T13:19:16.801000+00:00,11369,26.031,1294,11.063,43
2026-09-13T13:19:17.062000+00:00,11369,15.026,1294,2.14,63
2026-09-13T13:19:17.278000+00:00,11369,10.861,1294,5.833,3
2026-09-13T13:19:17.360000+00:00,11369,51.665,1294,1.715,77
2026-09-13T13:19:17.430000+00:00,11369,26.633,1294,0.602,30
2026-09-13T13:19:17.570000+00:00,11369,33.075,1294,1.25,10
2026-09-13T13:19:17.641000+00:00,11369,48.176,1294,0.855,87
2026-09-13T13:19:17.859000+00:00,11369,43.319,1294,2.528,11
2026-09-13T13:19:18.041000+00:00,11369,15.016,1294,2.128,63
2026-09-13T13:19:18.263000+00:00,11369,33.763,1294,0.688,5
2026-09-13T13:19:18.551000+00:00,11369,27.822,1294,1.189,41
2026-09-13T13:19:18.754000+00:00,11369,44.171,1294,0.852,22
2026-09-13T13:19:19.192000+00:00,11369,12.785,1294,1.924,16
2026-09-13T13:19:19.504000+00:00,11369,28.752,1294,,81
2026-09-13T13:19:19.676000+00:00,11369,50.216,1294,2.04,18
2026-09-13T13:19:20.473000+00:00,11369,10.802,1294,5.872,3
2026-09-13T13:19:20.738000+00:00,11369,26.204,1294,11.209,43
2026-09-13T13:19:21.192000+00:00,11369,30.426,1294,1.674,31
2026-09-13T13:19:21.270000+00:00,11369,14.891,1294,2.106,63
2026-09-13T13:19:21.332000+00:00,11369,26.8,1294,0.596,30
2026-09-13T13:19:21.411000+00:00,11369,51.931,1294,,77
2026-09-13T13:19:21.411000+00:00,11369,4.996,1294,4.996,12
2026-09-13T13:19:21.441000+00:00,11369,46.821,1294,2.65,55
2026-09-13T13:19:21.613000+00:00,11369,41.234,1294,7.487,23
2026-09-13T13:19:22.129000+00:00,11369,47.549,1294,0.728,14
2026-09-13T13:19:22.317000+00:00,11369,4.995,1294,4.995,12
2026-09-13T13:19:22.379000+00:00,11369,12.711,1294,1.909,16
2026-09-13T13:19:22.504000+00:00,11369,27.98,1294,1.18,41
2026-09-13T13:19:22.684000+00:00,11369,31.831,1294,1.405,27
2026-09-13T13:19:22.826000+00:00,11369,26.239,1294,11.252,43
2026-09-13T13:19:23.031000+00:00,11369,48.463,1294,0.914,87
2026-09-13T13:19:23.370000+00:00,11369,26.826,1294,0.587,30
2026-09-13T13:19:23.405000+00:00,11369,28.849,1294,0.869,81
2026-09-13T13:19:23.957000+00:00,11369,33.199,1294,1.368,10
2026-09-13T13:19:24.128000+00:00,11369,43.759,1294,2.525,11
2026-09-13T13:19:24.519000+00:00,11369,14.848,1294,2.137,63
2026-09-13T13:19:24.628000+00:00,11369,28.035,1294,1.209,41
2026-09-13T13:19:24.724000+00:00,11369,33.942,1294,0.743,5
2026-09-13T13:19:24.873000+00:00,11369,44.49,1294,0.731,22
2026-09-13T13:19:24.981000+00:00,11369,50.419,1294,1.956,18
2026-09-13T13:19:25.129000+00:00,11369,30.614,1294,1.765,31
2026-09-13T13:19:25.341000+00:00,11369,26.429,1294,11.34,43
2026-09-13T13:19:25.447000+00:00,11369,28.865,1294,0.83,81
2026-09-13T13:19:25.765000+00:00,11369,41.287,1294,7.524,23
2026-09-13T13:19:25.961000+00:00,11369,4.966,1294,4.966,12
2026-09-13T13:19:26.020000+00:00,11369,27.095,1294,0.666,30
2026-09-13T13:19:26.530000+00:00,11369,31.98,1294,1.366,27
2026-09-13T13:19:26.868000+00:00,11369,52.292,1294,1.873,77
2026-09-13T13:19:27.057000+00:00,11369,28.165,1294,1.07,41
2026-09-13T13:19:27.264000+00:00,11369,30.652,1294,1.787,31
2026-09-13T13:19:27.296000+00:00,11369,10.887,1294,5.891,3
2026-09-13T13:19:27.488000+00:00,11369,26.519,1294,11.477,43
2026-09-13T13:19:27.578000+00:00,11369,47.19,1294,2.7,55
2026-09-13T13:19:27.783000+00:00,11369,33.257,1294,1.277,10
2026-09-13T13:19:27.907000+00:00,11369,28.931,1294,0.766,81
2026-09-13T13:19:28.177000+00:00,11369,47.79,1294,0.6,14
2026-09-13T13:19:28.187000+00:00,11369,27.194,1294,0.675,30
2026-09-13T13:19:28.214000+00:00,11369,10.884,1294,5.889,3
2026-09-13T13:19:28.387000+00:00,11369,43.887,1294,2.6,11
2026-09-13T13:19:28.577000+00:00,11369,34.045,1294,0.788,5
2026-09-13T13:19:28.602000+00:00,11369,26.559,1294,11.533,43
2026-09-13T13:19:28.608000+00:00,11369,32.014,1294,1.362,27
2026-09-13T13:19:29.001000+00:00,11369,44.497,1294,0.61,22
2026-09-13T13:19:29.141000+00:00,11369,4.907,1294,4.907,12
2026-09-13T13:19:29.178000+00:00,11369,12.788,1294,1.901,16
2026-09-13T13:19:29.234000+00:00,11369,27.189,1294,0.63,30
2026-09-13T13:19:29.264000+00:00,11369,28.238,1294,1.044,41
2026-09-13T13:19:29.265000+00:00,11369,48.871,1294,1.081,87
2026-09-13T13:19:29.541000+00:00,11369,26.578,1294,11.562,43
2026-09-13T13:19:29.714000+00:00,11369,30.792,1294,1.861,31
2026-09-13T13:19:29.875000+00:00,11369,33.285,1294,1.271,10
2026-09-13T13:19:29.915000+00:00,11369,28.957,1294,0.719,81
2026-09-13T13:19:30.119000+00:00,11369,12.793,1294,1.909,16
2026-09-13T13:19:30.184000+00:00,11369,27.184,1294,0.606,30
2026-09-13T13:19:30.313000+00:00,11369,28.276,1294,1.087,41
2026-09-13T13:19:30.711000+00:00,11369,34.112,1294,0.827,5
2026-09-13T13:19:30.958000+00:00,11369,28.979,1294,0.703,81
2026-09-13T13:19:31.120000+00:00,11369,32.179,1294,1.387,27
2026-09-13T13:19:31.158000+00:00,11369,50.765,1294,1.894,18
2026-09-13T13:19:31.245000+00:00,11369,14.85,1294,2.062,63
2026-09-13T13:19:31.280000+00:00,11369,28.294,1294,1.11,41
2026-09-13T13:19:31.842000+00:00,11369,47.35,1294,2.853,55
2026-09-13T13:19:31.858000+00:00,11369,30.854,1294,1.897,31
2026-09-13T13:19:31.919000+00:00,11369,10.875,1294,5.909,3
2026-09-13T13:19:31.957000+00:00,11369,28.989,1294,0.695,81
2026-09-13T13:19:32.120000+00:00,11369,41.325,1294,7.383,23
2026-09-13T13:19:32.174000+00:00,11369,14.845,1294,2.052,63
2026-09-13T13:19:32.277000+00:00,11369,47.779,1294,0.429,14
2026-09-13T13:19:32.382000+00:00,11369,33.423,1294,1.244,10
2026-09-13T13:19:32.908000+00:00,11369,30.88,1294,1.901,31
2026-09-13T13:19:32.965000+00:00,11369,26.573,1294,11.682,43
2026-09-13T13:19:33.167000+00:00,11369,52.762,1294,1.997,77
2026-09-13T13:19:33.194000+00:00,11369,34.217,1294,0.794,5
2026-09-13T13:19:33.208000+00:00,11369,32.229,1294,1.375,27
2026-09-13T13:19:33.462000+00:00,11369,48.97,1294,1.191,87
2026-09-13T13:19:33.508000+00:00,11369,27.067,1294,0.494,30
2026-09-13T13:19:33.794000+00:00,11369,12.772,1294,1.897,16
2026-09-13T13:19:33.876000+00:00,11369,30.895,1294,1.906,31
2026-09-13T13:19:34.140000+00:00,11369,4.763,1294,4.763,12
2026-09-13T13:19:34.261000+00:00,11369,32.248,1294,1.368,27
2026-09-13T13:19:34.417000+00:00,11369,33.459,1294,1.23,10
2026-09-13T13:19:34.589000+00:00,11369,28.189,1294,1.122,41
2026-09-13T13:19:34.729000+00:00,11369,43.996,1294,2.671,11
2026-09-13T13:19:35.120000+00:00,11369,10.866,1294,5.959,3
2026-09-13T13:19:35.344000+00:00,11369,32.26,1294,1.365,27
2026-09-13T13:19:35.344000+00:00,11369,34.29,1294,0.831,5
2026-09-13T13:19:35.417000+00:00,11369,28.938,1294,0.749,81
2026-09-13T13:19:35.417000+00:00,11369,44.613,1294,0.617,22
2026-09-13T13:19:35.433000+00:00,11369,50.918,1294,1.948,18
2026-09-13T13:19:35.542000+00:00,11369,33.486,1294,1.238,10
2026-09-13T13:19:35.823000+00:00,11369,14.788,1294,2.016,63
2026-09-13T13:19:36.042000+00:00,11369,41.513,1294,7.468,23
2026-09-13T13:19:36.386000+00:00,11369,26.692,1294,11.844,43
2026-09-13T13:19:36.417000+00:00,11369,34.366,1294,0.88,5
2026-09-13T13:19:36.482000+00:00,11369,33.507,1294,1.247,10
2026-09-13T13:19:36.917000+00:00,11369,12.665,1294,1.799,16
2026-09-13T13:19:36.917000+00:00,11369,27.235,1294,0.543,30
2026-09-13T13:19:37.229000+00:00,11369,30.801,1294,1.863,31
2026-09-13T13:19:37.386000+00:00,11369,34.408,1294,0.901,5
2026-09-13T13:19:37.479000+00:00,11369,52.98,1294,2.062,77
2026-09-13T13:19:37.979000+00:00,11369,4.908,1294,4.908,12
