source_name,found,row_count,path
drivers,True,520,latest/openf1_lightweight_source_closure/data/openf1_drivers.csv
intervals,True,69078,latest/openf1_lightweight_source_closure/data/openf1_intervals.csv
pit,True,72,latest/openf1_lightweight_source_closure/data/openf1_pit.csv
position,True,9630,latest/openf1_lightweight_source_closure/data/openf1_position.csv
race_control,True,1361,latest/openf1_lightweight_source_closure/data/openf1_race_control.csv
source_readiness,True,9,latest/openf1_lightweight_source_closure/source_readiness_summary.csv
starting_grid,True,66,latest/openf1_lightweight_source_closure/data/openf1_starting_grid.csv
stints,True,2253,latest/openf1_lightweight_source_closure/data/openf1_stints.csv
weather,True,4394,latest/openf1_lightweight_source_closure/data/openf1_weather.csv
