date,session_key,meeting_key,interval,gap_to_leader,driver_number
2026-09-06T13:04:04.917000+00:00,11361,1293,0.273,4.526,23
2026-09-06T13:04:05.205000+00:00,11361,1293,0.292,1.352,3
2026-09-06T13:04:05.287000+00:00,11361,1293,0.019,1.371,81
2026-09-06T13:04:05.608000+00:00,11361,1293,0.414,1.785,43
2026-09-06T13:04:05.853000+00:00,11361,1293,0.217,2.002,1
2026-09-06T13:04:05.870000+00:00,11361,1293,0.02,2.022,41
2026-09-06T13:04:05.987000+00:00,11361,1293,1.065,5.591,18
2026-09-06T13:04:06.451000+00:00,11361,1293,0.538,2.56,44
2026-09-06T13:04:06.451000+00:00,11361,1293,0.05,2.61,87
2026-09-06T13:04:06.829000+00:00,11361,1293,0.349,2.959,5
2026-09-06T13:04:06.967000+00:00,11361,1293,0.095,3.054,55
2026-09-06T13:04:07.221000+00:00,11361,1293,0.199,3.253,31
2026-09-06T13:04:07.270000+00:00,11361,1293,0.04,3.293,27
2026-09-06T13:04:07.588000+00:00,11361,1293,0.389,3.682,22
2026-09-06T13:04:07.871000+00:00,11361,1293,1.894,7.485,30
2026-09-06T13:04:07.912000+00:00,11361,1293,0.38,4.062,12
2026-09-06T13:04:08.429000+00:00,11361,1293,0.56,8.045,14
2026-09-06T13:04:08.504000+00:00,11361,1293,0.585,4.647,11
2026-09-06T13:04:08.784000+00:00,11361,1293,0.265,4.912,77
2026-09-06T13:04:08.990000+00:00,11361,1293,0.217,5.129,23
2026-09-06T13:04:09.008000+00:00,11361,1293,0.436,0.436,63
2026-09-06T13:04:09.652000+00:00,11361,1293,0.644,1.08,16
2026-09-06T13:04:09.851000+00:00,11361,1293,0.886,6.015,18
2026-09-06T13:04:10.183000+00:00,11361,1293,0.542,1.622,3
2026-09-06T13:04:10.510000+00:00,11361,1293,0.314,1.936,81
2026-09-06T13:04:10.832000+00:00,11361,1293,0.347,2.283,43
2026-09-06T13:04:11.369000+00:00,11361,1293,1.52,7.535,30
2026-09-06T13:04:11.617000+00:00,11361,1293,0.776,3.059,1
2026-09-06T13:04:11.853000+00:00,11361,1293,0.184,3.243,41
2026-09-06T13:04:12.008000+00:00,11361,1293,0.645,8.18,14
2026-09-06T13:04:12.046000+00:00,11361,1293,0.216,3.459,44
2026-09-06T13:04:12.132000+00:00,11361,1293,0.129,3.588,87
2026-09-06T13:04:12.370000+00:00,11361,1293,0.189,3.777,5
2026-09-06T13:04:12.690000+00:00,11361,1293,0.434,0.434,63
2026-09-06T13:04:12.870000+00:00,11361,1293,0.466,4.243,55
2026-09-06T13:04:12.905000+00:00,11361,1293,0.069,4.312,31
2026-09-06T13:04:13.161000+00:00,11361,1293,0.205,4.517,27
2026-09-06T13:04:13.252000+00:00,11361,1293,0.078,4.595,22
2026-09-06T13:04:13.321000+00:00,11361,1293,0.647,1.081,16
2026-09-06T13:04:13.420000+00:00,11361,1293,0.211,4.806,12
2026-09-06T13:04:13.897000+00:00,11361,1293,0.543,1.624,3
2026-09-06T13:04:13.917000+00:00,11361,1293,0.562,5.368,11
2026-09-06T13:04:14.229000+00:00,11361,1293,0.34,1.964,81
2026-09-06T13:04:14.286000+00:00,11361,1293,0.348,5.716,77
2026-09-06T13:04:14.422000+00:00,11361,1293,0.14,5.856,23
2026-09-06T13:04:14.664000+00:00,11361,1293,0.451,2.415,43
2026-09-06T13:04:14.917000+00:00,11361,1293,0.511,6.367,18
2026-09-06T13:04:15.443000+00:00,11361,1293,0.789,3.204,1
2026-09-06T13:04:15.640000+00:00,11361,1293,0.165,3.369,41
2026-09-06T13:04:15.897000+00:00,11361,1293,0.257,3.626,87
2026-09-06T13:04:15.917000+00:00,11361,1293,0.026,3.652,44
2026-09-06T13:04:16.153000+00:00,11361,1293,0.227,3.879,5
2026-09-06T13:04:16.238000+00:00,11361,1293,1.327,7.694,30
2026-09-06T13:04:16.517000+00:00,11361,1293,0.406,4.285,31
2026-09-06T13:04:16.549000+00:00,11361,1293,0.003,4.288,55
2026-09-06T13:04:16.830000+00:00,11361,1293,0.584,8.278,14
2026-09-06T13:04:16.845000+00:00,11361,1293,0.321,4.609,27
2026-09-06T13:04:17.205000+00:00,11361,1293,0.33,4.939,22
2026-09-06T13:04:17.455000+00:00,11361,1293,0.007,4.946,12
2026-09-06T13:04:17.595000+00:00,11361,1293,0.454,0.454,63
2026-09-06T13:04:17.845000+00:00,11361,1293,0.637,5.583,11
2026-09-06T13:04:18.174000+00:00,11361,1293,0.324,5.907,77
2026-09-06T13:04:18.189000+00:00,11361,1293,0.046,5.953,23
2026-09-06T13:04:18.252000+00:00,11361,1293,0.646,1.1,16
2026-09-06T13:04:18.767000+00:00,11361,1293,0.571,6.524,18
2026-09-06T13:04:18.767000+00:00,11361,1293,0.523,1.623,3
2026-09-06T13:04:19.237000+00:00,11361,1293,0.457,2.08,81
2026-09-06T13:04:19.674000+00:00,11361,1293,0.437,2.517,43
2026-09-06T13:04:19.924000+00:00,11361,1293,1.171,7.695,30
2026-09-06T13:04:20.595000+00:00,11361,1293,0.903,3.42,1
2026-09-06T13:04:20.642000+00:00,11361,1293,0.712,8.407,14
2026-09-06T13:04:20.955000+00:00,11361,1293,0.369,3.789,41
2026-09-06T13:04:21.111000+00:00,11361,1293,0.164,3.953,87
2026-09-06T13:04:21.361000+00:00,11361,1293,0.202,4.155,44
2026-09-06T13:04:21.470000+00:00,11361,1293,0.168,4.323,5
2026-09-06T13:04:21.892000+00:00,11361,1293,0.403,4.726,31
2026-09-06T13:04:22.080000+00:00,11361,1293,0.173,4.899,55
2026-09-06T13:04:22.237000+00:00,11361,1293,0.207,5.106,27
2026-09-06T13:04:22.486000+00:00,11361,1293,0.225,5.331,22
2026-09-06T13:04:22.830000+00:00,11361,1293,0.349,5.68,12
2026-09-06T13:04:22.861000+00:00,11361,1293,0.53,0.53,63
2026-09-06T13:04:23.095000+00:00,11361,1293,0.284,5.964,11
2026-09-06T13:04:23.408000+00:00,11361,1293,0.306,6.27,77
2026-09-06T13:04:23.549000+00:00,11361,1293,0.695,1.225,16
2026-09-06T13:04:23.658000+00:00,11361,1293,0.212,6.482,23
2026-09-06T13:04:23.955000+00:00,11361,1293,0.322,6.804,18
2026-09-06T13:04:24.095000+00:00,11361,1293,0.561,1.786,3
2026-09-06T13:04:24.533000+00:00,11361,1293,0.43,2.216,81
2026-09-06T13:04:25.002000+00:00,11361,1293,0.456,2.672,43
2026-09-06T13:04:25.080000+00:00,11361,1293,1.142,7.946,30
2026-09-06T13:04:25.767000+00:00,11361,1293,0.666,8.612,14
2026-09-06T13:04:25.939000+00:00,11361,1293,0.947,3.619,1
2026-09-06T13:04:26.017000+00:00,11361,1293,0.47,0.47,63
2026-09-06T13:04:26.455000+00:00,11361,1293,0.512,4.131,41
2026-09-06T13:04:26.814000+00:00,11361,1293,0.33,4.461,87
2026-09-06T13:04:26.814000+00:00,11361,1293,0.772,1.242,16
2026-09-06T13:04:27.127000+00:00,11361,1293,0.332,4.793,44
2026-09-06T13:04:27.299000+00:00,11361,1293,0.505,1.747,3
2026-09-06T13:04:27.314000+00:00,11361,1293,0.177,4.97,5
2026-09-06T13:04:27.627000+00:00,11361,1293,0.321,5.291,31
2026-09-06T13:04:27.689000+00:00,11361,1293,0.382,2.129,81
2026-09-06T13:04:28.049000+00:00,11361,1293,0.428,5.719,55
2026-09-06T13:04:28.221000+00:00,11361,1293,0.532,2.661,43
2026-09-06T13:04:28.330000+00:00,11361,1293,0.281,6.0,27
2026-09-06T13:04:28.439000+00:00,11361,1293,0.124,6.124,22
2026-09-06T13:04:28.767000+00:00,11361,1293,0.315,6.439,12
2026-09-06T13:04:29.111000+00:00,11361,1293,0.359,6.798,11
2026-09-06T13:04:29.158000+00:00,11361,1293,0.932,3.593,1
2026-09-06T13:04:29.361000+00:00,11361,1293,0.238,7.036,77
2026-09-06T13:04:29.580000+00:00,11361,1293,0.22,7.256,23
2026-09-06T13:04:29.627000+00:00,11361,1293,0.472,4.065,41
2026-09-06T13:04:29.892000+00:00,11361,1293,0.298,7.554,18
2026-09-06T13:04:29.986000+00:00,11361,1293,0.365,4.43,87
2026-09-06T13:04:30.392000+00:00,11361,1293,0.398,4.828,44
2026-09-06T13:04:30.471000+00:00,11361,1293,0.078,4.906,5
2026-09-06T13:04:30.580000+00:00,11361,1293,0.712,8.266,30
2026-09-06T13:04:30.658000+00:00,11361,1293,0.26,0.26,63
2026-09-06T13:04:30.846000+00:00,11361,1293,0.351,5.257,31
2026-09-06T13:04:31.237000+00:00,11361,1293,0.621,8.887,14
2026-09-06T13:04:31.346000+00:00,11361,1293,0.534,5.791,55
2026-09-06T13:04:31.564000+00:00,11361,1293,0.906,1.166,16
2026-09-06T13:04:31.596000+00:00,11361,1293,0.231,6.022,27
2026-09-06T13:04:31.658000+00:00,11361,1293,0.05,6.072,22
2026-09-06T13:04:31.924000+00:00,11361,1293,0.351,1.517,3
2026-09-06T13:04:31.939000+00:00,11361,1293,0.3,6.372,12
2026-09-06T13:04:32.158000+00:00,11361,1293,0.26,1.777,81
2026-09-06T13:04:32.564000+00:00,11361,1293,0.562,6.934,11
2026-09-06T13:04:32.737000+00:00,11361,1293,0.218,7.152,77
2026-09-06T13:04:32.814000+00:00,11361,1293,0.077,7.229,23
2026-09-06T13:04:32.955000+00:00,11361,1293,0.711,2.488,43
2026-09-06T13:04:33.205000+00:00,11361,1293,0.418,7.647,18
2026-09-06T13:04:33.783000+00:00,11361,1293,0.929,3.417,1
2026-09-06T13:04:33.846000+00:00,11361,1293,0.62,8.267,30
2026-09-06T13:04:34.080000+00:00,11361,1293,0.339,0.339,63
2026-09-06T13:04:34.127000+00:00,11361,1293,0.361,3.778,41
2026-09-06T13:04:34.517000+00:00,11361,1293,0.698,8.965,14
2026-09-06T13:04:34.580000+00:00,11361,1293,0.401,4.179,87
2026-09-06T13:04:34.830000+00:00,11361,1293,0.745,1.084,16
2026-09-06T13:04:35.002000+00:00,11361,1293,0.423,4.602,5
2026-09-06T13:04:35.096000+00:00,11361,1293,0.082,4.684,44
2026-09-06T13:04:35.127000+00:00,11361,1293,0.309,1.393,3
2026-09-06T13:04:35.408000+00:00,11361,1293,0.315,4.999,31
2026-09-06T13:04:35.502000+00:00,11361,1293,0.38,1.773,81
2026-09-06T13:04:36.049000+00:00,11361,1293,0.643,5.642,55
2026-09-06T13:04:36.096000+00:00,11361,1293,0.032,5.674,27
2026-09-06T13:04:36.111000+00:00,11361,1293,0.592,2.365,43
2026-09-06T13:04:36.221000+00:00,11361,1293,0.15,5.824,22
2026-09-06T13:04:36.439000+00:00,11361,1293,0.216,6.04,12
2026-09-06T13:04:37.080000+00:00,11361,1293,0.981,3.346,1
2026-09-06T13:04:37.377000+00:00,11361,1293,0.942,6.982,11
2026-09-06T13:04:37.486000+00:00,11361,1293,0.093,7.075,23
2026-09-06T13:04:37.502000+00:00,11361,1293,0.415,3.761,41
2026-09-06T13:04:37.580000+00:00,11361,1293,0.08,7.155,77
2026-09-06T13:04:38.049000+00:00,11361,1293,0.495,7.65,18
2026-09-06T13:04:38.064000+00:00,11361,1293,0.557,4.318,87
2026-09-06T13:04:38.439000+00:00,11361,1293,0.386,4.704,5
2026-09-06T13:04:38.471000+00:00,11361,1293,0.421,8.071,30
2026-09-06T13:04:38.674000+00:00,11361,1293,0.228,4.932,44
2026-09-06T13:04:38.986000+00:00,11361,1293,0.342,5.274,31
2026-09-06T13:04:39.377000+00:00,11361,1293,0.373,5.647,27
2026-09-06T13:04:39.392000+00:00,11361,1293,0.928,8.999,14
2026-09-06T13:04:39.580000+00:00,11361,1293,0.175,5.822,55
2026-09-06T13:04:39.767000+00:00,11361,1293,0.204,6.026,22
2026-09-06T13:04:39.799000+00:00,11361,1293,0.414,0.414,63
2026-09-06T13:04:39.955000+00:00,11361,1293,0.202,6.228,12
2026-09-06T13:04:40.517000+00:00,11361,1293,0.728,1.142,16
2026-09-06T13:04:40.892000+00:00,11361,1293,0.936,7.164,11
2026-09-06T13:04:40.908000+00:00,11361,1293,0.389,1.531,3
2026-09-06T13:04:41.189000+00:00,11361,1293,0.244,7.408,23
2026-09-06T13:04:41.314000+00:00,11361,1293,0.457,1.988,81
2026-09-06T13:04:41.377000+00:00,11361,1293,0.215,7.623,77
2026-09-06T13:04:41.783000+00:00,11361,1293,0.426,8.049,18
2026-09-06T13:04:41.908000+00:00,11361,1293,0.529,2.517,43
2026-09-06T13:04:42.127000+00:00,11361,1293,0.344,8.393,30
2026-09-06T13:04:42.877000+00:00,11361,1293,0.99,3.507,1
2026-09-06T13:04:43.002000+00:00,11361,1293,0.876,9.269,14
2026-09-06T13:04:43.424000+00:00,11361,1293,0.527,4.034,41
2026-09-06T13:04:43.955000+00:00,11361,1293,0.532,4.566,87
2026-09-06T13:04:44.361000+00:00,11361,1293,0.423,4.989,5
2026-09-06T13:04:44.736000+00:00,11361,1293,0.332,5.321,44
2026-09-06T13:04:44.939000+00:00,11361,1293,0.291,0.291,63
2026-09-06T13:04:45.002000+00:00,11361,1293,0.325,5.646,31
2026-09-06T13:04:45.549000+00:00,11361,1293,0.542,6.188,27
2026-09-06T13:04:45.767000+00:00,11361,1293,0.815,1.106,16
2026-09-06T13:04:46.017000+00:00,11361,1293,0.249,1.355,3
2026-09-06T13:04:46.080000+00:00,11361,1293,0.55,6.738,55
2026-09-06T13:04:46.318000+00:00,11361,1293,0.213,6.951,22
2026-09-06T13:04:46.430000+00:00,11361,1293,0.398,1.753,81
2026-09-06T13:04:46.472000+00:00,11361,1293,0.151,7.102,12
2026-09-06T13:04:46.997000+00:00,11361,1293,0.591,2.344,43
2026-09-06T13:04:47.197000+00:00,11361,1293,0.702,7.804,11
2026-09-06T13:04:47.489000+00:00,11361,1293,0.341,8.145,23
2026-09-06T13:04:47.899000+00:00,11361,1293,0.379,8.524,77
2026-09-06T13:04:48.031000+00:00,11361,1293,0.132,8.656,18
2026-09-06T13:04:48.052000+00:00,11361,1293,1.053,3.397,1
2026-09-06T13:04:48.364000+00:00,11361,1293,0.32,8.976,30
2026-09-06T13:04:48.484000+00:00,11361,1293,0.417,3.814,41
2026-09-06T13:04:48.951000+00:00,11361,1293,0.597,9.573,14
2026-09-06T13:04:49.024000+00:00,11361,1293,0.543,4.357,87
2026-09-06T13:04:49.445000+00:00,11361,1293,0.43,4.787,5
2026-09-06T13:04:49.848000+00:00,11361,1293,0.4,5.187,44
2026-09-06T13:04:50.120000+00:00,11361,1293,0.223,0.223,63
2026-09-06T13:04:50.208000+00:00,11361,1293,0.327,5.514,31
2026-09-06T13:04:50.848000+00:00,11361,1293,0.694,0.917,16
2026-09-06T13:04:50.942000+00:00,11361,1293,0.745,6.259,27
2026-09-06T13:04:51.067000+00:00,11361,1293,0.245,1.162,3
2026-09-06T13:04:51.317000+00:00,11361,1293,0.253,1.415,81
2026-09-06T13:04:51.520000+00:00,11361,1293,0.606,6.865,22
2026-09-06T13:04:51.551000+00:00,11361,1293,0.009,6.874,12
2026-09-06T13:04:51.582000+00:00,11361,1293,0.048,6.922,55
2026-09-06T13:04:51.926000+00:00,11361,1293,0.615,2.03,43
2026-09-06T13:04:52.442000+00:00,11361,1293,0.85,7.772,11
2026-09-06T13:04:52.879000+00:00,11361,1293,0.436,8.208,23
2026-09-06T13:04:53.020000+00:00,11361,1293,1.107,3.137,1
2026-09-06T13:04:53.239000+00:00,11361,1293,0.325,8.533,18
2026-09-06T13:04:53.254000+00:00,11361,1293,0.032,8.565,77
2026-09-06T13:04:53.364000+00:00,11361,1293,0.316,3.453,41
2026-09-06T13:04:53.395000+00:00,11361,1293,0.184,8.749,30
2026-09-06T13:04:53.473000+00:00,11361,1293,0.416,0.416,63
2026-09-06T13:04:54.004000+00:00,11361,1293,0.648,4.101,87
2026-09-06T13:04:54.020000+00:00,11361,1293,0.542,0.958,16
2026-09-06T13:04:54.114000+00:00,11361,1293,0.696,9.445,14
2026-09-06T13:04:54.395000+00:00,11361,1293,0.371,1.329,3
2026-09-06T13:04:54.489000+00:00,11361,1293,0.483,4.584,5
2026-09-06T13:04:54.754000+00:00,11361,1293,0.353,1.682,81
2026-09-06T13:04:54.786000+00:00,11361,1293,0.284,4.868,44
2026-09-06T13:04:55.208000+00:00,11361,1293,0.433,5.301,31
2026-09-06T13:04:55.504000+00:00,11361,1293,0.504,2.186,43
2026-09-06T13:04:56.458000+00:00,11361,1293,0.835,6.136,27
2026-09-06T13:04:57.504000+00:00,11361,1293,1.038,3.224,1
2026-09-06T13:04:57.645000+00:00,11361,1293,0.444,0.444,63
2026-09-06T13:04:57.770000+00:00,11361,1293,0.487,6.623,12
2026-09-06T13:04:57.770000+00:00,11361,1293,0.457,3.681,41
2026-09-06T13:04:57.770000+00:00,11361,1293,0.263,6.886,22
2026-09-06T13:04:57.786000+00:00,11361,1293,0.177,7.063,55
2026-09-06T13:04:57.786000+00:00,11361,1293,0.607,1.051,16
2026-09-06T13:04:57.786000+00:00,11361,1293,0.301,1.352,3
2026-09-06T13:04:57.786000+00:00,11361,1293,0.682,4.363,87
2026-09-06T13:04:57.801000+00:00,11361,1293,0.658,7.721,11
2026-09-06T13:04:57.801000+00:00,11361,1293,0.363,1.715,81
2026-09-06T13:04:57.848000+00:00,11361,1293,0.421,4.784,5
2026-09-06T13:04:58.083000+00:00,11361,1293,0.443,8.164,23
2026-09-06T13:04:58.116000+00:00,11361,1293,0.232,5.016,44
2026-09-06T13:04:58.176000+00:00,11361,1293,0.4,0.4,63
2026-09-06T13:04:58.223000+00:00,11361,1293,0.498,2.213,43
2026-09-06T13:04:58.348000+00:00,11361,1293,0.273,8.437,30
2026-09-06T13:04:58.411000+00:00,11361,1293,0.005,8.442,77
2026-09-06T13:04:58.551000+00:00,11361,1293,0.199,8.641,18
2026-09-06T13:04:58.661000+00:00,11361,1293,0.567,5.583,31
2026-09-06T13:04:58.739000+00:00,11361,1293,0.616,1.016,16
2026-09-06T13:04:59.051000+00:00,11361,1293,0.29,1.306,3
2026-09-06T13:04:59.177000+00:00,11361,1293,1.004,3.217,1
2026-09-06T13:04:59.317000+00:00,11361,1293,0.347,0.347,63
2026-09-06T13:04:59.317000+00:00,11361,1293,0.769,9.41,14
2026-09-06T13:04:59.417000+00:00,11361,1293,0.737,6.32,27
2026-09-06T13:04:59.417000+00:00,11361,1293,0.362,1.668,81
2026-09-06T13:04:59.584000+00:00,11361,1293,0.0,0.0,10
2026-09-06T13:04:59.851000+00:00,11361,1293,0.588,3.805,41
2026-09-06T13:04:59.932000+00:00,11361,1293,0.304,0.304,63
2026-09-06T13:04:59.932000+00:00,11361,1293,0.608,0.955,16
2026-09-06T13:04:59.932000+00:00,11361,1293,0.528,2.196,43
2026-09-06T13:05:00.029000+00:00,11361,1293,0.635,6.955,12
