date,session_key,meeting_key,interval,gap_to_leader,driver_number
2026-09-06T13:40:23.260000+00:00,11361,1293,3.407,45.358,18
2026-09-06T13:40:23.447000+00:00,11361,1293,0.65,24.715,27
2026-09-06T13:40:23.666000+00:00,11361,1293,1.741,3.115,3
2026-09-06T13:40:23.666000+00:00,11361,1293,3.411,38.871,23
2026-09-06T13:40:23.838000+00:00,11361,1293,2.273,21.426,5
2026-09-06T13:40:23.885000+00:00,11361,1293,5.435,16.065,44
2026-09-06T13:40:23.900000+00:00,11361,1293,1.301,8.14,41
2026-09-06T13:40:24.775000+00:00,11361,1293,2.13,35.535,11
2026-09-06T13:40:24.838000+00:00,11361,1293,1.181,4.296,43
2026-09-06T13:40:25.400000+00:00,11361,1293,2.121,47.479,14
2026-09-06T13:40:25.432000+00:00,11361,1293,1.624,17.689,87
2026-09-06T13:40:25.635000+00:00,11361,1293,2.203,26.918,22
2026-09-06T13:40:26.072000+00:00,11361,1293,2.389,41.26,77
2026-09-06T13:40:26.557000+00:00,11361,1293,3.645,33.111,55
2026-09-06T13:40:26.572000+00:00,11361,1293,2.729,24.155,12
2026-09-06T13:40:26.682000+00:00,11361,1293,1.237,18.926,31
2026-09-06T13:40:26.963000+00:00,11361,1293,2.134,6.43,81
2026-09-06T13:40:27.369000+00:00,11361,1293,0.834,24.989,27
2026-09-06T13:40:27.682000+00:00,11361,1293,1.511,1.511,10
2026-09-06T13:40:28.072000+00:00,11361,1293,2.44,29.358,30
2026-09-06T13:40:28.245000+00:00,11361,1293,3.477,39.012,23
2026-09-06T13:40:28.885000+00:00,11361,1293,2.215,21.141,5
2026-09-06T13:40:28.979000+00:00,11361,1293,2.427,35.538,11
2026-09-06T13:40:29.416000+00:00,11361,1293,3.34,44.6,18
2026-09-06T13:40:29.541000+00:00,11361,1293,1.799,3.31,3
2026-09-06T13:40:29.760000+00:00,11361,1293,2.844,9.274,1
2026-09-06T13:40:30.010000+00:00,11361,1293,6.108,14.248,44
2026-09-06T13:40:30.416000+00:00,11361,1293,2.184,41.196,77
2026-09-06T13:40:30.416000+00:00,11361,1293,3.027,28.016,22
2026-09-06T13:40:30.682000+00:00,11361,1293,1.203,4.513,43
2026-09-06T13:40:31.104000+00:00,11361,1293,1.295,10.569,41
2026-09-06T13:40:31.135000+00:00,11361,1293,1.151,15.399,87
2026-09-06T13:40:31.447000+00:00,11361,1293,3.367,32.725,55
2026-09-06T13:40:31.510000+00:00,11361,1293,2.612,23.753,12
2026-09-06T13:40:31.604000+00:00,11361,1293,1.582,1.582,10
2026-09-06T13:40:32.010000+00:00,11361,1293,2.609,47.209,14
2026-09-06T13:40:32.182000+00:00,11361,1293,1.752,29.768,30
2026-09-06T13:40:32.338000+00:00,11361,1293,1.103,16.502,31
2026-09-06T13:40:32.369000+00:00,11361,1293,3.29,38.828,23
2026-09-06T13:40:32.541000+00:00,11361,1293,1.01,24.763,27
2026-09-06T13:40:33.322000+00:00,11361,1293,1.73,3.312,3
2026-09-06T13:40:33.557000+00:00,11361,1293,2.787,7.3,81
2026-09-06T13:40:33.666000+00:00,11361,1293,3.194,44.39,18
2026-09-06T13:40:34.119000+00:00,11361,1293,2.664,35.389,11
2026-09-06T13:40:34.416000+00:00,11361,1293,2.181,18.683,5
2026-09-06T13:40:34.463000+00:00,11361,1293,3.339,13.908,44
2026-09-06T13:40:34.697000+00:00,11361,1293,1.383,4.695,43
2026-09-06T13:40:34.713000+00:00,11361,1293,2.426,41.254,77
2026-09-06T13:40:34.900000+00:00,11361,1293,0.445,14.353,87
2026-09-06T13:40:34.994000+00:00,11361,1293,2.835,32.603,55
2026-09-06T13:40:35.432000+00:00,11361,1293,2.947,27.71,22
2026-09-06T13:40:35.932000+00:00,11361,1293,1.032,15.385,31
2026-09-06T13:40:36.338000+00:00,11361,1293,2.724,47.114,14
2026-09-06T13:40:36.807000+00:00,11361,1293,2.381,21.064,12
2026-09-06T13:40:37.010000+00:00,11361,1293,3.509,10.809,1
2026-09-06T13:40:37.244000+00:00,11361,1293,2.526,7.221,81
2026-09-06T13:40:37.307000+00:00,11361,1293,3.178,38.567,23
2026-09-06T13:40:37.400000+00:00,11361,1293,1.948,29.658,30
2026-09-06T13:40:37.713000+00:00,11361,1293,3.023,44.277,18
2026-09-06T13:40:37.854000+00:00,11361,1293,1.826,1.826,10
2026-09-06T13:40:37.947000+00:00,11361,1293,1.146,22.21,27
2026-09-06T13:40:38.072000+00:00,11361,1293,3.073,35.676,11
2026-09-06T13:40:38.104000+00:00,11361,1293,2.167,17.552,5
2026-09-06T13:40:38.338000+00:00,11361,1293,1.29,12.099,41
2026-09-06T13:40:39.807000+00:00,11361,1293,2.525,41.092,77
2026-09-06T13:40:39.979000+00:00,11361,1293,2.555,32.213,55
2026-09-06T13:40:40.119000+00:00,11361,1293,2.403,46.68,14
2026-09-06T13:40:40.385000+00:00,11361,1293,2.289,19.841,12
2026-09-06T13:40:40.447000+00:00,11361,1293,2.575,4.401,3
2026-09-06T13:40:40.947000+00:00,11361,1293,0.509,4.91,43
2026-09-06T13:40:41.057000+00:00,11361,1293,2.961,38.637,23
2026-09-06T13:40:41.088000+00:00,11361,1293,3.11,25.32,22
2026-09-06T13:40:41.088000+00:00,11361,1293,3.825,11.046,1
2026-09-06T13:40:41.291000+00:00,11361,1293,2.949,15.048,44
2026-09-06T13:40:41.604000+00:00,11361,1293,1.231,21.072,27
2026-09-06T13:40:41.697000+00:00,11361,1293,0.402,15.45,87
2026-09-06T13:40:42.244000+00:00,11361,1293,1.161,12.207,41
2026-09-06T13:40:43.072000+00:00,11361,1293,1.384,16.834,31
2026-09-06T13:40:43.072000+00:00,11361,1293,3.252,44.344,18
2026-09-06T13:40:43.166000+00:00,11361,1293,2.086,27.406,30
2026-09-06T13:40:43.166000+00:00,11361,1293,3.214,35.427,11
2026-09-06T13:40:43.619000+00:00,11361,1293,2.714,7.624,81
2026-09-06T13:40:43.666000+00:00,11361,1293,1.788,1.788,10
2026-09-06T13:40:43.729000+00:00,11361,1293,0.65,17.484,5
2026-09-06T13:40:43.900000+00:00,11361,1293,2.875,41.512,77
2026-09-06T13:40:44.909000+00:00,11361,1293,3.297,24.369,22
2026-09-06T13:40:45.261000+00:00,11361,1293,3.035,15.242,44
2026-09-06T13:40:45.359000+00:00,11361,1293,2.288,46.632,14
2026-09-06T13:40:45.465000+00:00,11361,1293,2.315,29.721,55
2026-09-06T13:40:45.865000+00:00,11361,1293,2.139,19.623,12
2026-09-06T13:40:46.042000+00:00,11361,1293,2.87,38.297,23
2026-09-06T13:40:46.342000+00:00,11361,1293,1.079,16.321,87
2026-09-06T13:40:47.021000+00:00,11361,1293,2.056,26.425,30
2026-09-06T13:40:47.097000+00:00,11361,1293,3.451,11.075,1
2026-09-06T13:40:47.218000+00:00,11361,1293,3.288,44.8,18
2026-09-06T13:40:47.230000+00:00,11361,1293,1.376,20.999,27
2026-09-06T13:40:47.390000+00:00,11361,1293,1.041,17.362,31
2026-09-06T13:40:47.420000+00:00,11361,1293,3.75,5.538,3
2026-09-06T13:40:47.709000+00:00,11361,1293,0.269,5.807,43
2026-09-06T13:40:48.442000+00:00,11361,1293,1.322,12.397,41
2026-09-06T13:40:48.482000+00:00,11361,1293,1.112,18.474,5
2026-09-06T13:40:48.667000+00:00,11361,1293,3.171,32.892,11
2026-09-06T13:40:49.073000+00:00,11361,1293,2.104,28.529,55
2026-09-06T13:40:49.292000+00:00,11361,1293,3.251,41.548,77
2026-09-06T13:40:49.448000+00:00,11361,1293,2.241,47.041,14
2026-09-06T13:40:49.448000+00:00,11361,1293,1.724,1.724,10
2026-09-06T13:40:50.183000+00:00,11361,1293,2.5,8.307,81
2026-09-06T13:40:50.698000+00:00,11361,1293,3.471,24.47,22
2026-09-06T13:40:51.292000+00:00,11361,1293,2.813,21.287,12
2026-09-06T13:40:51.495000+00:00,11361,1293,2.856,35.748,23
2026-09-06T13:40:51.620000+00:00,11361,1293,3.201,15.598,44
2026-09-06T13:40:52.183000+00:00,11361,1293,2.888,44.436,18
2026-09-06T13:40:52.245000+00:00,11361,1293,3.161,31.69,11
2026-09-06T13:40:52.292000+00:00,11361,1293,0.993,22.28,27
2026-09-06T13:40:52.620000+00:00,11361,1293,0.97,16.568,87
2026-09-06T13:40:52.718000+00:00,11361,1293,1.997,26.467,30
2026-09-06T13:40:53.082000+00:00,11361,1293,2.88,11.187,1
2026-09-06T13:40:54.082000+00:00,11361,1293,1.485,18.053,31
2026-09-06T13:40:54.222000+00:00,11361,1293,4.796,6.52,3
2026-09-06T13:40:54.347000+00:00,11361,1293,2.044,24.324,22
2026-09-06T13:40:54.598000+00:00,11361,1293,1.534,12.721,41
2026-09-06T13:40:54.613000+00:00,11361,1293,1.889,28.356,55
2026-09-06T13:40:54.707000+00:00,11361,1293,2.476,46.912,14
2026-09-06T13:40:54.801000+00:00,11361,1293,0.57,7.09,43
2026-09-06T13:40:55.035000+00:00,11361,1293,3.519,39.267,77
2026-09-06T13:40:55.082000+00:00,11361,1293,2.852,34.542,23
2026-09-06T13:40:55.457000+00:00,11361,1293,1.367,19.42,5
2026-09-06T13:40:56.441000+00:00,11361,1293,1.692,8.782,81
2026-09-06T13:40:56.535000+00:00,11361,1293,2.162,26.486,30
2026-09-06T13:40:57.082000+00:00,11361,1293,1.609,1.609,10
2026-09-06T13:40:57.691000+00:00,11361,1293,3.083,31.439,11
2026-09-06T13:40:57.801000+00:00,11361,1293,2.791,42.058,18
2026-09-06T13:40:58.301000+00:00,11361,1293,5.239,6.963,3
2026-09-06T13:40:58.301000+00:00,11361,1293,1.807,28.293,55
2026-09-06T13:40:58.394000+00:00,11361,1293,3.782,16.503,44
2026-09-06T13:40:58.832000+00:00,11361,1293,3.746,38.288,77
2026-09-06T13:40:58.972000+00:00,11361,1293,0.686,7.649,43
2026-09-06T13:40:59.004000+00:00,11361,1293,0.638,17.141,87
2026-09-06T13:40:59.426000+00:00,11361,1293,2.974,11.756,1
2026-09-06T13:40:59.676000+00:00,11361,1293,4.224,23.644,12
2026-09-06T13:41:00.238000+00:00,11361,1293,2.442,44.5,14
2026-09-06T13:41:00.379000+00:00,11361,1293,1.42,9.069,81
2026-09-06T13:41:00.519000+00:00,11361,1293,2.864,34.303,23
2026-09-06T13:41:00.551000+00:00,11361,1293,0.881,24.525,27
2026-09-06T13:41:00.676000+00:00,11361,1293,1.674,18.815,31
2026-09-06T13:41:00.722000+00:00,11361,1293,1.234,12.99,41
2026-09-06T13:41:01.347000+00:00,11361,1293,2.33,2.33,10
2026-09-06T13:41:01.363000+00:00,11361,1293,2.543,40.831,18
2026-09-06T13:41:01.582000+00:00,11361,1293,3.277,31.57,11
2026-09-06T13:41:01.754000+00:00,11361,1293,1.072,19.887,5
2026-09-06T13:41:02.379000+00:00,11361,1293,1.814,26.339,22
2026-09-06T13:41:02.722000+00:00,11361,1293,5.568,7.177,3
2026-09-06T13:41:03.238000+00:00,11361,1293,2.823,11.892,1
2026-09-06T13:41:03.379000+00:00,11361,1293,1.021,27.36,30
2026-09-06T13:41:03.769000+00:00,11361,1293,1.742,1.742,10
2026-09-06T13:41:03.785000+00:00,11361,1293,2.411,43.242,14
2026-09-06T13:41:04.066000+00:00,11361,1293,0.0,0.0,63
2026-09-06T13:41:04.098000+00:00,11361,1293,0.852,12.744,41
2026-09-06T13:41:04.285000+00:00,11361,1293,2.673,34.243,23
2026-09-06T13:41:04.472000+00:00,11361,1293,3.918,38.221,77
2026-09-06T13:41:04.785000+00:00,11361,1293,4.093,17.083,44
2026-09-06T13:41:04.972000+00:00,11361,1293,2.225,9.402,43
2026-09-06T13:41:05.035000+00:00,11361,1293,1.697,29.057,55
2026-09-06T13:41:05.504000+00:00,11361,1293,4.169,6.499,3
2026-09-06T13:41:05.817000+00:00,11361,1293,4.051,23.938,12
2026-09-06T13:41:06.066000+00:00,11361,1293,2.022,2.022,10
2026-09-06T13:41:06.269000+00:00,11361,1293,1.433,18.516,87
2026-09-06T13:41:06.348000+00:00,11361,1293,0.482,24.42,27
2026-09-06T13:41:06.566000+00:00,11361,1293,1.63,11.032,81
2026-09-06T13:41:06.910000+00:00,11361,1293,2.462,40.683,18
2026-09-06T13:41:07.441000+00:00,11361,1293,0.864,11.896,1
2026-09-06T13:41:07.519000+00:00,11361,1293,2.016,8.515,43
2026-09-06T13:41:07.738000+00:00,11361,1293,1.494,20.01,31
2026-09-06T13:41:07.832000+00:00,11361,1293,4.049,5.791,3
2026-09-06T13:41:08.285000+00:00,11361,1293,3.188,32.245,11
2026-09-06T13:41:08.613000+00:00,11361,1293,4.365,38.608,77
2026-09-06T13:41:08.973000+00:00,11361,1293,4.861,17.605,44
2026-09-06T13:41:09.004000+00:00,11361,1293,1.544,13.44,41
2026-09-06T13:41:09.066000+00:00,11361,1293,1.296,21.306,5
2026-09-06T13:41:09.207000+00:00,11361,1293,2.903,27.323,22
2026-09-06T13:41:09.285000+00:00,11361,1293,2.359,43.042,14
2026-09-06T13:41:09.879000+00:00,11361,1293,2.082,7.873,43
2026-09-06T13:41:10.254000+00:00,11361,1293,2.792,11.307,81
2026-09-06T13:41:10.473000+00:00,11361,1293,2.239,34.484,23
2026-09-06T13:41:10.910000+00:00,11361,1293,2.275,40.883,18
2026-09-06T13:41:10.910000+00:00,11361,1293,1.965,19.57,87
2026-09-06T13:41:10.957000+00:00,11361,1293,1.758,29.081,30
2026-09-06T13:41:10.973000+00:00,11361,1293,4.838,6.86,3
2026-09-06T13:41:11.973000+00:00,11361,1293,1.616,12.923,1
2026-09-06T13:41:12.066000+00:00,11361,1293,1.166,20.736,31
2026-09-06T13:41:12.144000+00:00,11361,1293,1.181,30.262,55
2026-09-06T13:41:12.348000+00:00,11361,1293,3.262,24.568,12
2026-09-06T13:41:12.785000+00:00,11361,1293,0.485,25.053,27
2026-09-06T13:41:13.019000+00:00,11361,1293,2.111,8.971,43
2026-09-06T13:41:13.238000+00:00,11361,1293,2.35,43.233,14
2026-09-06T13:41:13.379000+00:00,11361,1293,4.393,17.833,44
2026-09-06T13:41:13.551000+00:00,11361,1293,3.622,11.495,81
2026-09-06T13:41:13.785000+00:00,11361,1293,1.721,22.457,5
2026-09-06T13:41:13.816000+00:00,11361,1293,1.882,14.805,41
2026-09-06T13:41:14.848000+00:00,11361,1293,2.697,32.959,11
2026-09-06T13:41:15.129000+00:00,11361,1293,4.629,39.113,77
2026-09-06T13:41:15.269000+00:00,11361,1293,1.871,19.704,87
2026-09-06T13:41:15.785000+00:00,11361,1293,3.013,28.066,22
2026-09-06T13:41:16.223000+00:00,11361,1293,2.617,14.112,1
2026-09-06T13:41:16.629000+00:00,11361,1293,,12.593,81
2026-09-06T13:41:16.785000+00:00,11361,1293,2.98,17.785,44
2026-09-06T13:41:16.816000+00:00,11361,1293,1.983,34.942,23
2026-09-06T13:41:17.019000+00:00,11361,1293,1.744,21.448,31
2026-09-06T13:41:17.269000+00:00,11361,1293,3.455,25.912,12
2026-09-06T13:41:17.400000+00:00,11361,1293,1.304,15.416,41
2026-09-06T13:41:17.879000+00:00,11361,1293,2.729,41.842,18
2026-09-06T13:41:18.191000+00:00,11361,1293,2.375,30.441,30
2026-09-06T13:41:18.473000+00:00,11361,1293,1.674,19.459,87
2026-09-06T13:41:18.519000+00:00,11361,1293,1.274,27.186,27
2026-09-06T13:41:18.613000+00:00,11361,1293,2.012,14.605,1
2026-09-06T13:41:18.879000+00:00,11361,1293,1.889,23.337,5
2026-09-06T13:41:19.519000+00:00,11361,1293,1.659,43.501,14
2026-09-06T13:41:19.644000+00:00,11361,1293,1.509,31.95,55
2026-09-06T13:41:20.551000+00:00,11361,1293,2.117,21.576,31
2026-09-06T13:41:20.863000+00:00,11361,1293,2.17,16.775,41
2026-09-06T13:41:20.879000+00:00,11361,1293,2.333,29.519,22
2026-09-06T13:41:21.396000+00:00,11361,1293,4.523,39.465,77
2026-09-06T13:41:21.396000+00:00,11361,1293,2.461,25.798,12
2026-09-06T13:41:21.535000+00:00,11361,1293,1.822,33.772,11
2026-09-06T13:41:21.644000+00:00,11361,1293,4.139,19.555,44
2026-09-06T13:41:22.207000+00:00,11361,1293,1.363,30.882,30
2026-09-06T13:41:22.629000+00:00,11361,1293,1.281,27.079,27
2026-09-06T13:41:22.848000+00:00,11361,1293,1.291,20.846,87
2026-09-06T13:41:23.113000+00:00,11361,1293,2.562,24.138,5
2026-09-06T13:41:23.598000+00:00,11361,1293,2.267,41.732,18
2026-09-06T13:41:23.910000+00:00,11361,1293,2.47,36.242,23
2026-09-06T13:41:24.473000+00:00,11361,1293,2.261,33.143,55
2026-09-06T13:41:25.426000+00:00,11361,1293,2.782,29.861,22
2026-09-06T13:41:25.457000+00:00,11361,1293,1.848,43.58,14
2026-09-06T13:41:25.707000+00:00,11361,1293,1.213,34.356,11
2026-09-06T13:41:25.879000+00:00,11361,1293,2.675,26.813,12
2026-09-06T13:41:25.957000+00:00,11361,1293,5.058,21.833,44
2026-09-06T13:41:26.160000+00:00,11361,1293,3.238,24.084,31
2026-09-06T13:41:27.270000+00:00,11361,1293,1.473,28.286,27
2026-09-06T13:41:27.567000+00:00,11361,1293,1.733,23.566,87
2026-09-06T13:41:27.707000+00:00,11361,1293,2.248,32.109,30
2026-09-06T13:41:27.770000+00:00,11361,1293,3.818,40.06,77
2026-09-06T13:41:27.988000+00:00,11361,1293,2.294,36.65,23
2026-09-06T13:41:28.723000+00:00,11361,1293,2.553,26.637,5
2026-09-06T13:41:29.832000+00:00,11361,1293,2.069,42.129,18
2026-09-06T13:41:29.926000+00:00,11361,1293,2.638,30.924,22
2026-09-06T13:41:30.191000+00:00,11361,1293,2.508,34.617,55
2026-09-06T13:41:30.848000+00:00,11361,1293,3.193,26.759,31
2026-09-06T13:41:31.301000+00:00,11361,1293,2.586,29.223,12
2026-09-06T13:41:31.598000+00:00,11361,1293,1.438,36.055,11
2026-09-06T13:41:31.988000+00:00,11361,1293,2.151,44.28,14
2026-09-06T13:41:32.379000+00:00,11361,1293,2.283,33.207,30
2026-09-06T13:41:32.660000+00:00,11361,1293,4.676,41.326,77
2026-09-06T13:41:33.004000+00:00,11361,1293,1.644,30.867,27
2026-09-06T13:41:33.270000+00:00,11361,1293,2.394,29.153,5
2026-09-06T13:41:33.879000+00:00,11361,1293,2.342,38.397,23
2026-09-06T13:41:35.035000+00:00,11361,1293,2.811,36.018,55
2026-09-06T13:41:35.066000+00:00,11361,1293,2.418,43.744,18
2026-09-06T13:41:35.285000+00:00,11361,1293,2.132,31.285,12
2026-09-06T13:41:36.426000+00:00,11361,1293,3.469,34.336,22
2026-09-06T13:41:36.817000+00:00,11361,1293,1.726,37.744,11
2026-09-06T13:41:37.645000+00:00,11361,1293,2.332,33.617,27
2026-09-06T13:41:37.863000+00:00,11361,1293,2.802,46.546,14
2026-09-06T13:41:38.145000+00:00,11361,1293,4.219,42.616,77
2026-09-06T13:41:38.379000+00:00,11361,1293,1.952,36.288,30
2026-09-06T13:41:39.645000+00:00,11361,1293,2.912,40.656,23
2026-09-06T13:41:40.817000+00:00,11361,1293,2.652,45.268,18
2026-09-06T13:41:41.816000+00:00,11361,1293,3.472,39.76,55
2026-09-06T13:41:41.988000+00:00,11361,1293,4.306,37.923,22
2026-09-06T13:41:42.848000+00:00,11361,1293,3.198,43.854,77
2026-09-06T13:41:43.645000+00:00,11361,1293,1.8,41.56,11
2026-09-06T13:41:44.332000+00:00,11361,1293,2.32,40.243,30
2026-09-06T13:41:44.410000+00:00,11361,1293,3.574,48.842,14
2026-09-06T13:41:46.342000+00:00,11361,1293,2.69,44.25,23
2026-09-06T13:41:46.698000+00:00,11361,1293,3.793,47.647,18
2026-09-06T13:41:46.810000+00:00,11361,1293,2.505,42.748,55
2026-09-06T13:41:48.042000+00:00,11361,1293,1.764,46.014,77
2026-09-06T13:41:49.182000+00:00,11361,1293,2.424,45.172,11
2026-09-06T13:41:50.698000+00:00,11361,1293,4.08,51.727,14
2026-09-06T13:41:50.763000+00:00,11361,1293,1.508,46.68,23
2026-09-06T13:41:52.958000+00:00,11361,1293,2.076,48.756,77
2026-09-06T13:41:53.146000+00:00,11361,1293,5.033,51.047,18
2026-09-06T13:41:56.036000+00:00,11361,1293,2.994,54.041,14
2026-09-06T13:41:56.489000+00:00,11361,1293,3.631,52.387,18
2026-09-06T13:41:59.271000+00:00,11361,1293,2.874,55.261,14
2026-09-06T13:42:36.953000+00:00,11361,1293,3.651,3.651,10
2026-09-06T13:42:39.328000+00:00,11361,1293,2.372,6.023,3
2026-09-06T13:42:40.531000+00:00,11361,1293,1.125,7.148,43
2026-09-06T13:42:41.734000+00:00,11361,1293,1.261,8.409,81
2026-09-06T13:42:44.469000+00:00,11361,1293,2.694,11.103,1
2026-09-06T13:42:45.664000+00:00,11361,1293,1.248,12.351,41
2026-09-06T13:42:45.764000+00:00,11361,1293,1.664,1.664,10
2026-09-06T13:42:47.442000+00:00,11361,1293,1.682,3.346,3
2026-09-06T13:42:49.316000+00:00,11361,1293,3.577,15.928,44
2026-09-06T13:42:49.747000+00:00,11361,1293,0.43,16.358,87
2026-09-06T13:42:49.843000+00:00,11361,1293,2.388,5.734,43
2026-09-06T13:42:50.360000+00:00,11361,1293,1.543,1.543,10
2026-09-06T13:42:51.618000+00:00,11361,1293,1.86,18.218,31
2026-09-06T13:42:51.965000+00:00,11361,1293,0.347,18.565,5
2026-09-06T13:42:52.200000+00:00,11361,1293,2.4,8.134,81
2026-09-06T13:42:52.371000+00:00,11361,1293,1.999,3.542,3
2026-09-06T13:42:53.543000+00:00,11361,1293,1.681,20.246,12
2026-09-06T13:42:54.418000+00:00,11361,1293,0.767,21.013,27
2026-09-06T13:42:54.637000+00:00,11361,1293,2.281,5.823,43
2026-09-06T13:42:55.918000+00:00,11361,1293,3.706,11.84,1
2026-09-06T13:42:56.918000+00:00,11361,1293,2.278,8.101,81
2026-09-06T13:42:57.106000+00:00,11361,1293,2.799,23.812,22
2026-09-06T13:42:57.356000+00:00,11361,1293,1.423,13.263,41
2026-09-06T13:42:58.231000+00:00,11361,1293,1.022,24.834,30
2026-09-06T13:42:59.293000+00:00,11361,1293,1.16,25.994,55
2026-09-06T13:42:59.512000+00:00,11361,1293,1.819,1.819,10
2026-09-06T13:43:00.387000+00:00,11361,1293,3.472,11.573,1
2026-09-06T13:43:01.278000+00:00,11361,1293,1.982,27.976,11
2026-09-06T13:43:01.887000+00:00,11361,1293,4.514,17.777,44
2026-09-06T13:43:02.121000+00:00,11361,1293,1.715,13.288,41
2026-09-06T13:43:02.184000+00:00,11361,1293,2.595,4.414,3
2026-09-06T13:43:02.793000+00:00,11361,1293,1.49,29.466,23
2026-09-06T13:43:02.934000+00:00,11361,1293,1.074,18.851,87
2026-09-06T13:43:03.981000+00:00,11361,1293,1.828,6.242,43
2026-09-06T13:43:04.012000+00:00,11361,1293,1.134,30.6,77
2026-09-06T13:43:04.809000+00:00,11361,1293,1.841,20.692,31
2026-09-06T13:43:05.512000+00:00,11361,1293,0.739,21.431,5
2026-09-06T13:43:06.418000+00:00,11361,1293,1.854,1.854,10
2026-09-06T13:43:06.637000+00:00,11361,1293,1.155,22.586,12
2026-09-06T13:43:06.731000+00:00,11361,1293,2.8,9.042,81
2026-09-06T13:43:06.746000+00:00,11361,1293,4.643,17.931,44
2026-09-06T13:43:07.278000+00:00,11361,1293,3.294,33.894,18
2026-09-06T13:43:07.372000+00:00,11361,1293,0.693,23.279,27
2026-09-06T13:43:08.210000+00:00,11361,1293,1.454,19.385,87
2026-09-06T13:43:08.999000+00:00,11361,1293,2.572,4.426,3
2026-09-06T13:43:09.423000+00:00,11361,1293,2.054,25.333,22
2026-09-06T13:43:10.030000+00:00,11361,1293,1.787,21.172,31
2026-09-06T13:43:10.083000+00:00,11361,1293,2.795,36.689,14
2026-09-06T13:43:10.252000+00:00,11361,1293,3.398,12.44,1
2026-09-06T13:43:10.781000+00:00,11361,1293,1.929,1.929,10
2026-09-06T13:43:11.042000+00:00,11361,1293,1.622,26.955,30
2026-09-06T13:43:11.267000+00:00,11361,1293,1.118,22.29,5
2026-09-06T13:43:11.543000+00:00,11361,1293,1.341,13.781,41
2026-09-06T13:43:11.965000+00:00,11361,1293,3.0,7.426,43
2026-09-06T13:43:12.065000+00:00,11361,1293,1.018,27.973,55
2026-09-06T13:43:12.831000+00:00,11361,1293,1.37,23.66,12
2026-09-06T13:43:12.997000+00:00,11361,1293,1.024,8.45,81
2026-09-06T13:43:13.184000+00:00,11361,1293,1.027,29.0,11
2026-09-06T13:43:13.356000+00:00,11361,1293,2.562,4.491,3
2026-09-06T13:43:14.468000+00:00,11361,1293,1.884,25.544,27
2026-09-06T13:43:14.721000+00:00,11361,1293,1.558,30.558,23
2026-09-06T13:43:15.048000+00:00,11361,1293,3.526,17.307,44
2026-09-06T13:43:15.212000+00:00,11361,1293,1.127,1.127,10
2026-09-06T13:43:16.112000+00:00,11361,1293,1.419,26.963,22
2026-09-06T13:43:16.382000+00:00,11361,1293,1.318,18.625,87
2026-09-06T13:43:16.631000+00:00,11361,1293,3.632,12.082,1
2026-09-06T13:43:17.168000+00:00,11361,1293,2.542,33.1,77
2026-09-06T13:43:17.332000+00:00,11361,1293,2.109,3.236,3
2026-09-06T13:43:17.402000+00:00,11361,1293,1.52,28.483,30
2026-09-06T13:43:17.479000+00:00,11361,1293,4.125,8.616,43
2026-09-06T13:43:18.273000+00:00,11361,1293,0.788,9.404,81
2026-09-06T13:43:18.665000+00:00,11361,1293,2.225,20.85,31
2026-09-06T13:43:18.810000+00:00,11361,1293,1.208,29.691,55
2026-09-06T13:43:18.830000+00:00,11361,1293,2.197,14.279,41
2026-09-06T13:43:19.565000+00:00,11361,1293,2.35,35.45,18
2026-09-06T13:43:20.215000+00:00,11361,1293,1.607,31.298,11
2026-09-06T13:43:20.287000+00:00,11361,1293,1.665,22.515,5
2026-09-06T13:43:20.532000+00:00,11361,1293,2.256,11.66,1
2026-09-06T13:43:21.565000+00:00,11361,1293,1.706,1.706,10
2026-09-06T13:43:21.597000+00:00,11361,1293,1.312,23.827,12
2026-09-06T13:43:21.844000+00:00,11361,1293,4.534,7.77,43
2026-09-06T13:43:22.379000+00:00,11361,1293,2.815,38.265,14
2026-09-06T13:43:22.498000+00:00,11361,1293,3.648,17.927,44
2026-09-06T13:43:22.813000+00:00,11361,1293,2.601,33.899,23
2026-09-06T13:43:22.821000+00:00,11361,1293,1.24,25.067,27
2026-09-06T13:43:22.821000+00:00,11361,1293,0.976,8.746,81
2026-09-06T13:43:23.314000+00:00,11361,1293,2.768,14.428,41
2026-09-06T13:43:23.660000+00:00,11361,1293,1.173,19.1,87
2026-09-06T13:43:23.747000+00:00,11361,1293,2.184,3.89,3
2026-09-06T13:43:24.442000+00:00,11361,1293,1.625,35.524,77
2026-09-06T13:43:24.458000+00:00,11361,1293,1.63,10.376,1
2026-09-06T13:43:24.755000+00:00,11361,1293,1.93,26.997,22
2026-09-06T13:43:24.976000+00:00,11361,1293,1.315,20.415,31
2026-09-06T13:43:25.426000+00:00,11361,1293,0.704,27.701,30
2026-09-06T13:43:25.520000+00:00,11361,1293,1.53,1.53,10
2026-09-06T13:43:26.833000+00:00,11361,1293,1.861,22.276,5
2026-09-06T13:43:26.926000+00:00,11361,1293,2.516,38.04,18
2026-09-06T13:43:26.973000+00:00,11361,1293,3.68,18.108,44
2026-09-06T13:43:27.051000+00:00,11361,1293,2.578,12.954,41
2026-09-06T13:43:27.067000+00:00,11361,1293,3.321,7.211,43
2026-09-06T13:43:27.661000+00:00,11361,1293,2.2,29.901,55
2026-09-06T13:43:27.864000+00:00,11361,1293,2.352,3.882,3
2026-09-06T13:43:28.165000+00:00,11361,1293,1.227,19.335,87
