lane,rows,result,reason,required_status,heavy_endpoint
weather,6178,pass,evidence_bearing,required_lightweight,False
race_control,3060,pass,evidence_bearing,required_lightweight,False
intervals,169348,pass,evidence_bearing,required_lightweight,False
position,23747,pass,evidence_bearing,required_lightweight,False
stints,3485,pass,evidence_bearing,required_lightweight,False
pit,373,pass,evidence_bearing,required_lightweight,False
starting_grid,154,pass,evidence_bearing,required_lightweight,False
drivers,933,pass,evidence_bearing,required_lightweight,False
team_radio,243,pass,evidence_bearing,opportunistic,False
