lane,rows,result,reason,required_status,heavy_endpoint
weather,5426,pass,evidence_bearing,required_lightweight,False
race_control,2125,pass,evidence_bearing,required_lightweight,False
intervals,73284,pass,evidence_bearing,required_lightweight,False
position,16467,pass,evidence_bearing,required_lightweight,False
stints,2746,pass,evidence_bearing,required_lightweight,False
pit,152,pass,evidence_bearing,required_lightweight,False
starting_grid,154,pass,evidence_bearing,required_lightweight,False
drivers,702,pass,evidence_bearing,required_lightweight,False
team_radio,112,pass,evidence_bearing,opportunistic,False
