position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,63,91.52,1280,11236,2026-09-26T00:42:11.579588Z
2,12,91.809,1280,11236,2026-09-26T00:42:11.579588Z
3,1,92.141,1280,11236,2026-09-26T00:42:11.579588Z
4,44,92.161,1280,11236,2026-09-26T00:42:11.579588Z
5,81,92.224,1280,11236,2026-09-26T00:42:11.579588Z
6,16,92.528,1280,11236,2026-09-26T00:42:11.579588Z
7,10,92.888,1280,11236,2026-09-26T00:42:11.579588Z
8,3,93.254,1280,11236,2026-09-26T00:42:11.579588Z
9,87,93.409,1280,11236,2026-09-26T00:42:11.579588Z
10,6,93.723,1280,11236,2026-09-26T00:42:11.579588Z
11,27,93.635,1280,11236,2026-09-26T00:42:11.579588Z
12,31,93.639,1280,11236,2026-09-26T00:42:11.579588Z
13,30,93.714,1280,11236,2026-09-26T00:42:11.579588Z
14,5,93.774,1280,11236,2026-09-26T00:42:11.579588Z
15,41,94.048,1280,11236,2026-09-26T00:42:11.579588Z
16,43,94.327,1280,11236,2026-09-26T00:42:11.579588Z
17,55,94.761,1280,11236,2026-09-26T00:42:11.579588Z
18,14,95.581,1280,11236,2026-09-26T00:42:11.579588Z
19,18,96.151,1280,11236,2026-09-26T00:42:11.579588Z
20,77,97.378,1280,11236,2026-09-26T00:42:11.579588Z
21,11,,1280,11236,2026-09-26T00:42:11.579588Z
22,23,95.305,1280,11236,2026-09-26T00:42:11.579588Z
1,12,88.778,1281,11249,2026-09-26T00:43:18.715696Z
2,63,89.076,1281,11249,2026-09-26T00:43:18.715696Z
3,81,89.132,1281,11249,2026-09-26T00:43:18.715696Z
4,16,89.405,1281,11249,2026-09-26T00:43:18.715696Z
5,1,89.409,1281,11249,2026-09-26T00:43:18.715696Z
6,44,89.567,1281,11249,2026-09-26T00:43:18.715696Z
7,10,89.691,1281,11249,2026-09-26T00:43:18.715696Z
8,6,89.978,1281,11249,2026-09-26T00:43:18.715696Z
9,5,90.274,1281,11249,2026-09-26T00:43:18.715696Z
10,41,90.319,1281,11249,2026-09-26T00:43:18.715696Z
11,3,90.262,1281,11249,2026-09-26T00:43:18.715696Z
12,31,90.309,1281,11249,2026-09-26T00:43:18.715696Z
13,27,90.387,1281,11249,2026-09-26T00:43:18.715696Z
14,30,90.495,1281,11249,2026-09-26T00:43:18.715696Z
15,43,90.627,1281,11249,2026-09-26T00:43:18.715696Z
16,55,91.033,1281,11249,2026-09-26T00:43:18.715696Z
17,23,91.088,1281,11249,2026-09-26T00:43:18.715696Z
18,87,91.09,1281,11249,2026-09-26T00:43:18.715696Z
19,11,92.206,1281,11249,2026-09-26T00:43:18.715696Z
20,77,92.33,1281,11249,2026-09-26T00:43:18.715696Z
21,14,92.646,1281,11249,2026-09-26T00:43:18.715696Z
22,18,92.92,1281,11249,2026-09-26T00:43:18.715696Z
1,1,87.869,1284,11271,2026-09-26T00:46:01.697422Z
2,12,88.091,1284,11271,2026-09-26T00:46:01.697422Z
3,81,88.108,1284,11271,2026-09-26T00:46:01.697422Z
4,16,88.239,1284,11271,2026-09-26T00:46:01.697422Z
5,3,88.461,1284,11271,2026-09-26T00:46:01.697422Z
6,63,88.493,1284,11271,2026-09-26T00:46:01.697422Z
7,44,88.618,1284,11271,2026-09-26T00:46:01.697422Z
8,43,89.32,1284,11271,2026-09-26T00:46:01.697422Z
9,6,89.422,1284,11271,2026-09-26T00:46:01.697422Z
10,10,89.474,1284,11271,2026-09-26T00:46:01.697422Z
11,5,89.994,1284,11271,2026-09-26T00:46:01.697422Z
12,27,90.019,1284,11271,2026-09-26T00:46:01.697422Z
13,87,90.116,1284,11271,2026-09-26T00:46:01.697422Z
14,55,90.224,1284,11271,2026-09-26T00:46:01.697422Z
15,30,91.043,1284,11271,2026-09-26T00:46:01.697422Z
16,31,91.245,1284,11271,2026-09-26T00:46:01.697422Z
17,11,91.255,1284,11271,2026-09-26T00:46:01.697422Z
18,23,91.322,1284,11271,2026-09-26T00:46:01.697422Z
19,77,91.826,1284,11271,2026-09-26T00:46:01.697422Z
20,14,101.311,1284,11271,2026-09-26T00:46:01.697422Z
21,18,,1284,11271,2026-09-26T00:46:01.697422Z
22,41,90.573,1284,11271,2026-09-26T00:46:01.697422Z
1,12,87.798,1284,11276,2026-09-26T00:46:12.486736Z
2,3,87.964,1284,11276,2026-09-26T00:46:12.486736Z
3,16,88.143,1284,11276,2026-09-26T00:46:12.486736Z
4,1,88.183,1284,11276,2026-09-26T00:46:12.486736Z
5,63,88.197,1284,11276,2026-09-26T00:46:12.486736Z
6,44,88.319,1284,11276,2026-09-26T00:46:12.486736Z
7,81,88.5,1284,11276,2026-09-26T00:46:12.486736Z
8,43,88.762,1284,11276,2026-09-26T00:46:12.486736Z
9,10,88.81,1284,11276,2026-09-26T00:46:12.486736Z
10,27,89.439,1284,11276,2026-09-26T00:46:12.486736Z
11,30,89.499,1284,11276,2026-09-26T00:46:12.486736Z
12,87,89.567,1284,11276,2026-09-26T00:46:12.486736Z
13,55,89.568,1284,11276,2026-09-26T00:46:12.486736Z
14,31,89.772,1284,11276,2026-09-26T00:46:12.486736Z
15,23,89.946,1284,11276,2026-09-26T00:46:12.486736Z
16,41,90.133,1284,11276,2026-09-26T00:46:12.486736Z
17,14,91.098,1284,11276,2026-09-26T00:46:12.486736Z
18,18,91.164,1284,11276,2026-09-26T00:46:12.486736Z
19,77,91.629,1284,11276,2026-09-26T00:46:12.486736Z
20,11,91.967,1284,11276,2026-09-26T00:46:12.486736Z
21,5,93.737,1284,11276,2026-09-26T00:46:12.486736Z
22,6,,1284,11276,2026-09-26T00:46:12.486736Z
1,63,72.578,1285,11287,2026-09-26T00:47:13.529947Z
2,12,72.646,1285,11287,2026-09-26T00:47:13.529947Z
3,1,72.729,1285,11287,2026-09-26T00:47:13.529947Z
4,81,72.781,1285,11287,2026-09-26T00:47:13.529947Z
5,44,72.868,1285,11287,2026-09-26T00:47:13.529947Z
6,3,72.907,1285,11287,2026-09-26T00:47:13.529947Z
7,6,72.935,1285,11287,2026-09-26T00:47:13.529947Z
8,16,72.976,1285,11287,2026-09-26T00:47:13.529947Z
9,41,73.28,1285,11287,2026-09-26T00:47:13.529947Z
10,43,73.697,1285,11287,2026-09-26T00:47:13.529947Z
11,27,73.886,1285,11287,2026-09-26T00:47:13.529947Z
12,30,73.897,1285,11287,2026-09-26T00:47:13.529947Z
13,5,74.071,1285,11287,2026-09-26T00:47:13.529947Z
14,10,74.187,1285,11287,2026-09-26T00:47:13.529947Z
15,55,74.273,1285,11287,2026-09-26T00:47:13.529947Z
16,87,74.416,1285,11287,2026-09-26T00:47:13.529947Z
17,31,74.845,1285,11287,2026-09-26T00:47:13.529947Z
18,23,74.851,1285,11287,2026-09-26T00:47:13.529947Z
19,14,75.196,1285,11287,2026-09-26T00:47:13.529947Z
20,11,75.429,1285,11287,2026-09-26T00:47:13.529947Z
21,77,76.272,1285,11287,2026-09-26T00:47:13.529947Z
22,18,76.195,1285,11287,2026-09-26T00:47:13.529947Z
1,12,72.051,1286,11295,2026-09-26T00:48:11.599633Z
2,3,72.094,1286,11295,2026-09-26T00:48:11.599633Z
3,44,72.279,1286,11295,2026-09-26T00:48:11.599633Z
4,16,72.351,1286,11295,2026-09-26T00:48:11.599633Z
5,6,72.434,1286,11295,2026-09-26T00:48:11.599633Z
6,63,72.445,1286,11295,2026-09-26T00:48:11.599633Z
7,81,72.624,1286,11295,2026-09-26T00:48:11.599633Z
8,1,72.765,1286,11295,2026-09-26T00:48:11.599633Z
9,10,73.226,1286,11295,2026-09-26T00:48:11.599633Z
10,30,73.412,1286,11295,2026-09-26T00:48:11.599633Z
11,23,73.787,1286,11295,2026-09-26T00:48:11.599633Z
12,55,73.815,1286,11295,2026-09-26T00:48:11.599633Z
13,27,73.902,1286,11295,2026-09-26T00:48:11.599633Z
14,43,73.995,1286,11295,2026-09-26T00:48:11.599633Z
15,41,74.248,1286,11295,2026-09-26T00:48:11.599633Z
16,5,,1286,11295,2026-09-26T00:48:11.599633Z
17,31,74.722,1286,11295,2026-09-26T00:48:11.599633Z
18,11,74.747,1286,11295,2026-09-26T00:48:11.599633Z
19,87,74.814,1286,11295,2026-09-26T00:48:11.599633Z
20,77,75.283,1286,11295,2026-09-26T00:48:11.599633Z
21,14,75.349,1286,11295,2026-09-26T00:48:11.599633Z
22,18,76.061,1286,11295,2026-09-26T00:48:11.599633Z
1,63,74.679,1287,11303,2026-09-26T00:49:09.175025Z
2,44,74.743,1287,11303,2026-09-26T00:49:09.175025Z
3,12,74.998,1287,11303,2026-09-26T00:49:09.175025Z
4,1,75.001,1287,11303,2026-09-26T00:49:09.175025Z
5,3,75.021,1287,11303,2026-09-26T00:49:09.175025Z
6,6,75.077,1287,11303,2026-09-26T00:49:09.175025Z
7,81,75.09,1287,11303,2026-09-26T00:49:09.175025Z
8,30,76.542,1287,11303,2026-09-26T00:49:09.175025Z
9,27,76.657,1287,11303,2026-09-26T00:49:09.175025Z
10,16,,1287,11303,2026-09-26T00:49:09.175025Z
11,41,75.84,1287,11303,2026-09-26T00:49:09.175025Z
12,5,76.001,1287,11303,2026-09-26T00:49:09.175025Z
13,43,76.191,1287,11303,2026-09-26T00:49:09.175025Z
14,10,76.261,1287,11303,2026-09-26T00:49:09.175025Z
15,87,76.389,1287,11303,2026-09-26T00:49:09.175025Z
16,55,77.827,1287,11303,2026-09-26T00:49:09.175025Z
17,31,77.073,1287,11303,2026-09-26T00:49:09.175025Z
18,23,77.424,1287,11303,2026-09-26T00:49:09.175025Z
19,11,77.545,1287,11303,2026-09-26T00:49:09.175025Z
20,77,77.757,1287,11303,2026-09-26T00:49:09.175025Z
21,18,78.758,1287,11303,2026-09-26T00:49:09.175025Z
22,14,78.815,1287,11303,2026-09-26T00:49:09.175025Z
1,63,66.113,1288,11311,2026-09-26T00:50:06.586474Z
2,16,66.349,1288,11311,2026-09-26T00:50:06.586474Z
3,44,66.408,1288,11311,2026-09-26T00:50:06.586474Z
4,12,66.414,1288,11311,2026-09-26T00:50:06.586474Z
5,3,66.475,1288,11311,2026-09-26T00:50:06.586474Z
6,1,66.502,1288,11311,2026-09-26T00:50:06.586474Z
7,81,66.511,1288,11311,2026-09-26T00:50:06.586474Z
8,6,66.632,1288,11311,2026-09-26T00:50:06.586474Z
9,30,66.955,1288,11311,2026-09-26T00:50:06.586474Z
10,41,67.007,1288,11311,2026-09-26T00:50:06.586474Z
11,10,67.223,1288,11311,2026-09-26T00:50:06.586474Z
12,5,67.293,1288,11311,2026-09-26T00:50:06.586474Z
13,87,67.523,1288,11311,2026-09-26T00:50:06.586474Z
14,27,67.611,1288,11311,2026-09-26T00:50:06.586474Z
15,31,67.817,1288,11311,2026-09-26T00:50:06.586474Z
16,43,68.171,1288,11311,2026-09-26T00:50:06.586474Z
17,55,68.252,1288,11311,2026-09-26T00:50:06.586474Z
18,23,68.509,1288,11311,2026-09-26T00:50:06.586474Z
19,11,68.945,1288,11311,2026-09-26T00:50:06.586474Z
20,77,69.03,1288,11311,2026-09-26T00:50:06.586474Z
21,14,69.942,1288,11311,2026-09-26T00:50:06.586474Z
22,18,70.363,1288,11311,2026-09-26T00:50:06.586474Z
1,12,88.111,1289,11322,2026-09-26T00:51:06.810594Z
2,16,88.286,1289,11322,2026-09-26T00:51:06.810594Z
3,44,88.458,1289,11322,2026-09-26T00:51:06.810594Z
4,63,88.481,1289,11322,2026-09-26T00:51:06.810594Z
5,6,88.746,1289,11322,2026-09-26T00:51:06.810594Z
6,1,88.877,1289,11322,2026-09-26T00:51:06.810594Z
7,3,88.893,1289,11322,2026-09-26T00:51:06.810594Z
8,81,89.032,1289,11322,2026-09-26T00:51:06.810594Z
9,41,89.305,1289,11322,2026-09-26T00:51:06.810594Z
10,30,89.716,1289,11322,2026-09-26T00:51:06.810594Z
