meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1294,11364,1,23,1,2,SOFT,0
1294,11364,1,77,1,3,SOFT,0
1294,11364,1,43,1,3,SOFT,0
1294,11364,1,11,1,3,SOFT,0
1294,11364,1,55,1,5,SOFT,0
1294,11364,1,44,1,3,SOFT,0
1294,11364,1,31,1,3,SOFT,0
1294,11364,1,87,1,3,SOFT,0
1294,11364,2,44,4,5,SOFT,0
1294,11364,2,31,4,5,SOFT,0
1294,11364,1,16,1,5,SOFT,0
1294,11364,2,77,4,6,SOFT,0
1294,11364,1,10,1,5,SOFT,0
1294,11364,2,43,4,7,SOFT,0
1294,11364,2,11,4,6,SOFT,0
1294,11364,2,87,4,5,SOFT,0
1294,11364,1,14,1,9,SOFT,0
1294,11364,1,22,1,5,SOFT,0
1294,11364,2,55,6,8,SOFT,0
1294,11364,1,30,1,7,HARD,0
1294,11364,1,3,1,2,SOFT,0
1294,11364,2,16,6,6,SOFT,0
1294,11364,1,81,1,5,SOFT,0
1294,11364,1,5,1,8,MEDIUM,0
1294,11364,1,18,1,6,SOFT,0
1294,11364,1,1,1,6,SOFT,0
1294,11364,1,12,1,6,SOFT,0
1294,11364,1,63,1,5,SOFT,0
1294,11364,3,55,9,9,SOFT,0
1294,11364,3,31,6,7,SOFT,0
1294,11364,3,87,6,7,SOFT,0
1294,11364,2,10,6,8,SOFT,0
1294,11364,1,27,1,10,MEDIUM,0
1294,11364,3,43,8,10,SOFT,0
1294,11364,2,22,6,8,SOFT,0
1294,11364,3,11,7,9,SOFT,0
1294,11364,2,14,10,12,SOFT,0
1294,11364,2,3,3,5,SOFT,0
1294,11364,2,81,6,8,SOFT,0
1294,11364,2,5,9,11,SOFT,0
1294,11364,3,10,9,10,SOFT,0
1294,11364,1,41,1,5,SOFT,0
1294,11364,4,31,8,10,SOFT,0
1294,11364,4,87,8,10,SOFT,0
1294,11364,3,77,7,13,SOFT,0
1294,11364,3,3,6,9,SOFT,0
1294,11364,2,41,6,7,SOFT,0
1294,11364,2,63,6,11,SOFT,0
1294,11364,3,22,9,12,SOFT,0
1294,11364,4,55,10,15,SOFT,0
1294,11364,2,18,7,11,SOFT,0
1294,11364,3,16,7,13,SOFT,0
1294,11364,4,43,11,13,SOFT,0
1294,11364,5,43,14,14,SOFT,0
1294,11364,2,27,11,13,SOFT,0
1294,11364,3,18,12,12,SOFT,0
1294,11364,4,11,10,13,SOFT,0
1294,11364,2,30,8,14,SOFT,0
1294,11364,5,31,11,12,SOFT,0
1294,11364,3,27,14,14,SOFT,0
1294,11364,2,1,7,13,SOFT,0
1294,11364,5,87,11,12,SOFT,0
1294,11364,3,81,9,12,SOFT,0
1294,11364,2,12,7,13,SOFT,0
1294,11364,4,10,11,13,SOFT,0
1294,11364,3,14,13,17,SOFT,0
1294,11364,3,5,12,15,SOFT,0
