timestamp_utc,endpoint,strategy,params_json,rows,status,error,elapsed_seconds
2026-07-18T16:12:23.285007Z,sessions,sessions_by_year,"{""year"": 2026}",126,pass,,0.476
2026-07-18T16:12:23.964664Z,weather,weather_by_session_key,"{""session_key"": 11465}",540,pass,,0.528
2026-07-18T16:12:24.391593Z,race_control,race_control_by_session_key,"{""session_key"": 11465}",56,pass,,0.325
2026-07-18T16:12:24.931007Z,intervals,intervals_by_session_key,"{""session_key"": 11465}",0,http_404,"{""detail"":""No results found.""}",0.437
2026-07-18T16:12:25.388174Z,position,position_by_session_key,"{""session_key"": 11465}",415,pass,,0.356
2026-07-18T16:12:25.828719Z,stints,stints_by_session_key,"{""session_key"": 11465}",207,pass,,0.339
2026-07-18T16:12:25.930825Z,pit,skip_non_race_like_session,"{""session_key"": 11465}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-07-18T16:12:26.276586Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11465}",0,http_404,"{""detail"":""No results found.""}",0.346
2026-07-18T16:12:26.715971Z,drivers,drivers_by_session_key,"{""session_key"": 11465}",22,pass,,0.338
2026-07-18T16:12:27.260227Z,team_radio,team_radio_by_session_key_opportunistic,"{""session_key"": 11465}",0,http_404,"{""detail"":""No results found.""}",0.442
2026-07-18T16:12:27.779426Z,weather,weather_by_session_key,"{""session_key"": 11466}",484,pass,,0.418
2026-07-18T16:12:28.226256Z,race_control,race_control_by_session_key,"{""session_key"": 11466}",67,pass,,0.345
2026-07-18T16:12:28.665039Z,intervals,intervals_by_session_key,"{""session_key"": 11466}",0,http_404,"{""detail"":""No results found.""}",0.337
2026-07-18T16:12:29.196998Z,position,position_by_session_key,"{""session_key"": 11466}",280,pass,,0.431
2026-07-18T16:12:29.685924Z,stints,stints_by_session_key,"{""session_key"": 11466}",233,pass,,0.387
2026-07-18T16:12:29.787966Z,pit,skip_non_race_like_session,"{""session_key"": 11466}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-07-18T16:12:30.111965Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11466}",0,http_404,"{""detail"":""No results found.""}",0.324
2026-07-18T16:12:30.667681Z,drivers,drivers_by_session_key,"{""session_key"": 11466}",22,pass,,0.454
2026-07-18T16:12:31.098691Z,team_radio,team_radio_by_session_key_opportunistic,"{""session_key"": 11466}",0,http_404,"{""detail"":""No results found.""}",0.329
2026-07-18T16:12:31.566772Z,weather,weather_by_session_key,"{""session_key"": 11467}",528,pass,,0.367
2026-07-18T16:12:32.001231Z,race_control,race_control_by_session_key,"{""session_key"": 11467}",109,pass,,0.332
2026-07-18T16:12:32.477987Z,intervals,intervals_by_session_key,"{""session_key"": 11467}",0,http_404,"{""detail"":""No results found.""}",0.375
2026-07-18T16:12:32.912317Z,position,position_by_session_key,"{""session_key"": 11467}",216,pass,,0.333
2026-07-18T16:12:33.399131Z,stints,stints_by_session_key,"{""session_key"": 11467}",211,pass,,0.385
2026-07-18T16:12:33.501130Z,pit,skip_non_race_like_session,"{""session_key"": 11467}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
2026-07-18T16:12:33.995663Z,starting_grid,starting_grid_by_session_key,"{""session_key"": 11467}",0,http_404,"{""detail"":""No results found.""}",0.494
2026-07-18T16:12:34.557541Z,drivers,drivers_by_session_key,"{""session_key"": 11467}",22,pass,,0.461
2026-07-18T16:12:34.986597Z,team_radio,team_radio_by_session_key_opportunistic,"{""session_key"": 11467}",1,pass,,0.327
2026-07-18T16:12:35.434262Z,weather,weather_by_session_key,"{""session_key"": 11470}",517,pass,,0.346
2026-07-18T16:12:35.996017Z,race_control,race_control_by_session_key,"{""session_key"": 11470}",57,pass,,0.46
2026-07-18T16:12:36.422067Z,intervals,intervals_by_session_key,"{""session_key"": 11470}",0,http_404,"{""detail"":""No results found.""}",0.324
2026-07-18T16:12:36.863064Z,position,position_by_session_key,"{""session_key"": 11470}",429,pass,,0.34
2026-07-18T16:12:37.404271Z,stints,stints_by_session_key,"{""session_key"": 11470}",0,http_429,"{""detail"":""Rate limit exceeded. Max 30 requests/minute."",""error"":""Too Many Requests""}",0.439
2026-07-18T16:12:37.505572Z,pit,skip_non_race_like_session,"{""session_key"": 11470}",0,skipped_not_applicable,pit endpoint is only treated as required for race/sprint-like sessions,0.0
