date,session_key,air_temperature,meeting_key,humidity,pressure,wind_direction,rainfall,wind_speed,track_temperature
2026-08-23T12:33:04.285000+00:00,11353,16.7,1292,72.2,1024.8,33,1,1.7,26.0
2026-08-23T12:34:04.284000+00:00,11353,16.7,1292,72.4,1024.8,38,1,3.0,26.0
2026-08-23T12:35:04.285000+00:00,11353,16.7,1292,72.7,1024.8,40,1,1.9,25.8
2026-08-23T12:36:04.284000+00:00,11353,16.6,1292,72.9,1024.8,52,1,1.5,25.9
2026-08-23T12:37:04.278000+00:00,11353,16.6,1292,72.3,1024.8,29,0,1.3,26.4
2026-08-23T12:38:04.282000+00:00,11353,16.7,1292,73.1,1024.7,44,0,1.8,26.0
2026-08-23T12:39:04.289000+00:00,11353,16.6,1292,72.4,1024.7,46,0,0.9,26.1
2026-08-23T12:40:04.294000+00:00,11353,16.6,1292,73.3,1024.7,33,0,1.4,26.3
2026-08-23T12:41:04.292000+00:00,11353,16.7,1292,72.9,1024.8,0,0,0.0,26.5
2026-08-23T12:42:04.281000+00:00,11353,16.8,1292,72.8,1024.8,42,0,0.6,26.9
2026-08-23T12:43:04.287000+00:00,11353,16.8,1292,72.6,1024.7,76,0,0.8,27.0
2026-08-23T12:44:04.291000+00:00,11353,16.9,1292,71.5,1024.6,39,0,0.6,27.6
2026-08-23T12:45:04.295000+00:00,11353,16.9,1292,71.5,1024.7,13,0,1.5,27.9
2026-08-23T12:46:04.292000+00:00,11353,17.0,1292,70.5,1024.7,49,0,1.4,27.7
2026-08-23T12:47:04.304000+00:00,11353,17.1,1292,70.2,1024.7,23,0,2.9,27.5
2026-08-23T12:48:04.307000+00:00,11353,17.2,1292,68.8,1024.8,38,0,1.6,27.6
2026-08-23T12:49:04.323000+00:00,11353,17.2,1292,67.4,1024.6,47,0,1.5,28.1
2026-08-23T12:50:04.342000+00:00,11353,17.3,1292,68.3,1024.7,346,0,0.8,28.3
2026-08-23T12:51:04.347000+00:00,11353,17.4,1292,67.9,1024.7,25,0,1.2,28.8
2026-08-23T12:52:04.342000+00:00,11353,17.5,1292,67.3,1024.7,43,0,2.0,29.1
2026-08-23T12:53:04.338000+00:00,11353,17.5,1292,65.9,1024.8,49,0,2.2,29.3
2026-08-23T12:54:04.358000+00:00,11353,17.6,1292,64.8,1024.7,80,0,1.2,29.6
2026-08-23T12:55:04.384000+00:00,11353,17.7,1292,64.9,1024.7,15,0,0.9,29.7
2026-08-23T12:56:04.389000+00:00,11353,17.7,1292,64.0,1024.8,127,0,0.7,30.2
2026-08-23T12:57:04.399000+00:00,11353,17.8,1292,63.7,1024.8,0,0,0.0,30.3
2026-08-23T12:58:04.424000+00:00,11353,17.9,1292,62.8,1024.7,62,0,2.3,30.1
2026-08-23T12:59:04.431000+00:00,11353,17.9,1292,61.1,1024.7,70,0,1.6,30.3
2026-08-23T13:00:04.430000+00:00,11353,17.8,1292,62.1,1024.7,14,0,1.3,30.5
2026-08-23T13:01:04.429000+00:00,11353,17.9,1292,62.5,1024.7,83,0,0.9,30.4
2026-08-23T13:02:04.432000+00:00,11353,17.9,1292,61.0,1024.6,58,0,0.8,30.5
2026-08-23T13:03:04.431000+00:00,11353,17.9,1292,61.9,1024.7,40,0,1.7,30.9
2026-08-23T13:04:04.468000+00:00,11353,18.0,1292,61.3,1024.6,56,0,1.0,30.9
2026-08-23T13:05:04.439000+00:00,11353,18.0,1292,61.1,1024.6,92,0,2.0,30.6
2026-08-23T13:06:04.442000+00:00,11353,18.0,1292,60.2,1024.7,335,0,0.5,30.8
2026-08-23T13:07:04.424000+00:00,11353,18.1,1292,60.5,1024.6,130,0,1.1,32.5
2026-08-23T13:08:04.423000+00:00,11353,18.2,1292,60.5,1024.6,130,0,1.1,32.5
2026-08-23T13:09:04.426000+00:00,11353,18.2,1292,59.2,1024.6,67,0,0.9,32.6
2026-08-23T13:10:04.424000+00:00,11353,18.3,1292,59.2,1024.6,67,0,0.9,32.6
2026-08-23T13:11:04.429000+00:00,11353,18.4,1292,59.3,1024.6,95,0,1.5,32.7
2026-08-23T13:12:04.443000+00:00,11353,18.5,1292,59.9,1024.6,93,0,0.8,32.5
2026-08-23T13:13:04.450000+00:00,11353,18.7,1292,58.3,1024.6,5,0,1.3,32.1
2026-08-23T13:14:04.440000+00:00,11353,18.7,1292,58.3,1024.6,58,0,1.8,33.3
2026-08-23T13:15:04.439000+00:00,11353,18.8,1292,58.3,1024.6,58,0,1.8,33.3
2026-08-23T13:16:04.440000+00:00,11353,18.9,1292,57.0,1024.6,18,0,1.4,33.9
2026-08-23T13:17:04.425000+00:00,11353,18.8,1292,57.3,1024.6,13,0,1.8,34.8
2026-08-23T13:18:04.508000+00:00,11353,18.8,1292,57.0,1024.6,0,0,0.0,35.5
2026-08-23T13:19:04.441000+00:00,11353,18.9,1292,56.4,1024.7,338,1,0.6,35.3
2026-08-23T13:20:04.446000+00:00,11353,19.1,1292,56.9,1024.6,60,0,1.5,35.3
2026-08-23T13:21:04.446000+00:00,11353,19.0,1292,56.5,1024.6,90,0,1.4,34.4
2026-08-23T13:22:04.440000+00:00,11353,19.0,1292,55.9,1024.6,99,0,1.2,34.0
2026-08-23T13:23:04.440000+00:00,11353,18.9,1292,54.8,1024.5,45,0,0.5,32.0
2026-08-23T13:24:04.433000+00:00,11353,18.9,1292,54.8,1024.5,45,0,0.5,32.0
2026-08-23T13:25:04.462000+00:00,11353,18.8,1292,55.5,1024.5,74,0,1.0,33.0
2026-08-23T13:26:04.441000+00:00,11353,18.7,1292,56.5,1024.6,86,0,1.7,32.6
2026-08-23T13:27:04.447000+00:00,11353,18.8,1292,55.9,1024.5,69,0,1.0,32.3
2026-08-23T13:28:04.454000+00:00,11353,18.6,1292,57.0,1024.6,93,0,0.9,32.8
2026-08-23T13:29:04.469000+00:00,11353,18.5,1292,58.0,1024.6,103,0,2.4,32.0
2026-08-23T13:30:04.491000+00:00,11353,18.6,1292,57.2,1024.6,153,0,1.4,31.3
2026-08-23T13:31:04.497000+00:00,11353,18.5,1292,58.0,1024.6,108,0,0.6,33.2
2026-08-23T13:32:04.493000+00:00,11353,18.5,1292,59.2,1024.6,73,0,1.4,33.4
2026-08-23T13:33:04.494000+00:00,11353,18.4,1292,58.6,1024.6,130,0,0.8,34.3
2026-08-23T13:34:04.507000+00:00,11353,18.4,1292,58.2,1024.7,109,1,0.9,35.0
2026-08-23T13:35:04.500000+00:00,11353,18.4,1292,58.2,1024.7,109,1,0.9,35.0
2026-08-23T13:36:04.503000+00:00,11353,18.6,1292,57.5,1024.5,0,0,0.0,35.1
2026-08-23T13:37:04.512000+00:00,11353,18.7,1292,57.3,1024.6,155,1,0.3,34.5
2026-08-23T13:38:04.520000+00:00,11353,18.8,1292,57.5,1024.5,75,0,1.1,34.7
2026-08-23T13:39:04.510000+00:00,11353,18.8,1292,58.0,1024.6,225,0,0.4,34.8
2026-08-23T13:40:04.527000+00:00,11353,18.8,1292,58.1,1024.5,105,0,2.1,35.2
2026-08-23T13:41:04.543000+00:00,11353,18.8,1292,58.2,1024.6,60,0,2.0,34.7
2026-08-23T13:42:04.543000+00:00,11353,18.9,1292,58.4,1024.5,59,1,1.0,35.1
2026-08-23T13:43:04.565000+00:00,11353,18.9,1292,57.9,1024.5,102,0,1.3,35.5
2026-08-23T13:44:04.544000+00:00,11353,18.9,1292,57.8,1024.6,204,0,0.4,35.9
2026-08-23T13:45:04.568000+00:00,11353,19.0,1292,58.1,1024.6,24,0,0.6,35.4
2026-08-23T13:46:04.579000+00:00,11353,19.1,1292,58.1,1024.6,253,0,0.5,35.9
2026-08-23T13:47:04.587000+00:00,11353,19.2,1292,57.6,1024.6,92,0,1.7,35.0
2026-08-23T13:48:04.578000+00:00,11353,19.2,1292,57.5,1024.7,312,0,0.6,35.3
2026-08-23T13:49:04.591000+00:00,11353,19.3,1292,57.1,1024.6,214,0,1.3,34.7
2026-08-23T13:50:04.595000+00:00,11353,19.2,1292,58.4,1024.6,193,0,2.3,35.4
2026-08-23T13:51:04.595000+00:00,11353,19.1,1292,58.5,1024.6,306,0,0.6,34.9
2026-08-23T13:52:04.594000+00:00,11353,19.1,1292,59.5,1024.5,283,0,0.8,33.7
2026-08-23T13:53:04.596000+00:00,11353,19.2,1292,58.4,1024.6,50,0,0.9,34.8
2026-08-23T13:54:04.597000+00:00,11353,19.3,1292,58.5,1024.6,94,0,1.5,35.2
2026-08-23T13:55:04.610000+00:00,11353,19.2,1292,58.6,1024.6,116,0,1.3,36.1
2026-08-23T13:56:04.631000+00:00,11353,19.2,1292,58.6,1024.5,20,0,0.7,36.3
2026-08-23T13:57:04.645000+00:00,11353,19.3,1292,58.0,1024.5,194,0,0.8,37.1
2026-08-23T13:58:04.645000+00:00,11353,19.5,1292,58.1,1024.5,46,1,1.1,37.3
2026-08-23T13:59:04.677000+00:00,11353,19.5,1292,56.9,1024.6,35,1,2.4,37.8
2026-08-23T14:00:04.688000+00:00,11353,19.5,1292,55.6,1024.6,13,0,0.7,38.0
2026-08-23T14:01:04.692000+00:00,11353,19.5,1292,56.3,1024.5,101,0,0.9,38.2
2026-08-23T14:02:04.713000+00:00,11353,19.5,1292,58.4,1024.6,158,0,2.3,37.4
2026-08-23T14:03:04.708000+00:00,11353,19.4,1292,58.0,1024.6,142,0,1.9,36.8
2026-08-23T14:04:04.708000+00:00,11353,19.3,1292,58.8,1024.5,343,1,1.2,35.7
2026-08-23T14:05:04.715000+00:00,11353,19.3,1292,57.1,1024.5,177,0,0.9,36.1
2026-08-23T14:06:04.717000+00:00,11353,19.2,1292,57.8,1024.4,53,0,1.4,34.6
2026-08-23T14:07:04.732000+00:00,11353,19.1,1292,56.1,1024.5,71,1,1.5,34.3
2026-08-23T14:08:04.731000+00:00,11353,19.2,1292,55.1,1024.5,106,0,2.0,33.3
2026-08-23T14:09:04.720000+00:00,11353,19.1,1292,54.5,1024.5,36,0,1.6,33.6
2026-08-23T14:10:04.736000+00:00,11353,19.2,1292,54.8,1024.5,31,0,2.8,33.0
2026-08-23T14:11:04.732000+00:00,11353,19.1,1292,54.0,1024.5,52,0,1.1,32.3
2026-08-23T14:12:04.737000+00:00,11353,19.0,1292,55.3,1024.4,54,1,1.2,32.0
2026-08-23T14:13:04.733000+00:00,11353,18.9,1292,54.8,1024.6,344,0,1.8,31.1
2026-08-23T14:14:04.731000+00:00,11353,18.9,1292,55.3,1024.4,14,0,1.1,31.8
2026-08-23T14:15:04.725000+00:00,11353,18.9,1292,55.4,1024.5,53,0,1.4,31.2
2026-08-23T14:16:04.764000+00:00,11353,18.9,1292,56.5,1024.6,42,0,2.7,31.2
2026-08-23T14:17:04.754000+00:00,11353,18.9,1292,56.6,1024.4,17,0,3.1,30.8
2026-08-23T14:18:04.753000+00:00,11353,18.9,1292,55.9,1024.5,103,0,3.2,30.7
2026-08-23T14:19:04.747000+00:00,11353,18.8,1292,56.3,1024.4,57,1,1.8,31.1
2026-08-23T14:20:04.776000+00:00,11353,18.8,1292,56.8,1024.5,75,1,1.0,30.5
2026-08-23T14:21:04.774000+00:00,11353,18.9,1292,56.7,1024.5,44,0,2.4,30.9
2026-08-23T14:22:04.773000+00:00,11353,19.0,1292,55.8,1024.6,45,0,2.4,32.0
2026-08-23T14:23:04.782000+00:00,11353,19.0,1292,55.8,1024.5,58,0,1.7,33.0
2026-08-23T14:24:04.784000+00:00,11353,19.0,1292,55.4,1024.5,10,0,1.8,31.6
2026-08-23T14:25:04.784000+00:00,11353,19.0,1292,55.2,1024.4,81,0,2.0,32.2
2026-08-23T14:26:04.794000+00:00,11353,19.2,1292,55.7,1024.5,29,0,0.8,32.3
2026-08-23T14:27:04.786000+00:00,11353,19.1,1292,55.5,1024.5,86,0,1.3,33.0
2026-08-23T14:28:04.806000+00:00,11353,19.0,1292,55.7,1024.5,0,0,0.0,33.4
2026-08-23T14:29:04.801000+00:00,11353,19.0,1292,56.6,1024.5,40,0,2.0,33.4
2026-08-23T14:30:04.814000+00:00,11353,19.1,1292,56.8,1024.5,82,0,1.2,32.9
2026-08-23T14:31:04.835000+00:00,11353,19.2,1292,56.3,1024.5,31,0,2.2,33.5
2026-08-23T14:32:04.850000+00:00,11353,19.1,1292,56.9,1024.4,19,0,0.4,34.8
2026-08-23T14:33:04.871000+00:00,11353,19.2,1292,56.3,1024.6,101,0,0.8,33.7
2026-08-23T14:34:04.899000+00:00,11353,19.2,1292,55.4,1024.5,309,0,1.7,34.3
2026-08-23T14:35:04.871000+00:00,11353,19.2,1292,55.4,1024.6,16,0,1.0,34.7
2026-08-23T14:36:04.876000+00:00,11353,19.2,1292,54.7,1024.6,44,0,0.8,34.8
2026-08-23T14:37:04.875000+00:00,11353,19.4,1292,54.3,1024.5,85,0,1.8,33.9
2026-08-23T14:38:04.885000+00:00,11353,19.4,1292,53.6,1024.6,29,0,1.6,34.3
2026-08-23T14:39:04.886000+00:00,11353,19.4,1292,53.9,1024.6,356,0,1.2,34.4
2026-08-23T14:40:04.866000+00:00,11353,19.4,1292,53.8,1024.7,25,1,2.0,34.5
2026-08-23T14:41:04.881000+00:00,11353,19.4,1292,53.2,1024.5,29,0,3.2,34.7
2026-08-23T14:42:04.876000+00:00,11353,19.5,1292,53.8,1024.6,56,0,2.0,34.7
2026-08-23T14:43:04.873000+00:00,11353,19.5,1292,53.4,1024.6,42,0,2.0,34.5
2026-08-23T14:44:04.875000+00:00,11353,19.3,1292,53.2,1024.4,34,0,2.0,34.4
2026-08-23T14:45:04.883000+00:00,11353,19.3,1292,55.0,1024.6,56,0,2.9,33.9
2026-08-23T14:46:04.876000+00:00,11353,19.3,1292,54.1,1024.5,72,0,2.2,34.0
2026-08-23T14:47:04.887000+00:00,11353,19.3,1292,55.1,1024.5,85,0,1.1,33.9
2026-08-23T14:48:04.882000+00:00,11353,19.3,1292,54.9,1024.4,15,0,1.4,33.6
2026-08-23T14:49:04.889000+00:00,11353,19.3,1292,55.6,1024.4,11,0,2.5,33.6
2026-08-23T14:50:04.913000+00:00,11353,19.3,1292,55.5,1024.5,18,0,3.4,34.3
2026-08-23T14:51:04.959000+00:00,11353,19.4,1292,53.7,1024.6,30,0,1.6,34.3
2026-08-23T14:52:04.937000+00:00,11353,19.4,1292,53.7,1024.5,56,0,1.4,33.7
2026-08-23T14:53:04.933000+00:00,11353,19.4,1292,53.1,1024.5,55,0,1.5,34.3
2026-08-23T14:54:04.927000+00:00,11353,19.4,1292,52.8,1024.5,56,0,1.8,34.1
2026-08-23T14:55:04.942000+00:00,11353,19.3,1292,52.3,1024.5,61,0,1.6,34.2
2026-08-23T14:56:04.922000+00:00,11353,19.3,1292,53.5,1024.5,59,0,2.9,34.3
2026-08-23T14:57:04.941000+00:00,11353,19.3,1292,54.6,1024.5,73,0,1.9,32.2
2026-08-23T14:58:04.957000+00:00,11353,19.4,1292,54.6,1024.5,73,0,1.9,32.2
2026-08-23T14:59:04.977000+00:00,11353,19.5,1292,55.1,1024.6,73,0,1.3,33.2
2026-08-23T15:00:04.961000+00:00,11353,19.5,1292,54.3,1024.6,54,0,0.6,32.2
2026-08-23T15:01:04.974000+00:00,11353,19.3,1292,54.2,1024.5,8,0,2.0,32.8
2026-08-23T15:02:05+00:00,11353,19.3,1292,53.0,1024.4,60,0,1.8,32.2
2026-08-23T15:03:04.980000+00:00,11353,19.3,1292,53.1,1024.5,58,0,1.2,31.0
2026-08-23T15:04:04.987000+00:00,11353,19.2,1292,53.7,1024.7,177,0,0.5,30.4
2026-08-23T15:05:04.994000+00:00,11353,19.0,1292,54.3,1024.5,30,0,0.8,31.1
2026-08-23T15:06:05.022000+00:00,11353,19.0,1292,54.1,1024.6,24,0,2.8,32.2
2026-08-23T15:07:05.022000+00:00,11353,18.9,1292,54.4,1024.5,10,0,1.2,32.8
2026-08-23T15:08:05.029000+00:00,11353,18.9,1292,54.9,1024.6,84,0,1.8,33.0
2026-08-23T15:09:05.031000+00:00,11353,19.0,1292,54.5,1024.5,71,0,2.2,33.6
2026-08-23T15:10:05.027000+00:00,11353,19.1,1292,54.2,1024.6,72,0,1.3,34.3
2026-08-23T15:11:05.026000+00:00,11353,19.2,1292,54.4,1024.6,29,0,3.5,34.8
2026-08-23T15:12:05.029000+00:00,11353,19.2,1292,57.4,1024.5,51,0,3.8,35.2
2026-08-23T15:13:05.020000+00:00,11353,19.2,1292,58.6,1024.5,32,0,2.9,34.7
2026-08-23T15:14:05.025000+00:00,11353,19.3,1292,58.8,1024.5,31,0,2.0,34.8
2026-08-23T15:15:05.017000+00:00,11353,19.2,1292,58.8,1024.5,63,0,1.6,34.8
2026-08-23T15:16:05.033000+00:00,11353,19.3,1292,59.3,1024.6,57,0,3.5,34.0
2026-08-23T15:17:05.021000+00:00,11353,19.2,1292,58.7,1024.5,43,0,3.4,32.8
