position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,63,78.518,1279,11230,2026-06-19T18:27:16.149288Z
2,12,78.811,1279,11230,2026-06-19T18:27:16.149288Z
3,6,79.303,1279,11230,2026-06-19T18:27:16.149288Z
4,16,79.327,1279,11230,2026-06-19T18:27:16.149288Z
5,81,79.38,1279,11230,2026-06-19T18:27:16.149288Z
6,1,79.475,1279,11230,2026-06-19T18:27:16.149288Z
7,44,79.478,1279,11230,2026-06-19T18:27:16.149288Z
8,30,79.994,1279,11230,2026-06-19T18:27:16.149288Z
9,41,81.247,1279,11230,2026-06-19T18:27:16.149288Z
10,5,,1279,11230,2026-06-19T18:27:16.149288Z
11,27,80.303,1279,11230,2026-06-19T18:27:16.149288Z
12,87,80.311,1279,11230,2026-06-19T18:27:16.149288Z
13,31,80.491,1279,11230,2026-06-19T18:27:16.149288Z
14,10,80.501,1279,11230,2026-06-19T18:27:16.149288Z
15,23,80.941,1279,11230,2026-06-19T18:27:16.149288Z
16,43,81.27,1279,11230,2026-06-19T18:27:16.149288Z
17,14,81.969,1279,11230,2026-06-19T18:27:16.149288Z
18,11,82.605,1279,11230,2026-06-19T18:27:16.149288Z
19,77,83.244,1279,11230,2026-06-19T18:27:16.149288Z
20,3,,1279,11230,2026-06-19T18:27:16.149288Z
21,55,,1279,11230,2026-06-19T18:27:16.149288Z
22,18,,1279,11230,2026-06-19T18:27:16.149288Z
1,63,72.578,1285,11287,2026-06-19T18:35:10.681110Z
2,12,72.646,1285,11287,2026-06-19T18:35:10.681110Z
3,1,72.729,1285,11287,2026-06-19T18:35:10.681110Z
4,81,72.781,1285,11287,2026-06-19T18:35:10.681110Z
5,44,72.868,1285,11287,2026-06-19T18:35:10.681110Z
6,3,72.907,1285,11287,2026-06-19T18:35:10.681110Z
7,6,72.935,1285,11287,2026-06-19T18:35:10.681110Z
8,16,72.976,1285,11287,2026-06-19T18:35:10.681110Z
9,41,73.28,1285,11287,2026-06-19T18:35:10.681110Z
10,43,73.697,1285,11287,2026-06-19T18:35:10.681110Z
11,27,73.886,1285,11287,2026-06-19T18:35:10.681110Z
12,30,73.897,1285,11287,2026-06-19T18:35:10.681110Z
13,5,74.071,1285,11287,2026-06-19T18:35:10.681110Z
14,10,74.187,1285,11287,2026-06-19T18:35:10.681110Z
15,55,74.273,1285,11287,2026-06-19T18:35:10.681110Z
16,87,74.416,1285,11287,2026-06-19T18:35:10.681110Z
17,31,74.845,1285,11287,2026-06-19T18:35:10.681110Z
18,23,74.851,1285,11287,2026-06-19T18:35:10.681110Z
19,14,75.196,1285,11287,2026-06-19T18:35:10.681110Z
20,11,75.429,1285,11287,2026-06-19T18:35:10.681110Z
21,77,76.272,1285,11287,2026-06-19T18:35:10.681110Z
22,18,76.195,1285,11287,2026-06-19T18:35:10.681110Z
1,12,72.051,1286,11295,2026-06-19T18:36:06.197760Z
2,3,72.094,1286,11295,2026-06-19T18:36:06.197760Z
3,44,72.279,1286,11295,2026-06-19T18:36:06.197760Z
4,16,72.351,1286,11295,2026-06-19T18:36:06.197760Z
5,6,72.434,1286,11295,2026-06-19T18:36:06.197760Z
6,63,72.445,1286,11295,2026-06-19T18:36:06.197760Z
7,81,72.624,1286,11295,2026-06-19T18:36:06.197760Z
8,1,72.765,1286,11295,2026-06-19T18:36:06.197760Z
9,10,73.226,1286,11295,2026-06-19T18:36:06.197760Z
10,30,73.412,1286,11295,2026-06-19T18:36:06.197760Z
11,23,73.787,1286,11295,2026-06-19T18:36:06.197760Z
12,55,73.815,1286,11295,2026-06-19T18:36:06.197760Z
13,27,73.902,1286,11295,2026-06-19T18:36:06.197760Z
14,43,73.995,1286,11295,2026-06-19T18:36:06.197760Z
15,41,74.248,1286,11295,2026-06-19T18:36:06.197760Z
16,5,,1286,11295,2026-06-19T18:36:06.197760Z
17,31,74.722,1286,11295,2026-06-19T18:36:06.197760Z
18,11,74.747,1286,11295,2026-06-19T18:36:06.197760Z
19,87,74.814,1286,11295,2026-06-19T18:36:06.197760Z
20,77,75.283,1286,11295,2026-06-19T18:36:06.197760Z
21,14,75.349,1286,11295,2026-06-19T18:36:06.197760Z
22,18,76.061,1286,11295,2026-06-19T18:36:06.197760Z
1,63,74.679,1287,11303,2026-06-19T18:37:08.290641Z
2,44,74.743,1287,11303,2026-06-19T18:37:08.290641Z
3,12,74.998,1287,11303,2026-06-19T18:37:08.290641Z
