date,session_key,driver_number,meeting_key,pit_duration,lap_number,stop_duration,lane_duration,source_closure_retrieved_utc
2026-05-24T20:50:16.912000+00:00,11291,12,1285,25.1,31,,25.1,2026-06-19T18:35:17.460809Z
2026-05-24T20:50:19.553000+00:00,11291,87,1285,44.9,30,,44.9,2026-06-19T18:35:17.460809Z
2026-05-24T20:50:23.022000+00:00,11291,3,1285,25.1,31,,25.1,2026-06-19T18:35:17.460809Z
2026-05-24T20:50:34.865000+00:00,11291,44,1285,25.9,31,,25.9,2026-06-19T18:35:17.460809Z
2026-05-24T20:50:38.006000+00:00,11291,6,1285,24.9,31,,24.9,2026-06-19T18:35:17.460809Z
2026-05-24T20:50:40.850000+00:00,11291,16,1285,30.1,31,,30.1,2026-06-19T18:35:17.460809Z
2026-05-24T20:51:02.188000+00:00,11291,77,1285,24.4,29,,24.4,2026-06-19T18:35:17.460809Z
2026-05-24T20:51:29.219000+00:00,11291,31,1285,35.3,30,,35.3,2026-06-19T18:35:17.460809Z
2026-05-24T21:17:51.300000+00:00,11291,18,1285,24.1,49,,24.1,2026-06-19T18:35:17.460809Z
2026-05-24T21:18:25.134000+00:00,11291,6,1285,34.7,52,,34.7,2026-06-19T18:35:17.460809Z
2026-05-24T21:18:48.229000+00:00,11291,77,1285,31.1,49,,31.1,2026-06-19T18:35:17.460809Z
2026-05-24T21:18:50.366000+00:00,11291,81,1285,36.1,51,,36.1,2026-06-19T18:35:17.460809Z
2026-05-24T21:31:49.681000+00:00,11291,6,1285,34.8,62,,34.8,2026-06-19T18:35:17.460809Z
2026-06-07T13:05:11.097000+00:00,11299,77,1286,26.7,1,,26.7,2026-06-19T18:36:12.690572Z
2026-06-07T13:05:11.753000+00:00,11299,5,1286,25.9,1,,25.9,2026-06-19T18:36:12.690572Z
2026-06-07T13:05:15.738000+00:00,11299,87,1286,32.1,1,,32.1,2026-06-19T18:36:12.690572Z
2026-06-07T13:07:51.620000+00:00,11299,14,1286,24.9,3,,24.9,2026-06-19T18:36:12.690572Z
2026-06-07T13:09:10.136000+00:00,11299,11,1286,27.1,4,,27.1,2026-06-19T18:36:12.690572Z
2026-06-07T13:09:14.620000+00:00,11299,18,1286,24.8,4,,24.8,2026-06-19T18:36:12.690572Z
2026-06-07T13:15:47.335000+00:00,11299,31,1286,25.4,9,,25.4,2026-06-19T18:36:12.690572Z
2026-06-07T13:15:59.835000+00:00,11299,11,1286,19.7,9,,19.7,2026-06-19T18:36:12.690572Z
2026-06-07T13:19:39.858000+00:00,11299,27,1286,24.8,12,,24.8,2026-06-19T18:36:12.690572Z
2026-06-07T13:39:40.204000+00:00,11299,44,1286,24.1,28,,24.1,2026-06-19T18:36:12.690572Z
2026-06-07T13:44:09.388000+00:00,11299,63,1286,24.0,31,,24.0,2026-06-19T18:36:12.690572Z
2026-06-07T13:45:28.474000+00:00,11299,6,1286,24.7,32,,24.7,2026-06-19T18:36:12.690572Z
2026-06-07T13:48:48.285000+00:00,11299,16,1286,25.3,35,,25.3,2026-06-19T18:36:12.690572Z
2026-06-07T13:50:05.535000+00:00,11299,43,1286,25.7,35,,25.7,2026-06-19T18:36:12.690572Z
2026-06-07T13:50:58.679000+00:00,11299,12,1286,24.1,37,,24.1,2026-06-19T18:36:12.690572Z
2026-06-07T14:00:37.472000+00:00,11299,23,1286,25.5,43,,25.5,2026-06-19T18:36:12.690572Z
2026-06-07T14:01:33.347000+00:00,11299,5,1286,24.6,43,,24.6,2026-06-19T18:36:12.690572Z
2026-06-07T14:01:42.457000+00:00,11299,30,1286,25.6,44,,25.6,2026-06-19T18:36:12.690572Z
2026-06-07T14:02:41.495000+00:00,11299,10,1286,25.5,45,,25.5,2026-06-19T18:36:12.690572Z
2026-06-07T14:06:31.029000+00:00,11299,81,1286,24.2,48,,24.2,2026-06-19T18:36:12.690572Z
2026-06-07T14:12:46.971000+00:00,11299,55,1286,25.6,52,,25.6,2026-06-19T18:36:12.690572Z
2026-06-07T14:21:17.307000+00:00,11299,27,1286,20.5,58,,20.5,2026-06-19T18:36:12.690572Z
2026-06-07T14:21:25.635000+00:00,11299,81,1286,31.4,59,,31.4,2026-06-19T18:36:12.690572Z
2026-06-07T14:21:26.073000+00:00,11299,44,1286,31.2,60,,31.2,2026-06-19T18:36:12.690572Z
2026-06-07T14:21:34.338000+00:00,11299,14,1286,26.3,58,,26.3,2026-06-19T18:36:12.690572Z
2026-06-07T14:21:34.463000+00:00,11299,16,1286,34.9,60,,34.9,2026-06-19T18:36:12.690572Z
2026-06-07T14:22:10.057000+00:00,11299,5,1286,20.3,58,,20.3,2026-06-19T18:36:12.690572Z
2026-06-07T14:22:39.778000+00:00,11299,12,1286,26.8,61,,26.8,2026-06-19T18:36:12.690572Z
2026-06-07T14:22:46.086000+00:00,11299,6,1286,19.6,60,,19.6,2026-06-19T18:36:12.690572Z
2026-06-07T14:22:50.085000+00:00,11299,63,1286,35.2,60,,35.2,2026-06-19T18:36:12.690572Z
2026-06-07T14:22:51.100000+00:00,11299,41,1286,20.2,59,,20.2,2026-06-19T18:36:12.690572Z
2026-06-07T14:22:52.596000+00:00,11299,23,1286,19.7,59,,19.7,2026-06-19T18:36:12.690572Z
2026-06-07T14:22:54.064000+00:00,11299,55,1286,19.8,59,,19.8,2026-06-19T18:36:12.690572Z
2026-06-07T14:23:09.338000+00:00,11299,31,1286,19.9,59,,19.9,2026-06-19T18:36:12.690572Z
2026-06-07T14:23:11.197000+00:00,11299,27,1286,19.9,59,,19.9,2026-06-19T18:36:12.690572Z
2026-06-07T14:23:14.713000+00:00,11299,43,1286,21.9,59,,21.9,2026-06-19T18:36:12.690572Z
2026-06-07T14:23:15.900000+00:00,11299,10,1286,19.8,60,,19.8,2026-06-19T18:36:12.690572Z
2026-06-07T14:23:20.338000+00:00,11299,81,1286,20.1,60,,20.1,2026-06-19T18:36:12.690572Z
2026-06-07T14:23:26.682000+00:00,11299,44,1286,24.2,61,,24.2,2026-06-19T18:36:12.690572Z
2026-06-07T14:23:27.510000+00:00,11299,14,1286,20.2,59,,20.2,2026-06-19T18:36:12.690572Z
2026-06-07T14:23:29.885000+00:00,11299,16,1286,20.0,61,,20.0,2026-06-19T18:36:12.690572Z
2026-06-07T14:23:41.002000+00:00,11299,30,1286,19.9,60,,19.9,2026-06-19T18:36:12.690572Z
2026-06-07T14:23:51.502000+00:00,11299,11,1286,26.0,59,,26.0,2026-06-19T18:36:12.690572Z
2026-06-07T14:24:06.813000+00:00,11299,5,1286,24.8,59,,24.8,2026-06-19T18:36:12.690572Z
2026-06-07T14:32:43.844000+00:00,11299,12,1286,20.7,66,,20.7,2026-06-19T18:36:12.690572Z
2026-06-07T14:32:47.250000+00:00,11299,44,1286,22.5,66,,22.5,2026-06-19T18:36:12.690572Z
2026-06-07T14:32:48.418000+00:00,11299,6,1286,22.3,66,,22.3,2026-06-19T18:36:12.690572Z
2026-06-07T14:32:50.457000+00:00,11299,63,1286,22.5,66,,22.5,2026-06-19T18:36:12.690572Z
2026-06-07T14:32:52.040000+00:00,11299,41,1286,22.7,65,,22.7,2026-06-19T18:36:12.690572Z
2026-06-07T14:32:53.440000+00:00,11299,23,1286,22.7,65,,22.7,2026-06-19T18:36:12.690572Z
2026-06-07T14:32:54.289000+00:00,11299,55,1286,22.1,65,,22.1,2026-06-19T18:36:12.690572Z
2026-06-07T14:32:55.584000+00:00,11299,31,1286,21.4,65,,21.4,2026-06-19T18:36:12.690572Z
2026-06-07T14:32:57.280000+00:00,11299,27,1286,22.3,65,,22.3,2026-06-19T18:36:12.690572Z
2026-06-07T14:33:01.288000+00:00,11299,10,1286,23.3,66,,23.3,2026-06-19T18:36:12.690572Z
2026-06-07T14:33:02.693000+00:00,11299,43,1286,23.3,65,,23.3,2026-06-19T18:36:12.690572Z
2026-06-07T14:33:03.979000+00:00,11299,81,1286,23.4,66,,23.4,2026-06-19T18:36:12.690572Z
2026-06-07T14:33:05.205000+00:00,11299,14,1286,24.0,65,,24.0,2026-06-19T18:36:12.690572Z
2026-06-07T14:33:06.706000+00:00,11299,11,1286,23.8,65,,23.8,2026-06-19T18:36:12.690572Z
2026-06-07T14:33:07.685000+00:00,11299,5,1286,22.7,65,,22.7,2026-06-19T18:36:12.690572Z
2026-06-07T14:33:11.784000+00:00,11299,30,1286,20.3,66,,20.3,2026-06-19T18:36:12.690572Z
2026-06-07T15:10:07.188000+00:00,11299,41,1286,2023.0,67,,2023.0,2026-06-19T18:36:12.690572Z
2026-06-07T15:10:09.758000+00:00,11299,23,1286,2024.1,67,,2024.1,2026-06-19T18:36:12.690572Z
2026-06-07T15:10:12.693000+00:00,11299,55,1286,2025.7,67,,2025.7,2026-06-19T18:36:12.690572Z
2026-06-07T15:10:14.530000+00:00,11299,31,1286,2025.9,67,,2025.9,2026-06-19T18:36:12.690572Z
2026-06-07T15:10:17.140000+00:00,11299,27,1286,2027.0,67,,2027.0,2026-06-19T18:36:12.690572Z
2026-06-07T15:10:18.492000+00:00,11299,43,1286,2025.8,67,,2025.8,2026-06-19T18:36:12.690572Z
2026-06-07T15:10:21.680000+00:00,11299,14,1286,2024.7,67,,2024.7,2026-06-19T18:36:12.690572Z
2026-06-07T15:10:25.367000+00:00,11299,11,1286,2026.8,67,,2026.8,2026-06-19T18:36:12.690572Z
2026-06-07T15:10:29.774000+00:00,11299,5,1286,2029.9,67,,2029.9,2026-06-19T18:36:12.690572Z
2026-06-07T15:12:12.024000+00:00,11299,12,1286,2154.1,68,,2154.1,2026-06-19T18:36:12.690572Z
2026-06-07T15:12:15.196000+00:00,11299,44,1286,2156.2,68,,2156.2,2026-06-19T18:36:12.690572Z
2026-06-07T15:12:17.821000+00:00,11299,6,1286,2156.6,68,,2156.6,2026-06-19T18:36:12.690572Z
2026-06-07T15:12:20.728000+00:00,11299,63,1286,2158.1,68,,2158.1,2026-06-19T18:36:12.690572Z
2026-06-07T15:12:23.290000+00:00,11299,10,1286,2151.5,68,,2151.5,2026-06-19T18:36:12.690572Z
2026-06-07T15:12:26.556000+00:00,11299,81,1286,2151.4,68,,2151.4,2026-06-19T18:36:12.690572Z
2026-06-07T15:12:29.165000+00:00,11299,30,1286,2146.0,68,,2146.0,2026-06-19T18:36:12.690572Z
2026-06-07T15:12:32.696000+00:00,11299,41,1286,62.5,68,,62.5,2026-06-19T18:36:12.690572Z
2026-06-07T15:12:34.790000+00:00,11299,23,1286,62.2,68,,62.2,2026-06-19T18:36:12.690572Z
2026-06-07T15:12:37.618000+00:00,11299,55,1286,61.9,68,,61.9,2026-06-19T18:36:12.690572Z
2026-06-07T15:12:39.884000+00:00,11299,31,1286,62.6,68,,62.6,2026-06-19T18:36:12.690572Z
2026-06-07T15:12:42.993000+00:00,11299,27,1286,61.9,68,,61.9,2026-06-19T18:36:12.690572Z
2026-06-07T15:12:48.759000+00:00,11299,43,1286,64.4,68,,64.4,2026-06-19T18:36:12.690572Z
2026-06-07T15:12:51.994000+00:00,11299,14,1286,64.9,68,,64.9,2026-06-19T18:36:12.690572Z
2026-06-07T15:12:54.552000+00:00,11299,11,1286,65.8,68,,65.8,2026-06-19T18:36:12.690572Z
2026-06-07T15:12:56.029000+00:00,11299,5,1286,63.9,68,,63.9,2026-06-19T18:36:12.690572Z
2026-06-07T15:19:38.018000+00:00,11299,63,1286,19.7,72,,19.7,2026-06-19T18:36:12.690572Z
2026-06-14T13:19:06.289000+00:00,11307,44,1287,22.48,11,2.5,22.48,2026-06-19T18:37:14.423843Z
2026-06-14T13:19:32.167000+00:00,11307,30,1287,25.983,11,6.3,25.983,2026-06-19T18:37:14.423843Z
2026-06-14T13:20:25.691000+00:00,11307,63,1287,22.08,12,2.4,22.08,2026-06-19T18:37:14.423843Z
2026-06-14T13:20:38.434000+00:00,11307,3,1287,22.273,12,2.5,22.273,2026-06-19T18:37:14.423843Z
2026-06-14T13:21:02.197000+00:00,11307,43,1287,22.983,12,3.3,22.983,2026-06-19T18:37:14.423843Z
2026-06-14T13:21:18.159000+00:00,11307,11,1287,24.805,12,4.2,24.805,2026-06-19T18:37:14.423843Z
2026-06-14T13:21:56.796000+00:00,11307,1,1287,21.7,13,,21.7,2026-06-19T18:37:14.423843Z
2026-06-14T13:22:21.978000+00:00,11307,27,1287,22.869,13,2.6,22.869,2026-06-19T18:37:14.423843Z
2026-06-14T13:22:36.805000+00:00,11307,31,1287,23.256,13,3.4,23.256,2026-06-19T18:37:14.423843Z
2026-06-14T13:22:40.415000+00:00,11307,23,1287,24.005,13,5.0,24.005,2026-06-19T18:37:14.423843Z
2026-06-14T13:23:17.696000+00:00,11307,12,1287,22.038,14,2.6,22.038,2026-06-19T18:37:14.423843Z
2026-06-14T13:23:29.775000+00:00,11307,81,1287,21.776,14,2.2,21.776,2026-06-19T18:37:14.423843Z
2026-06-14T13:23:54.707000+00:00,11307,10,1287,22.682,14,3.0,22.682,2026-06-19T18:37:14.423843Z
2026-06-14T13:23:58.472000+00:00,11307,55,1287,22.977,14,3.4,22.977,2026-06-19T18:37:14.423843Z
2026-06-14T13:24:22.993000+00:00,11307,77,1287,23.28,14,2.9,23.28,2026-06-19T18:37:14.423843Z
2026-06-14T13:25:11.329000+00:00,11307,6,1287,22.444,15,2.7,22.444,2026-06-19T18:37:14.423843Z
2026-06-14T13:25:30.323000+00:00,11307,5,1287,22.783,15,2.6,22.783,2026-06-19T18:37:14.423843Z
2026-06-14T13:26:14.211000+00:00,11307,16,1287,22.249,16,,22.249,2026-06-19T18:37:14.423843Z
2026-06-14T13:29:49.096000+00:00,11307,87,1287,23.118,18,3.6,23.118,2026-06-19T18:37:14.423843Z
2026-06-14T13:34:34.480000+00:00,11307,14,1287,22.22,21,2.4,22.22,2026-06-19T18:37:14.423843Z
2026-06-14T13:35:21.209000+00:00,11307,41,1287,22.476,22,2.7,22.476,2026-06-19T18:37:14.423843Z
2026-06-14T13:41:28.951000+00:00,11307,44,1287,22.477,27,2.6,22.477,2026-06-19T18:37:14.423843Z
2026-06-14T13:44:29.360000+00:00,11307,3,1287,24.189,29,4.5,24.189,2026-06-19T18:37:14.423843Z
2026-06-14T13:45:56.713000+00:00,11307,23,1287,22.027,29,2.1,22.027,2026-06-19T18:37:14.423843Z
2026-06-14T13:46:59.052000+00:00,11307,55,1287,22.595,30,3.1,22.595,2026-06-19T18:37:14.423843Z
2026-06-14T13:49:02.396000+00:00,11307,11,1287,24.432,31,4.0,24.432,2026-06-19T18:37:14.423843Z
2026-06-14T13:49:09.615000+00:00,11307,6,1287,22.528,32,2.9,22.528,2026-06-19T18:37:14.423843Z
2026-06-14T13:51:21.181000+00:00,11307,5,1287,22.285,33,2.1,22.285,2026-06-19T18:37:14.423843Z
2026-06-14T13:52:24.989000+00:00,11307,43,1287,22.29,34,2.6,22.29,2026-06-19T18:37:14.423843Z
2026-06-14T13:52:36.546000+00:00,11307,1,1287,22.0,35,,22.0,2026-06-19T18:37:14.423843Z
2026-06-14T13:53:02.214000+00:00,11307,31,1287,26.449,34,6.7,26.449,2026-06-19T18:37:14.423843Z
2026-06-14T13:53:49.609000+00:00,11307,30,1287,23.172,35,3.8,23.172,2026-06-19T18:37:14.423843Z
2026-06-14T13:53:54.451000+00:00,11307,63,1287,21.677,36,2.8,21.677,2026-06-19T18:37:14.423843Z
2026-06-14T13:54:19.600000+00:00,11307,81,1287,22.661,36,3.2,22.661,2026-06-19T18:37:14.423843Z
2026-06-14T13:55:16.919000+00:00,11307,12,1287,22.21,37,2.8,22.21,2026-06-19T18:37:14.423843Z
