lane,rows,result,reason,required_status,heavy_endpoint
weather,4704,pass,evidence_bearing,required_lightweight,False
race_control,1825,pass,evidence_bearing,required_lightweight,False
intervals,111361,pass,evidence_bearing,required_lightweight,False
position,9762,pass,evidence_bearing,required_lightweight,False
stints,2293,pass,evidence_bearing,required_lightweight,False
pit,136,pass,evidence_bearing,required_lightweight,False
starting_grid,44,pass,evidence_bearing,required_lightweight,False
drivers,577,pass,evidence_bearing,required_lightweight,False
team_radio,179,pass,evidence_bearing,opportunistic,False
