lane,rows,result,reason,required_status,heavy_endpoint
weather,5545,pass,evidence_bearing,required_lightweight,False
race_control,2650,pass,evidence_bearing,required_lightweight,False
intervals,170991,pass,evidence_bearing,required_lightweight,False
position,21150,pass,evidence_bearing,required_lightweight,False
stints,3364,pass,evidence_bearing,required_lightweight,False
pit,295,pass,evidence_bearing,required_lightweight,False
starting_grid,154,pass,evidence_bearing,required_lightweight,False
drivers,820,pass,evidence_bearing,required_lightweight,False
team_radio,125,pass,evidence_bearing,opportunistic,False
