position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,12,92.064,1280,11241,2026-08-23T12:04:16.165831Z
2,63,92.286,1280,11241,2026-08-23T12:04:16.165831Z
3,44,92.415,1280,11241,2026-08-23T12:04:16.165831Z
4,16,92.428,1280,11241,2026-08-23T12:04:16.165831Z
5,81,92.55,1280,11241,2026-08-23T12:04:16.165831Z
6,1,92.608,1280,11241,2026-08-23T12:04:16.165831Z
7,10,92.873,1280,11241,2026-08-23T12:04:16.165831Z
8,3,93.002,1280,11241,2026-08-23T12:04:16.165831Z
9,6,93.121,1280,11241,2026-08-23T12:04:16.165831Z
10,87,93.292,1280,11241,2026-08-23T12:04:16.165831Z
11,27,93.354,1280,11241,2026-08-23T12:04:16.165831Z
12,43,93.357,1280,11241,2026-08-23T12:04:16.165831Z
13,31,93.538,1280,11241,2026-08-23T12:04:16.165831Z
14,30,93.765,1280,11241,2026-08-23T12:04:16.165831Z
15,41,93.784,1280,11241,2026-08-23T12:04:16.165831Z
16,5,93.965,1280,11241,2026-08-23T12:04:16.165831Z
17,55,94.317,1280,11241,2026-08-23T12:04:16.165831Z
18,14,95.203,1280,11241,2026-08-23T12:04:16.165831Z
19,77,95.436,1280,11241,2026-08-23T12:04:16.165831Z
20,18,95.995,1280,11241,2026-08-23T12:04:16.165831Z
21,11,96.906,1280,11241,2026-08-23T12:04:16.165831Z
22,23,94.772,1280,11241,2026-08-23T12:04:16.165831Z
1,1,87.869,1284,11271,2026-08-23T12:09:14.688604Z
2,12,88.091,1284,11271,2026-08-23T12:09:14.688604Z
3,81,88.108,1284,11271,2026-08-23T12:09:14.688604Z
4,16,88.239,1284,11271,2026-08-23T12:09:14.688604Z
5,3,88.461,1284,11271,2026-08-23T12:09:14.688604Z
6,63,88.493,1284,11271,2026-08-23T12:09:14.688604Z
7,44,88.618,1284,11271,2026-08-23T12:09:14.688604Z
8,43,89.32,1284,11271,2026-08-23T12:09:14.688604Z
9,6,89.422,1284,11271,2026-08-23T12:09:14.688604Z
10,10,89.474,1284,11271,2026-08-23T12:09:14.688604Z
11,5,89.994,1284,11271,2026-08-23T12:09:14.688604Z
12,27,90.019,1284,11271,2026-08-23T12:09:14.688604Z
13,87,90.116,1284,11271,2026-08-23T12:09:14.688604Z
14,55,90.224,1284,11271,2026-08-23T12:09:14.688604Z
15,30,91.043,1284,11271,2026-08-23T12:09:14.688604Z
16,31,91.245,1284,11271,2026-08-23T12:09:14.688604Z
17,11,91.255,1284,11271,2026-08-23T12:09:14.688604Z
18,23,91.322,1284,11271,2026-08-23T12:09:14.688604Z
19,77,91.826,1284,11271,2026-08-23T12:09:14.688604Z
20,14,101.311,1284,11271,2026-08-23T12:09:14.688604Z
21,18,,1284,11271,2026-08-23T12:09:14.688604Z
22,41,90.573,1284,11271,2026-08-23T12:09:14.688604Z
1,63,66.113,1288,11311,2026-08-23T12:15:05.167111Z
2,16,66.349,1288,11311,2026-08-23T12:15:05.167111Z
3,44,66.408,1288,11311,2026-08-23T12:15:05.167111Z
4,12,66.414,1288,11311,2026-08-23T12:15:05.167111Z
5,3,66.475,1288,11311,2026-08-23T12:15:05.167111Z
6,1,66.502,1288,11311,2026-08-23T12:15:05.167111Z
7,81,66.511,1288,11311,2026-08-23T12:15:05.167111Z
8,6,66.632,1288,11311,2026-08-23T12:15:05.167111Z
9,30,66.955,1288,11311,2026-08-23T12:15:05.167111Z
10,41,67.007,1288,11311,2026-08-23T12:15:05.167111Z
11,10,67.223,1288,11311,2026-08-23T12:15:05.167111Z
