date,session_key,driver_number,position,meeting_key
2026-07-17T11:16:33.287000+00:00,11327,1,1,1290
2026-07-17T11:16:33.287000+00:00,11327,3,2,1290
2026-07-17T11:16:33.287000+00:00,11327,5,3,1290
2026-07-17T11:16:33.287000+00:00,11327,6,4,1290
2026-07-17T11:16:33.287000+00:00,11327,10,5,1290
2026-07-17T11:16:33.287000+00:00,11327,11,6,1290
2026-07-17T11:16:33.287000+00:00,11327,12,7,1290
2026-07-17T11:16:33.287000+00:00,11327,16,8,1290
2026-07-17T11:16:33.287000+00:00,11327,18,9,1290
2026-07-17T11:16:33.287000+00:00,11327,23,10,1290
2026-07-17T11:16:33.287000+00:00,11327,27,11,1290
2026-07-17T11:16:33.287000+00:00,11327,30,12,1290
2026-07-17T11:16:33.287000+00:00,11327,31,13,1290
2026-07-17T11:16:33.287000+00:00,11327,34,14,1290
2026-07-17T11:16:33.287000+00:00,11327,41,15,1290
2026-07-17T11:16:33.287000+00:00,11327,43,16,1290
2026-07-17T11:16:33.287000+00:00,11327,44,17,1290
2026-07-17T11:16:33.287000+00:00,11327,55,18,1290
2026-07-17T11:16:33.287000+00:00,11327,63,19,1290
2026-07-17T11:16:33.287000+00:00,11327,77,20,1290
2026-07-17T11:16:33.287000+00:00,11327,81,21,1290
2026-07-17T11:16:33.287000+00:00,11327,87,22,1290
2026-07-17T11:30:02.758000+00:00,11327,1,2,1290
2026-07-17T11:30:02.758000+00:00,11327,3,3,1290
2026-07-17T11:30:02.758000+00:00,11327,5,4,1290
2026-07-17T11:30:02.758000+00:00,11327,6,5,1290
2026-07-17T11:30:02.758000+00:00,11327,10,6,1290
2026-07-17T11:30:02.758000+00:00,11327,11,7,1290
2026-07-17T11:30:02.758000+00:00,11327,12,8,1290
2026-07-17T11:30:02.758000+00:00,11327,16,9,1290
2026-07-17T11:30:02.758000+00:00,11327,18,10,1290
2026-07-17T11:30:02.758000+00:00,11327,23,11,1290
2026-07-17T11:30:02.758000+00:00,11327,27,12,1290
2026-07-17T11:30:02.758000+00:00,11327,30,13,1290
2026-07-17T11:30:02.758000+00:00,11327,31,14,1290
2026-07-17T11:30:02.758000+00:00,11327,34,15,1290
2026-07-17T11:30:02.758000+00:00,11327,41,16,1290
2026-07-17T11:30:02.758000+00:00,11327,43,17,1290
2026-07-17T11:30:02.758000+00:00,11327,44,18,1290
2026-07-17T11:30:02.758000+00:00,11327,55,1,1290
2026-07-17T11:30:05.848000+00:00,11327,1,3,1290
2026-07-17T11:30:05.848000+00:00,11327,3,4,1290
2026-07-17T11:30:05.848000+00:00,11327,5,5,1290
2026-07-17T11:30:05.848000+00:00,11327,6,6,1290
2026-07-17T11:30:05.848000+00:00,11327,10,7,1290
2026-07-17T11:30:05.848000+00:00,11327,11,2,1290
2026-07-17T11:30:10.817000+00:00,11327,1,4,1290
2026-07-17T11:30:10.817000+00:00,11327,3,5,1290
2026-07-17T11:30:10.817000+00:00,11327,5,6,1290
2026-07-17T11:30:10.817000+00:00,11327,6,7,1290
2026-07-17T11:30:10.817000+00:00,11327,10,8,1290
2026-07-17T11:30:10.817000+00:00,11327,12,9,1290
2026-07-17T11:30:10.817000+00:00,11327,16,10,1290
2026-07-17T11:30:10.817000+00:00,11327,18,11,1290
2026-07-17T11:30:10.817000+00:00,11327,23,3,1290
2026-07-17T11:30:18.553000+00:00,11327,1,5,1290
2026-07-17T11:30:18.553000+00:00,11327,3,6,1290
2026-07-17T11:30:18.553000+00:00,11327,5,7,1290
2026-07-17T11:30:18.553000+00:00,11327,6,8,1290
2026-07-17T11:30:18.553000+00:00,11327,10,9,1290
2026-07-17T11:30:18.553000+00:00,11327,12,10,1290
2026-07-17T11:30:18.553000+00:00,11327,16,11,1290
2026-07-17T11:30:18.553000+00:00,11327,18,12,1290
2026-07-17T11:30:18.553000+00:00,11327,27,13,1290
2026-07-17T11:30:18.553000+00:00,11327,30,14,1290
2026-07-17T11:30:18.553000+00:00,11327,31,15,1290
2026-07-17T11:30:18.553000+00:00,11327,34,16,1290
2026-07-17T11:30:18.553000+00:00,11327,41,17,1290
2026-07-17T11:30:18.553000+00:00,11327,43,18,1290
2026-07-17T11:30:18.553000+00:00,11327,44,19,1290
2026-07-17T11:30:18.553000+00:00,11327,63,4,1290
2026-07-17T11:30:23.069000+00:00,11327,1,6,1290
2026-07-17T11:30:23.069000+00:00,11327,3,7,1290
2026-07-17T11:30:23.069000+00:00,11327,5,8,1290
2026-07-17T11:30:23.069000+00:00,11327,6,9,1290
2026-07-17T11:30:23.069000+00:00,11327,10,10,1290
2026-07-17T11:30:23.069000+00:00,11327,12,11,1290
2026-07-17T11:30:23.069000+00:00,11327,16,12,1290
2026-07-17T11:30:23.069000+00:00,11327,18,13,1290
2026-07-17T11:30:23.069000+00:00,11327,27,14,1290
2026-07-17T11:30:23.069000+00:00,11327,30,15,1290
2026-07-17T11:30:23.069000+00:00,11327,31,16,1290
2026-07-17T11:30:23.069000+00:00,11327,34,17,1290
2026-07-17T11:30:23.069000+00:00,11327,41,5,1290
2026-07-17T11:30:28.838000+00:00,11327,1,7,1290
2026-07-17T11:30:28.838000+00:00,11327,3,8,1290
2026-07-17T11:30:28.838000+00:00,11327,5,9,1290
2026-07-17T11:30:28.838000+00:00,11327,6,10,1290
2026-07-17T11:30:28.838000+00:00,11327,10,11,1290
2026-07-17T11:30:28.838000+00:00,11327,12,12,1290
2026-07-17T11:30:28.838000+00:00,11327,16,13,1290
2026-07-17T11:30:28.838000+00:00,11327,18,14,1290
2026-07-17T11:30:28.838000+00:00,11327,27,15,1290
2026-07-17T11:30:28.838000+00:00,11327,30,16,1290
2026-07-17T11:30:28.838000+00:00,11327,31,6,1290
2026-07-17T11:30:31.744000+00:00,11327,1,8,1290
2026-07-17T11:30:31.744000+00:00,11327,3,9,1290
2026-07-17T11:30:31.744000+00:00,11327,5,10,1290
2026-07-17T11:30:31.744000+00:00,11327,6,11,1290
2026-07-17T11:30:31.744000+00:00,11327,10,12,1290
2026-07-17T11:30:31.744000+00:00,11327,12,13,1290
2026-07-17T11:30:31.744000+00:00,11327,16,14,1290
2026-07-17T11:30:31.744000+00:00,11327,18,15,1290
2026-07-17T11:30:31.744000+00:00,11327,27,16,1290
2026-07-17T11:30:31.744000+00:00,11327,30,17,1290
2026-07-17T11:30:31.744000+00:00,11327,34,18,1290
2026-07-17T11:30:31.744000+00:00,11327,43,19,1290
2026-07-17T11:30:31.744000+00:00,11327,44,20,1290
2026-07-17T11:30:31.744000+00:00,11327,77,21,1290
2026-07-17T11:30:31.744000+00:00,11327,81,22,1290
2026-07-17T11:30:31.744000+00:00,11327,87,7,1290
2026-07-17T11:30:43.100000+00:00,11327,1,9,1290
2026-07-17T11:30:43.100000+00:00,11327,3,10,1290
2026-07-17T11:30:43.100000+00:00,11327,5,11,1290
2026-07-17T11:30:43.100000+00:00,11327,6,12,1290
2026-07-17T11:30:43.100000+00:00,11327,10,13,1290
2026-07-17T11:30:43.100000+00:00,11327,12,14,1290
2026-07-17T11:30:43.100000+00:00,11327,16,15,1290
2026-07-17T11:30:43.100000+00:00,11327,18,16,1290
2026-07-17T11:30:43.100000+00:00,11327,27,17,1290
2026-07-17T11:30:43.100000+00:00,11327,30,18,1290
2026-07-17T11:30:43.100000+00:00,11327,34,19,1290
2026-07-17T11:30:43.100000+00:00,11327,43,8,1290
2026-07-17T11:30:48.825000+00:00,11327,1,10,1290
2026-07-17T11:30:48.825000+00:00,11327,3,11,1290
2026-07-17T11:30:48.825000+00:00,11327,5,12,1290
2026-07-17T11:30:48.825000+00:00,11327,6,13,1290
2026-07-17T11:30:48.825000+00:00,11327,10,14,1290
2026-07-17T11:30:48.825000+00:00,11327,12,15,1290
2026-07-17T11:30:48.825000+00:00,11327,16,16,1290
2026-07-17T11:30:48.825000+00:00,11327,18,17,1290
2026-07-17T11:30:48.825000+00:00,11327,27,18,1290
2026-07-17T11:30:48.825000+00:00,11327,30,19,1290
2026-07-17T11:30:48.825000+00:00,11327,34,20,1290
2026-07-17T11:30:48.825000+00:00,11327,44,9,1290
2026-07-17T11:30:56.399000+00:00,11327,1,11,1290
2026-07-17T11:30:56.399000+00:00,11327,3,10,1290
2026-07-17T11:31:02.133000+00:00,11327,1,12,1290
2026-07-17T11:31:02.133000+00:00,11327,5,13,1290
2026-07-17T11:31:02.133000+00:00,11327,6,14,1290
2026-07-17T11:31:02.133000+00:00,11327,10,15,1290
2026-07-17T11:31:02.133000+00:00,11327,12,16,1290
2026-07-17T11:31:02.133000+00:00,11327,16,11,1290
2026-07-17T11:31:07.477000+00:00,11327,1,13,1290
2026-07-17T11:31:07.477000+00:00,11327,5,14,1290
2026-07-17T11:31:07.477000+00:00,11327,6,15,1290
2026-07-17T11:31:07.477000+00:00,11327,10,16,1290
2026-07-17T11:31:07.477000+00:00,11327,12,12,1290
2026-07-17T11:31:14.633000+00:00,11327,1,14,1290
2026-07-17T11:31:14.633000+00:00,11327,5,15,1290
2026-07-17T11:31:14.633000+00:00,11327,6,13,1290
2026-07-17T11:31:17.899000+00:00,11327,1,15,1290
2026-07-17T11:31:17.899000+00:00,11327,5,14,1290
2026-07-17T11:31:19.899000+00:00,11327,1,16,1290
2026-07-17T11:31:19.899000+00:00,11327,10,17,1290
2026-07-17T11:31:19.899000+00:00,11327,18,18,1290
2026-07-17T11:31:19.899000+00:00,11327,27,19,1290
2026-07-17T11:31:19.899000+00:00,11327,30,20,1290
2026-07-17T11:31:19.899000+00:00,11327,34,21,1290
2026-07-17T11:31:19.899000+00:00,11327,77,15,1290
2026-07-17T11:31:25.888000+00:00,11327,1,17,1290
2026-07-17T11:31:25.888000+00:00,11327,10,18,1290
2026-07-17T11:31:25.888000+00:00,11327,18,19,1290
2026-07-17T11:31:25.888000+00:00,11327,27,20,1290
2026-07-17T11:31:25.888000+00:00,11327,30,16,1290
2026-07-17T11:31:29.317000+00:00,11327,1,18,1290
2026-07-17T11:31:29.317000+00:00,11327,10,19,1290
2026-07-17T11:31:29.317000+00:00,11327,18,20,1290
2026-07-17T11:31:29.317000+00:00,11327,27,21,1290
2026-07-17T11:31:29.317000+00:00,11327,34,22,1290
2026-07-17T11:31:29.317000+00:00,11327,81,17,1290
2026-07-17T11:31:50.097000+00:00,11327,1,19,1290
2026-07-17T11:31:50.097000+00:00,11327,10,20,1290
2026-07-17T11:31:50.097000+00:00,11327,18,21,1290
2026-07-17T11:31:50.097000+00:00,11327,27,22,1290
2026-07-17T11:31:50.097000+00:00,11327,34,18,1290
2026-07-17T11:32:15.288000+00:00,11327,1,20,1290
2026-07-17T11:32:15.288000+00:00,11327,10,19,1290
2026-07-17T11:32:52.105000+00:00,11327,1,21,1290
2026-07-17T11:32:52.105000+00:00,11327,18,22,1290
2026-07-17T11:32:52.105000+00:00,11327,27,20,1290
2026-07-17T11:33:02.589000+00:00,11327,1,22,1290
2026-07-17T11:33:02.589000+00:00,11327,18,21,1290
2026-07-17T11:34:04.699000+00:00,11327,11,1,1290
2026-07-17T11:34:04.699000+00:00,11327,55,2,1290
2026-07-17T11:34:20.214000+00:00,11327,11,2,1290
2026-07-17T11:34:20.214000+00:00,11327,23,4,1290
2026-07-17T11:34:20.214000+00:00,11327,55,3,1290
2026-07-17T11:34:20.214000+00:00,11327,63,1,1290
2026-07-17T11:34:32.876000+00:00,11327,11,3,1290
2026-07-17T11:34:32.876000+00:00,11327,23,5,1290
2026-07-17T11:34:32.876000+00:00,11327,41,2,1290
2026-07-17T11:34:32.876000+00:00,11327,55,4,1290
2026-07-17T11:34:50.989000+00:00,11327,23,6,1290
2026-07-17T11:34:50.989000+00:00,11327,31,4,1290
2026-07-17T11:34:50.989000+00:00,11327,55,5,1290
2026-07-17T11:34:53.911000+00:00,11327,23,7,1290
2026-07-17T11:34:53.911000+00:00,11327,31,5,1290
2026-07-17T11:34:53.911000+00:00,11327,55,6,1290
2026-07-17T11:34:53.911000+00:00,11327,87,4,1290
2026-07-17T11:35:00.647000+00:00,11327,11,4,1290
2026-07-17T11:35:00.647000+00:00,11327,23,8,1290
2026-07-17T11:35:00.647000+00:00,11327,31,6,1290
2026-07-17T11:35:00.647000+00:00,11327,41,3,1290
2026-07-17T11:35:00.647000+00:00,11327,43,9,1290
2026-07-17T11:35:00.647000+00:00,11327,44,1,1290
2026-07-17T11:35:00.647000+00:00,11327,55,7,1290
2026-07-17T11:35:00.647000+00:00,11327,63,2,1290
2026-07-17T11:35:00.647000+00:00,11327,87,5,1290
2026-07-17T11:35:07.787000+00:00,11327,3,1,1290
2026-07-17T11:35:07.787000+00:00,11327,11,5,1290
2026-07-17T11:35:07.787000+00:00,11327,23,9,1290
2026-07-17T11:35:07.787000+00:00,11327,31,7,1290
2026-07-17T11:35:07.787000+00:00,11327,41,4,1290
2026-07-17T11:35:07.787000+00:00,11327,43,10,1290
2026-07-17T11:35:07.787000+00:00,11327,44,2,1290
2026-07-17T11:35:07.787000+00:00,11327,55,8,1290
2026-07-17T11:35:07.787000+00:00,11327,63,3,1290
2026-07-17T11:35:07.787000+00:00,11327,87,6,1290
2026-07-17T11:35:16.074000+00:00,11327,11,6,1290
2026-07-17T11:35:16.074000+00:00,11327,23,10,1290
2026-07-17T11:35:16.074000+00:00,11327,31,8,1290
2026-07-17T11:35:16.074000+00:00,11327,43,5,1290
2026-07-17T11:35:16.074000+00:00,11327,55,9,1290
2026-07-17T11:35:16.074000+00:00,11327,87,7,1290
2026-07-17T11:35:19.128000+00:00,11327,3,2,1290
2026-07-17T11:35:19.128000+00:00,11327,6,1,1290
2026-07-17T11:35:19.128000+00:00,11327,11,7,1290
2026-07-17T11:35:19.128000+00:00,11327,12,13,1290
2026-07-17T11:35:19.128000+00:00,11327,16,12,1290
2026-07-17T11:35:19.128000+00:00,11327,23,11,1290
2026-07-17T11:35:19.128000+00:00,11327,31,9,1290
2026-07-17T11:35:19.128000+00:00,11327,41,5,1290
2026-07-17T11:35:19.128000+00:00,11327,43,6,1290
