date,session_key,position,driver_number,meeting_key
2026-06-27T13:47:08.756000+00:00,11311,1,63,1288
2026-06-27T13:47:08.756000+00:00,11311,2,12,1288
2026-06-27T13:47:08.756000+00:00,11311,3,44,1288
2026-06-27T13:47:08.756000+00:00,11311,4,81,1288
2026-06-27T13:47:08.756000+00:00,11311,5,1,1288
2026-06-27T13:47:08.756000+00:00,11311,6,3,1288
2026-06-27T13:47:08.756000+00:00,11311,7,16,1288
2026-06-27T13:47:08.756000+00:00,11311,8,6,1288
2026-06-27T13:47:08.756000+00:00,11311,9,30,1288
2026-06-27T13:47:08.756000+00:00,11311,10,41,1288
2026-06-27T13:47:08.756000+00:00,11311,11,10,1288
2026-06-27T13:47:08.756000+00:00,11311,12,27,1288
2026-06-27T13:47:08.756000+00:00,11311,13,5,1288
2026-06-27T13:47:08.756000+00:00,11311,14,43,1288
2026-06-27T13:47:08.756000+00:00,11311,15,87,1288
2026-06-27T13:47:08.756000+00:00,11311,16,31,1288
2026-06-27T13:47:08.756000+00:00,11311,17,55,1288
2026-06-27T13:47:08.756000+00:00,11311,18,23,1288
2026-06-27T13:47:08.756000+00:00,11311,19,11,1288
2026-06-27T13:47:08.756000+00:00,11311,20,77,1288
2026-06-27T13:47:08.756000+00:00,11311,21,14,1288
2026-06-27T13:47:08.756000+00:00,11311,22,18,1288
2026-06-27T14:02:50.382000+00:00,11311,2,63,1288
2026-06-27T14:02:50.382000+00:00,11311,3,12,1288
2026-06-27T14:02:50.382000+00:00,11311,4,44,1288
2026-06-27T14:02:50.382000+00:00,11311,5,81,1288
2026-06-27T14:02:50.382000+00:00,11311,6,1,1288
2026-06-27T14:02:50.382000+00:00,11311,7,3,1288
2026-06-27T14:02:50.382000+00:00,11311,8,16,1288
2026-06-27T14:02:50.382000+00:00,11311,9,6,1288
2026-06-27T14:02:50.382000+00:00,11311,10,30,1288
2026-06-27T14:02:50.382000+00:00,11311,11,41,1288
2026-06-27T14:02:50.382000+00:00,11311,12,10,1288
2026-06-27T14:02:50.382000+00:00,11311,13,27,1288
2026-06-27T14:02:50.382000+00:00,11311,14,5,1288
2026-06-27T14:02:50.382000+00:00,11311,15,43,1288
2026-06-27T14:02:50.382000+00:00,11311,16,87,1288
2026-06-27T14:02:50.382000+00:00,11311,1,31,1288
2026-06-27T14:02:54.272000+00:00,11311,3,63,1288
2026-06-27T14:02:54.272000+00:00,11311,4,12,1288
2026-06-27T14:02:54.272000+00:00,11311,5,44,1288
2026-06-27T14:02:54.272000+00:00,11311,6,81,1288
2026-06-27T14:02:54.272000+00:00,11311,7,1,1288
2026-06-27T14:02:54.272000+00:00,11311,8,3,1288
2026-06-27T14:02:54.272000+00:00,11311,9,16,1288
2026-06-27T14:02:54.272000+00:00,11311,10,6,1288
2026-06-27T14:02:54.272000+00:00,11311,11,30,1288
2026-06-27T14:02:54.272000+00:00,11311,12,41,1288
2026-06-27T14:02:54.272000+00:00,11311,13,10,1288
2026-06-27T14:02:54.272000+00:00,11311,14,27,1288
2026-06-27T14:02:54.272000+00:00,11311,15,5,1288
2026-06-27T14:02:54.272000+00:00,11311,16,43,1288
2026-06-27T14:02:54.272000+00:00,11311,17,87,1288
2026-06-27T14:02:54.272000+00:00,11311,18,55,1288
2026-06-27T14:02:54.272000+00:00,11311,19,23,1288
2026-06-27T14:02:54.272000+00:00,11311,20,11,1288
2026-06-27T14:02:54.272000+00:00,11311,2,77,1288
2026-06-27T14:02:58.613000+00:00,11311,4,63,1288
2026-06-27T14:02:58.613000+00:00,11311,5,12,1288
2026-06-27T14:02:58.613000+00:00,11311,6,44,1288
2026-06-27T14:02:58.613000+00:00,11311,7,81,1288
2026-06-27T14:02:58.613000+00:00,11311,8,1,1288
2026-06-27T14:02:58.613000+00:00,11311,9,3,1288
2026-06-27T14:02:58.613000+00:00,11311,10,16,1288
2026-06-27T14:02:58.613000+00:00,11311,11,6,1288
2026-06-27T14:02:58.613000+00:00,11311,12,30,1288
2026-06-27T14:02:58.613000+00:00,11311,13,41,1288
2026-06-27T14:02:58.613000+00:00,11311,14,10,1288
2026-06-27T14:02:58.613000+00:00,11311,15,27,1288
2026-06-27T14:02:58.613000+00:00,11311,16,5,1288
2026-06-27T14:02:58.613000+00:00,11311,17,43,1288
2026-06-27T14:02:58.613000+00:00,11311,18,87,1288
2026-06-27T14:02:58.613000+00:00,11311,19,55,1288
2026-06-27T14:02:58.613000+00:00,11311,20,23,1288
2026-06-27T14:02:58.613000+00:00,11311,2,11,1288
2026-06-27T14:02:58.613000+00:00,11311,3,77,1288
2026-06-27T14:03:26.545000+00:00,11311,5,63,1288
2026-06-27T14:03:26.545000+00:00,11311,6,12,1288
2026-06-27T14:03:26.545000+00:00,11311,7,44,1288
2026-06-27T14:03:26.545000+00:00,11311,8,81,1288
2026-06-27T14:03:26.545000+00:00,11311,9,1,1288
2026-06-27T14:03:26.545000+00:00,11311,10,3,1288
