date,session_key,driver_number,position,meeting_key
2026-06-13T13:47:05.899000+00:00,11303,63,1,1287
2026-06-13T13:47:05.899000+00:00,11303,81,2,1287
2026-06-13T13:47:05.899000+00:00,11303,16,3,1287
2026-06-13T13:47:05.899000+00:00,11303,1,4,1287
2026-06-13T13:47:05.899000+00:00,11303,44,5,1287
2026-06-13T13:47:05.899000+00:00,11303,3,6,1287
2026-06-13T13:47:05.899000+00:00,11303,12,7,1287
2026-06-13T13:47:05.899000+00:00,11303,6,8,1287
2026-06-13T13:47:05.899000+00:00,11303,27,9,1287
2026-06-13T13:47:05.899000+00:00,11303,41,10,1287
2026-06-13T13:47:05.899000+00:00,11303,5,11,1287
2026-06-13T13:47:05.899000+00:00,11303,30,12,1287
2026-06-13T13:47:05.899000+00:00,11303,10,13,1287
2026-06-13T13:47:05.899000+00:00,11303,43,14,1287
2026-06-13T13:47:05.899000+00:00,11303,55,15,1287
2026-06-13T13:47:05.899000+00:00,11303,31,16,1287
2026-06-13T13:47:05.899000+00:00,11303,87,17,1287
2026-06-13T13:47:05.899000+00:00,11303,23,18,1287
2026-06-13T13:47:05.899000+00:00,11303,11,19,1287
2026-06-13T13:47:05.899000+00:00,11303,14,20,1287
2026-06-13T13:47:05.899000+00:00,11303,77,21,1287
2026-06-13T13:47:05.899000+00:00,11303,18,22,1287
2026-06-13T14:03:04.001000+00:00,11303,63,2,1287
2026-06-13T14:03:04.001000+00:00,11303,81,3,1287
2026-06-13T14:03:04.001000+00:00,11303,16,4,1287
2026-06-13T14:03:04.001000+00:00,11303,1,5,1287
2026-06-13T14:03:04.001000+00:00,11303,44,6,1287
2026-06-13T14:03:04.001000+00:00,11303,3,7,1287
2026-06-13T14:03:04.001000+00:00,11303,12,8,1287
2026-06-13T14:03:04.001000+00:00,11303,6,9,1287
2026-06-13T14:03:04.001000+00:00,11303,27,10,1287
2026-06-13T14:03:04.001000+00:00,11303,41,11,1287
2026-06-13T14:03:04.001000+00:00,11303,5,12,1287
2026-06-13T14:03:04.001000+00:00,11303,30,13,1287
2026-06-13T14:03:04.001000+00:00,11303,10,14,1287
2026-06-13T14:03:04.001000+00:00,11303,43,15,1287
2026-06-13T14:03:04.001000+00:00,11303,55,16,1287
2026-06-13T14:03:04.001000+00:00,11303,31,17,1287
2026-06-13T14:03:04.001000+00:00,11303,87,18,1287
2026-06-13T14:03:04.001000+00:00,11303,23,19,1287
2026-06-13T14:03:04.001000+00:00,11303,11,20,1287
2026-06-13T14:03:04.001000+00:00,11303,14,21,1287
2026-06-13T14:03:04.001000+00:00,11303,77,1,1287
2026-06-13T14:03:16.090000+00:00,11303,63,3,1287
2026-06-13T14:03:16.090000+00:00,11303,81,4,1287
2026-06-13T14:03:16.090000+00:00,11303,16,5,1287
2026-06-13T14:03:16.090000+00:00,11303,1,6,1287
2026-06-13T14:03:16.090000+00:00,11303,44,7,1287
2026-06-13T14:03:16.090000+00:00,11303,3,8,1287
2026-06-13T14:03:16.090000+00:00,11303,12,9,1287
2026-06-13T14:03:16.090000+00:00,11303,6,10,1287
2026-06-13T14:03:16.090000+00:00,11303,27,11,1287
2026-06-13T14:03:16.090000+00:00,11303,41,12,1287
2026-06-13T14:03:16.090000+00:00,11303,5,13,1287
2026-06-13T14:03:16.090000+00:00,11303,30,14,1287
2026-06-13T14:03:16.090000+00:00,11303,10,15,1287
2026-06-13T14:03:16.090000+00:00,11303,43,16,1287
2026-06-13T14:03:16.090000+00:00,11303,55,17,1287
2026-06-13T14:03:16.090000+00:00,11303,31,1,1287
2026-06-13T14:03:16.090000+00:00,11303,77,2,1287
2026-06-13T14:03:21.448000+00:00,11303,63,4,1287
2026-06-13T14:03:21.448000+00:00,11303,81,5,1287
2026-06-13T14:03:21.448000+00:00,11303,16,6,1287
2026-06-13T14:03:21.448000+00:00,11303,1,7,1287
2026-06-13T14:03:21.448000+00:00,11303,44,8,1287
2026-06-13T14:03:21.448000+00:00,11303,3,9,1287
2026-06-13T14:03:21.448000+00:00,11303,12,10,1287
2026-06-13T14:03:21.448000+00:00,11303,6,11,1287
2026-06-13T14:03:21.448000+00:00,11303,27,12,1287
2026-06-13T14:03:21.448000+00:00,11303,41,13,1287
2026-06-13T14:03:21.448000+00:00,11303,5,14,1287
2026-06-13T14:03:21.448000+00:00,11303,30,15,1287
2026-06-13T14:03:21.448000+00:00,11303,10,16,1287
2026-06-13T14:03:21.448000+00:00,11303,43,17,1287
2026-06-13T14:03:21.448000+00:00,11303,55,18,1287
2026-06-13T14:03:21.448000+00:00,11303,87,2,1287
2026-06-13T14:03:21.448000+00:00,11303,77,3,1287
2026-06-13T14:03:28.590000+00:00,11303,63,5,1287
2026-06-13T14:03:28.590000+00:00,11303,81,6,1287
2026-06-13T14:03:28.590000+00:00,11303,16,7,1287
2026-06-13T14:03:28.590000+00:00,11303,1,8,1287
2026-06-13T14:03:28.590000+00:00,11303,44,9,1287
2026-06-13T14:03:28.590000+00:00,11303,3,10,1287
2026-06-13T14:03:28.590000+00:00,11303,12,11,1287
2026-06-13T14:03:28.590000+00:00,11303,6,12,1287
2026-06-13T14:03:28.590000+00:00,11303,27,13,1287
2026-06-13T14:03:28.590000+00:00,11303,41,14,1287
2026-06-13T14:03:28.590000+00:00,11303,5,15,1287
2026-06-13T14:03:28.590000+00:00,11303,30,16,1287
2026-06-13T14:03:28.590000+00:00,11303,10,17,1287
2026-06-13T14:03:28.590000+00:00,11303,43,18,1287
2026-06-13T14:03:28.590000+00:00,11303,55,1,1287
2026-06-13T14:03:28.590000+00:00,11303,31,2,1287
2026-06-13T14:03:28.590000+00:00,11303,87,3,1287
2026-06-13T14:03:28.590000+00:00,11303,77,4,1287
2026-06-13T14:03:38.256000+00:00,11303,63,6,1287
2026-06-13T14:03:38.256000+00:00,11303,81,7,1287
2026-06-13T14:03:38.256000+00:00,11303,16,8,1287
2026-06-13T14:03:38.256000+00:00,11303,1,9,1287
2026-06-13T14:03:38.256000+00:00,11303,44,10,1287
2026-06-13T14:03:38.256000+00:00,11303,3,11,1287
2026-06-13T14:03:38.256000+00:00,11303,12,12,1287
2026-06-13T14:03:38.256000+00:00,11303,6,13,1287
2026-06-13T14:03:38.256000+00:00,11303,27,14,1287
2026-06-13T14:03:38.256000+00:00,11303,41,15,1287
2026-06-13T14:03:38.256000+00:00,11303,5,16,1287
2026-06-13T14:03:38.256000+00:00,11303,30,17,1287
2026-06-13T14:03:38.256000+00:00,11303,10,18,1287
2026-06-13T14:03:38.256000+00:00,11303,43,19,1287
2026-06-13T14:03:38.256000+00:00,11303,23,4,1287
2026-06-13T14:03:38.256000+00:00,11303,77,5,1287
2026-06-13T14:03:53.806000+00:00,11303,63,7,1287
2026-06-13T14:03:53.806000+00:00,11303,81,8,1287
2026-06-13T14:03:53.806000+00:00,11303,16,9,1287
2026-06-13T14:03:53.806000+00:00,11303,1,10,1287
2026-06-13T14:03:53.806000+00:00,11303,44,11,1287
2026-06-13T14:03:53.806000+00:00,11303,3,12,1287
2026-06-13T14:03:53.806000+00:00,11303,12,13,1287
2026-06-13T14:03:53.806000+00:00,11303,6,14,1287
2026-06-13T14:03:53.806000+00:00,11303,27,15,1287
2026-06-13T14:03:53.806000+00:00,11303,41,16,1287
2026-06-13T14:03:53.806000+00:00,11303,5,17,1287
2026-06-13T14:03:53.806000+00:00,11303,30,18,1287
2026-06-13T14:03:53.806000+00:00,11303,10,19,1287
2026-06-13T14:03:53.806000+00:00,11303,43,20,1287
2026-06-13T14:03:53.806000+00:00,11303,11,21,1287
2026-06-13T14:03:53.806000+00:00,11303,14,22,1287
2026-06-13T14:03:53.806000+00:00,11303,18,6,1287
2026-06-13T14:04:01.370000+00:00,11303,63,8,1287
2026-06-13T14:04:01.370000+00:00,11303,81,9,1287
2026-06-13T14:04:01.370000+00:00,11303,16,10,1287
2026-06-13T14:04:01.370000+00:00,11303,1,11,1287
2026-06-13T14:04:01.370000+00:00,11303,44,12,1287
2026-06-13T14:04:01.370000+00:00,11303,3,13,1287
2026-06-13T14:04:01.370000+00:00,11303,12,14,1287
2026-06-13T14:04:01.370000+00:00,11303,6,15,1287
2026-06-13T14:04:01.370000+00:00,11303,27,16,1287
2026-06-13T14:04:01.370000+00:00,11303,41,17,1287
2026-06-13T14:04:01.370000+00:00,11303,5,18,1287
2026-06-13T14:04:01.370000+00:00,11303,30,19,1287
2026-06-13T14:04:01.370000+00:00,11303,10,20,1287
2026-06-13T14:04:01.370000+00:00,11303,43,21,1287
2026-06-13T14:04:01.370000+00:00,11303,11,22,1287
2026-06-13T14:04:01.370000+00:00,11303,14,6,1287
2026-06-13T14:04:01.370000+00:00,11303,18,7,1287
2026-06-13T14:07:59.539000+00:00,11303,63,9,1287
2026-06-13T14:07:59.539000+00:00,11303,81,10,1287
2026-06-13T14:07:59.539000+00:00,11303,16,11,1287
2026-06-13T14:07:59.539000+00:00,11303,1,12,1287
2026-06-13T14:07:59.539000+00:00,11303,44,13,1287
2026-06-13T14:07:59.539000+00:00,11303,3,14,1287
2026-06-13T14:07:59.539000+00:00,11303,12,15,1287
2026-06-13T14:07:59.539000+00:00,11303,6,16,1287
2026-06-13T14:07:59.539000+00:00,11303,27,1,1287
2026-06-13T14:07:59.539000+00:00,11303,55,2,1287
2026-06-13T14:07:59.539000+00:00,11303,31,3,1287
2026-06-13T14:07:59.539000+00:00,11303,87,4,1287
2026-06-13T14:07:59.539000+00:00,11303,23,5,1287
2026-06-13T14:07:59.539000+00:00,11303,14,7,1287
2026-06-13T14:07:59.539000+00:00,11303,77,6,1287
2026-06-13T14:07:59.539000+00:00,11303,18,8,1287
2026-06-13T14:08:06.920000+00:00,11303,63,10,1287
2026-06-13T14:08:06.920000+00:00,11303,81,11,1287
2026-06-13T14:08:06.920000+00:00,11303,16,12,1287
2026-06-13T14:08:06.920000+00:00,11303,1,13,1287
2026-06-13T14:08:06.920000+00:00,11303,44,14,1287
2026-06-13T14:08:06.920000+00:00,11303,3,1,1287
2026-06-13T14:08:06.920000+00:00,11303,27,2,1287
2026-06-13T14:08:06.920000+00:00,11303,55,3,1287
2026-06-13T14:08:06.920000+00:00,11303,31,4,1287
2026-06-13T14:08:06.920000+00:00,11303,87,5,1287
