position,driver_number,number_of_laps,dnf,dns,dsq,duration,gap_to_leader,meeting_key,session_key
1,63,13,False,False,False,82.219,0,1293,11356
2,44,21,False,False,False,82.445,0.226,1293,11356
3,3,24,False,False,False,82.569,0.35,1293,11356
4,12,18,False,False,False,82.58,0.361,1293,11356
5,1,18,False,False,False,82.625,0.406,1293,11356
6,16,21,False,False,False,82.708,0.489,1293,11356
7,41,21,False,False,False,82.724,0.505,1293,11356
8,81,21,False,False,False,82.773,0.554,1293,11356
9,10,24,False,False,False,82.898,0.679,1293,11356
10,43,23,False,False,False,83.101,0.882,1293,11356
11,27,22,False,False,False,83.126,0.907,1293,11356
12,30,23,False,False,False,83.203,0.984,1293,11356
13,5,21,False,False,False,83.298,1.079,1293,11356
14,87,23,False,False,False,83.585,1.366,1293,11356
15,22,16,False,False,False,83.817,1.598,1293,11356
16,55,28,False,False,False,83.875,1.656,1293,11356
17,31,25,False,False,False,84.02,1.801,1293,11356
18,23,29,False,False,False,84.437,2.218,1293,11356
19,14,20,False,False,False,84.919,2.7,1293,11356
20,77,20,False,False,False,85.004,2.785,1293,11356
21,11,20,False,False,False,85.031,2.812,1293,11356
22,18,20,False,False,False,85.555,3.336,1293,11356
