date,session_key,wind_direction,wind_speed,meeting_key,air_temperature,humidity,pressure,track_temperature,rainfall
2026-09-26T10:57:59.690000+00:00,11377,12,2.4,1295,26.5,57.2,1023.0,47.1,0
2026-09-26T10:58:59.696000+00:00,11377,335,1.5,1295,26.5,57.0,1022.9,45.8,0
2026-09-26T10:59:59.695000+00:00,11377,81,0.6,1295,26.4,57.7,1023.0,46.1,0
2026-09-26T11:00:59.695000+00:00,11377,14,1.0,1295,26.4,58.8,1023.0,45.8,0
2026-09-26T11:01:59.690000+00:00,11377,24,1.9,1295,26.4,58.8,1022.9,45.4,0
2026-09-26T11:02:59.690000+00:00,11377,74,3.3,1295,26.4,59.7,1023.0,45.8,0
2026-09-26T11:03:59.693000+00:00,11377,63,0.6,1295,26.4,59.3,1023.1,45.4,0
2026-09-26T11:04:59.692000+00:00,11377,57,1.6,1295,26.4,59.9,1023.1,45.8,0
2026-09-26T11:05:59.700000+00:00,11377,44,0.9,1295,26.5,60.3,1023.1,46.0,0
2026-09-26T11:06:59.700000+00:00,11377,283,1.3,1295,26.4,59.3,1023.0,45.1,0
2026-09-26T11:07:59.702000+00:00,11377,66,0.9,1295,26.4,60.2,1023.0,45.0,0
2026-09-26T11:08:59.696000+00:00,11377,235,0.6,1295,26.4,59.6,1023.1,45.4,0
2026-09-26T11:10:00.401000+00:00,11377,190,1.2,1295,26.4,59.8,1022.9,45.2,0
2026-09-26T11:10:59.696000+00:00,11377,228,5.1,1295,26.3,59.1,1023.1,46.2,0
2026-09-26T11:11:59.693000+00:00,11377,0,0.0,1295,26.4,58.3,1023.0,45.9,0
2026-09-26T11:12:59.698000+00:00,11377,212,3.4,1295,26.4,57.1,1022.9,45.3,0
2026-09-26T11:13:59.700000+00:00,11377,191,1.1,1295,26.5,57.7,1023.0,44.9,0
2026-09-26T11:14:59.705000+00:00,11377,254,1.1,1295,26.5,58.1,1023.0,44.9,0
2026-09-26T11:15:59.695000+00:00,11377,179,1.5,1295,26.6,58.3,1022.9,45.2,0
2026-09-26T11:16:59.704000+00:00,11377,0,0.0,1295,26.5,58.0,1022.9,44.6,0
2026-09-26T11:17:59.710000+00:00,11377,71,2.2,1295,26.5,57.1,1023.0,44.8,0
2026-09-26T11:18:59.713000+00:00,11377,22,2.7,1295,26.4,56.6,1023.0,44.9,0
2026-09-26T11:19:59.708000+00:00,11377,277,0.9,1295,26.4,57.3,1022.9,44.5,0
2026-09-26T11:20:59.708000+00:00,11377,357,1.7,1295,26.3,57.9,1023.0,44.5,0
2026-09-26T11:21:59.706000+00:00,11377,200,1.2,1295,26.3,56.4,1023.0,44.6,0
2026-09-26T11:22:59.711000+00:00,11377,54,2.2,1295,26.3,56.2,1023.0,44.6,0
2026-09-26T11:23:59.710000+00:00,11377,328,1.6,1295,26.3,56.0,1023.0,44.5,0
2026-09-26T11:24:59.722000+00:00,11377,353,0.6,1295,26.5,56.4,1023.1,44.5,0
2026-09-26T11:25:59.727000+00:00,11377,0,0.0,1295,26.5,56.7,1023.1,44.9,0
2026-09-26T11:26:59.725000+00:00,11377,14,1.0,1295,26.4,57.6,1023.0,44.8,0
2026-09-26T11:27:59.767000+00:00,11377,305,0.9,1295,26.5,57.2,1023.0,44.3,0
2026-09-26T11:28:59.750000+00:00,11377,257,0.5,1295,26.3,58.5,1023.2,44.4,0
2026-09-26T11:29:59.772000+00:00,11377,306,0.3,1295,26.3,59.0,1023.1,44.1,0
2026-09-26T11:30:59.767000+00:00,11377,0,0.0,1295,26.4,58.9,1023.1,43.6,0
2026-09-26T11:31:59.775000+00:00,11377,228,1.7,1295,26.4,58.9,1023.0,44.0,0
2026-09-26T11:32:59.772000+00:00,11377,49,2.0,1295,26.4,58.5,1023.1,44.3,0
2026-09-26T11:33:59.772000+00:00,11377,38,1.5,1295,26.4,57.8,1023.0,43.5,0
2026-09-26T11:34:59.760000+00:00,11377,27,3.3,1295,26.3,58.6,1023.0,43.8,0
2026-09-26T11:35:59.773000+00:00,11377,19,2.0,1295,26.3,58.3,1023.0,43.8,0
2026-09-26T11:36:59.766000+00:00,11377,0,0.0,1295,26.3,58.6,1023.1,42.8,0
2026-09-26T11:37:59.781000+00:00,11377,26,1.4,1295,26.3,59.4,1023.0,43.8,0
2026-09-26T11:38:59.783000+00:00,11377,343,0.5,1295,26.3,59.1,1023.0,43.6,0
2026-09-26T11:39:59.780000+00:00,11377,235,1.3,1295,26.3,59.5,1022.9,44.0,0
2026-09-26T11:40:59.774000+00:00,11377,62,2.2,1295,26.4,59.4,1022.9,43.9,0
2026-09-26T11:41:59.797000+00:00,11377,227,2.2,1295,26.3,58.2,1022.9,43.7,0
2026-09-26T11:42:59.809000+00:00,11377,347,0.7,1295,26.3,58.5,1023.0,43.9,0
2026-09-26T11:43:59.811000+00:00,11377,234,1.3,1295,26.3,58.2,1022.9,44.0,0
2026-09-26T11:44:59.833000+00:00,11377,253,1.1,1295,26.4,58.5,1023.0,43.8,0
2026-09-26T11:45:59.856000+00:00,11377,27,1.7,1295,26.4,57.7,1022.9,43.3,0
2026-09-26T11:46:59.850000+00:00,11377,63,2.8,1295,26.4,57.5,1022.8,44.0,0
2026-09-26T11:47:59.860000+00:00,11377,96,0.7,1295,26.3,57.5,1022.8,43.1,0
2026-09-26T11:48:59.836000+00:00,11377,87,1.1,1295,26.2,58.2,1022.8,43.0,0
2026-09-26T11:49:59.852000+00:00,11377,336,0.9,1295,26.2,58.0,1022.9,43.6,0
2026-09-26T11:50:59.854000+00:00,11377,240,1.3,1295,26.2,57.3,1022.9,43.4,0
2026-09-26T11:51:59.854000+00:00,11377,283,1.0,1295,26.2,57.1,1022.8,43.6,0
2026-09-26T11:52:59.856000+00:00,11377,276,0.6,1295,26.2,56.8,1022.9,43.3,0
2026-09-26T11:53:59.850000+00:00,11377,243,1.3,1295,26.3,56.5,1022.8,43.2,0
2026-09-26T11:54:59.860000+00:00,11377,241,1.4,1295,26.3,57.0,1022.9,43.3,0
2026-09-26T11:55:59.858000+00:00,11377,213,2.5,1295,26.3,56.4,1022.9,42.5,0
2026-09-26T11:56:59.855000+00:00,11377,209,1.5,1295,26.4,56.1,1022.8,42.8,0
2026-09-26T11:57:59.871000+00:00,11377,340,1.0,1295,26.3,56.2,1022.9,42.3,0
2026-09-26T11:58:59.862000+00:00,11377,58,0.9,1295,26.4,56.3,1023.0,42.9,0
2026-09-26T11:59:59.864000+00:00,11377,212,1.1,1295,26.3,57.5,1022.8,43.3,0
2026-09-26T12:00:59.866000+00:00,11377,47,1.4,1295,26.3,57.7,1022.8,42.9,0
2026-09-26T12:01:59.857000+00:00,11377,173,0.7,1295,26.3,56.6,1022.8,42.1,0
2026-09-26T12:02:59.872000+00:00,11377,213,0.5,1295,26.2,56.5,1022.8,42.5,0
2026-09-26T12:03:59.866000+00:00,11377,243,0.6,1295,26.2,56.5,1022.8,42.5,0
2026-09-26T12:04:59.866000+00:00,11377,54,0.3,1295,26.3,56.4,1022.7,42.3,0
2026-09-26T12:05:59.877000+00:00,11377,325,0.5,1295,26.2,57.0,1022.8,42.8,0
2026-09-26T12:06:59.870000+00:00,11377,120,0.9,1295,26.2,57.0,1022.8,41.9,0
2026-09-26T12:07:59.866000+00:00,11377,199,1.2,1295,26.2,57.3,1022.8,42.4,0
2026-09-26T12:08:59.876000+00:00,11377,296,1.5,1295,26.1,57.1,1022.9,42.0,0
2026-09-26T12:09:59.903000+00:00,11377,17,2.8,1295,26.1,56.9,1023.0,41.5,0
2026-09-26T12:10:59.880000+00:00,11377,2,0.7,1295,26.1,57.0,1022.9,41.9,0
2026-09-26T12:11:59.890000+00:00,11377,348,0.8,1295,26.0,57.9,1022.8,42.1,0
2026-09-26T12:12:59.916000+00:00,11377,249,2.1,1295,26.0,57.9,1022.8,42.1,0
2026-09-26T12:13:59.896000+00:00,11377,291,1.7,1295,26.1,57.5,1022.9,41.7,0
2026-09-26T12:14:59.922000+00:00,11377,123,0.5,1295,26.1,56.6,1022.8,42.0,0
2026-09-26T12:15:59.925000+00:00,11377,125,0.4,1295,26.1,56.9,1022.8,41.7,0
2026-09-26T12:16:59.954000+00:00,11377,200,0.6,1295,26.1,56.9,1022.9,41.2,0
2026-09-26T12:17:59.969000+00:00,11377,88,0.6,1295,26.2,56.7,1022.7,41.3,0
2026-09-26T12:18:59.968000+00:00,11377,199,2.0,1295,26.2,56.8,1022.8,40.5,0
2026-09-26T12:19:59.960000+00:00,11377,325,1.2,1295,26.1,56.4,1022.8,41.7,0
2026-09-26T12:20:59.963000+00:00,11377,297,1.6,1295,26.2,56.1,1022.8,41.4,0
2026-09-26T12:21:59.981000+00:00,11377,33,0.9,1295,26.2,55.7,1022.7,41.4,0
2026-09-26T12:22:59.993000+00:00,11377,270,1.5,1295,26.1,56.4,1022.8,41.1,0
2026-09-26T12:23:59.993000+00:00,11377,272,0.9,1295,26.1,55.4,1022.7,41.3,0
2026-09-26T12:25:00.007000+00:00,11377,327,1.7,1295,26.1,55.3,1022.8,41.3,0
2026-09-26T12:26:00.014000+00:00,11377,237,1.4,1295,26.1,54.9,1022.7,41.3,0
2026-09-26T12:27:00.012000+00:00,11377,287,1.3,1295,26.1,55.0,1022.8,41.4,0
2026-09-26T12:28:00.020000+00:00,11377,267,0.4,1295,26.1,54.4,1022.7,41.5,0
2026-09-26T12:29:00.009000+00:00,11377,60,0.7,1295,26.2,54.0,1022.8,40.6,0
2026-09-26T12:30:00.017000+00:00,11377,358,0.9,1295,26.2,53.7,1022.8,41.1,0
2026-09-26T12:31:00.046000+00:00,11377,240,2.3,1295,26.3,53.2,1022.7,40.8,0
2026-09-26T12:32:00.013000+00:00,11377,301,1.2,1295,26.3,53.4,1022.7,40.8,0
2026-09-26T12:33:00.012000+00:00,11377,210,1.4,1295,26.4,53.9,1022.7,40.2,0
2026-09-26T12:34:00.020000+00:00,11377,0,0.0,1295,26.4,54.4,1022.7,40.3,0
2026-09-26T12:35:00.026000+00:00,11377,240,1.7,1295,26.3,54.7,1022.7,40.7,0
2026-09-26T12:36:00.010000+00:00,11377,2,1.9,1295,26.4,54.5,1022.7,40.5,0
2026-09-26T12:37:00.019000+00:00,11377,330,2.0,1295,26.4,53.7,1022.7,39.9,0
2026-09-26T12:38:00.019000+00:00,11377,46,0.9,1295,26.4,54.3,1022.7,40.4,0
2026-09-26T12:39:00.011000+00:00,11377,16,0.8,1295,26.4,54.3,1022.7,40.3,0
2026-09-26T12:40:00.024000+00:00,11377,0,0.0,1295,26.6,53.1,1022.8,40.2,0
2026-09-26T12:41:00.019000+00:00,11377,231,1.2,1295,26.5,53.1,1022.7,40.1,0
2026-09-26T12:42:00.018000+00:00,11377,3,1.7,1295,26.5,53.0,1022.8,40.7,0
2026-09-26T12:43:00.022000+00:00,11377,351,0.5,1295,26.6,52.4,1022.9,40.4,0
2026-09-26T12:44:00.019000+00:00,11377,25,0.7,1295,26.5,50.4,1022.8,40.1,0
2026-09-26T12:45:00.023000+00:00,11377,62,1.9,1295,26.4,44.7,1022.8,39.8,0
2026-09-26T12:46:00.023000+00:00,11377,23,1.8,1295,26.3,42.6,1022.8,0.0,0
2026-09-26T12:47:00.023000+00:00,11377,100,1.5,1295,26.3,41.2,1022.8,40.1,0
2026-09-26T12:48:00.023000+00:00,11377,30,2.0,1295,26.4,42.5,1022.9,40.1,0
2026-09-26T12:49:00.028000+00:00,11377,60,4.1,1295,26.4,41.2,1022.7,39.5,0
2026-09-26T12:50:00.019000+00:00,11377,57,1.0,1295,26.3,41.2,1022.9,39.3,0
2026-09-26T12:51:00.039000+00:00,11377,51,0.7,1295,26.3,41.2,1022.9,39.5,0
2026-09-26T12:52:00.050000+00:00,11377,83,0.9,1295,26.2,41.4,1022.9,39.4,0
2026-09-26T12:53:00.075000+00:00,11377,68,0.5,1295,26.3,40.7,1022.9,38.7,0
2026-09-26T12:54:00.066000+00:00,11377,55,0.5,1295,26.4,41.0,1023.0,39.5,0
2026-09-26T12:55:00.149000+00:00,11377,51,2.0,1295,26.4,41.0,1022.9,39.5,0
