meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1295,11377,1,18,1,7,SOFT,0
1295,11377,1,55,1,20,MEDIUM,0
1295,11377,1,14,1,20,SOFT,0
1295,11377,1,77,1,26,MEDIUM,0
1295,11377,1,23,1,29,SOFT,0
1295,11377,1,10,1,30,MEDIUM,0
1295,11377,1,12,1,30,MEDIUM,2
1295,11377,1,1,1,30,MEDIUM,0
1295,11377,1,43,1,30,MEDIUM,0
1295,11377,1,87,1,30,SOFT,0
1295,11377,1,31,1,30,SOFT,0
1295,11377,1,41,1,30,MEDIUM,0
1295,11377,1,5,1,30,MEDIUM,0
1295,11377,1,11,1,30,MEDIUM,0
1295,11377,2,55,21,30,SOFT,4
1295,11377,1,63,1,31,MEDIUM,2
1295,11377,1,81,1,31,SOFT,0
1295,11377,1,3,1,31,MEDIUM,0
1295,11377,1,6,1,31,SOFT,0
1295,11377,1,16,1,31,SOFT,0
1295,11377,1,44,1,31,SOFT,0
1295,11377,1,30,1,31,SOFT,0
1295,11377,1,27,1,32,MEDIUM,0
1295,11377,2,10,31,35,SOFT,0
1295,11377,2,1,31,35,SOFT,0
1295,11377,2,63,32,36,SOFT,0
1295,11377,2,3,32,36,SOFT,0
1295,11377,2,81,32,36,MEDIUM,0
1295,11377,2,6,32,36,MEDIUM,0
1295,11377,2,16,32,36,MEDIUM,0
1295,11377,2,44,32,36,MEDIUM,0
1295,11377,2,12,31,36,SOFT,0
1295,11377,2,31,31,36,MEDIUM,0
1295,11377,2,87,31,36,MEDIUM,0
1295,11377,2,41,31,36,SOFT,0
1295,11377,2,27,33,36,SOFT,0
1295,11377,3,55,31,36,SOFT,0
1295,11377,2,5,31,36,SOFT,0
1295,11377,2,11,31,36,SOFT,0
1295,11377,2,30,32,36,MEDIUM,0
1295,11377,2,77,27,36,SOFT,0
1295,11377,2,43,31,36,SOFT,0
1295,11377,3,77,37,49,SOFT,10
1295,11377,3,63,37,51,SOFT,0
1295,11377,3,3,37,51,SOFT,5
1295,11377,3,6,37,51,MEDIUM,5
1295,11377,3,16,37,51,MEDIUM,5
1295,11377,3,12,37,51,SOFT,6
1295,11377,3,44,37,51,MEDIUM,5
1295,11377,3,41,37,51,SOFT,6
1295,11377,3,31,37,51,MEDIUM,0
1295,11377,3,87,37,51,MEDIUM,6
1295,11377,4,55,37,51,SOFT,0
1295,11377,3,27,37,51,SOFT,4
1295,11377,3,30,37,51,SOFT,0
1295,11377,3,5,37,51,SOFT,6
1295,11377,3,81,37,51,MEDIUM,0
1295,11377,3,11,37,51,SOFT,6
