source_id,source_name,source_type,source_path_or_uri,source_timestamp_utc,source_sha256,source_role,gate_allowed,notes
forecast_source,/home/runner/work/f1-data-publisher/f1-data-publisher/latest/forecasts/2026_1289_united_kingdom_silverstone_silverstone/race_result/experimental_challenger/forecast_rows.csv,csv,/home/runner/work/f1-data-publisher/f1-data-publisher/latest/forecasts/2026_1289_united_kingdom_silverstone_silverstone/race_result/experimental_challenger/forecast_rows.csv,2026-07-05T18:58:56Z,f3fa2ef54016357f4893bf8746ac049de4617ec0a1d0d8f44866463f6e6d70bf,forecast_source,True,Actual forecast source copied into immutable bundle.
