date,session_key,position,driver_number,meeting_key
2026-09-24T12:10:14.409000+00:00,11371,19,18,1295
2026-09-24T12:10:14.409000+00:00,11371,18,77,1295
2026-09-24T12:10:39.259000+00:00,11371,9,10,1295
2026-09-24T12:10:39.259000+00:00,11371,7,30,1295
2026-09-24T12:10:39.259000+00:00,11371,10,43,1295
2026-09-24T12:10:39.259000+00:00,11371,8,44,1295
2026-09-24T12:10:42.756000+00:00,11371,16,5,1295
2026-09-24T12:10:42.756000+00:00,11371,10,10,1295
2026-09-24T12:10:42.756000+00:00,11371,9,11,1295
2026-09-24T12:10:42.756000+00:00,11371,13,23,1295
2026-09-24T12:10:42.756000+00:00,11371,14,27,1295
2026-09-24T12:10:42.756000+00:00,11371,12,31,1295
2026-09-24T12:10:42.756000+00:00,11371,11,43,1295
2026-09-24T12:10:42.756000+00:00,11371,15,87,1295
2026-09-24T12:11:10.864000+00:00,11371,22,12,1295
2026-09-24T12:11:10.864000+00:00,11371,21,41,1295
2026-09-24T12:11:20.285000+00:00,11371,9,5,1295
2026-09-24T12:11:20.285000+00:00,11371,11,10,1295
2026-09-24T12:11:20.285000+00:00,11371,10,11,1295
2026-09-24T12:11:20.285000+00:00,11371,14,23,1295
2026-09-24T12:11:20.285000+00:00,11371,15,27,1295
2026-09-24T12:11:20.285000+00:00,11371,13,31,1295
2026-09-24T12:11:20.285000+00:00,11371,12,43,1295
2026-09-24T12:11:20.285000+00:00,11371,16,87,1295
2026-09-24T12:12:16.414000+00:00,11371,10,5,1295
2026-09-24T12:12:16.414000+00:00,11371,7,6,1295
2026-09-24T12:12:16.414000+00:00,11371,6,10,1295
2026-09-24T12:12:16.414000+00:00,11371,11,11,1295
2026-09-24T12:12:16.414000+00:00,11371,8,30,1295
2026-09-24T12:12:16.414000+00:00,11371,9,44,1295
2026-09-24T12:12:21.053000+00:00,11371,3,1,1295
2026-09-24T12:12:21.053000+00:00,11371,2,3,1295
2026-09-24T12:12:21.053000+00:00,11371,4,16,1295
2026-09-24T12:12:21.053000+00:00,11371,1,63,1295
2026-09-24T12:12:28.317000+00:00,11371,4,6,1295
2026-09-24T12:12:28.317000+00:00,11371,7,10,1295
2026-09-24T12:12:28.317000+00:00,11371,5,16,1295
2026-09-24T12:12:28.317000+00:00,11371,6,81,1295
2026-09-24T12:12:56.341000+00:00,11371,15,23,1295
2026-09-24T12:12:56.341000+00:00,11371,16,27,1295
2026-09-24T12:12:56.341000+00:00,11371,14,31,1295
2026-09-24T12:12:56.341000+00:00,11371,13,43,1295
2026-09-24T12:12:56.341000+00:00,11371,12,87,1295
2026-09-24T12:13:13.642000+00:00,11371,12,11,1295
2026-09-24T12:13:13.642000+00:00,11371,11,43,1295
2026-09-24T12:13:13.642000+00:00,11371,13,87,1295
2026-09-24T12:13:22.911000+00:00,11371,13,23,1295
2026-09-24T12:13:22.911000+00:00,11371,15,31,1295
2026-09-24T12:13:22.911000+00:00,11371,14,87,1295
2026-09-24T12:13:26.430000+00:00,11371,1,3,1295
2026-09-24T12:13:26.430000+00:00,11371,2,63,1295
2026-09-24T12:13:42.838000+00:00,11371,18,18,1295
2026-09-24T12:13:42.838000+00:00,11371,19,77,1295
2026-09-24T12:13:57.592000+00:00,11371,18,14,1295
2026-09-24T12:13:57.592000+00:00,11371,19,18,1295
2026-09-24T12:13:57.592000+00:00,11371,17,55,1295
2026-09-24T12:13:57.592000+00:00,11371,20,77,1295
2026-09-24T12:14:25.515000+00:00,11371,20,18,1295
2026-09-24T12:14:25.515000+00:00,11371,19,77,1295
2026-09-24T12:15:07.292000+00:00,11371,11,5,1295
2026-09-24T12:15:07.292000+00:00,11371,13,11,1295
2026-09-24T12:15:07.292000+00:00,11371,19,14,1295
2026-09-24T12:15:07.292000+00:00,11371,21,18,1295
2026-09-24T12:15:07.292000+00:00,11371,14,23,1295
2026-09-24T12:15:07.292000+00:00,11371,17,27,1295
2026-09-24T12:15:07.292000+00:00,11371,16,31,1295
2026-09-24T12:15:07.292000+00:00,11371,9,41,1295
2026-09-24T12:15:07.292000+00:00,11371,12,43,1295
2026-09-24T12:15:07.292000+00:00,11371,10,44,1295
2026-09-24T12:15:07.292000+00:00,11371,18,55,1295
2026-09-24T12:15:07.292000+00:00,11371,20,77,1295
2026-09-24T12:15:07.292000+00:00,11371,15,87,1295
2026-09-24T12:16:14.682000+00:00,11371,5,6,1295
2026-09-24T12:16:14.682000+00:00,11371,8,10,1295
2026-09-24T12:16:14.682000+00:00,11371,6,16,1295
2026-09-24T12:16:14.682000+00:00,11371,9,30,1295
2026-09-24T12:16:14.682000+00:00,11371,10,41,1295
2026-09-24T12:16:14.682000+00:00,11371,4,44,1295
2026-09-24T12:16:14.682000+00:00,11371,7,81,1295
2026-09-24T12:16:54.805000+00:00,11371,15,23,1295
2026-09-24T12:16:54.805000+00:00,11371,14,31,1295
2026-09-24T12:16:54.805000+00:00,11371,16,87,1295
2026-09-24T12:17:06.436000+00:00,11371,14,11,1295
2026-09-24T12:17:06.436000+00:00,11371,16,23,1295
2026-09-24T12:17:06.436000+00:00,11371,15,31,1295
2026-09-24T12:17:06.436000+00:00,11371,13,87,1295
2026-09-24T12:17:54.665000+00:00,11371,17,23,1295
2026-09-24T12:17:54.665000+00:00,11371,18,27,1295
2026-09-24T12:17:54.665000+00:00,11371,16,55,1295
2026-09-24T12:33:26.756000+00:00,11371,12,5,1295
2026-09-24T12:33:26.756000+00:00,11371,9,10,1295
2026-09-24T12:33:26.756000+00:00,11371,15,11,1295
2026-09-24T12:33:26.756000+00:00,11371,10,30,1295
2026-09-24T12:33:26.756000+00:00,11371,7,31,1295
2026-09-24T12:33:26.756000+00:00,11371,11,41,1295
2026-09-24T12:33:26.756000+00:00,11371,13,43,1295
2026-09-24T12:33:26.756000+00:00,11371,8,81,1295
2026-09-24T12:33:26.756000+00:00,11371,14,87,1295
2026-09-24T12:33:31.692000+00:00,11371,13,5,1295
2026-09-24T12:33:31.692000+00:00,11371,16,11,1295
