date,session_key,meeting_key,position,driver_number
2026-09-11T11:15:04.392000+00:00,11362,1294,1,1
2026-09-11T11:15:04.392000+00:00,11362,1294,2,3
2026-09-11T11:15:04.392000+00:00,11362,1294,3,5
2026-09-11T11:15:04.392000+00:00,11362,1294,4,10
2026-09-11T11:15:04.392000+00:00,11362,1294,5,11
2026-09-11T11:15:04.392000+00:00,11362,1294,6,12
2026-09-11T11:15:04.392000+00:00,11362,1294,7,14
2026-09-11T11:15:04.392000+00:00,11362,1294,8,16
2026-09-11T11:15:04.392000+00:00,11362,1294,9,18
2026-09-11T11:15:04.392000+00:00,11362,1294,10,22
2026-09-11T11:15:04.392000+00:00,11362,1294,11,23
2026-09-11T11:15:04.392000+00:00,11362,1294,12,27
2026-09-11T11:15:04.392000+00:00,11362,1294,13,30
2026-09-11T11:15:04.392000+00:00,11362,1294,14,31
2026-09-11T11:15:04.392000+00:00,11362,1294,15,41
2026-09-11T11:15:04.392000+00:00,11362,1294,16,43
2026-09-11T11:15:04.392000+00:00,11362,1294,17,44
2026-09-11T11:15:04.392000+00:00,11362,1294,18,55
2026-09-11T11:15:04.392000+00:00,11362,1294,19,63
2026-09-11T11:15:04.392000+00:00,11362,1294,20,77
2026-09-11T11:15:04.392000+00:00,11362,1294,21,81
2026-09-11T11:15:04.392000+00:00,11362,1294,22,87
2026-09-11T11:30:03.638000+00:00,11362,1294,2,1
2026-09-11T11:30:03.638000+00:00,11362,1294,3,3
2026-09-11T11:30:03.638000+00:00,11362,1294,4,5
2026-09-11T11:30:03.638000+00:00,11362,1294,5,10
2026-09-11T11:30:03.638000+00:00,11362,1294,6,11
2026-09-11T11:30:03.638000+00:00,11362,1294,7,12
2026-09-11T11:30:03.638000+00:00,11362,1294,8,14
2026-09-11T11:30:03.638000+00:00,11362,1294,9,16
2026-09-11T11:30:03.638000+00:00,11362,1294,10,18
2026-09-11T11:30:03.638000+00:00,11362,1294,11,22
2026-09-11T11:30:03.638000+00:00,11362,1294,12,23
2026-09-11T11:30:03.638000+00:00,11362,1294,13,27
2026-09-11T11:30:03.638000+00:00,11362,1294,14,30
2026-09-11T11:30:03.638000+00:00,11362,1294,1,31
2026-09-11T11:30:07.106000+00:00,11362,1294,3,1
2026-09-11T11:30:07.106000+00:00,11362,1294,4,3
2026-09-11T11:30:07.106000+00:00,11362,1294,5,5
2026-09-11T11:30:07.106000+00:00,11362,1294,6,10
2026-09-11T11:30:07.106000+00:00,11362,1294,7,11
2026-09-11T11:30:07.106000+00:00,11362,1294,8,12
2026-09-11T11:30:07.106000+00:00,11362,1294,9,14
2026-09-11T11:30:07.106000+00:00,11362,1294,10,16
2026-09-11T11:30:07.106000+00:00,11362,1294,11,18
2026-09-11T11:30:07.106000+00:00,11362,1294,12,22
2026-09-11T11:30:07.106000+00:00,11362,1294,13,23
2026-09-11T11:30:07.106000+00:00,11362,1294,14,27
2026-09-11T11:30:07.106000+00:00,11362,1294,15,30
2026-09-11T11:30:07.106000+00:00,11362,1294,16,41
2026-09-11T11:30:07.106000+00:00,11362,1294,17,43
2026-09-11T11:30:07.106000+00:00,11362,1294,18,44
2026-09-11T11:30:07.106000+00:00,11362,1294,19,55
2026-09-11T11:30:07.106000+00:00,11362,1294,20,63
2026-09-11T11:30:07.106000+00:00,11362,1294,21,77
2026-09-11T11:30:07.106000+00:00,11362,1294,22,81
2026-09-11T11:30:07.106000+00:00,11362,1294,2,87
2026-09-11T11:30:09.403000+00:00,11362,1294,4,1
2026-09-11T11:30:09.403000+00:00,11362,1294,5,3
2026-09-11T11:30:09.403000+00:00,11362,1294,6,5
2026-09-11T11:30:09.403000+00:00,11362,1294,7,10
2026-09-11T11:30:09.403000+00:00,11362,1294,8,11
2026-09-11T11:30:09.403000+00:00,11362,1294,9,12
2026-09-11T11:30:09.403000+00:00,11362,1294,10,14
2026-09-11T11:30:09.403000+00:00,11362,1294,11,16
2026-09-11T11:30:09.403000+00:00,11362,1294,12,18
2026-09-11T11:30:09.403000+00:00,11362,1294,13,22
2026-09-11T11:30:09.403000+00:00,11362,1294,14,23
2026-09-11T11:30:09.403000+00:00,11362,1294,15,27
2026-09-11T11:30:09.403000+00:00,11362,1294,16,30
2026-09-11T11:30:09.403000+00:00,11362,1294,17,41
2026-09-11T11:30:09.403000+00:00,11362,1294,18,43
2026-09-11T11:30:09.403000+00:00,11362,1294,19,44
2026-09-11T11:30:09.403000+00:00,11362,1294,20,55
2026-09-11T11:30:09.403000+00:00,11362,1294,3,63
2026-09-11T11:30:13.467000+00:00,11362,1294,5,1
2026-09-11T11:30:13.467000+00:00,11362,1294,6,3
2026-09-11T11:30:13.467000+00:00,11362,1294,7,5
2026-09-11T11:30:13.467000+00:00,11362,1294,8,10
2026-09-11T11:30:13.467000+00:00,11362,1294,9,11
2026-09-11T11:30:13.467000+00:00,11362,1294,10,12
2026-09-11T11:30:13.467000+00:00,11362,1294,11,14
2026-09-11T11:30:13.467000+00:00,11362,1294,12,16
2026-09-11T11:30:13.467000+00:00,11362,1294,13,18
2026-09-11T11:30:13.467000+00:00,11362,1294,14,22
2026-09-11T11:30:13.467000+00:00,11362,1294,15,23
2026-09-11T11:30:13.467000+00:00,11362,1294,16,27
2026-09-11T11:30:13.467000+00:00,11362,1294,17,30
2026-09-11T11:30:13.467000+00:00,11362,1294,18,41
2026-09-11T11:30:13.467000+00:00,11362,1294,19,43
2026-09-11T11:30:13.467000+00:00,11362,1294,20,44
2026-09-11T11:30:13.467000+00:00,11362,1294,4,55
2026-09-11T11:30:21.567000+00:00,11362,1294,6,1
2026-09-11T11:30:21.567000+00:00,11362,1294,7,3
2026-09-11T11:30:21.567000+00:00,11362,1294,8,5
2026-09-11T11:30:21.567000+00:00,11362,1294,9,10
2026-09-11T11:30:21.567000+00:00,11362,1294,10,11
2026-09-11T11:30:21.567000+00:00,11362,1294,11,12
2026-09-11T11:30:21.567000+00:00,11362,1294,5,14
2026-09-11T11:30:26.321000+00:00,11362,1294,7,1
2026-09-11T11:30:26.321000+00:00,11362,1294,8,3
2026-09-11T11:30:26.321000+00:00,11362,1294,9,5
2026-09-11T11:30:26.321000+00:00,11362,1294,10,10
2026-09-11T11:30:26.321000+00:00,11362,1294,11,11
2026-09-11T11:30:26.321000+00:00,11362,1294,12,12
2026-09-11T11:30:26.321000+00:00,11362,1294,13,16
2026-09-11T11:30:26.321000+00:00,11362,1294,14,18
2026-09-11T11:30:26.321000+00:00,11362,1294,6,22
2026-09-11T11:30:29.193000+00:00,11362,1294,8,1
2026-09-11T11:30:29.193000+00:00,11362,1294,9,3
2026-09-11T11:30:29.193000+00:00,11362,1294,10,5
2026-09-11T11:30:29.193000+00:00,11362,1294,11,10
2026-09-11T11:30:29.193000+00:00,11362,1294,12,11
2026-09-11T11:30:29.193000+00:00,11362,1294,13,12
2026-09-11T11:30:29.193000+00:00,11362,1294,14,16
2026-09-11T11:30:29.193000+00:00,11362,1294,7,18
2026-09-11T11:30:35.704000+00:00,11362,1294,9,1
2026-09-11T11:30:35.704000+00:00,11362,1294,10,3
2026-09-11T11:30:35.704000+00:00,11362,1294,11,5
2026-09-11T11:30:35.704000+00:00,11362,1294,12,10
2026-09-11T11:30:35.704000+00:00,11362,1294,13,11
2026-09-11T11:30:35.704000+00:00,11362,1294,14,12
2026-09-11T11:30:35.704000+00:00,11362,1294,15,16
2026-09-11T11:30:35.704000+00:00,11362,1294,8,23
2026-09-11T11:30:37.748000+00:00,11362,1294,10,1
2026-09-11T11:30:37.748000+00:00,11362,1294,11,3
2026-09-11T11:30:37.748000+00:00,11362,1294,12,5
2026-09-11T11:30:37.748000+00:00,11362,1294,13,10
2026-09-11T11:30:37.748000+00:00,11362,1294,14,11
2026-09-11T11:30:37.748000+00:00,11362,1294,15,12
2026-09-11T11:30:37.748000+00:00,11362,1294,16,16
2026-09-11T11:30:37.748000+00:00,11362,1294,17,27
2026-09-11T11:30:37.748000+00:00,11362,1294,18,30
2026-09-11T11:30:37.748000+00:00,11362,1294,19,41
2026-09-11T11:30:37.748000+00:00,11362,1294,20,43
2026-09-11T11:30:37.748000+00:00,11362,1294,21,44
2026-09-11T11:30:37.748000+00:00,11362,1294,9,77
2026-09-11T11:30:40.343000+00:00,11362,1294,11,1
2026-09-11T11:30:40.343000+00:00,11362,1294,12,3
2026-09-11T11:30:40.343000+00:00,11362,1294,13,5
2026-09-11T11:30:40.343000+00:00,11362,1294,14,10
2026-09-11T11:30:40.343000+00:00,11362,1294,10,11
2026-09-11T11:30:46.677000+00:00,11362,1294,12,1
2026-09-11T11:30:46.677000+00:00,11362,1294,13,3
2026-09-11T11:30:46.677000+00:00,11362,1294,14,5
2026-09-11T11:30:46.677000+00:00,11362,1294,15,10
2026-09-11T11:30:46.677000+00:00,11362,1294,16,12
2026-09-11T11:30:46.677000+00:00,11362,1294,17,16
2026-09-11T11:30:46.677000+00:00,11362,1294,18,27
2026-09-11T11:30:46.677000+00:00,11362,1294,19,30
2026-09-11T11:30:46.677000+00:00,11362,1294,20,41
2026-09-11T11:30:46.677000+00:00,11362,1294,21,43
2026-09-11T11:30:46.677000+00:00,11362,1294,11,44
2026-09-11T11:30:51.191000+00:00,11362,1294,13,1
2026-09-11T11:30:51.191000+00:00,11362,1294,14,3
2026-09-11T11:30:51.191000+00:00,11362,1294,15,5
2026-09-11T11:30:51.191000+00:00,11362,1294,16,10
2026-09-11T11:30:51.191000+00:00,11362,1294,17,12
2026-09-11T11:30:51.191000+00:00,11362,1294,12,16
2026-09-11T11:30:54.231000+00:00,11362,1294,14,1
2026-09-11T11:30:54.231000+00:00,11362,1294,15,3
2026-09-11T11:30:54.231000+00:00,11362,1294,16,5
2026-09-11T11:30:54.231000+00:00,11362,1294,17,10
2026-09-11T11:30:54.231000+00:00,11362,1294,13,12
2026-09-11T11:30:57.523000+00:00,11362,1294,15,1
2026-09-11T11:30:57.523000+00:00,11362,1294,16,3
2026-09-11T11:30:57.523000+00:00,11362,1294,17,5
2026-09-11T11:30:57.523000+00:00,11362,1294,18,10
2026-09-11T11:30:57.523000+00:00,11362,1294,19,27
2026-09-11T11:30:57.523000+00:00,11362,1294,20,30
2026-09-11T11:30:57.523000+00:00,11362,1294,21,41
2026-09-11T11:30:57.523000+00:00,11362,1294,22,43
2026-09-11T11:30:57.523000+00:00,11362,1294,14,81
2026-09-11T11:31:01.518000+00:00,11362,1294,16,1
2026-09-11T11:31:01.518000+00:00,11362,1294,17,3
2026-09-11T11:31:01.518000+00:00,11362,1294,18,5
2026-09-11T11:31:01.518000+00:00,11362,1294,19,10
2026-09-11T11:31:01.518000+00:00,11362,1294,20,27
2026-09-11T11:31:01.518000+00:00,11362,1294,15,30
2026-09-11T11:31:03.581000+00:00,11362,1294,17,1
2026-09-11T11:31:03.581000+00:00,11362,1294,18,3
2026-09-11T11:31:03.581000+00:00,11362,1294,16,5
2026-09-11T11:31:08.876000+00:00,11362,1294,18,1
2026-09-11T11:31:08.876000+00:00,11362,1294,19,3
2026-09-11T11:31:08.876000+00:00,11362,1294,17,10
2026-09-11T11:31:20.132000+00:00,11362,1294,19,1
2026-09-11T11:31:20.132000+00:00,11362,1294,18,3
2026-09-11T11:31:26.314000+00:00,11362,1294,20,1
2026-09-11T11:31:26.314000+00:00,11362,1294,21,27
2026-09-11T11:31:26.314000+00:00,11362,1294,19,41
2026-09-11T11:33:46.105000+00:00,11362,1294,2,31
2026-09-11T11:33:46.105000+00:00,11362,1294,1,87
2026-09-11T11:33:53.637000+00:00,11362,1294,22,27
2026-09-11T11:33:53.637000+00:00,11362,1294,21,43
2026-09-11T11:33:56.830000+00:00,11362,1294,1,14
2026-09-11T11:33:56.830000+00:00,11362,1294,3,31
2026-09-11T11:33:56.830000+00:00,11362,1294,5,55
2026-09-11T11:33:56.830000+00:00,11362,1294,4,63
2026-09-11T11:33:56.830000+00:00,11362,1294,2,87
2026-09-11T11:34:03.335000+00:00,11362,1294,4,31
2026-09-11T11:34:03.335000+00:00,11362,1294,3,55
2026-09-11T11:34:03.335000+00:00,11362,1294,5,63
2026-09-11T11:34:08.583000+00:00,11362,1294,2,14
2026-09-11T11:34:08.583000+00:00,11362,1294,1,22
2026-09-11T11:34:08.583000+00:00,11362,1294,5,31
2026-09-11T11:34:08.583000+00:00,11362,1294,4,55
2026-09-11T11:34:08.583000+00:00,11362,1294,6,63
2026-09-11T11:34:08.583000+00:00,11362,1294,3,87
2026-09-11T11:34:20.147000+00:00,11362,1294,8,18
2026-09-11T11:34:20.147000+00:00,11362,1294,9,23
2026-09-11T11:34:20.147000+00:00,11362,1294,7,77
2026-09-11T11:34:27.918000+00:00,11362,1294,11,11
2026-09-11T11:34:27.918000+00:00,11362,1294,3,14
2026-09-11T11:34:27.918000+00:00,11362,1294,9,18
2026-09-11T11:34:27.918000+00:00,11362,1294,2,22
2026-09-11T11:34:27.918000+00:00,11362,1294,10,23
2026-09-11T11:34:27.918000+00:00,11362,1294,6,31
2026-09-11T11:34:27.918000+00:00,11362,1294,1,44
2026-09-11T11:34:27.918000+00:00,11362,1294,5,55
2026-09-11T11:34:27.918000+00:00,11362,1294,7,63
2026-09-11T11:34:27.918000+00:00,11362,1294,8,77
2026-09-11T11:34:27.918000+00:00,11362,1294,4,87
2026-09-11T11:34:39.280000+00:00,11362,1294,12,11
2026-09-11T11:34:39.280000+00:00,11362,1294,4,14
2026-09-11T11:34:39.280000+00:00,11362,1294,2,16
2026-09-11T11:34:39.280000+00:00,11362,1294,10,18
2026-09-11T11:34:39.280000+00:00,11362,1294,3,22
2026-09-11T11:34:39.280000+00:00,11362,1294,11,23
2026-09-11T11:34:39.280000+00:00,11362,1294,7,31
2026-09-11T11:34:39.280000+00:00,11362,1294,6,55
2026-09-11T11:34:39.280000+00:00,11362,1294,8,63
2026-09-11T11:34:39.280000+00:00,11362,1294,9,77
2026-09-11T11:34:39.280000+00:00,11362,1294,5,87
2026-09-11T11:34:50.258000+00:00,11362,1294,13,11
2026-09-11T11:34:50.258000+00:00,11362,1294,14,12
2026-09-11T11:34:50.258000+00:00,11362,1294,5,14
2026-09-11T11:34:50.258000+00:00,11362,1294,3,16
2026-09-11T11:34:50.258000+00:00,11362,1294,11,18
2026-09-11T11:34:50.258000+00:00,11362,1294,4,22
2026-09-11T11:34:50.258000+00:00,11362,1294,12,23
2026-09-11T11:34:50.258000+00:00,11362,1294,8,31
2026-09-11T11:34:50.258000+00:00,11362,1294,7,55
2026-09-11T11:34:50.258000+00:00,11362,1294,9,63
2026-09-11T11:34:50.258000+00:00,11362,1294,10,77
2026-09-11T11:34:50.258000+00:00,11362,1294,2,81
2026-09-11T11:34:50.258000+00:00,11362,1294,6,87
2026-09-11T11:34:55.024000+00:00,11362,1294,14,11
2026-09-11T11:34:55.024000+00:00,11362,1294,15,12
2026-09-11T11:34:55.024000+00:00,11362,1294,6,14
2026-09-11T11:34:55.024000+00:00,11362,1294,4,16
2026-09-11T11:34:55.024000+00:00,11362,1294,12,18
2026-09-11T11:34:55.024000+00:00,11362,1294,5,22
2026-09-11T11:34:55.024000+00:00,11362,1294,13,23
2026-09-11T11:34:55.024000+00:00,11362,1294,2,30
2026-09-11T11:34:55.024000+00:00,11362,1294,9,31
2026-09-11T11:34:55.024000+00:00,11362,1294,8,55
2026-09-11T11:34:55.024000+00:00,11362,1294,10,63
2026-09-11T11:34:55.024000+00:00,11362,1294,11,77
2026-09-11T11:34:55.024000+00:00,11362,1294,3,81
2026-09-11T11:34:55.024000+00:00,11362,1294,7,87
2026-09-11T11:34:58.602000+00:00,11362,1294,4,5
2026-09-11T11:34:58.602000+00:00,11362,1294,15,11
2026-09-11T11:34:58.602000+00:00,11362,1294,16,12
2026-09-11T11:34:58.602000+00:00,11362,1294,7,14
2026-09-11T11:34:58.602000+00:00,11362,1294,5,16
2026-09-11T11:34:58.602000+00:00,11362,1294,13,18
2026-09-11T11:34:58.602000+00:00,11362,1294,6,22
2026-09-11T11:34:58.602000+00:00,11362,1294,14,23
2026-09-11T11:34:58.602000+00:00,11362,1294,10,31
2026-09-11T11:34:58.602000+00:00,11362,1294,9,55
2026-09-11T11:34:58.602000+00:00,11362,1294,11,63
2026-09-11T11:34:58.602000+00:00,11362,1294,12,77
2026-09-11T11:34:58.602000+00:00,11362,1294,8,87
2026-09-11T11:35:01.196000+00:00,11362,1294,16,11
2026-09-11T11:35:01.196000+00:00,11362,1294,15,12
2026-09-11T11:35:03.118000+00:00,11362,1294,1,3
2026-09-11T11:35:03.118000+00:00,11362,1294,5,5
2026-09-11T11:35:03.118000+00:00,11362,1294,18,10
2026-09-11T11:35:03.118000+00:00,11362,1294,17,11
2026-09-11T11:35:03.118000+00:00,11362,1294,16,12
2026-09-11T11:35:03.118000+00:00,11362,1294,8,14
2026-09-11T11:35:03.118000+00:00,11362,1294,6,16
2026-09-11T11:35:03.118000+00:00,11362,1294,14,18
2026-09-11T11:35:03.118000+00:00,11362,1294,7,22
2026-09-11T11:35:03.118000+00:00,11362,1294,15,23
2026-09-11T11:35:03.118000+00:00,11362,1294,3,30
2026-09-11T11:35:03.118000+00:00,11362,1294,11,31
2026-09-11T11:35:03.118000+00:00,11362,1294,2,44
2026-09-11T11:35:03.118000+00:00,11362,1294,10,55
2026-09-11T11:35:03.118000+00:00,11362,1294,12,63
2026-09-11T11:35:03.118000+00:00,11362,1294,13,77
2026-09-11T11:35:03.118000+00:00,11362,1294,4,81
2026-09-11T11:35:03.118000+00:00,11362,1294,9,87
2026-09-11T11:35:09.337000+00:00,11362,1294,3,1
2026-09-11T11:35:09.337000+00:00,11362,1294,6,5
2026-09-11T11:35:09.337000+00:00,11362,1294,19,10
2026-09-11T11:35:09.337000+00:00,11362,1294,18,11
2026-09-11T11:35:09.337000+00:00,11362,1294,17,12
