date,session_key,meeting_key,pit_duration,stop_duration,lane_duration,driver_number,lap_number,source_closure_retrieved_utc
2026-03-15T07:06:25.125000+00:00,11245,1280,23.062,2.7,23.062,6,1,2026-08-23T07:44:00.170528Z
2026-03-15T07:19:30.772000+00:00,11245,1280,22.721,2.5,22.721,30,9,2026-08-23T07:44:00.170528Z
2026-03-15T07:19:31.880000+00:00,11245,1280,23.678,3.4,23.678,3,9,2026-08-23T07:44:00.170528Z
2026-03-15T07:19:34.317000+00:00,11245,1280,23.106,3.1,23.106,55,9,2026-08-23T07:44:00.170528Z
2026-03-15T07:20:48.777000+00:00,11245,1280,23.005,2.9,23.005,12,10,2026-08-23T07:44:00.170528Z
2026-03-15T07:20:56.454000+00:00,11245,1280,23.39,3.2,23.39,63,10,2026-08-23T07:44:00.170528Z
2026-03-15T07:20:56.799000+00:00,11245,1280,22.433,2.4,22.433,44,10,2026-08-23T07:44:00.170528Z
2026-03-15T07:21:02.954000+00:00,11245,1280,25.633,3.5,25.633,16,10,2026-08-23T07:44:00.170528Z
2026-03-15T07:21:06.329000+00:00,11245,1280,23.539,2.8,23.539,10,10,2026-08-23T07:44:00.170528Z
2026-03-15T07:21:23.314000+00:00,11245,1280,22.967,,22.967,87,10,2026-08-23T07:44:00.170528Z
2026-03-15T07:21:49.224000+00:00,11245,1280,27.795,7.4,27.795,77,10,2026-08-23T07:44:00.170528Z
2026-03-15T07:22:06.849000+00:00,11245,1280,25.748,5.7,25.748,6,10,2026-08-23T07:44:00.170528Z
2026-03-15T07:24:08.630000+00:00,11245,1280,26.213,5.5,26.213,11,11,2026-08-23T07:44:00.170528Z
2026-03-15T07:55:08.164000+00:00,11245,1280,25.997,5.7,25.997,31,29,2026-08-23T07:44:00.170528Z
2026-03-15T07:58:53.861000+00:00,11245,1280,23.291,2.8,23.291,14,31,2026-08-23T07:44:00.170528Z
2026-03-15T07:59:58.613000+00:00,11245,1280,23.195,2.6,23.195,43,32,2026-08-23T07:44:00.170528Z
2026-03-15T08:05:10.947000+00:00,11245,1280,37.358,16.1,37.358,27,35,2026-08-23T07:44:00.170528Z
2026-03-15T08:16:43.743000+00:00,11245,1280,23.29,2.9,23.29,41,42,2026-08-23T07:44:00.170528Z
2026-03-15T08:23:53.817000+00:00,11245,1280,47.067,26.9,47.067,31,46,2026-08-23T07:44:00.170528Z
2026-05-01T20:31:14.831000+00:00,11271,1284,,,,77,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:31:21.180000+00:00,11271,1284,,,,31,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:31:23.920000+00:00,11271,1284,,,,87,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:31:26.390000+00:00,11271,1284,,,,18,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:31:28.608000+00:00,11271,1284,,,,10,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:31:32.695000+00:00,11271,1284,,,,14,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:31:37.115000+00:00,11271,1284,,,,41,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:31:45.194000+00:00,11271,1284,,,,43,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:32:07.669000+00:00,11271,1284,,,,1,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:32:14.224000+00:00,11271,1284,,,,81,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:32:17.885000+00:00,11271,1284,,,,16,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:32:23.410000+00:00,11271,1284,,,,44,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:32:38.027000+00:00,11271,1284,,,,11,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:32:40.107000+00:00,11271,1284,,,,63,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:32:49.217000+00:00,11271,1284,,,,12,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:32:55.069000+00:00,11271,1284,,,,30,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:33:03.230000+00:00,11271,1284,,,,3,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:33:08.016000+00:00,11271,1284,,,,6,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:33:23.580000+00:00,11271,1284,,,,27,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:33:29.419000+00:00,11271,1284,,,,55,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:33:36.401000+00:00,11271,1284,,,,23,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:33:43.138000+00:00,11271,1284,,,,5,1,2026-08-23T07:47:12.165033Z
2026-05-01T20:38:20.202000+00:00,11271,1284,90.3,,90.3,30,3,2026-08-23T07:47:12.165033Z
2026-05-01T20:38:27.726000+00:00,11271,1284,69.0,,69.0,41,4,2026-08-23T07:47:12.165033Z
2026-05-01T20:38:34.247000+00:00,11271,1284,102.7,,102.7,31,4,2026-08-23T07:47:12.165033Z
2026-05-01T20:38:36.338000+00:00,11271,1284,89.7,,89.7,87,4,2026-08-23T07:47:12.165033Z
2026-05-01T20:38:45.299000+00:00,11271,1284,24.4,,24.4,63,4,2026-08-23T07:47:12.165033Z
2026-05-01T20:38:58.027000+00:00,11271,1284,33.5,,33.5,12,4,2026-08-23T07:47:12.165033Z
2026-05-01T20:39:06.581000+00:00,11271,1284,152.2,,152.2,77,4,2026-08-23T07:47:12.165033Z
2026-05-01T20:49:03.605000+00:00,11271,1284,357.5,,357.5,12,6,2026-08-23T07:47:12.165033Z
2026-05-01T20:49:08.221000+00:00,11271,1284,296.9,,296.9,63,7,2026-08-23T07:47:12.165033Z
2026-05-01T20:49:18.706000+00:00,11271,1284,303.6,,303.6,27,7,2026-08-23T07:47:12.165033Z
2026-05-01T20:49:25.523000+00:00,11271,1284,265.2,,265.2,5,7,2026-08-23T07:47:12.165033Z
2026-05-01T20:49:29.309000+00:00,11271,1284,264.4,,264.4,23,7,2026-08-23T07:47:12.165033Z
2026-05-01T20:49:34.381000+00:00,11271,1284,316.3,,316.3,6,7,2026-08-23T07:47:12.165033Z
2026-05-01T20:49:39.361000+00:00,11271,1284,662.4,,662.4,3,4,2026-08-23T07:47:12.165033Z
2026-05-01T20:49:53.352000+00:00,11271,1284,425.3,,425.3,10,7,2026-08-23T07:47:12.165033Z
2026-05-01T20:50:05.071000+00:00,11271,1284,412.2,,412.2,16,7,2026-08-23T07:47:12.165033Z
2026-05-01T20:50:11.797000+00:00,11271,1284,405.1,,405.1,44,7,2026-08-23T07:47:12.165033Z
2026-05-01T20:50:16.425000+00:00,11271,1284,420.8,,420.8,43,7,2026-08-23T07:47:12.165033Z
2026-05-01T20:50:23.443000+00:00,11271,1284,339.5,,339.5,55,7,2026-08-23T07:47:12.165033Z
2026-05-01T20:50:29.485000+00:00,11271,1284,535.7,,535.7,81,6,2026-08-23T07:47:12.165033Z
2026-05-01T20:50:48.085000+00:00,11271,1284,355.4,,355.4,1,8,2026-08-23T07:47:12.165033Z
2026-05-01T20:55:23.531000+00:00,11271,1284,699.1,,699.1,41,7,2026-08-23T07:47:12.165033Z
2026-05-01T20:55:55.161000+00:00,11271,1284,710.4,,710.4,87,7,2026-08-23T07:47:12.165033Z
2026-05-01T20:56:12.887000+00:00,11271,1284,106.0,,106.0,12,9,2026-08-23T07:47:12.165033Z
2026-05-01T20:56:18.117000+00:00,11271,1284,96.8,,96.8,27,10,2026-08-23T07:47:12.165033Z
2026-05-01T20:56:21.570000+00:00,11271,1284,91.1,,91.1,5,10,2026-08-23T07:47:12.165033Z
2026-05-01T20:56:25.039000+00:00,11271,1284,114.3,,114.3,63,10,2026-08-23T07:47:12.165033Z
2026-05-01T21:09:37.149000+00:00,11271,1284,449.7,,449.7,63,13,2026-08-23T07:47:12.165033Z
2026-05-01T21:09:44.578000+00:00,11271,1284,515.2,,515.2,44,13,2026-08-23T07:47:12.165033Z
2026-05-01T21:09:51.092000+00:00,11271,1284,585.4,,585.4,1,13,2026-08-23T07:47:12.165033Z
2026-05-01T21:10:11.215000+00:00,11271,1284,546.2,,546.2,16,13,2026-08-23T07:47:12.165033Z
2026-05-01T21:10:18.590000+00:00,11271,1284,564.9,,564.9,10,13,2026-08-23T07:47:12.165033Z
2026-05-01T21:10:20.700000+00:00,11271,1284,540.1,,540.1,43,13,2026-08-23T07:47:12.165033Z
2026-05-01T21:10:27.928000+00:00,11271,1284,603.4,,603.4,6,13,2026-08-23T07:47:12.165033Z
2026-05-01T21:10:44.090000+00:00,11271,1284,610.1,,610.1,3,10,2026-08-23T07:47:12.165033Z
2026-05-01T21:10:57.553000+00:00,11271,1284,895.3,,895.3,81,9,2026-08-23T07:47:12.165033Z
2026-05-01T21:11:32.061000+00:00,11271,1284,601.7,,601.7,12,12,2026-08-23T07:47:12.165033Z
2026-05-24T20:11:35.201000+00:00,11291,1285,24.1,,24.1,81,1,2026-08-23T07:49:00.396157Z
2026-05-24T20:12:53.655000+00:00,11291,1285,23.4,,23.4,1,2,2026-08-23T07:49:00.396157Z
2026-05-24T20:13:06.553000+00:00,11291,1285,24.9,,24.9,27,2,2026-08-23T07:49:00.396157Z
2026-05-24T20:13:10.208000+00:00,11291,1285,24.7,,24.7,55,2,2026-08-23T07:49:00.396157Z
2026-05-24T20:13:12.614000+00:00,11291,1285,28.1,,28.1,5,2,2026-08-23T07:49:00.396157Z
2026-05-24T20:13:13.091000+00:00,11291,1285,25.7,,25.7,11,2,2026-08-23T07:49:00.396157Z
2026-05-24T20:14:43.855000+00:00,11291,1285,28.2,,28.2,77,3,2026-08-23T07:49:00.396157Z
2026-05-24T20:23:13.509000+00:00,11291,1285,24.8,,24.8,77,9,2026-08-23T07:49:00.396157Z
2026-05-24T20:26:37.176000+00:00,11291,1285,36.6,,36.6,81,12,2026-08-23T07:49:00.396157Z
2026-05-24T20:29:29.471000+00:00,11291,1285,24.2,,24.2,18,14,2026-08-23T07:49:00.396157Z
2026-05-24T20:30:15.392000+00:00,11291,1285,28.8,,28.8,1,15,2026-08-23T07:49:00.396157Z
2026-05-24T20:30:47.863000+00:00,11291,1285,25.1,,25.1,11,15,2026-08-23T07:49:00.396157Z
2026-05-24T20:31:52.896000+00:00,11291,1285,24.8,,24.8,31,16,2026-08-23T07:49:00.396157Z
2026-05-24T20:34:34.135000+00:00,11291,1285,24.7,,24.7,5,18,2026-08-23T07:49:00.396157Z
2026-05-24T20:37:09.895000+00:00,11291,1285,31.0,,31.0,27,20,2026-08-23T07:49:00.396157Z
2026-05-24T20:37:15.069000+00:00,11291,1285,24.7,,24.7,14,20,2026-08-23T07:49:00.396157Z
2026-05-24T20:49:34.153000+00:00,11291,1285,25.6,,25.6,43,30,2026-08-23T07:49:00.396157Z
2026-05-24T20:49:46.801000+00:00,11291,1285,24.9,,24.9,11,29,2026-08-23T07:49:00.396157Z
2026-05-24T20:49:47.971000+00:00,11291,1285,24.1,,24.1,30,30,2026-08-23T07:49:00.396157Z
2026-05-24T20:49:55.410000+00:00,11291,1285,25.6,,25.6,10,30,2026-08-23T07:49:00.396157Z
2026-05-24T20:50:09.459000+00:00,11291,1285,25.6,,25.6,55,30,2026-08-23T07:49:00.396157Z
2026-05-24T20:50:16.912000+00:00,11291,1285,25.1,,25.1,12,31,2026-08-23T07:49:00.396157Z
2026-05-24T20:50:19.553000+00:00,11291,1285,44.9,,44.9,87,30,2026-08-23T07:49:00.396157Z
2026-05-24T20:50:23.022000+00:00,11291,1285,25.1,,25.1,3,31,2026-08-23T07:49:00.396157Z
2026-05-24T20:50:34.865000+00:00,11291,1285,25.9,,25.9,44,31,2026-08-23T07:49:00.396157Z
2026-05-24T20:50:38.006000+00:00,11291,1285,24.9,,24.9,6,31,2026-08-23T07:49:00.396157Z
2026-05-24T20:50:40.850000+00:00,11291,1285,30.1,,30.1,16,31,2026-08-23T07:49:00.396157Z
2026-05-24T20:51:02.188000+00:00,11291,1285,24.4,,24.4,77,29,2026-08-23T07:49:00.396157Z
2026-05-24T20:51:29.219000+00:00,11291,1285,35.3,,35.3,31,30,2026-08-23T07:49:00.396157Z
2026-05-24T21:17:51.300000+00:00,11291,1285,24.1,,24.1,18,49,2026-08-23T07:49:00.396157Z
2026-05-24T21:18:25.134000+00:00,11291,1285,34.7,,34.7,6,52,2026-08-23T07:49:00.396157Z
2026-05-24T21:18:48.229000+00:00,11291,1285,31.1,,31.1,77,49,2026-08-23T07:49:00.396157Z
2026-05-24T21:18:50.366000+00:00,11291,1285,36.1,,36.1,81,51,2026-08-23T07:49:00.396157Z
2026-05-24T21:31:49.681000+00:00,11291,1285,34.8,,34.8,6,62,2026-08-23T07:49:00.396157Z
2026-07-03T15:30:14.714000+00:00,11317,1289,,,,11,1,2026-08-23T07:52:03.905353Z
2026-07-03T15:30:20.299000+00:00,11317,1289,,,,77,1,2026-08-23T07:52:03.905353Z
2026-07-03T15:30:43.565000+00:00,11317,1289,,,,31,1,2026-08-23T07:52:03.905353Z
2026-07-03T15:30:47.676000+00:00,11317,1289,,,,87,1,2026-08-23T07:52:03.905353Z
2026-07-03T15:31:20.441000+00:00,11317,1289,,,,12,1,2026-08-23T07:52:03.905353Z
2026-07-03T15:31:26.105000+00:00,11317,1289,,,,63,1,2026-08-23T07:52:03.905353Z
