date,session_key,meeting_key,driver_number,gap_to_leader,interval,source_closure_retrieved_utc
2026-07-19T13:27:22.168000+00:00,11334,1290,81,4.168,1.012,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:22.194000+00:00,11334,1290,10,14.359,0.55,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:22.522000+00:00,11334,1290,6,20.078,0.479,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:22.925000+00:00,11334,1290,23,19.297,4.465,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:22.954000+00:00,11334,1290,18,45.427,1.328,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:22.954000+00:00,11334,1290,5,15.113,0.754,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:23.095000+00:00,11334,1290,27,19.635,0.338,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:23.158000+00:00,11334,1290,31,30.287,8.758,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:23.219000+00:00,11334,1290,3,1.911,1.911,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:23.579000+00:00,11334,1290,6,20.113,0.478,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:24.249000+00:00,11334,1290,16,2.941,1.03,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:24.257000+00:00,11334,1290,55,21.798,1.72,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:24.322000+00:00,11334,1290,77,35.827,3.03,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:24.421000+00:00,11334,1290,44,3.134,0.193,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:24.674000+00:00,11334,1290,87,22.243,0.445,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:25.227000+00:00,11334,1290,55,21.816,1.703,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:25.363000+00:00,11334,1290,14,44.218,8.039,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:25.387000+00:00,11334,1290,81,4.094,0.96,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:25.673000+00:00,11334,1290,11,32.796,2.509,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:25.712000+00:00,11334,1290,3,1.943,1.943,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:25.716000+00:00,11334,1290,87,22.301,0.485,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:25.886000+00:00,11334,1290,41,11.942,7.75,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:26.268000+00:00,11334,1290,1,12.34,0.398,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:26.652000+00:00,11334,1290,18,45.526,1.308,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:26.736000+00:00,11334,1290,16,2.968,1.025,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:26.856000+00:00,11334,1290,44,3.106,0.138,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:27.197000+00:00,11334,1290,23,19.378,4.265,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:27.547000+00:00,11334,1290,30,13.628,1.288,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:27.597000+00:00,11334,1290,27,19.763,0.385,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:27.787000+00:00,11334,1290,81,4.025,0.919,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:28.115000+00:00,11334,1290,43,14.173,0.545,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:28.268000+00:00,11334,1290,6,20.334,0.571,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:28.466000+00:00,11334,1290,10,14.532,0.359,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:28.522000+00:00,11334,1290,14,44.292,8.222,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:28.597000+00:00,11334,1290,77,35.742,2.946,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:29.010000+00:00,11334,1290,31,30.395,8.208,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:29.124000+00:00,11334,1290,3,1.987,1.987,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:29.252000+00:00,11334,1290,5,15.322,0.79,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:29.669000+00:00,11334,1290,55,21.84,1.506,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:29.684000+00:00,11334,1290,18,45.455,1.163,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:29.948000+00:00,11334,1290,41,11.915,7.747,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:30.112000+00:00,11334,1290,16,2.942,0.955,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:30.168000+00:00,11334,1290,44,3.007,0.065,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:30.442000+00:00,11334,1290,1,12.349,0.434,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:30.448000+00:00,11334,1290,87,22.615,0.775,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:31.138000+00:00,11334,1290,81,3.939,0.932,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:31.468000+00:00,11334,1290,11,32.954,2.559,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:31.639000+00:00,11334,1290,30,13.59,1.241,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:32.168000+00:00,11334,1290,3,1.938,1.938,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:32.232000+00:00,11334,1290,43,14.184,0.594,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:32.557000+00:00,11334,1290,10,14.501,0.317,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:32.842000+00:00,11334,1290,14,44.357,8.53,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:32.907000+00:00,11334,1290,31,30.46,8.217,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:33.040000+00:00,11334,1290,16,2.792,0.854,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:33.095000+00:00,11334,1290,44,2.843,0.051,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:33.110000+00:00,11334,1290,41,11.825,7.731,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:33.402000+00:00,11334,1290,5,15.343,0.842,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:33.529000+00:00,11334,1290,23,19.596,4.274,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:33.561000+00:00,11334,1290,1,12.278,0.453,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:33.823000+00:00,11334,1290,18,45.327,0.97,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:33.897000+00:00,11334,1290,31,30.492,8.191,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:34.012000+00:00,11334,1290,27,20.073,0.477,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:34.101000+00:00,11334,1290,81,3.853,1.01,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:34.412000+00:00,11334,1290,6,20.49,0.417,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:34.444000+00:00,11334,1290,77,35.918,2.964,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:34.756000+00:00,11334,1290,30,13.467,1.189,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:35.397000+00:00,11334,1290,43,14.105,0.638,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:35.459000+00:00,11334,1290,11,33.021,2.561,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:35.506000+00:00,11334,1290,41,11.747,7.722,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:35.678000+00:00,11334,1290,10,14.381,0.276,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:35.975000+00:00,11334,1290,1,12.211,0.464,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:36.038000+00:00,11334,1290,55,22.103,1.613,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:36.412000+00:00,11334,1290,3,1.872,1.872,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:36.459000+00:00,11334,1290,11,33.063,2.571,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:36.574000+00:00,11334,1290,5,15.279,0.898,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:36.769000+00:00,11334,1290,87,22.894,0.791,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:37.053000+00:00,11334,1290,16,2.525,0.653,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:37.098000+00:00,11334,1290,30,13.353,1.142,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:37.134000+00:00,11334,1290,44,2.576,,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:37.331000+00:00,11334,1290,14,44.47,8.728,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:37.721000+00:00,11334,1290,23,19.67,4.327,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:37.811000+00:00,11334,1290,43,14.061,0.708,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:38.098000+00:00,11334,1290,10,14.297,0.236,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:38.098000+00:00,11334,1290,27,20.061,0.391,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:38.192000+00:00,11334,1290,18,45.322,0.852,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:38.215000+00:00,11334,1290,81,3.7,1.124,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:38.484000+00:00,11334,1290,6,20.424,0.363,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:38.484000+00:00,11334,1290,77,36.025,3.004,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:38.553000+00:00,11334,1290,31,30.71,8.095,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:38.929000+00:00,11334,1290,41,11.734,7.795,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:38.988000+00:00,11334,1290,5,15.229,0.932,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:39.298000+00:00,11334,1290,1,12.123,0.389,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:39.472000+00:00,11334,1290,77,36.061,2.998,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:39.829000+00:00,11334,1290,3,1.865,1.865,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:40.226000+00:00,11334,1290,55,22.173,1.749,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:40.472000+00:00,11334,1290,30,13.288,1.165,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:40.528000+00:00,11334,1290,16,2.529,0.664,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:40.679000+00:00,11334,1290,44,2.727,0.198,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:41.012000+00:00,11334,1290,23,19.724,4.445,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:41.040000+00:00,11334,1290,87,22.983,0.81,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:41.183000+00:00,11334,1290,11,33.358,2.648,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:41.224000+00:00,11334,1290,43,14.033,0.745,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:41.268000+00:00,11334,1290,27,19.996,0.272,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:41.414000+00:00,11334,1290,10,14.21,0.177,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:41.603000+00:00,11334,1290,6,20.311,0.315,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:41.859000+00:00,11334,1290,81,3.847,1.12,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:42.030000+00:00,11334,1290,41,11.793,7.94,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:42.295000+00:00,11334,1290,1,12.023,0.23,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:42.348000+00:00,11334,1290,5,15.189,0.979,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:43.212000+00:00,11334,1290,14,44.6,8.682,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:43.490000+00:00,11334,1290,55,22.198,1.887,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:43.547000+00:00,11334,1290,23,19.75,4.521,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:43.548000+00:00,11334,1290,30,13.258,1.235,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:43.711000+00:00,11334,1290,27,19.941,0.191,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:44.013000+00:00,11334,1290,6,20.255,0.314,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:44.122000+00:00,11334,1290,18,45.557,0.957,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:44.264000+00:00,11334,1290,77,36.383,3.025,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:44.269000+00:00,11334,1290,43,13.971,0.713,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:44.314000+00:00,11334,1290,10,14.059,0.088,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:44.364000+00:00,11334,1290,87,23.035,0.837,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:44.385000+00:00,11334,1290,3,1.956,1.956,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:44.770000+00:00,11334,1290,31,30.835,7.941,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:45.165000+00:00,11334,1290,16,2.734,0.778,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:45.405000+00:00,11334,1290,5,15.162,1.103,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:45.568000+00:00,11334,1290,44,3.163,0.429,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:45.959000+00:00,11334,1290,55,22.203,1.948,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:46.359000+00:00,11334,1290,1,11.84,8.14,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:46.397000+00:00,11334,1290,41,11.849,0.009,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:46.450000+00:00,11334,1290,81,4.032,0.869,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:46.821000+00:00,11334,1290,87,23.073,0.87,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:46.921000+00:00,11334,1290,23,19.747,4.558,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:47.111000+00:00,11334,1290,27,19.944,0.197,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:47.172000+00:00,11334,1290,14,44.723,8.698,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:47.366000+00:00,11334,1290,6,20.178,0.234,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:47.391000+00:00,11334,1290,11,33.456,2.621,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:47.721000+00:00,11334,1290,30,13.177,1.328,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:47.919000+00:00,11334,1290,3,1.997,1.997,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:48.175000+00:00,11334,1290,18,45.722,0.999,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:48.236000+00:00,11334,1290,14,44.806,8.745,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:48.331000+00:00,11334,1290,10,13.799,0.622,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:48.385000+00:00,11334,1290,43,13.811,0.012,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:48.752000+00:00,11334,1290,16,2.812,0.815,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:48.951000+00:00,11334,1290,31,30.933,7.95,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:49.192000+00:00,11334,1290,44,3.276,0.464,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:49.221000+00:00,11334,1290,18,45.814,1.008,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:49.386000+00:00,11334,1290,55,22.205,2.027,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:49.616000+00:00,11334,1290,5,15.078,1.267,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:49.814000+00:00,11334,1290,1,11.832,7.985,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:49.968000+00:00,11334,1290,23,19.717,4.555,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:50.026000+00:00,11334,1290,81,4.118,0.842,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:50.052000+00:00,11334,1290,27,19.822,0.105,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:50.207000+00:00,11334,1290,6,19.951,0.129,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:50.232000+00:00,11334,1290,87,23.061,0.856,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:50.256000+00:00,11334,1290,41,12.268,0.436,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:50.443000+00:00,11334,1290,77,36.496,3.04,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:51.416000+00:00,11334,1290,30,13.437,1.169,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:51.636000+00:00,11334,1290,11,33.577,2.644,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:51.813000+00:00,11334,1290,3,2.009,2.009,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:52.020000+00:00,11334,1290,10,14.074,0.637,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:52.285000+00:00,11334,1290,43,14.315,0.241,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:52.348000+00:00,11334,1290,31,31.078,8.043,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:52.426000+00:00,11334,1290,55,22.173,2.222,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:52.613000+00:00,11334,1290,16,2.804,0.795,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:53.038000+00:00,11334,1290,14,45.214,8.831,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:53.145000+00:00,11334,1290,87,22.906,0.733,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:53.160000+00:00,11334,1290,44,3.339,0.535,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:53.191000+00:00,11334,1290,5,15.215,0.9,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:54.010000+00:00,11334,1290,27,19.464,4.386,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:54.080000+00:00,11334,1290,81,4.295,0.956,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:54.098000+00:00,11334,1290,18,46.281,1.067,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:54.157000+00:00,11334,1290,6,19.628,0.164,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:54.197000+00:00,11334,1290,23,19.659,0.031,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:54.508000+00:00,11334,1290,1,12.073,8.041,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:54.668000+00:00,11334,1290,77,36.604,3.027,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:54.942000+00:00,11334,1290,31,31.166,8.093,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:54.968000+00:00,11334,1290,41,12.557,0.484,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:55.021000+00:00,11334,1290,11,33.737,2.659,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:55.999000+00:00,11334,1290,30,13.588,1.031,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:56.164000+00:00,11334,1290,3,2.017,2.017,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:56.611000+00:00,11334,1290,55,22.09,2.431,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:56.786000+00:00,11334,1290,10,14.369,0.781,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:57.064000+00:00,11334,1290,16,2.915,0.898,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:57.158000+00:00,11334,1290,87,22.613,0.523,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:57.178000+00:00,11334,1290,43,14.771,0.402,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:57.532000+00:00,11334,1290,27,19.567,4.352,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:57.600000+00:00,11334,1290,11,33.847,2.681,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:57.649000+00:00,11334,1290,44,3.485,0.57,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:57.852000+00:00,11334,1290,6,19.863,0.296,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:57.870000+00:00,11334,1290,5,15.414,0.643,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:58.009000+00:00,11334,1290,1,12.093,7.975,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:58.025000+00:00,11334,1290,77,36.748,3.011,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:58.118000+00:00,11334,1290,23,20.155,0.292,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:58.415000+00:00,11334,1290,31,31.209,8.148,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:58.602000+00:00,11334,1290,81,4.44,0.955,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:58.681000+00:00,11334,1290,41,12.777,0.684,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:59.290000+00:00,11334,1290,14,45.363,8.867,2026-08-23T07:53:07.665452Z
2026-07-19T13:27:59.598000+00:00,11334,1290,30,13.705,0.928,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:00.149000+00:00,11334,1290,3,2.073,2.073,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:00.184000+00:00,11334,1290,55,22.211,2.056,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:00.328000+00:00,11334,1290,10,14.413,0.708,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:00.432000+00:00,11334,1290,18,46.509,1.146,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:00.598000+00:00,11334,1290,77,36.837,2.99,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:00.742000+00:00,11334,1290,87,22.772,0.561,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:00.799000+00:00,11334,1290,43,14.871,0.458,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:00.981000+00:00,11334,1290,16,2.949,0.876,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:01.089000+00:00,11334,1290,11,33.904,2.695,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:01.417000+00:00,11334,1290,5,15.53,0.659,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:01.441000+00:00,11334,1290,31,31.187,8.281,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:01.631000+00:00,11334,1290,44,3.571,0.622,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:01.924000+00:00,11334,1290,1,12.131,7.836,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:02.282000+00:00,11334,1290,27,19.858,4.444,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:02.633000+00:00,11334,1290,81,4.577,1.006,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:02.778000+00:00,11334,1290,6,20.332,0.474,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:02.778000+00:00,11334,1290,41,12.962,0.831,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:03.128000+00:00,11334,1290,23,20.695,0.363,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:03.564000+00:00,11334,1290,14,45.514,8.91,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:03.722000+00:00,11334,1290,30,13.899,0.937,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:04.050000+00:00,11334,1290,77,36.862,2.958,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:04.121000+00:00,11334,1290,11,33.872,2.685,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:04.387000+00:00,11334,1290,10,14.582,0.683,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:04.699000+00:00,11334,1290,18,46.651,1.137,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:04.765000+00:00,11334,1290,3,2.198,2.198,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:04.912000+00:00,11334,1290,43,15.113,0.531,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:05.006000+00:00,11334,1290,55,22.575,1.88,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:05.416000+00:00,11334,1290,16,2.86,0.662,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:05.458000+00:00,11334,1290,5,15.639,0.526,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:05.528000+00:00,11334,1290,87,23.105,0.53,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:05.724000+00:00,11334,1290,31,31.189,8.576,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:05.897000+00:00,11334,1290,27,19.973,4.443,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:06.146000+00:00,11334,1290,44,3.579,0.719,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:06.365000+00:00,11334,1290,1,12.203,7.763,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:06.421000+00:00,11334,1290,6,20.496,0.523,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:06.887000+00:00,11334,1290,23,20.919,0.423,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:06.916000+00:00,11334,1290,14,45.626,8.878,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:07.059000+00:00,11334,1290,77,36.823,2.951,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:07.096000+00:00,11334,1290,81,4.545,0.966,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:07.285000+00:00,11334,1290,41,13.133,0.93,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:08.051000+00:00,11334,1290,18,46.748,1.122,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:08.225000+00:00,11334,1290,30,14.078,0.945,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:08.380000+00:00,11334,1290,11,33.84,2.651,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:08.601000+00:00,11334,1290,55,22.683,1.764,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:08.624000+00:00,11334,1290,3,2.094,2.094,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:08.916000+00:00,11334,1290,10,14.778,0.7,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:09.233000+00:00,11334,1290,87,23.34,0.657,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:09.254000+00:00,11334,1290,31,31.278,8.506,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:09.259000+00:00,11334,1290,16,2.749,0.655,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:09.452000+00:00,11334,1290,14,45.7,8.863,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:09.455000+00:00,11334,1290,43,15.283,0.505,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:09.921000+00:00,11334,1290,27,20.124,4.485,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:09.997000+00:00,11334,1290,5,15.847,0.564,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:10.159000+00:00,11334,1290,44,3.619,0.87,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:10.373000+00:00,11334,1290,1,12.284,7.707,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:10.506000+00:00,11334,1290,6,20.672,0.548,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:10.616000+00:00,11334,1290,18,46.823,1.123,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:10.997000+00:00,11334,1290,81,4.507,0.888,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:11.023000+00:00,11334,1290,23,21.2,0.528,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:11.333000+00:00,11334,1290,77,36.791,,2026-08-23T07:53:07.665452Z
2026-07-19T13:28:11.380000+00:00,11334,1290,41,13.313,1.029,2026-08-23T07:53:07.665452Z
