lane,rows,result,reason,required_status,heavy_endpoint
weather,4863,pass,evidence_bearing,required_lightweight,False
race_control,2551,pass,evidence_bearing,required_lightweight,False
intervals,163250,pass,evidence_bearing,required_lightweight,False
position,17898,pass,evidence_bearing,required_lightweight,False
stints,2393,pass,evidence_bearing,required_lightweight,False
pit,513,pass,evidence_bearing,required_lightweight,False
starting_grid,132,pass,evidence_bearing,required_lightweight,False
drivers,833,pass,evidence_bearing,required_lightweight,False
team_radio,240,pass,evidence_bearing,opportunistic,False
