meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1287,11301,1,10,1,3,MEDIUM,0
1287,11301,1,43,1,3,MEDIUM,0
1287,11301,1,3,1,3,HARD,0
1287,11301,1,5,1,3,MEDIUM,0
1287,11301,1,16,1,3,MEDIUM,0
1287,11301,1,31,1,3,MEDIUM,0
1287,11301,1,87,1,3,MEDIUM,0
1287,11301,1,1,1,3,MEDIUM,0
1287,11301,1,12,1,3,MEDIUM,0
1287,11301,1,11,1,6,MEDIUM,0
1287,11301,1,55,1,3,MEDIUM,0
1287,11301,1,27,1,6,MEDIUM,0
1287,11301,2,10,4,6,MEDIUM,3
1287,11301,2,5,4,6,MEDIUM,3
1287,11301,1,44,1,6,MEDIUM,0
1287,11301,2,16,4,6,MEDIUM,3
1287,11301,2,43,4,6,MEDIUM,0
1287,11301,1,6,1,6,MEDIUM,0
1287,11301,2,87,4,6,MEDIUM,0
1287,11301,2,12,4,5,MEDIUM,3
1287,11301,1,30,1,3,MEDIUM,0
1287,11301,1,41,1,3,MEDIUM,0
1287,11301,2,11,7,9,MEDIUM,0
1287,11301,3,12,6,7,MEDIUM,5
1287,11301,1,81,1,3,MEDIUM,0
1287,11301,2,3,4,6,HARD,3
1287,11301,2,41,4,4,MEDIUM,3
1287,11301,1,63,1,4,MEDIUM,0
1287,11301,2,55,4,6,MEDIUM,3
1287,11301,3,11,10,10,MEDIUM,9
1287,11301,2,27,7,9,MEDIUM,6
1287,11301,1,18,1,6,MEDIUM,0
1287,11301,2,31,4,7,MEDIUM,0
1287,11301,1,23,1,9,MEDIUM,0
1287,11301,2,6,7,8,MEDIUM,6
1287,11301,3,43,7,9,MEDIUM,0
1287,11301,3,10,7,9,MEDIUM,6
1287,11301,3,16,7,9,MEDIUM,0
1287,11301,3,87,7,10,MEDIUM,0
1287,11301,3,41,5,7,MEDIUM,0
1287,11301,3,5,7,9,MEDIUM,0
1287,11301,2,44,7,11,MEDIUM,6
1287,11301,2,63,5,7,MEDIUM,4
1287,11301,4,12,8,10,MEDIUM,7
1287,11301,2,18,7,9,SOFT,0
1287,11301,3,3,7,9,SOFT,0
1287,11301,3,27,10,12,SOFT,0
1287,11301,4,10,10,11,SOFT,0
1287,11301,1,14,1,7,MEDIUM,0
1287,11301,3,31,8,10,SOFT,0
1287,11301,4,43,10,12,SOFT,0
1287,11301,2,81,4,6,MEDIUM,3
1287,11301,4,16,10,12,SOFT,0
1287,11301,3,55,7,9,SOFT,0
1287,11301,2,1,4,12,MEDIUM,3
1287,11301,3,44,12,14,SOFT,0
1287,11301,4,5,10,12,SOFT,0
1287,11301,2,14,8,10,SOFT,0
1287,11301,4,41,8,10,SOFT,0
1287,11301,4,11,11,16,SOFT,0
1287,11301,5,12,11,13,SOFT,0
1287,11301,3,63,8,10,SOFT,0
1287,11301,4,87,11,13,SOFT,0
1287,11301,1,77,1,3,MEDIUM,0
1287,11301,3,6,9,14,SOFT,0
1287,11301,4,31,11,12,SOFT,3
1287,11301,4,27,13,15,SOFT,3
1287,11301,2,23,10,14,SOFT,0
1287,11301,5,10,12,14,SOFT,5
1287,11301,5,43,13,15,SOFT,0
1287,11301,2,77,4,6,SOFT,0
1287,11301,5,16,13,14,SOFT,3
1287,11301,4,55,10,15,MEDIUM,6
1287,11301,5,5,13,14,SOFT,3
1287,11301,3,81,7,9,SOFT,0
1287,11301,3,1,13,15,SOFT,0
1287,11301,3,14,11,12,SOFT,3
1287,11301,4,81,10,11,MEDIUM,3
1287,11301,4,3,10,21,HARD,6
1287,11301,3,18,10,11,SOFT,3
1287,11301,3,23,15,18,MEDIUM,9
1287,11301,4,44,15,18,SOFT,0
1287,11301,4,6,15,23,MEDIUM,8
1287,11301,4,63,11,21,MEDIUM,7
1287,11301,5,11,17,28,MEDIUM,10
1287,11301,6,12,14,25,SOFT,3
1287,11301,6,16,15,23,MEDIUM,9
1287,11301,5,87,14,25,SOFT,3
1287,11301,5,27,16,26,MEDIUM,9
1287,11301,5,55,16,25,MEDIUM,12
1287,11301,2,30,4,4,MEDIUM,0
1287,11301,6,5,15,24,MEDIUM,9
1287,11301,4,18,12,16,MEDIUM,6
1287,11301,7,16,24,25,SOFT,5
1287,11301,4,14,13,17,SOFT,5
1287,11301,4,1,16,26,SOFT,12
1287,11301,5,81,12,20,MEDIUM,8
1287,11301,7,5,25,27,SOFT,5
1287,11301,6,43,16,30,MEDIUM,9
1287,11301,6,55,26,29,SOFT,3
1287,11301,5,6,24,30,SOFT,6
1287,11301,6,10,15,29,MEDIUM,9
1287,11301,4,23,19,29,SOFT,5
1287,11301,6,27,27,31,SOFT,0
1287,11301,6,11,29,34,SOFT,6
1287,11301,7,12,26,31,MEDIUM,0
1287,11301,5,41,11,29,MEDIUM,7
1287,11301,5,3,22,33,SOFT,3
1287,11301,3,30,5,8,SOFT,0
1287,11301,6,87,26,31,MEDIUM,10
1287,11301,5,63,22,28,SOFT,3
1287,11301,8,16,26,29,SOFT,7
1287,11301,5,31,13,29,MEDIUM,7
1287,11301,5,18,17,20,MEDIUM,11
1287,11301,5,14,18,21,MEDIUM,7
1287,11301,5,44,19,28,MEDIUM,11
1287,11301,5,1,27,30,MEDIUM,12
1287,11301,6,81,21,24,SOFT,3
