source_name,found,row_count,path
drivers,True,709,latest/openf1_lightweight_source_closure/data/openf1_drivers.csv
intervals,True,149194,latest/openf1_lightweight_source_closure/data/openf1_intervals.csv
pit,True,226,latest/openf1_lightweight_source_closure/data/openf1_pit.csv
position,True,20268,latest/openf1_lightweight_source_closure/data/openf1_position.csv
race_control,True,2612,latest/openf1_lightweight_source_closure/data/openf1_race_control.csv
source_readiness,True,9,latest/openf1_lightweight_source_closure/source_readiness_summary.csv
starting_grid,True,154,latest/openf1_lightweight_source_closure/data/openf1_starting_grid.csv
stints,True,3196,latest/openf1_lightweight_source_closure/data/openf1_stints.csv
weather,True,5698,latest/openf1_lightweight_source_closure/data/openf1_weather.csv
