meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1293,11361,1,16,1,1,SOFT,0
1293,11361,1,63,1,3,MEDIUM,0
1293,11361,1,10,1,3,MEDIUM,0
1293,11361,1,3,1,3,SOFT,0
1293,11361,1,43,1,3,MEDIUM,0
1293,11361,1,81,1,3,MEDIUM,0
1293,11361,1,1,1,3,MEDIUM,0
1293,11361,1,41,1,3,MEDIUM,0
1293,11361,1,44,1,3,SOFT,0
1293,11361,1,87,1,3,SOFT,0
1293,11361,1,31,1,3,SOFT,0
1293,11361,1,5,1,3,SOFT,0
1293,11361,1,12,1,3,HARD,0
1293,11361,1,27,1,3,MEDIUM,0
1293,11361,1,22,1,3,HARD,0
1293,11361,1,30,1,3,MEDIUM,0
1293,11361,1,55,1,3,SOFT,0
1293,11361,1,11,1,3,SOFT,0
1293,11361,1,23,1,3,MEDIUM,0
1293,11361,1,77,1,3,SOFT,0
1293,11361,1,18,1,3,SOFT,0
1293,11361,1,14,1,3,HARD,0
1293,11361,2,30,4,12,HARD,0
1293,11361,2,14,4,23,SOFT,0
1293,11361,2,18,4,26,HARD,0
1293,11361,2,27,4,27,HARD,0
1293,11361,2,31,4,27,HARD,0
1293,11361,2,55,4,27,HARD,0
1293,11361,2,11,4,27,SOFT,0
1293,11361,2,77,4,27,MEDIUM,0
1293,11361,2,12,4,28,MEDIUM,0
1293,11361,2,3,4,28,MEDIUM,0
1293,11361,2,23,4,46,HARD,0
1293,11361,3,12,29,53,MEDIUM,0
1293,11361,2,63,4,53,HARD,0
1293,11361,3,31,28,52,MEDIUM,0
1293,11361,3,77,28,51,SOFT,0
1293,11361,3,3,29,53,HARD,0
1293,11361,2,1,4,53,HARD,0
1293,11361,2,81,4,53,HARD,0
1293,11361,3,23,47,52,SOFT,0
1293,11361,2,44,4,53,MEDIUM,0
1293,11361,2,10,4,53,HARD,0
1293,11361,2,41,4,53,HARD,0
1293,11361,2,43,4,53,HARD,0
1293,11361,2,22,4,53,MEDIUM,0
1293,11361,2,5,4,53,MEDIUM,0
1293,11361,3,27,28,53,MEDIUM,3
1293,11361,3,11,28,52,MEDIUM,0
1293,11361,3,55,28,53,MEDIUM,0
1293,11361,3,30,13,53,MEDIUM,3
1293,11361,2,87,4,53,HARD,0
