lane,rows,result,reason,required_status,heavy_endpoint
weather,6037,pass,evidence_bearing,required_lightweight,False
race_control,3273,pass,evidence_bearing,required_lightweight,False
intervals,114280,pass,evidence_bearing,required_lightweight,False
position,23218,pass,evidence_bearing,required_lightweight,False
stints,3881,pass,evidence_bearing,required_lightweight,False
pit,280,pass,evidence_bearing,required_lightweight,False
starting_grid,154,pass,evidence_bearing,required_lightweight,False
drivers,947,pass,evidence_bearing,required_lightweight,False
team_radio,325,pass,evidence_bearing,opportunistic,False
