lane,rows,result,reason,required_status,heavy_endpoint
weather,5246,pass,evidence_bearing,required_lightweight,False
race_control,2231,pass,evidence_bearing,required_lightweight,False
intervals,110964,pass,evidence_bearing,required_lightweight,False
position,14021,pass,evidence_bearing,required_lightweight,False
stints,2382,pass,evidence_bearing,required_lightweight,False
pit,39,pass,evidence_bearing,required_lightweight,False
starting_grid,66,pass,evidence_bearing,required_lightweight,False
drivers,712,pass,evidence_bearing,required_lightweight,False
team_radio,132,pass,evidence_bearing,opportunistic,False
