date,session_key,driver_number,meeting_key,position
2026-08-22T13:46:45.106000+00:00,11349,12,1292,1
2026-08-22T13:46:45.106000+00:00,11349,1,1292,2
2026-08-22T13:46:45.106000+00:00,11349,63,1292,3
2026-08-22T13:46:45.106000+00:00,11349,44,1292,4
2026-08-22T13:46:45.106000+00:00,11349,16,1292,5
2026-08-22T13:46:45.106000+00:00,11349,81,1292,6
2026-08-22T13:46:45.106000+00:00,11349,27,1292,7
2026-08-22T13:46:45.106000+00:00,11349,10,1292,8
2026-08-22T13:46:45.106000+00:00,11349,5,1292,9
2026-08-22T13:46:45.106000+00:00,11349,41,1292,10
2026-08-22T13:46:45.106000+00:00,11349,3,1292,11
2026-08-22T13:46:45.106000+00:00,11349,14,1292,12
2026-08-22T13:46:45.106000+00:00,11349,43,1292,13
2026-08-22T13:46:45.106000+00:00,11349,30,1292,14
2026-08-22T13:46:45.106000+00:00,11349,87,1292,15
2026-08-22T13:46:45.106000+00:00,11349,31,1292,16
2026-08-22T13:46:45.106000+00:00,11349,22,1292,17
2026-08-22T13:46:45.106000+00:00,11349,18,1292,18
2026-08-22T13:46:45.106000+00:00,11349,23,1292,19
2026-08-22T13:46:45.106000+00:00,11349,77,1292,20
2026-08-22T13:46:45.106000+00:00,11349,11,1292,21
2026-08-22T13:46:45.106000+00:00,11349,55,1292,22
2026-08-22T14:02:48.776000+00:00,11349,12,1292,2
2026-08-22T14:02:48.776000+00:00,11349,1,1292,3
2026-08-22T14:02:48.776000+00:00,11349,63,1292,4
2026-08-22T14:02:48.776000+00:00,11349,44,1292,5
2026-08-22T14:02:48.776000+00:00,11349,16,1292,6
2026-08-22T14:02:48.776000+00:00,11349,81,1292,7
2026-08-22T14:02:48.776000+00:00,11349,27,1292,1
2026-08-22T14:03:02.104000+00:00,11349,12,1292,3
2026-08-22T14:03:02.104000+00:00,11349,1,1292,4
2026-08-22T14:03:02.104000+00:00,11349,63,1292,5
2026-08-22T14:03:02.104000+00:00,11349,44,1292,6
2026-08-22T14:03:02.104000+00:00,11349,16,1292,7
2026-08-22T14:03:02.104000+00:00,11349,81,1292,8
2026-08-22T14:03:02.104000+00:00,11349,10,1292,9
2026-08-22T14:03:02.104000+00:00,11349,5,1292,10
2026-08-22T14:03:02.104000+00:00,11349,41,1292,11
2026-08-22T14:03:02.104000+00:00,11349,3,1292,12
2026-08-22T14:03:02.104000+00:00,11349,14,1292,13
