date,session_key,position,meeting_key,driver_number
2026-07-04T15:33:01.662000+00:00,11322,3,1289,30
2026-07-04T15:33:04.130000+00:00,11322,2,1289,3
2026-07-04T15:33:04.130000+00:00,11322,1,1289,6
2026-07-04T15:34:20.482000+00:00,11322,7,1289,44
2026-07-04T15:34:20.482000+00:00,11322,9,1289,12
2026-07-04T15:34:20.482000+00:00,11322,5,1289,16
2026-07-04T15:34:20.482000+00:00,11322,11,1289,63
2026-07-04T15:34:20.482000+00:00,11322,10,1289,81
2026-07-04T15:34:20.482000+00:00,11322,12,1289,1
2026-07-04T15:34:20.482000+00:00,11322,6,1289,27
2026-07-04T15:34:20.482000+00:00,11322,4,1289,30
2026-07-04T15:34:20.482000+00:00,11322,13,1289,5
2026-07-04T15:34:20.482000+00:00,11322,8,1289,41
2026-07-04T15:34:20.482000+00:00,11322,3,1289,55
2026-07-04T15:34:20.482000+00:00,11322,14,1289,10
2026-07-04T15:34:27.574000+00:00,11322,8,1289,44
2026-07-04T15:34:27.574000+00:00,11322,10,1289,12
2026-07-04T15:34:27.574000+00:00,11322,6,1289,16
2026-07-04T15:34:27.574000+00:00,11322,12,1289,63
2026-07-04T15:34:27.574000+00:00,11322,11,1289,81
2026-07-04T15:34:27.574000+00:00,11322,13,1289,1
2026-07-04T15:34:27.574000+00:00,11322,7,1289,27
2026-07-04T15:34:27.574000+00:00,11322,5,1289,30
2026-07-04T15:34:27.574000+00:00,11322,14,1289,5
2026-07-04T15:34:27.574000+00:00,11322,9,1289,41
2026-07-04T15:34:27.574000+00:00,11322,16,1289,87
2026-07-04T15:34:27.574000+00:00,11322,4,1289,23
2026-07-04T15:34:27.574000+00:00,11322,15,1289,10
2026-07-04T15:34:31.324000+00:00,11322,2,1289,16
2026-07-04T15:34:31.324000+00:00,11322,3,1289,3
2026-07-04T15:34:31.324000+00:00,11322,6,1289,30
2026-07-04T15:34:31.324000+00:00,11322,4,1289,55
2026-07-04T15:34:31.324000+00:00,11322,5,1289,23
2026-07-04T15:34:37.886000+00:00,11322,4,1289,44
2026-07-04T15:34:37.886000+00:00,11322,8,1289,27
2026-07-04T15:34:37.886000+00:00,11322,7,1289,30
2026-07-04T15:34:37.886000+00:00,11322,5,1289,55
2026-07-04T15:34:37.886000+00:00,11322,6,1289,23
2026-07-04T15:34:41.172000+00:00,11322,9,1289,27
2026-07-04T15:34:41.172000+00:00,11322,8,1289,30
2026-07-04T15:34:41.172000+00:00,11322,5,1289,41
2026-07-04T15:34:41.172000+00:00,11322,6,1289,55
2026-07-04T15:34:41.172000+00:00,11322,7,1289,23
2026-07-04T15:34:45.699000+00:00,11322,3,1289,16
2026-07-04T15:34:45.699000+00:00,11322,1,1289,3
2026-07-04T15:34:45.699000+00:00,11322,2,1289,6
2026-07-04T15:34:46.917000+00:00,11322,5,1289,44
2026-07-04T15:34:46.917000+00:00,11322,4,1289,16
2026-07-04T15:34:46.917000+00:00,11322,3,1289,30
2026-07-04T15:34:46.917000+00:00,11322,6,1289,41
2026-07-04T15:34:46.917000+00:00,11322,7,1289,55
2026-07-04T15:34:46.917000+00:00,11322,8,1289,23
2026-07-04T15:34:55.258000+00:00,11322,2,1289,3
2026-07-04T15:34:55.258000+00:00,11322,1,1289,6
2026-07-04T15:35:04.305000+00:00,11322,11,1289,12
2026-07-04T15:35:04.305000+00:00,11322,7,1289,81
2026-07-04T15:35:04.305000+00:00,11322,10,1289,27
2026-07-04T15:35:04.305000+00:00,11322,8,1289,55
2026-07-04T15:35:04.305000+00:00,11322,9,1289,23
2026-07-04T15:35:09.930000+00:00,11322,6,1289,44
2026-07-04T15:35:09.930000+00:00,11322,8,1289,81
2026-07-04T15:35:09.930000+00:00,11322,5,1289,27
2026-07-04T15:35:09.930000+00:00,11322,7,1289,41
2026-07-04T15:35:09.930000+00:00,11322,9,1289,55
2026-07-04T15:35:09.930000+00:00,11322,10,1289,23
2026-07-04T15:35:16.149000+00:00,11322,12,1289,12
2026-07-04T15:35:16.149000+00:00,11322,13,1289,63
2026-07-04T15:35:16.149000+00:00,11322,14,1289,1
2026-07-04T15:35:16.149000+00:00,11322,9,1289,5
2026-07-04T15:35:16.149000+00:00,11322,10,1289,55
2026-07-04T15:35:16.149000+00:00,11322,11,1289,23
2026-07-04T15:35:19.133000+00:00,11322,8,1289,12
