path,lane,rows,sha256,result,reason
data/openf1_weather.csv,weather,3593,1000880a1edd5d29aeeac242b5070d026cd5f288d876b4c8af2844f204477dfb,pass,evidence_bearing
data/openf1_race_control.csv,race_control,1082,a84174542b96716bd620bc8e2a28fb130fec8a43e54c62f0e012f9c942e4652c,pass,evidence_bearing
data/openf1_intervals.csv,intervals,9019,47d34856e074a6468c57ce26cc1b8cf26f46d9e75851ff94b02d340e4557273b,pass,evidence_bearing
data/openf1_position.csv,position,10213,f78a11d95da7c928f914336238c9cc2081102fc4ab4e472bf19d3d41d561f8aa,pass,evidence_bearing
data/openf1_stints.csv,stints,1986,19a2ff771345dae4af6fb13c3dbb3b1b61a31d16eefca243d2a9fafc8829db29,pass,evidence_bearing
data/openf1_pit.csv,pit,163,5e1a8ac368dd25774082abeeecce28715f4b614dffd37ad4d8e6cce1ecdf3a2e,pass,evidence_bearing
data/openf1_starting_grid.csv,starting_grid,44,0f8948625051e9cab1da48354db00e3b4fbb036a9650eeafb7a3eeb8b338834a,pass,evidence_bearing
data/openf1_drivers.csv,drivers,457,16b34d4c431def5f6cd23698613e2c68b72d66a19b1e2f93c8846cb42c101a09,pass,evidence_bearing
data/openf1_team_radio.csv,team_radio,118,69b7ec298872a6d2d5a8d9fe827378aaaa5a867283e8af3c8483033a85c323af,pass,evidence_bearing
