date,session_key,pit_duration,meeting_key,stop_duration,lap_number,driver_number,lane_duration,source_closure_retrieved_utc
2026-03-29T05:39:55.436000+00:00,11253,23.316,1281,2.5,16,1,23.316,2026-09-13T01:27:07.572460Z
2026-03-29T05:40:25.536000+00:00,11253,25.0,1281,,16,87,25.0,2026-09-13T01:27:07.572460Z
2026-03-29T05:41:28.501000+00:00,11253,22.992,1281,2.1,17,16,22.992,2026-09-13T01:27:07.572460Z
2026-03-29T05:41:59.154000+00:00,11253,23.649,1281,2.9,17,43,23.649,2026-09-13T01:27:07.572460Z
2026-03-29T05:42:58.405000+00:00,11253,23.444,1281,2.4,18,81,23.444,2026-09-13T01:27:07.572460Z
2026-03-29T05:43:35.557000+00:00,11253,26.3,1281,,18,41,26.3,2026-09-13T01:27:07.572460Z
2026-03-29T05:45:07.194000+00:00,11253,24.629,1281,3.4,19,31,24.629,2026-09-13T01:27:07.572460Z
2026-03-29T05:45:09.104000+00:00,11253,23.698,1281,2.8,19,6,23.698,2026-09-13T01:27:07.572460Z
2026-03-29T05:45:58.890000+00:00,11253,25.129,1281,4.0,19,77,25.129,2026-09-13T01:27:07.572460Z
2026-03-29T05:47:43.226000+00:00,11253,22.937,1281,3.0,21,63,22.937,2026-09-13T01:27:07.572460Z
2026-03-29T05:49:05.815000+00:00,11253,27.307,1281,6.6,21,11,27.307,2026-09-13T01:27:07.572460Z
2026-03-29T05:49:15.293000+00:00,11253,25.083,1281,4.2,21,18,25.083,2026-09-13T01:27:07.572460Z
2026-03-29T05:49:24.243000+00:00,11253,26.458,1281,4.3,21,14,26.458,2026-09-13T01:27:07.572460Z
2026-03-29T05:49:36.575000+00:00,11253,23.288,1281,2.4,22,12,23.288,2026-09-13T01:27:07.572460Z
2026-03-29T05:49:45.182000+00:00,11253,22.891,1281,2.0,22,44,22.891,2026-09-13T01:27:07.572460Z
2026-03-29T05:50:01.959000+00:00,11253,24.304,1281,3.5,22,10,24.304,2026-09-13T01:27:07.572460Z
2026-03-29T05:50:06.296000+00:00,11253,24.49,1281,3.3,22,3,24.49,2026-09-13T01:27:07.572460Z
2026-03-29T05:50:28.632000+00:00,11253,24.1,1281,,22,30,24.1,2026-09-13T01:27:07.572460Z
2026-03-29T05:50:29.968000+00:00,11253,24.63,1281,2.6,22,5,24.63,2026-09-13T01:27:07.572460Z
2026-03-29T05:50:36.919000+00:00,11253,24.396,1281,3.5,22,55,24.396,2026-09-13T01:27:07.572460Z
2026-03-29T05:50:44.394000+00:00,11253,24.6,1281,2.9,22,23,24.6,2026-09-13T01:27:07.572460Z
2026-03-29T05:52:37.648000+00:00,11253,23.9,1281,,23,27,23.9,2026-09-13T01:27:07.572460Z
2026-03-29T05:53:39.693000+00:00,11253,24.014,1281,,23,14,24.014,2026-09-13T01:27:07.572460Z
2026-03-29T05:55:13.349000+00:00,11253,23.501,1281,2.6,24,18,23.501,2026-09-13T01:27:07.572460Z
2026-03-29T06:30:59.545000+00:00,11253,23.072,1281,2.7,45,23,23.072,2026-09-13T01:27:07.572460Z
2026-03-29T06:32:57.159000+00:00,11253,24.1,1281,,46,23,24.1,2026-09-13T01:27:07.572460Z
2026-03-29T06:34:56.701000+00:00,11253,26.0,1281,,47,23,26.0,2026-09-13T01:27:07.572460Z
2026-03-29T06:37:02.998000+00:00,11253,32.7,1281,,48,23,32.7,2026-09-13T01:27:07.572460Z
2026-03-29T06:39:01.736000+00:00,11253,24.3,1281,,49,23,24.3,2026-09-13T01:27:07.572460Z
2026-05-22T20:30:02.910000+00:00,11282,,1285,,1,44,,2026-09-13T01:31:00.812364Z
2026-05-22T20:30:05.973000+00:00,11282,,1285,,1,16,,2026-09-13T01:31:00.812364Z
2026-05-22T20:30:09.738000+00:00,11282,,1285,,1,55,,2026-09-13T01:31:00.812364Z
2026-05-22T20:30:11.722000+00:00,11282,,1285,,1,77,,2026-09-13T01:31:00.812364Z
2026-05-22T20:30:17.538000+00:00,11282,,1285,,1,87,,2026-09-13T01:31:00.812364Z
2026-05-22T20:30:23.269000+00:00,11282,,1285,,1,1,,2026-09-13T01:31:00.812364Z
2026-05-22T20:30:26.738000+00:00,11282,,1285,,1,31,,2026-09-13T01:31:00.812364Z
2026-05-22T20:30:33.327000+00:00,11282,,1285,,1,41,,2026-09-13T01:31:00.812364Z
2026-05-22T20:30:49.632000+00:00,11282,,1285,,1,14,,2026-09-13T01:31:00.812364Z
2026-05-22T20:30:55.491000+00:00,11282,,1285,,1,18,,2026-09-13T01:31:00.812364Z
2026-05-22T20:31:03.710000+00:00,11282,,1285,,1,5,,2026-09-13T01:31:00.812364Z
2026-05-22T20:31:07.684000+00:00,11282,,1285,,1,11,,2026-09-13T01:31:00.812364Z
2026-05-22T20:31:14.348000+00:00,11282,,1285,,1,81,,2026-09-13T01:31:00.812364Z
2026-05-22T20:31:26.839000+00:00,11282,,1285,,1,27,,2026-09-13T01:31:00.812364Z
2026-05-22T20:31:46.701000+00:00,11282,,1285,,1,63,,2026-09-13T01:31:00.812364Z
2026-05-22T20:31:53.635000+00:00,11282,,1285,,1,12,,2026-09-13T01:31:00.812364Z
2026-05-22T20:32:09.595000+00:00,11282,,1285,,1,43,,2026-09-13T01:31:00.812364Z
2026-05-22T20:32:10.517000+00:00,11282,,1285,,1,10,,2026-09-13T01:31:00.812364Z
2026-05-22T20:32:15.745000+00:00,11282,,1285,,1,6,,2026-09-13T01:31:00.812364Z
2026-05-22T20:32:35.164000+00:00,11282,,1285,,1,3,,2026-09-13T01:31:00.812364Z
2026-05-22T20:59:02.559000+00:00,11282,,1285,,8,55,,2026-09-13T01:31:00.812364Z
2026-05-22T20:59:04.047000+00:00,11282,,1285,,8,18,,2026-09-13T01:31:00.812364Z
2026-05-22T20:59:14.187000+00:00,11282,,1285,,9,44,,2026-09-13T01:31:00.812364Z
2026-05-22T20:59:17.156000+00:00,11282,,1285,,8,87,,2026-09-13T01:31:00.812364Z
2026-05-22T20:59:18.177000+00:00,11282,,1285,,8,31,,2026-09-13T01:31:00.812364Z
2026-05-22T20:59:21.459000+00:00,11282,,1285,,7,27,,2026-09-13T01:31:00.812364Z
2026-05-22T20:59:23.459000+00:00,11282,,1285,,7,5,,2026-09-13T01:31:00.812364Z
2026-05-22T20:59:24.224000+00:00,11282,,1285,,8,77,,2026-09-13T01:31:00.812364Z
2026-05-22T20:59:24.599000+00:00,11282,,1285,,7,10,,2026-09-13T01:31:00.812364Z
2026-05-22T20:59:26.050000+00:00,11282,,1285,,8,11,,2026-09-13T01:31:00.812364Z
2026-05-22T20:59:29.459000+00:00,11282,,1285,,7,43,,2026-09-13T01:31:00.812364Z
2026-05-22T21:08:03.099000+00:00,11282,,1285,,7,63,,2026-09-13T01:31:00.812364Z
2026-05-22T21:08:07.349000+00:00,11282,,1285,,7,12,,2026-09-13T01:31:00.812364Z
2026-05-22T21:08:15.099000+00:00,11282,349.9,1285,,9,43,349.9,2026-09-13T01:31:00.812364Z
2026-05-22T21:08:19.168000+00:00,11282,370.8,1285,,10,87,370.8,2026-09-13T01:31:00.812364Z
2026-05-22T21:08:21.897000+00:00,11282,367.3,1285,,10,31,367.3,2026-09-13T01:31:00.812364Z
2026-05-22T21:08:29.658000+00:00,11282,458.2,1285,,8,5,458.2,2026-09-13T01:31:00.812364Z
2026-05-22T21:08:40.595000+00:00,11282,,1285,,8,1,,2026-09-13T01:31:00.812364Z
2026-05-22T21:08:45.945000+00:00,11282,,1285,,8,41,,2026-09-13T01:31:00.812364Z
2026-05-22T21:08:48.367000+00:00,11282,328.1,1285,,11,55,328.1,2026-09-13T01:31:00.812364Z
2026-05-22T21:09:00.585000+00:00,11282,338.9,1285,,12,44,338.9,2026-09-13T01:31:00.812364Z
2026-05-22T21:09:05.582000+00:00,11282,,1285,,8,16,,2026-09-13T01:31:00.812364Z
2026-05-22T21:09:11.421000+00:00,11282,,1285,,7,6,,2026-09-13T01:31:00.812364Z
2026-05-22T21:09:21.150000+00:00,11282,511.9,1285,,8,27,511.9,2026-09-13T01:31:00.812364Z
2026-05-22T21:09:26.195000+00:00,11282,,1285,,7,81,,2026-09-13T01:31:00.812364Z
2026-05-22T21:11:54.235000+00:00,11282,,1285,,7,3,,2026-09-13T01:31:00.812364Z
2026-05-22T21:25:36.056000+00:00,11282,483.7,1285,,18,44,483.7,2026-09-13T01:31:00.812364Z
2026-05-22T21:25:41.322000+00:00,11282,553.2,1285,,12,6,553.2,2026-09-13T01:31:00.812364Z
2026-05-22T21:25:48.259000+00:00,11282,311.6,1285,,19,55,311.6,2026-09-13T01:31:00.812364Z
2026-05-22T21:26:22.741000+00:00,11282,514.1,1285,,14,63,514.1,2026-09-13T01:31:00.812364Z
2026-05-22T21:26:33.875000+00:00,11282,537.4,1285,,14,16,537.4,2026-09-13T01:31:00.812364Z
2026-05-22T21:27:16.991000+00:00,11282,593.1,1285,,11,3,593.1,2026-09-13T01:31:00.812364Z
2026-05-22T21:27:24.420000+00:00,11282,871.3,1285,,11,1,871.3,2026-09-13T01:31:00.812364Z
2026-05-22T21:27:29.142000+00:00,11282,529.2,1285,,15,41,529.2,2026-09-13T01:31:00.812364Z
2026-05-22T21:27:32.869000+00:00,11282,729.3,1285,,11,81,729.3,2026-09-13T01:31:00.812364Z
2026-05-22T21:28:00.754000+00:00,11282,763.0,1285,,12,12,763.0,2026-09-13T01:31:00.812364Z
2026-05-23T16:15:39.227000+00:00,11286,155.1,1285,,7,6,155.1,2026-09-13T01:31:07.393784Z
2026-05-23T16:18:32.832000+00:00,11286,23.5,1285,,9,6,23.5,2026-09-13T01:31:07.393784Z
2026-05-23T16:22:01.414000+00:00,11286,24.0,1285,,14,23,24.0,2026-09-13T01:31:07.393784Z
