meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1295,11373,1,18,1,2,SOFT,0
1295,11373,1,14,1,4,SOFT,0
1295,11373,1,10,1,4,SOFT,0
1295,11373,1,12,1,5,SOFT,0
1295,11373,1,43,1,4,SOFT,0
1295,11373,1,55,1,4,SOFT,0
1295,11373,1,23,1,4,SOFT,0
1295,11373,1,41,1,4,SOFT,0
1295,11373,1,11,1,6,SOFT,0
1295,11373,1,27,1,6,SOFT,0
1295,11373,1,5,1,6,SOFT,0
1295,11373,1,77,1,6,SOFT,0
1295,11373,1,30,1,6,SOFT,0
1295,11373,2,14,5,9,SOFT,0
1295,11373,2,11,7,9,SOFT,0
1295,11373,2,18,3,9,SOFT,0
1295,11373,2,27,7,10,SOFT,0
1295,11373,2,5,7,10,SOFT,0
1295,11373,2,77,7,10,SOFT,0
1295,11373,2,55,5,9,SOFT,0
1295,11373,2,23,5,9,SOFT,0
1295,11373,1,3,1,8,SOFT,0
1295,11373,2,41,5,9,SOFT,0
1295,11373,2,30,7,10,SOFT,0
1295,11373,1,6,1,8,SOFT,0
1295,11373,1,87,1,10,SOFT,0
1295,11373,1,31,1,10,SOFT,0
1295,11373,1,1,1,8,SOFT,0
1295,11373,1,81,1,8,SOFT,0
1295,11373,1,16,1,9,SOFT,0
1295,11373,1,44,1,9,SOFT,0
1295,11373,1,63,1,9,SOFT,0
1295,11373,2,43,5,9,SOFT,0
1295,11373,2,10,5,10,SOFT,0
1295,11373,3,23,10,13,SOFT,0
1295,11373,3,55,10,13,SOFT,0
1295,11373,2,1,9,12,SOFT,0
1295,11373,2,81,9,12,SOFT,0
1295,11373,2,87,11,17,SOFT,0
1295,11373,3,41,10,16,SOFT,0
1295,11373,3,30,11,18,SOFT,0
1295,11373,2,31,11,18,SOFT,0
1295,11373,4,23,14,17,SOFT,0
1295,11373,2,63,10,18,SOFT,0
1295,11373,2,3,9,16,SOFT,0
1295,11373,4,55,14,17,SOFT,0
1295,11373,3,1,13,15,SOFT,4
1295,11373,3,81,13,15,SOFT,4
1295,11373,2,6,9,15,SOFT,0
1295,11373,2,44,10,16,SOFT,0
1295,11373,2,16,10,17,SOFT,0
1295,11373,3,43,10,15,SOFT,0
1295,11373,3,10,11,15,SOFT,0
1295,11373,5,55,18,21,SOFT,4
1295,11373,4,81,16,19,SOFT,0
1295,11373,4,1,16,19,SOFT,0
1295,11373,5,1,20,21,SOFT,0
1295,11373,4,10,16,20,SOFT,0
1295,11373,3,6,16,21,SOFT,0
1295,11373,3,63,19,26,SOFT,0
1295,11373,3,44,17,22,SOFT,0
1295,11373,3,16,18,23,SOFT,0
1295,11373,5,81,20,22,SOFT,0
1295,11373,3,3,17,24,SOFT,0
1295,11373,6,55,22,25,SOFT,0
1295,11373,4,43,16,21,SOFT,0
