meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1293,11355,1,87,1,3,MEDIUM,0
1293,11355,1,31,1,3,MEDIUM,0
1293,11355,1,16,1,3,MEDIUM,0
1293,11355,1,44,1,3,MEDIUM,0
1293,11355,1,77,1,5,MEDIUM,0
1293,11355,1,5,1,5,HARD,0
1293,11355,1,3,1,5,MEDIUM,0
1293,11355,1,63,1,5,HARD,0
1293,11355,2,87,4,6,MEDIUM,0
1293,11355,1,55,1,7,MEDIUM,0
1293,11355,1,12,1,4,HARD,0
1293,11355,2,16,4,7,MEDIUM,3
1293,11355,2,5,6,8,HARD,5
1293,11355,2,31,4,9,MEDIUM,0
1293,11355,2,12,5,6,SOFT,0
1293,11355,2,63,6,8,HARD,5
1293,11355,1,30,1,9,SOFT,0
1293,11355,3,63,9,9,SOFT,0
1293,11355,1,43,1,9,HARD,0
1293,11355,1,41,1,8,MEDIUM,0
1293,11355,1,22,1,9,MEDIUM,0
1293,11355,1,27,1,11,MEDIUM,0
1293,11355,1,23,1,11,MEDIUM,0
1293,11355,2,55,8,10,MEDIUM,0
1293,11355,3,87,7,10,MEDIUM,6
1293,11355,1,18,1,10,SOFT,0
1293,11355,1,1,1,7,HARD,0
1293,11355,3,16,8,10,MEDIUM,7
1293,11355,1,81,1,7,HARD,0
1293,11355,3,5,9,11,HARD,8
1293,11355,2,44,4,8,MEDIUM,3
1293,11355,2,3,6,11,MEDIUM,5
1293,11355,2,77,6,8,MEDIUM,5
1293,11355,1,10,1,9,HARD,0
1293,11355,1,11,1,9,MEDIUM,0
1293,11355,3,12,7,9,SOFT,2
1293,11355,3,31,10,12,MEDIUM,0
1293,11355,2,41,9,11,SOFT,0
1293,11355,2,27,12,14,SOFT,0
1293,11355,4,87,11,13,SOFT,0
1293,11355,2,18,11,13,SOFT,0
1293,11355,4,16,11,13,SOFT,0
1293,11355,3,44,9,11,SOFT,0
1293,11355,4,5,12,15,SOFT,0
1293,11355,1,14,1,7,SOFT,0
1293,11355,4,31,13,15,SOFT,0
1293,11355,2,23,12,14,SOFT,0
1293,11355,4,63,10,15,SOFT,1
1293,11355,2,30,10,21,SOFT,9
1293,11355,3,3,12,16,SOFT,0
1293,11355,5,16,14,15,SOFT,0
1293,11355,3,27,15,17,SOFT,3
1293,11355,3,55,11,16,SOFT,0
1293,11355,2,43,10,14,SOFT,0
1293,11355,3,41,12,14,SOFT,3
1293,11355,2,22,10,15,SOFT,0
1293,11355,5,5,16,17,SOFT,0
1293,11355,3,77,9,15,SOFT,0
1293,11355,2,11,10,15,SOFT,0
1293,11355,4,44,12,14,SOFT,3
1293,11355,5,87,14,17,SOFT,0
1293,11355,2,1,8,13,SOFT,0
1293,11355,2,81,8,14,SOFT,0
1293,11355,5,31,16,18,SOFT,0
1293,11355,3,18,14,16,SOFT,0
1293,11355,2,10,10,15,SOFT,0
1293,11355,6,5,18,22,HARD,11
1293,11355,2,14,8,13,SOFT,0
1293,11355,4,3,17,23,MEDIUM,11
1293,11355,3,81,15,20,HARD,7
1293,11355,3,43,15,23,SOFT,5
1293,11355,3,23,15,26,MEDIUM,11
1293,11355,4,12,10,28,HARD,4
1293,11355,5,27,28,28,MEDIUM,11
1293,11355,4,27,18,27,SOFT,6
1293,11355,3,1,14,21,HARD,7
1293,11355,3,14,14,18,SOFT,6
1293,11355,5,63,16,27,HARD,8
1293,11355,4,41,15,26,MEDIUM,8
1293,11355,4,18,17,27,SOFT,6
1293,11355,4,55,17,30,SOFT,6
1293,11355,6,16,16,29,SOFT,0
1293,11355,6,87,18,29,MEDIUM,10
1293,11355,5,3,24,30,MEDIUM,18
1293,11355,5,12,29,32,SOFT,5
1293,11355,3,10,16,27,HARD,9
1293,11355,4,77,16,28,SOFT,7
1293,11355,6,31,19,30,SOFT,0
1293,11355,5,44,15,27,SOFT,6
1293,11355,4,1,22,25,SOFT,6
1293,11355,4,43,24,28,HARD,9
1293,11355,4,23,27,31,SOFT,3
1293,11355,3,11,16,28,SOFT,6
1293,11355,3,22,16,29,MEDIUM,9
1293,11355,6,63,28,31,SOFT,7
1293,11355,3,30,22,37,HARD,0
1293,11355,4,81,21,26,SOFT,0
