attribution_id,gate,engine_lane,feature_family,input_source,directional_effect,weight_class,confidence,proof_loop_status,notes
2026_1291_hungary_budapest_hungaroring__pre_weekend__control_room_overlay__20260724T085746Z__ATTR,pre_weekend,control_room_overlay,bundle_lock,/home/runner/work/f1-data-publisher/f1-data-publisher/latest/forecasts/2026_1291_hungary_budapest_hungaroring/pre_weekend/control_room_overlay/forecast_rows.csv,locked,source,high,ready_for_scoring,
