meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1289,11322,1,30,1,3,SOFT,3
1289,11322,1,14,1,2,SOFT,0
1289,11322,1,18,1,3,SOFT,0
1289,11322,1,77,1,2,SOFT,0
1289,11322,1,23,1,2,SOFT,0
1289,11322,1,87,1,3,SOFT,0
1289,11322,1,41,1,2,SOFT,3
1289,11322,1,27,1,3,MEDIUM,6
1289,11322,1,31,1,3,SOFT,0
1289,11322,1,11,1,3,SOFT,0
1289,11322,1,55,1,3,SOFT,6
1289,11322,1,63,1,2,SOFT,3
1289,11322,1,81,1,3,SOFT,3
1289,11322,1,12,1,3,SOFT,3
1289,11322,1,3,1,3,SOFT,3
1289,11322,1,6,1,3,SOFT,3
1289,11322,1,10,1,3,SOFT,0
1289,11322,1,43,1,3,SOFT,0
1289,11322,2,31,4,6,SOFT,0
1289,11322,2,77,3,5,SOFT,0
1289,11322,2,87,4,6,SOFT,0
1289,11322,2,18,4,6,SOFT,0
1289,11322,1,1,1,3,SOFT,3
1289,11322,2,23,3,5,SOFT,0
1289,11322,2,55,4,6,SOFT,0
1289,11322,2,41,3,5,SOFT,0
1289,11322,2,30,4,6,SOFT,0
1289,11322,2,27,4,6,SOFT,0
1289,11322,2,14,3,6,SOFT,0
1289,11322,1,5,1,1,MEDIUM,8
1289,11322,2,11,4,6,SOFT,0
1289,11322,2,43,4,5,SOFT,0
1289,11322,3,31,7,9,SOFT,0
1289,11322,3,77,6,8,SOFT,0
1289,11322,3,18,7,9,SOFT,0
1289,11322,3,23,6,8,SOFT,0
1289,11322,3,14,7,9,SOFT,0
1289,11322,3,11,7,9,SOFT,0
1289,11322,2,3,4,6,SOFT,0
1289,11322,2,6,4,6,SOFT,0
1289,11322,3,55,7,9,SOFT,0
1289,11322,1,16,1,6,SOFT,3
1289,11322,3,41,6,8,SOFT,0
1289,11322,1,44,1,5,SOFT,3
1289,11322,3,30,7,9,SOFT,0
1289,11322,2,81,4,6,SOFT,0
1289,11322,3,27,7,9,SOFT,0
1289,11322,2,5,2,4,SOFT,0
1289,11322,2,12,4,6,SOFT,0
1289,11322,2,63,3,5,SOFT,0
1289,11322,3,87,7,9,SOFT,0
1289,11322,2,1,4,5,SOFT,0
1289,11322,2,10,4,6,SOFT,0
1289,11322,3,3,7,9,SOFT,0
1289,11322,3,6,7,9,SOFT,3
1289,11322,3,81,7,9,SOFT,3
1289,11322,4,41,9,11,SOFT,0
1289,11322,3,1,6,8,SOFT,2
1289,11322,4,30,10,12,SOFT,0
1289,11322,2,16,7,9,SOFT,0
1289,11322,2,44,6,8,SOFT,0
1289,11322,4,87,10,12,SOFT,0
1289,11322,4,55,10,12,SOFT,0
1289,11322,3,5,5,7,SOFT,0
1289,11322,4,23,9,11,SOFT,0
1289,11322,4,27,10,12,SOFT,0
1289,11322,3,12,7,10,SOFT,0
1289,11322,3,10,7,9,SOFT,0
1289,11322,3,63,6,8,SOFT,0
1289,11322,5,87,13,15,SOFT,0
1289,11322,5,55,13,15,SOFT,0
1289,11322,4,5,8,10,SOFT,0
1289,11322,5,23,12,14,SOFT,0
1289,11322,5,27,13,15,SOFT,0
1289,11322,4,10,10,12,SOFT,0
1289,11322,4,81,10,12,SOFT,0
1289,11322,5,30,13,15,SOFT,0
1289,11322,4,1,9,11,SOFT,0
1289,11322,4,3,10,12,SOFT,0
1289,11322,3,16,10,12,SOFT,0
1289,11322,3,44,9,11,SOFT,0
1289,11322,4,6,10,12,SOFT,0
1289,11322,4,12,11,13,SOFT,0
1289,11322,4,63,9,11,SOFT,3
1289,11322,5,1,12,14,SOFT,0
1289,11322,5,12,14,16,SOFT,0
1289,11322,5,41,12,14,SOFT,0
1289,11322,5,81,13,15,SOFT,0
1289,11322,6,30,16,17,SOFT,3
1289,11322,5,63,12,14,SOFT,0
1289,11322,5,3,13,15,SOFT,0
1289,11322,4,16,13,15,SOFT,0
1289,11322,4,44,12,14,SOFT,0
1289,11322,5,6,13,15,SOFT,0
1289,11322,6,12,17,19,SOFT,0
1289,11322,6,1,15,17,SOFT,0
1289,11322,6,41,15,17,SOFT,0
1289,11322,6,81,16,18,SOFT,0
1289,11322,7,30,18,20,SOFT,0
1289,11322,6,63,15,17,SOFT,0
1289,11322,6,3,16,18,SOFT,0
1289,11322,5,16,16,18,SOFT,0
1289,11322,5,44,15,17,SOFT,0
1289,11322,6,6,16,18,SOFT,0
