position,driver_number,lap_duration,meeting_key,session_key,source_closure_retrieved_utc
1,12,92.064,1280,11241,2026-07-24T18:51:01.399714Z
2,63,92.286,1280,11241,2026-07-24T18:51:01.399714Z
3,44,92.415,1280,11241,2026-07-24T18:51:01.399714Z
4,16,92.428,1280,11241,2026-07-24T18:51:01.399714Z
5,81,92.55,1280,11241,2026-07-24T18:51:01.399714Z
6,1,92.608,1280,11241,2026-07-24T18:51:01.399714Z
7,10,92.873,1280,11241,2026-07-24T18:51:01.399714Z
8,3,93.002,1280,11241,2026-07-24T18:51:01.399714Z
9,6,93.121,1280,11241,2026-07-24T18:51:01.399714Z
10,87,93.292,1280,11241,2026-07-24T18:51:01.399714Z
11,27,93.354,1280,11241,2026-07-24T18:51:01.399714Z
12,43,93.357,1280,11241,2026-07-24T18:51:01.399714Z
13,31,93.538,1280,11241,2026-07-24T18:51:01.399714Z
14,30,93.765,1280,11241,2026-07-24T18:51:01.399714Z
15,41,93.784,1280,11241,2026-07-24T18:51:01.399714Z
16,5,93.965,1280,11241,2026-07-24T18:51:01.399714Z
17,55,94.317,1280,11241,2026-07-24T18:51:01.399714Z
18,14,95.203,1280,11241,2026-07-24T18:51:01.399714Z
19,77,95.436,1280,11241,2026-07-24T18:51:01.399714Z
20,18,95.995,1280,11241,2026-07-24T18:51:01.399714Z
21,11,96.906,1280,11241,2026-07-24T18:51:01.399714Z
22,23,94.772,1280,11241,2026-07-24T18:51:01.399714Z
1,63,72.965,1285,11282,2026-07-24T18:55:08.154415Z
2,12,73.033,1285,11282,2026-07-24T18:55:08.154415Z
3,1,73.28,1285,11282,2026-07-24T18:55:08.154415Z
4,81,73.299,1285,11282,2026-07-24T18:55:08.154415Z
5,44,73.326,1285,11282,2026-07-24T18:55:08.154415Z
6,16,73.41,1285,11282,2026-07-24T18:55:08.154415Z
7,3,73.504,1285,11282,2026-07-24T18:55:08.154415Z
8,6,73.605,1285,11282,2026-07-24T18:55:08.154415Z
9,41,73.737,1285,11282,2026-07-24T18:55:08.154415Z
10,55,74.536,1285,11282,2026-07-24T18:55:08.154415Z
11,27,74.595,1285,11282,2026-07-24T18:55:08.154415Z
12,5,74.627,1285,11282,2026-07-24T18:55:08.154415Z
13,43,74.702,1285,11282,2026-07-24T18:55:08.154415Z
14,31,74.928,1285,11282,2026-07-24T18:55:08.154415Z
15,14,,1285,11282,2026-07-24T18:55:08.154415Z
16,11,76.002,1285,11282,2026-07-24T18:55:08.154415Z
17,18,76.354,1285,11282,2026-07-24T18:55:08.154415Z
18,30,,1285,11282,2026-07-24T18:55:08.154415Z
19,87,75.197,1285,11282,2026-07-24T18:55:08.154415Z
20,10,76.642,1285,11282,2026-07-24T18:55:08.154415Z
21,77,76.866,1285,11282,2026-07-24T18:55:08.154415Z
22,23,,1285,11282,2026-07-24T18:55:08.154415Z
1,12,72.051,1286,11295,2026-07-24T18:56:10.020703Z
