lane,rows,result,reason,required_status,heavy_endpoint
weather,5182,pass,evidence_bearing,required_lightweight,False
race_control,3031,pass,evidence_bearing,required_lightweight,False
intervals,155068,pass,evidence_bearing,required_lightweight,False
position,23441,pass,evidence_bearing,required_lightweight,False
stints,3181,pass,evidence_bearing,required_lightweight,False
pit,423,pass,evidence_bearing,required_lightweight,False
starting_grid,154,pass,evidence_bearing,required_lightweight,False
drivers,922,pass,evidence_bearing,required_lightweight,False
team_radio,361,pass,evidence_bearing,opportunistic,False
