attribution_id,gate,engine_lane,feature_family,input_source,directional_effect,weight_class,confidence,proof_loop_status,notes
2026_1287_spain_barcelona_catalunya__post_event__experimental_challenger__20260614T203331Z__ATTR,post_event,experimental_challenger,bundle_lock,/home/runner/work/f1-data-publisher/f1-data-publisher/latest/forecasts/2026_1287_spain_barcelona_catalunya/post_event/experimental_challenger/forecast_rows.csv,locked,source,high,ready_for_scoring,
