date,session_key,driver_number,gap_to_leader,interval,meeting_key,source_closure_retrieved_utc
2026-05-24T21:06:09.477000+00:00,11291,18,+2 LAPS,32.922,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:09.555000+00:00,11291,87,+1 LAP,6.88,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:09.571000+00:00,11291,10,73.158,2.35,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:09.837000+00:00,11291,16,17.029,7.687,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:10.321000+00:00,11291,30,70.862,13.053,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:10.352000+00:00,11291,44,9.278,3.925,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:10.399000+00:00,11291,3,5.403,5.403,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:10.555000+00:00,11291,16,17.042,,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:10.571000+00:00,11291,27,+1 LAP,9.526,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:10.587000+00:00,11291,55,+1 LAP,16.18,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:11.073000+00:00,11291,6,18.251,1.222,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:11.102000+00:00,11291,77,+2 LAPS,28.481,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:11.259000+00:00,11291,43,58.033,40.007,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:11.758000+00:00,11291,6,18.244,1.202,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:11.899000+00:00,11291,5,+1 LAP,6.193,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:12.353000+00:00,11291,31,+2 LAPS,41.249,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:12.638000+00:00,11291,10,73.202,2.34,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:13.340000+00:00,11291,27,+1 LAP,9.537,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:13.406000+00:00,11291,3,5.379,5.379,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:13.587000+00:00,11291,87,+1 LAP,6.883,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:13.659000+00:00,11291,16,17.124,7.728,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:14.316000+00:00,11291,44,9.311,3.908,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:14.325000+00:00,11291,87,+1 LAP,6.877,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:14.362000+00:00,11291,18,+2 LAPS,33.08,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:14.726000+00:00,11291,77,+2 LAPS,28.479,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:14.838000+00:00,11291,6,18.311,1.187,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:15.152000+00:00,11291,55,+1 LAP,16.134,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:15.290000+00:00,11291,81,+1 LAP,5.733,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:15.449000+00:00,11291,30,70.92099999999999,13.004,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:15.477000+00:00,11291,31,+2 LAPS,41.27,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:15.849000+00:00,11291,43,58.229,40.116,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:16.777000+00:00,11291,5,+1 LAP,6.196,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:16.794000+00:00,11291,3,5.399,5.399,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:17.177000+00:00,11291,18,+2 LAPS,33.144,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:17.324000+00:00,11291,44,9.301,3.922,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:17.476000+00:00,11291,87,+1 LAP,6.92,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:17.748000+00:00,11291,10,73.225,2.304,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:18.025000+00:00,11291,27,+1 LAP,9.578,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:18.239000+00:00,11291,16,17.147,7.869,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:18.615000+00:00,11291,43,58.278,40.106,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:19.042000+00:00,11291,30,71.06700000000001,13.03,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:19.053000+00:00,11291,31,+2 LAPS,41.305,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:19.107000+00:00,11291,55,+1 LAP,16.066,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:19.268000+00:00,11291,81,+1 LAP,5.675,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:19.350000+00:00,11291,6,18.286,1.139,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:19.577000+00:00,11291,5,+1 LAP,6.186,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:19.840000+00:00,11291,3,5.405,5.405,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:19.959000+00:00,11291,81,+1 LAP,5.672,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:20.265000+00:00,11291,77,+2 LAPS,28.492,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:20.724000+00:00,11291,44,9.333,3.934,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:21.315000+00:00,11291,10,73.34,2.273,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:21.608000+00:00,11291,43,58.293,40.093,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:21.924000+00:00,11291,18,+2 LAPS,33.404,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:22.093000+00:00,11291,87,+1 LAP,6.91,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:22.139000+00:00,11291,55,+1 LAP,16.079,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:22.224000+00:00,11291,16,17.159,7.848,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:22.224000+00:00,11291,31,+2 LAPS,41.389,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:22.224000+00:00,11291,27,+1 LAP,9.617,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:23.038000+00:00,11291,81,+1 LAP,5.532,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:23.394000+00:00,11291,6,18.352,1.193,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:23.774000+00:00,11291,44,9.401,3.996,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:24.161000+00:00,11291,5,+1 LAP,6.133,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:24.375000+00:00,11291,30,71.144,13.111,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:24.866000+00:00,11291,27,+1 LAP,9.57,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:24.924000+00:00,11291,3,5.339,5.339,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:25.124000+00:00,11291,77,+2 LAPS,28.589,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:25.240000+00:00,11291,16,17.177,7.876,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:25.599000+00:00,11291,55,+1 LAP,16.036,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:26.099000+00:00,11291,87,+1 LAP,6.988,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:26.412000+00:00,11291,18,+2 LAPS,33.655,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:26.412000+00:00,11291,6,18.349,1.172,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:26.583000+00:00,11291,10,73.36,2.216,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:27.474000+00:00,11291,81,+1 LAP,5.45,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:27.505000+00:00,11291,31,+2 LAPS,41.455,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:28.005000+00:00,11291,77,+2 LAPS,28.575,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:28.255000+00:00,11291,5,+1 LAP,6.055,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:28.349000+00:00,11291,3,5.347,5.347,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:28.504000+00:00,11291,43,58.556,40.231,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:28.606000+00:00,11291,16,17.185,7.852,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:28.666000+00:00,11291,55,+1 LAP,16.029,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:28.887000+00:00,11291,27,+1 LAP,9.614,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:28.911000+00:00,11291,44,9.33,3.991,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:28.993000+00:00,11291,30,71.359,13.13,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:29.202000+00:00,11291,87,+1 LAP,7.046,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:29.212000+00:00,11291,18,+2 LAPS,33.648,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:29.607000+00:00,11291,27,+1 LAP,9.63,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:29.865000+00:00,11291,6,18.473,1.288,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:30.967000+00:00,11291,5,+1 LAP,6.109,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:31.031000+00:00,11291,31,+2 LAPS,41.483,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:31.077000+00:00,11291,77,+2 LAPS,28.551,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:31.219000+00:00,11291,10,73.559,2.2,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:31.481000+00:00,11291,81,+1 LAP,5.39,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:31.699000+00:00,11291,16,17.226,7.825,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:31.730000+00:00,11291,30,71.399,13.121,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:32.324000+00:00,11291,44,,3.983,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:32.777000+00:00,11291,87,+1 LAP,7.142,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:32.824000+00:00,11291,27,+1 LAP,9.799,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:32.924000+00:00,11291,6,18.483,1.257,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:33.359000+00:00,11291,18,+2 LAPS,33.653,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:33.377000+00:00,11291,43,58.619,40.273,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:33.700000+00:00,11291,3,5.464,5.464,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:33.826000+00:00,11291,55,+1 LAP,16.076,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:33.942000+00:00,11291,10,73.62,2.221,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:34.107000+00:00,11291,18,+2 LAPS,33.651,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:34.565000+00:00,11291,81,+1 LAP,5.378,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:34.794000+00:00,11291,30,71.461,13.168,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:35.026000+00:00,11291,5,+1 LAP,6.141,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:35.770000+00:00,11291,5,+1 LAP,6.145,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:35.839000+00:00,11291,87,+1 LAP,7.222,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:36.138000+00:00,11291,43,58.636,40.295,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:36.506000+00:00,11291,31,+2 LAPS,41.584,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:36.674000+00:00,11291,16,17.121,7.791,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:36.924000+00:00,11291,10,73.613,2.152,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:37.327000+00:00,11291,18,+2 LAPS,33.559,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:37.359000+00:00,11291,55,+1 LAP,16.027,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:37.421000+00:00,11291,27,+1 LAP,9.869,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:37.546000+00:00,11291,44,9.328,3.864,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:37.875000+00:00,11291,77,+2 LAPS,28.388,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:37.941000+00:00,11291,6,18.379,1.258,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:38.091000+00:00,11291,81,+1 LAP,5.338,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:38.175000+00:00,11291,3,5.466,5.466,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:38.973000+00:00,11291,5,+1 LAP,6.141,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:40.139000+00:00,11291,16,17.176,7.846,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:40.857000+00:00,11291,43,58.722,40.482,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:40.941000+00:00,11291,3,5.477,5.477,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:41.018000+00:00,11291,87,+1 LAP,7.187,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:41.164000+00:00,11291,31,+2 LAPS,41.824,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:41.216000+00:00,11291,81,+1 LAP,5.27,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:41.316000+00:00,11291,27,+1 LAP,9.838,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:41.478000+00:00,11291,6,18.487,1.311,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:41.577000+00:00,11291,30,71.627,13.071,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:41.995000+00:00,11291,44,9.297,3.831,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:42.616000+00:00,11291,55,+1 LAP,16.022,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:42.777000+00:00,11291,77,+2 LAPS,28.398,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:43.568000+00:00,11291,5,+1 LAP,6.147,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:43.597000+00:00,11291,10,73.656,2.029,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:43.965000+00:00,11291,3,5.571,5.571,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:44.080000+00:00,11291,31,+2 LAPS,41.939,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:44.538000+00:00,11291,27,+1 LAP,9.936,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:44.567000+00:00,11291,87,+1 LAP,7.232,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:44.741000+00:00,11291,44,9.294,3.817,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:45.155000+00:00,11291,43,58.912,40.743,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:45.455000+00:00,11291,16,17.22,7.892,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:45.577000+00:00,11291,77,+2 LAPS,28.414,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:46.316000+00:00,11291,81,+1 LAP,5.289,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:46.416000+00:00,11291,30,71.676,13.057,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:46.745000+00:00,11291,6,18.516,1.296,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:47.040000+00:00,11291,18,+2 LAPS,34.672,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:47.212000+00:00,11291,55,+1 LAP,16.002,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:47.259000+00:00,11291,31,+2 LAPS,42.084,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:47.516000+00:00,11291,5,+1 LAP,6.195,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:47.724000+00:00,11291,44,9.32,3.749,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:47.959000+00:00,11291,43,59.1,40.855,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:47.998000+00:00,11291,27,+1 LAP,9.905,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:48.440000+00:00,11291,10,73.684,2.008,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:49.199000+00:00,11291,30,71.71000000000001,13.074,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:49.839000+00:00,11291,81,+1 LAP,5.264,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:49.893000+00:00,11291,87,+1 LAP,7.267,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:49.900000+00:00,11291,16,17.193,7.896,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:49.966000+00:00,11291,55,+1 LAP,15.993,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:50.424000+00:00,11291,77,+2 LAPS,28.473,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:50.424000+00:00,11291,18,+2 LAPS,34.935,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:50.655000+00:00,11291,3,5.508,5.508,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:50.690000+00:00,11291,5,+1 LAP,6.228,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:51.016000+00:00,11291,27,+1 LAP,9.897,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:51.188000+00:00,11291,10,73.69,1.98,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:51.277000+00:00,11291,6,18.579,1.386,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:52.010000+00:00,11291,43,59.195,40.944,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:52.631000+00:00,11291,16,17.175,7.881,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:52.733000+00:00,11291,43,59.218,40.974,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:52.972000+00:00,11291,55,+1 LAP,16.03,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:53.907000+00:00,11291,30,71.772,13.05,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:54.124000+00:00,11291,6,18.674,1.499,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:54.238000+00:00,11291,44,9.051,3.543,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:54.421000+00:00,11291,18,+2 LAPS,35.382,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:54.434000+00:00,11291,87,+1 LAP,7.237,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:54.642000+00:00,11291,5,+1 LAP,6.659,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:54.880000+00:00,11291,31,+2 LAPS,42.915,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:55.012000+00:00,11291,77,+2 LAPS,28.638,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:55.115000+00:00,11291,81,+1 LAP,5.228,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:55.483000+00:00,11291,3,5.509,5.509,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:55.687000+00:00,11291,16,17.22,7.9,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:55.978000+00:00,11291,10,73.661,1.889,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:56.096000+00:00,11291,43,59.384,41.073,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:56.266000+00:00,11291,27,+1 LAP,9.968,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:57.130000+00:00,11291,6,18.736,1.516,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:57.224000+00:00,11291,87,+1 LAP,7.255,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:57.677000+00:00,11291,18,+2 LAPS,35.451,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:57.749000+00:00,11291,77,+2 LAPS,28.538,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:57.878000+00:00,11291,5,+1 LAP,6.808,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:58.193000+00:00,11291,30,71.957,13.045,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:58.269000+00:00,11291,3,5.55,5.55,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:59.053000+00:00,11291,44,9.097,3.588,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:59.639000+00:00,11291,81,+1 LAP,5.198,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:59.738000+00:00,11291,55,+1 LAP,16.144,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:59.766000+00:00,11291,31,+2 LAPS,42.968,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:06:59.775000+00:00,11291,27,+1 LAP,9.935,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:00.015000+00:00,11291,10,73.763,1.806,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:00.240000+00:00,11291,87,+1 LAP,7.269,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:00.441000+00:00,11291,43,59.414,41.128,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:00.907000+00:00,11291,30,72.06,12.96,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:01.839000+00:00,11291,44,9.13,3.58,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:01.858000+00:00,11291,77,+2 LAPS,28.489,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:02.411000+00:00,11291,16,17.06,8.009,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:02.504000+00:00,11291,81,+1 LAP,5.128,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:02.507000+00:00,11291,31,+2 LAPS,42.948,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:02.748000+00:00,11291,77,+2 LAPS,28.485,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:02.856000+00:00,11291,10,73.881,1.821,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:03.007000+00:00,11291,3,5.709,5.709,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:03.310000+00:00,11291,18,+2 LAPS,35.807,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:03.655000+00:00,11291,5,+1 LAP,7.38,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:03.866000+00:00,11291,6,18.711,1.651,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:04.407000+00:00,11291,43,59.401,41.049,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:04.575000+00:00,11291,55,+1 LAP,16.146,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:04.877000+00:00,11291,30,72.06700000000001,12.872,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:05.156000+00:00,11291,27,+1 LAP,10.048,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:05.359000+00:00,11291,81,+1 LAP,5.071,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:05.571000+00:00,11291,30,72.063,12.845,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:05.884000+00:00,11291,77,+2 LAPS,28.591,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:06.509000+00:00,11291,44,9.231,3.522,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:06.774000+00:00,11291,10,73.95400000000001,1.887,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:06.790000+00:00,11291,87,+1 LAP,7.043,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:07.009000+00:00,11291,31,+2 LAPS,42.814,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:07.024000+00:00,11291,16,17.056,7.959,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:07.118000+00:00,11291,18,+2 LAPS,36.093,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:07.181000+00:00,11291,3,5.778,5.778,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:07.368000+00:00,11291,55,+1 LAP,16.16,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:07.384000+00:00,11291,5,+1 LAP,7.588,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:07.415000+00:00,11291,43,59.39,41.041,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:07.493000+00:00,11291,10,73.972,1.909,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:08.650000+00:00,11291,30,72.098,12.714,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:08.758000+00:00,11291,12,0.0,0.0,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:08.759000+00:00,11291,6,18.776,1.72,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:09.725000+00:00,11291,27,+1 LAP,10.1,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:09.756000+00:00,11291,3,5.704,5.704,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:09.787000+00:00,11291,16,17.071,7.941,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:10.631000+00:00,11291,10,74.089,1.991,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:10.678000+00:00,11291,44,9.316,3.538,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:10.896000+00:00,11291,43,59.508,41.035,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:11.349000+00:00,11291,31,+2 LAPS,43.098,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:11.771000+00:00,11291,87,+1 LAP,7.153,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:11.771000+00:00,11291,6,18.783,1.712,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:12.053000+00:00,11291,55,+1 LAP,16.274,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:12.099000+00:00,11291,81,+1 LAP,5.311,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:12.459000+00:00,11291,27,+1 LAP,10.108,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:12.615000+00:00,11291,5,+1 LAP,7.482,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:12.724000+00:00,11291,18,+2 LAPS,36.208,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:13.256000+00:00,11291,30,72.191,12.777,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:13.318000+00:00,11291,44,9.281,3.577,1285,2026-07-25T16:35:11.398303Z
2026-05-24T21:07:13.724000+00:00,11291,3,5.72,5.72,1285,2026-07-25T16:35:11.398303Z
