lane,rows,result,reason,required_status,heavy_endpoint
weather,5297,pass,evidence_bearing,required_lightweight,False
race_control,2669,pass,evidence_bearing,required_lightweight,False
intervals,115274,pass,evidence_bearing,required_lightweight,False
position,18477,pass,evidence_bearing,required_lightweight,False
stints,2582,pass,evidence_bearing,required_lightweight,False
pit,265,pass,evidence_bearing,required_lightweight,False
starting_grid,88,pass,evidence_bearing,required_lightweight,False
drivers,788,pass,evidence_bearing,required_lightweight,False
team_radio,277,pass,evidence_bearing,opportunistic,False
