source_id,source_name,source_type,source_path_or_uri,source_timestamp_utc,source_sha256,source_role,gate_allowed,notes
forecast_source,/home/runner/work/f1-data-publisher/f1-data-publisher/latest/forecasts/2026_1292_netherlands_zandvoort_zandvoort/post_qualifying/stable_baseline/forecast_rows.csv,csv,/home/runner/work/f1-data-publisher/f1-data-publisher/latest/forecasts/2026_1292_netherlands_zandvoort_zandvoort/post_qualifying/stable_baseline/forecast_rows.csv,2026-08-23T06:08:21Z,46b4aefdf7f806a577eefeeb1f04fb84aeedea2e51d1b996b32702c025c7e022,forecast_source,True,Actual forecast source copied into immutable bundle.
